gene,in_top20_tier1,in_prior_anchor_group,in_broad_state_control_group,in_special_review_group,audit_selection_reason,final_tier,therapeutic_like_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,graph_neighborhood_label,prior_candidate_flag,targeted_manifold_audit_priority,audit_priority,audit_groups,audit_group::top20_tier1,audit_group::prior_anchor,audit_group::broad_state_caution_control,audit_group::special_review,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,tau_lowering_score_percentile,neuron_preservation_score_percentile,known_biology_note,claim_boundary,scope,AT8_delta_targeted_audit,A_beta_6e10_delta_targeted_audit,GFAP_delta_targeted_audit,Iba1_delta_targeted_audit,NeuN_delta_targeted_audit,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction,manifold_nn_backend,AT8_delta_official_screen,A_beta_6e10_delta_official_screen,GFAP_delta_official_screen,Iba1_delta_official_screen,NeuN_delta_official_screen,AT8_delta_absolute_difference,A_beta_6e10_delta_absolute_difference,GFAP_delta_absolute_difference,Iba1_delta_absolute_difference,NeuN_delta_absolute_difference,targeted_manifold_qc_result
ERC1,False,False,False,True,pre-specified special-review gene,broad_state_caution,99.66367713004485,14.8355754857997,98.91629297458894,isolated_high_score_gene,False,priority_2_special_review,priority_2_special_review,special_review,False,False,False,True,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,99.58893871449924,81.68908819133034,Vesicle/scaffold-associated candidate requiring cell-state-specific validation.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0553420297801494,-0.1159166246652603,-0.0466947704553604,-0.1188743859529495,0.0117318294942379,within_manifold_threshold,not_separately_audited,True,,0.0017264001071453,0.0014635443221777,0.0030132683459669,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0553503520786762,-0.1159240826964378,-0.0467049442231655,-0.1188617423176765,0.0117730628699064,8.32229852680555e-06,7.458031177492996e-06,1.0173767805099487e-05,1.2643635272993614e-05,4.1233375668499675e-05,pass_within_manifold_threshold
KIF2A,False,False,False,True,pre-specified special-review gene,broad_state_caution,99.55156950672644,59.64125560538116,96.7488789237668,isolated_high_score_gene,False,priority_2_special_review,priority_2_special_review,special_review,False,False,False,True,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,99.2526158445441,96.41255605381166,Microtubule motor regulator requiring cell-state-specific validation.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0466213971376419,-0.0854673385620117,-0.0119929611682891,0.014786540530622,0.0275208167731761,within_manifold_threshold,not_separately_audited,True,,0.0004863321373704,0.0003967769735027,0.0027738786302506,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0466973073780536,-0.0854994431138038,-0.0120868198573589,0.0148590886965394,0.0274982098489999,7.591024041170291e-05,3.2104551792089264e-05,9.385868906979997e-05,7.254816591740001e-05,2.2606924176198778e-05,pass_within_manifold_threshold
PTPN18,False,False,False,True,pre-specified special-review gene,unsupported_or_deprioritized,98.80418535127056,66.03139013452915,88.37817638266068,isolated_high_score_gene,False,priority_2_special_review,priority_2_special_review,special_review,False,False,False,True,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,99.2899850523169,83.37070254110613,Protein tyrosine phosphatase candidate requiring pathway-specific validation.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0468951649963855,-0.0335729829967021,-0.0076916245743632,0.0187538545578718,0.0127781117334961,within_manifold_threshold,not_separately_audited,True,,0.0002757973852567,0.0002548205084167,0.0027479196432977,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0469423085451126,-0.0336242392659187,-0.0077371839433908,0.01873648352921,0.0127673568204045,4.714354872710491e-05,5.1256269216599926e-05,4.5559369027600716e-05,1.7371028661800764e-05,1.0754913091600565e-05,pass_within_manifold_threshold
PLD3,False,False,False,True,pre-specified special-review gene,scorecard_supported_isolated_hypothesis,96.8609865470852,14.8355754857997,57.47384155455904,isolated_high_score_gene,False,priority_2_special_review,priority_2_special_review,special_review,False,False,False,True,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,91.62929745889387,85.53811659192824,No project-curated biology note yet; literature review is required before promotion.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0160299986600875,-0.0146343596279621,-0.0229963157325983,-0.0015613911673426,0.0137330256402492,within_manifold_threshold,not_separately_audited,True,,0.0001762291212799,0.0001323824253631,0.0027472162619233,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0160637777298688,-0.0146417217329144,-0.0229853074997663,-0.0015646192478016,0.0137267978861927,3.3779069781299936e-05,7.3621049522989285e-06,1.1008232832000059e-05,3.2280804590000076e-06,6.227754056500542e-06,pass_within_manifold_threshold
CD74,False,False,False,True,pre-specified special-review gene,scorecard_supported_isolated_hypothesis,95.73991031390136,48.729446935724965,83.25859491778775,isolated_high_score_gene,True,priority_2_special_review,priority_2_special_review,special_review,False,False,False,True,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,94.05829596412556,86.54708520179372,Antigen-presentation pathway component.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0193154159933328,-0.0172155145555734,-0.0462769120931625,0.0083190537989139,0.0145540107041597,within_manifold_threshold,not_separately_audited,True,,0.0001969950244529,0.0001687597250565,0.0028051116969436,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0193632859736681,-0.0172795560210943,-0.0462308824062347,0.0083194747567176,0.0145371817052364,4.7869980335298046e-05,6.40414655209004e-05,4.602968692780235e-05,4.2095780370017544e-07,1.6828998923299962e-05,pass_within_manifold_threshold
CD4,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,89.91031390134529,78.1390134529148,92.2645739910314,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,97.38415545590432,89.8355754857997,Immune surface marker and signaling context; requires cell-state specificity review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0273303538560867,-0.0464901663362979,0.0293170437216758,-0.0175391696393489,0.0168631523847579,within_manifold_threshold,not_separately_audited,True,,0.0003012306115124,0.0002664695784915,0.0028183488175272,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0273163989186286,-0.0464837774634361,0.0293303616344928,-0.0175516866147518,0.0168677568435668,1.395493745810078e-05,6.3888728617997326e-06,1.3317912817001343e-05,1.251697540289795e-05,4.604458808902395e-06,pass_within_manifold_threshold
CTSD,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,87.33183856502242,30.194319880418536,36.99551569506727,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,49.43946188340807,85.98654708520179,Lysosomal protease linked to microglial degradative state.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,0.001791906543076,-0.0076109156943857,0.0001091555241146,-0.0284431092441082,0.0140829794108867,within_manifold_threshold,not_separately_audited,True,,0.0001767532667145,0.000138290473842,0.0027536051347851,0.0095683196559548,0.0174692813307046,0.0,torch,0.0017837908817455,-0.0075861937366425,0.000121547935123,-0.0284116193652153,0.0141129605472087,8.115661330500073e-06,2.472195774319997e-05,1.2392411008400002e-05,3.148987889289856e-05,2.9981136321998933e-05,pass_within_manifold_threshold
C3,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,68.16143497757847,32.62331838565022,2.6532137518684604,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,33.44544095665172,65.95665171898357,Complement pathway component with broad inflammatory context.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,0.0064989142119884,-0.0005289824912324,0.0011073525529354,-0.004137635231018,0.0063359937630593,within_manifold_threshold,not_separately_audited,True,,0.0002225458301836,0.0001739429571898,0.0027809978928416,0.0095683196559548,0.0174692813307046,0.0,torch,0.0064829462207853,-0.0004857416788581,0.0010665614390745,-0.0040842751041054,0.0063180280849337,1.5967991203100045e-05,4.3240812374300045e-05,4.0791113860899966e-05,5.336012691259991e-05,1.796567812559994e-05,pass_within_manifold_threshold
PLCG2,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,65.6576980568012,57.7727952167414,70.254110612855,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,93.42301943198804,18.497757847533634,Microglial immune-signaling enzyme and Alzheimer-risk biology anchor.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0183760374784469,-0.0177657958120107,-0.0258869212120771,0.0136870210990309,-0.0073885731399059,within_manifold_threshold,not_separately_audited,True,,0.0001505419349996,9.631858119973911e-05,0.0027102958410978,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0183575171977281,-0.0177309494465589,-0.0258920323103666,0.0137170441448688,-0.0073588793165981,1.8520280718799936e-05,3.4846365451798866e-05,5.1110982895001544e-06,3.0023045837899998e-05,2.9693823307800314e-05,pass_within_manifold_threshold
C1QA,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,64.72346786248131,33.29596412556054,68.87144992526159,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,23.91629297458893,71.37518684603886,Complement component and microglial state marker.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,0.0097942939028143,0.0587448477745056,0.0012866593897342,-0.0034844218753278,0.0078822467476129,within_manifold_threshold,not_separately_audited,True,,0.0002626563073135,0.0002527626929804,0.0028591172304004,0.0095683196559548,0.0174692813307046,0.0,torch,0.0097804060205817,0.0587622597813606,0.0013055426534265,-0.0034793708473443,0.0078976983204483,1.3887882232600096e-05,1.741200685499711e-05,1.8883263692299904e-05,5.051027983499906e-06,1.54515728354003e-05,pass_within_manifold_threshold
TREM2,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,55.79222720478326,32.73542600896861,5.941704035874439,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,31.950672645739907,38.639760837070256,Microglial lipid-sensing receptor and Alzheimer-risk biology anchor.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,0.0069036823697388,0.0040568285621702,0.0011136826360598,-0.0126771889626979,-0.0007642694981768,within_manifold_threshold,not_separately_audited,True,,0.0001367943332297,8.704748324817047e-05,0.0027248433325439,0.0095683196559548,0.0174692813307046,0.0,torch,0.006840631365776,0.0040269154123961,0.001095324405469,-0.0126610314473509,-0.0007587885484099,6.305100396279944e-05,2.9913149774100575e-05,1.8358230590800146e-05,1.6157515346998733e-05,5.4809497668999825e-06,pass_within_manifold_threshold
CSF1R,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,51.71898355754858,77.20478325859492,81.57698056801196,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,97.53363228699553,12.10762331838565,Microglial survival and lineage receptor.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0280022732913494,-0.0262557603418827,-0.0079591618850827,0.0283112693578004,-0.010478114709258,within_manifold_threshold,not_separately_audited,True,,0.0002241955808131,0.0001619249378563,0.0027320706285536,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0280098468065261,-0.0262996312230825,-0.0079800598323345,0.0283439885824918,-0.0104651236906647,7.573515176700213e-06,4.3870881199802036e-05,2.0897947251800192e-05,3.271922469139793e-05,1.2991018593299167e-05,pass_within_manifold_threshold
APOE,False,True,True,False,pre-specified prior biological anchor; broad-state/gliosis/neuron-risk caution control,broad_state_caution,51.195814648729446,90.17189835575483,96.15097159940208,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor|broad_state_caution_control,False,True,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,98.4678624813154,56.65171898355755,Lipid-transport and Alzheimer-risk biology anchor with broad microglial effects.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.03531164675951,-0.0536865107715129,-0.0321790724992752,0.0502300150692462,0.0038064906839281,within_manifold_threshold,not_separately_audited,True,,0.0002964661398436,0.0003667405981104,0.0026806739624589,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0353307947516441,-0.0536807738244533,-0.0322296768426895,0.0502222590148448,0.0037982931826263,1.9147992134101177e-05,5.736947059603592e-06,5.06043434142997e-05,7.756054401404644e-06,8.197501301800136e-06,pass_within_manifold_threshold
TYROBP,False,True,False,False,pre-specified prior biological anchor,biological_anchor_prior_candidate,50.71001494768311,68.38565022421524,32.473841554559044,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor,False,True,False,False,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,81.35276532137519,43.609865470852014,Immune receptor adaptor central to microglial signaling.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0084082363173365,-0.0030753719620406,-0.0168500915169715,0.0201650168746709,0.0004248351324349,within_manifold_threshold,not_separately_audited,True,,0.0002592747041489,0.000220654575969,0.0027522700838744,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0084189679473638,-0.0030867932364344,-0.0169142317026853,0.0201918110251426,0.0004034216399304,1.0731630027299363e-05,1.1421274393799957e-05,6.414018571379923e-05,2.6794150471701195e-05,2.1413492504499985e-05,pass_within_manifold_threshold
APP,False,True,True,False,pre-specified prior biological anchor; broad-state/gliosis/neuron-risk caution control,broad_state_caution,1.2331838565022422,99.10313901345292,98.4304932735426,no_graph_support,True,priority_2_prior_anchor,priority_2_prior_anchor,prior_anchor|broad_state_caution_control,False,True,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,98.3931240657698,94.95515695067265,Amyloid precursor protein; direct Alzheimer-related biological anchor.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0348727516829967,-0.0158884022384881,0.0707251355051994,0.1251637637615203,0.0231537986546754,within_manifold_threshold,not_separately_audited,True,,0.0005362450028769,0.0004697481926996,0.0027918121777474,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0349010042846202,-0.0158900879323482,0.0707384496927261,0.1251963526010513,0.0231607183814048,2.8252601623500462e-05,1.685693860099119e-06,1.3314187526689003e-05,3.2588839531000335e-05,6.919726729399944e-06,pass_within_manifold_threshold
PAFAH1B1,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,99.9626307922272,99.70104633781764,99.85052316890882,isolated_high_score_gene,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,99.9626307922272,99.73841554559044,Cytoskeletal/neurodevelopmental regulator with a large broad-state model shift.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.3452664911746979,-0.5326934456825256,-0.0663286298513412,0.3943375945091247,0.152041345834732,within_manifold_threshold,not_separately_audited,True,,0.0023475016932934,0.00217464286834,0.0031891611870378,0.0095683196559548,0.0174692813307046,0.0,torch,-0.3453229963779449,-0.5326715707778931,-0.0663058534264564,0.3944199681282043,0.1520563811063766,5.65052032470148e-05,2.187490463256836e-05,2.277642488481002e-05,8.237361907958984e-05,1.5035271644592285e-05,pass_within_manifold_threshold
RC3H1,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,6.315396113602392,99.9626307922272,100.0,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,100.0,99.9252615844544,RNA/immune regulatory gene with an exceptionally large but broad model-implied shift.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.6188905835151672,-1.034256100654602,-0.3984972536563873,1.0465571880340576,0.3558043539524078,within_manifold_threshold,not_separately_audited,True,,0.0037312339991331,0.0043086549267172,0.0036556618288159,0.0103349657729268,0.0174692813307046,0.0,torch,-0.6189649105072021,-1.034375786781311,-0.3985159397125244,1.0465936660766602,0.3557822108268738,7.432699203491211e-05,0.00011968612670898438,1.8686056137140472e-05,3.647804260253906e-05,2.2143125534002106e-05,pass_within_manifold_threshold
HECTD1,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,3.699551569506727,99.32735426008968,99.43946188340809,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,99.73841554559044,99.40209267563527,No project-curated biology note yet; literature review is required before promotion.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0679412260651588,-0.2017692625522613,0.0936709195375442,0.1450080722570419,0.079425036907196,within_manifold_threshold,not_separately_audited,True,,0.0009167034877464,0.0009990807157009,0.0028049948159605,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0679384395480156,-0.2017853111028671,0.0936501771211624,0.1449743807315826,0.0794315338134765,2.7865171432078784e-06,1.604855060580168e-05,2.0742416381794304e-05,3.369152545928955e-05,6.4969062804898225e-06,pass_within_manifold_threshold
SMG1,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,0.336322869955157,99.81315396113602,99.70104633781764,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,99.70104633781764,99.85052316890882,No project-curated biology note yet; literature review is required before promotion.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.067739762365818,0.0568799078464508,0.1598788052797317,0.4215313196182251,0.1760942935943603,within_manifold_threshold,not_separately_audited,True,,0.0023530244361609,0.0025816180277615,0.0030771584715694,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0677391663193702,0.0568891465663909,0.1599072813987732,0.4215579926967621,0.1761371791362762,5.960464477955396e-07,9.23871994010228e-06,2.8476119041498382e-05,2.6673078536987305e-05,4.2885541915893555e-05,pass_within_manifold_threshold
DLG1,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,0.2615844544095665,99.88789237668162,99.77578475336324,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,99.88789237668162,99.55156950672644,Scaffold/signaling gene with a large broad-state model shift.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.2239031791687011,-0.241812989115715,0.237958550453186,0.4654037058353424,0.0938946083188057,within_manifold_threshold,not_separately_audited,True,,0.0027192970737814,0.0029760131146758,0.003224154934287,0.0095683196559548,0.0174692813307046,0.0,torch,-0.2239260971546173,-0.2418721616268158,0.2379121631383896,0.4654367864131927,0.0938920900225639,2.2917985916220962e-05,5.91725111007968e-05,4.638731479642e-05,3.3080577850286286e-05,2.5182962417880095e-06,pass_within_manifold_threshold
POLK,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,0.1494768310911808,99.85052316890882,99.73841554559044,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,99.81315396113602,99.70104633781764,No project-curated biology note yet; literature review is required before promotion.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.0935038104653358,-0.0248976685106754,0.3195665776729584,0.3399479389190674,0.126213252544403,within_manifold_threshold,not_separately_audited,True,,0.0018741610692813,0.0020069067832082,0.0029471314046531,0.0095683196559548,0.0174692813307046,0.0,torch,-0.0934925526380539,-0.0248826891183853,0.3196455240249634,0.3399689197540283,0.1262466311454773,1.1257827281910271e-05,1.497939229009801e-05,7.894635200500488e-05,2.09808349609375e-05,3.337860107430202e-05,pass_within_manifold_threshold
HDAC8,False,False,True,False,broad-state/gliosis/neuron-risk caution control,broad_state_caution,0.0747384155455904,99.9252615844544,99.88789237668162,no_graph_support,False,priority_3_caution_control,priority_3_caution_control,broad_state_caution_control,False,False,True,False,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,99.9252615844544,0.0373692077727952,No project-curated biology note yet; literature review is required before promotion.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",graph_connected,-0.2548839151859283,-0.2196552008390426,0.3639029562473297,0.6564647555351257,-0.1452342271804809,within_manifold_threshold,not_separately_audited,True,,0.0022382114548236,0.0026505989953875,0.0030400373507291,0.0095683196559548,0.0174692813307046,0.0,torch,-0.2549065053462982,-0.219696432352066,0.3638451099395752,0.6564218401908875,-0.1452219784259796,2.2590160369928558e-05,4.123151302340422e-05,5.78463077545166e-05,4.291534423828125e-05,1.2248754501315018e-05,pass_within_manifold_threshold
