source,target,source_idx,target_idx,support,string_score,wgcna_tom
NDUFA10,NDUFA10,537,537,identity_self_loop,,
ANKMY1,ANKMY1,538,538,identity_self_loop,,
HDLBP,HDLBP,539,539,identity_self_loop,,
SEPTIN2,SEPTIN2,540,540,identity_self_loop,,
FARP2,FARP2,541,541,identity_self_loop,,
SUMF1,SUMF1,542,542,identity_self_loop,,
ITPR1,ITPR1,543,543,identity_self_loop,,
ARL8B,ARL8B,544,544,identity_self_loop,,
SRGAP3,SRGAP3,545,545,identity_self_loop,,
THUMPD3-AS1,THUMPD3-AS1,546,546,identity_self_loop,,
SETD5,SETD5,547,547,identity_self_loop,,
MTMR14,MTMR14,548,548,identity_self_loop,,
ATG7,ATG7,549,549,identity_self_loop,,
VGLL4,VGLL4,550,550,identity_self_loop,,
PPARG,PPARG,551,551,identity_self_loop,,
RAF1,RAF1,552,552,identity_self_loop,,
RPL32,RPL32,553,553,identity_self_loop,,
NR2C2,NR2C2,554,554,identity_self_loop,,
CAPN7,CAPN7,555,555,identity_self_loop,,
PLCL2,PLCL2,556,556,identity_self_loop,,
RAB5A,RAB5A,557,557,identity_self_loop,,
KAT2B,KAT2B,558,558,identity_self_loop,,
UBE2E1,UBE2E1,559,559,identity_self_loop,,
RPL15,RPL15,560,560,identity_self_loop,,
THRB,THRB,561,561,identity_self_loop,,
TOP2B,TOP2B,562,562,identity_self_loop,,
NGLY1,NGLY1,563,563,identity_self_loop,,
NEK10,NEK10,564,564,identity_self_loop,,
SLC4A7,SLC4A7,565,565,identity_self_loop,,
CMC1,CMC1,566,566,identity_self_loop,,
RBMS3,RBMS3,567,567,identity_self_loop,,
TGFBR2,TGFBR2,568,568,identity_self_loop,,
STT3B,STT3B,569,569,identity_self_loop,,
CMTM7,CMTM7,570,570,identity_self_loop,,
CMTM6,CMTM6,571,571,identity_self_loop,,
GLB1,GLB1,572,572,identity_self_loop,,
CLASP2,CLASP2,573,573,identity_self_loop,,
PDCD6IP,PDCD6IP,574,574,identity_self_loop,,
TRANK1,TRANK1,575,575,identity_self_loop,,
LRRFIP2,LRRFIP2,576,576,identity_self_loop,,
GOLGA4,GOLGA4,577,577,identity_self_loop,,
ITGA9,ITGA9,578,578,identity_self_loop,,
OXSR1,OXSR1,579,579,identity_self_loop,,
CX3CR1,CX3CR1,580,580,identity_self_loop,,
RPSA,RPSA,581,581,identity_self_loop,,
EIF1B-AS1,EIF1B-AS1,582,582,identity_self_loop,,
CTNNB1,CTNNB1,583,583,identity_self_loop,,
ULK4,ULK4,584,584,identity_self_loop,,
TRAK1,TRAK1,585,585,identity_self_loop,,
NKTR,NKTR,586,586,identity_self_loop,,
SNRK,SNRK,587,587,identity_self_loop,,
ANO10,ANO10,588,588,identity_self_loop,,
TCAIM,TCAIM,589,589,identity_self_loop,,
LIMD1,LIMD1,590,590,identity_self_loop,,
SACM1L,SACM1L,591,591,identity_self_loop,,
CCR1,CCR1,592,592,identity_self_loop,,
CCR5,CCR5,593,593,identity_self_loop,,
SETD2,SETD2,594,594,identity_self_loop,,
KLHL18,KLHL18,595,595,identity_self_loop,,
SMARCC1,SMARCC1,596,596,identity_self_loop,,
MAP4,MAP4,597,597,identity_self_loop,,
PRKAR2A,PRKAR2A,598,598,identity_self_loop,,
ARIH2,ARIH2,599,599,identity_self_loop,,
USP4,USP4,600,600,identity_self_loop,,
RHOA,RHOA,601,601,identity_self_loop,,
IP6K1,IP6K1,602,602,identity_self_loop,,
RBM6,RBM6,603,603,identity_self_loop,,
RBM5,RBM5,604,604,identity_self_loop,,
GNAI2,GNAI2,605,605,identity_self_loop,,
DOCK3,DOCK3,606,606,identity_self_loop,,
STAB1,STAB1,607,607,identity_self_loop,,
PBRM1,PBRM1,608,608,identity_self_loop,,
SFMBT1,SFMBT1,609,609,identity_self_loop,,
PRKCD,PRKCD,610,610,identity_self_loop,,
DCP1A,DCP1A,611,611,identity_self_loop,,
CACNA1D,CACNA1D,612,612,identity_self_loop,,
WNT5A,WNT5A,613,613,identity_self_loop,,
ERC2,ERC2,614,614,identity_self_loop,,
CCDC66,CCDC66,615,615,identity_self_loop,,
TASOR,TASOR,616,616,identity_self_loop,,
APPL1,APPL1,617,617,identity_self_loop,,
DENND6A,DENND6A,618,618,identity_self_loop,,
SLMAP,SLMAP,619,619,identity_self_loop,,
FHIT,FHIT,620,620,identity_self_loop,,
PTPRG,PTPRG,621,621,identity_self_loop,,
ATXN7,ATXN7,622,622,identity_self_loop,,
MAGI1,MAGI1,623,623,identity_self_loop,,
SLC25A26,SLC25A26,624,624,identity_self_loop,,
SUCLG2,SUCLG2,625,625,identity_self_loop,,
UBA3,UBA3,626,626,identity_self_loop,,
ARL6IP5,ARL6IP5,627,627,identity_self_loop,,
FRMD4B,FRMD4B,628,628,identity_self_loop,,
MITF,MITF,629,629,identity_self_loop,,
FOXP1,FOXP1,630,630,identity_self_loop,,
RYBP,RYBP,631,631,identity_self_loop,,
PPP4R2,PPP4R2,632,632,identity_self_loop,,
ROBO2,ROBO2,633,633,identity_self_loop,,
GBE1,GBE1,634,634,identity_self_loop,,
CADM2,CADM2,635,635,identity_self_loop,,
CGGBP1,CGGBP1,636,636,identity_self_loop,,
ZNF654,ZNF654,637,637,identity_self_loop,,
MTRNR2L12,MTRNR2L12,638,638,identity_self_loop,,
ST3GAL6,ST3GAL6,639,639,identity_self_loop,,
CMSS1,CMSS1,640,640,identity_self_loop,,
SENP7,SENP7,641,641,identity_self_loop,,
ALCAM,ALCAM,642,642,identity_self_loop,,
CBLB,CBLB,643,643,identity_self_loop,,
BBX,BBX,644,644,identity_self_loop,,
CD47,CD47,645,645,identity_self_loop,,
ATP6V1A,ATP6V1A,646,646,identity_self_loop,,
ZBTB20,ZBTB20,647,647,identity_self_loop,,
LSAMP,LSAMP,648,648,identity_self_loop,,
ARHGAP31,ARHGAP31,649,649,identity_self_loop,,
GSK3B,GSK3B,650,650,identity_self_loop,,
STXBP5L,STXBP5L,651,651,identity_self_loop,,
HCLS1,HCLS1,652,652,identity_self_loop,,
GOLGB1,GOLGB1,653,653,identity_self_loop,,
IQCB1,IQCB1,654,654,identity_self_loop,,
EAF2,EAF2,655,655,identity_self_loop,,
SLC15A2,SLC15A2,656,656,identity_self_loop,,
CD86,CD86,657,657,identity_self_loop,,
KPNA1,KPNA1,658,658,identity_self_loop,,
PARP9,PARP9,659,659,identity_self_loop,,
PARP14,PARP14,660,660,identity_self_loop,,
HSPBAP1,HSPBAP1,661,661,identity_self_loop,,
SLC49A4,SLC49A4,662,662,identity_self_loop,,
SEC22A,SEC22A,663,663,identity_self_loop,,
KALRN,KALRN,664,664,identity_self_loop,,
ITGB5,ITGB5,665,665,identity_self_loop,,
ZNF148,ZNF148,666,666,identity_self_loop,,
OSBPL11,OSBPL11,667,667,identity_self_loop,,
ZXDC,ZXDC,668,668,identity_self_loop,,
MGLL,MGLL,669,669,identity_self_loop,,
KBTBD12,KBTBD12,670,670,identity_self_loop,,
EEFSEC,EEFSEC,671,671,identity_self_loop,,
RAB7A,RAB7A,672,672,identity_self_loop,,
CNBP,CNBP,673,673,identity_self_loop,,
PLXND1,PLXND1,674,674,identity_self_loop,,
TMCC1,TMCC1,675,675,identity_self_loop,,
ATP2C1,ATP2C1,676,676,identity_self_loop,,
AC010210.1,AC010210.1,677,677,identity_self_loop,,
DNAJC13,DNAJC13,678,678,identity_self_loop,,
RYK,RYK,679,679,identity_self_loop,,
CEP63,CEP63,680,680,identity_self_loop,,
MSL2,MSL2,681,681,identity_self_loop,,
NCK1-DT,NCK1-DT,682,682,identity_self_loop,,
NCK1,NCK1,683,683,identity_self_loop,,
ARMC8,ARMC8,684,684,identity_self_loop,,
PIK3CB,PIK3CB,685,685,identity_self_loop,,
SLC25A36,SLC25A36,686,686,identity_self_loop,,
ZBTB38,ZBTB38,687,687,identity_self_loop,,
RASA2,RASA2,688,688,identity_self_loop,,
ATP1B3,ATP1B3,689,689,identity_self_loop,,
TFDP2,TFDP2,690,690,identity_self_loop,,
XRN1,XRN1,691,691,identity_self_loop,,
ATR,ATR,692,692,identity_self_loop,,
U2SURP,U2SURP,693,693,identity_self_loop,,
PLSCR1,PLSCR1,694,694,identity_self_loop,,
HPS3,HPS3,695,695,identity_self_loop,,
ANKUB1,ANKUB1,696,696,identity_self_loop,,
RNF13,RNF13,697,697,identity_self_loop,,
TSC22D2,TSC22D2,698,698,identity_self_loop,,
MED12L,MED12L,699,699,identity_self_loop,,
P2RY13,P2RY13,700,700,identity_self_loop,,
P2RY12,P2RY12,701,701,identity_self_loop,,
DHX36,DHX36,702,702,identity_self_loop,,
CCNL1,CCNL1,703,703,identity_self_loop,,
RSRC1,RSRC1,704,704,identity_self_loop,,
MFSD1,MFSD1,705,705,identity_self_loop,,
IQCJ-SCHIP1,IQCJ-SCHIP1,706,706,identity_self_loop,,
KPNA4,KPNA4,707,707,identity_self_loop,,
PPM1L,PPM1L,708,708,identity_self_loop,,
SEC62,SEC62,709,709,identity_self_loop,,
PHC3,PHC3,710,710,identity_self_loop,,
SKIL,SKIL,711,711,identity_self_loop,,
TNIK,TNIK,712,712,identity_self_loop,,
PLD1,PLD1,713,713,identity_self_loop,,
FNDC3B,FNDC3B,714,714,identity_self_loop,,
NLGN1,NLGN1,715,715,identity_self_loop,,
NAALADL2,NAALADL2,716,716,identity_self_loop,,
TBL1XR1,TBL1XR1,717,717,identity_self_loop,,
LINC00578,LINC00578,718,718,identity_self_loop,,
KCNMB2-AS1,KCNMB2-AS1,719,719,identity_self_loop,,
ZMAT3,ZMAT3,720,720,identity_self_loop,,
PIK3CA,PIK3CA,721,721,identity_self_loop,,
GNB4,GNB4,722,722,identity_self_loop,,
TTC14,TTC14,723,723,identity_self_loop,,
FXR1,FXR1,724,724,identity_self_loop,,
ATP11B,ATP11B,725,725,identity_self_loop,,
DCUN1D1,DCUN1D1,726,726,identity_self_loop,,
MCCC1,MCCC1,727,727,identity_self_loop,,
MCF2L2,MCF2L2,728,728,identity_self_loop,,
B3GNT5,B3GNT5,729,729,identity_self_loop,,
KLHL6,KLHL6,730,730,identity_self_loop,,
KLHL24,KLHL24,731,731,identity_self_loop,,
YEATS2,YEATS2,732,732,identity_self_loop,,
PARL,PARL,733,733,identity_self_loop,,
ABCC5,ABCC5,734,734,identity_self_loop,,
VPS8,VPS8,735,735,identity_self_loop,,
TRA2B,TRA2B,736,736,identity_self_loop,,
ETV5,ETV5,737,737,identity_self_loop,,
EIF4A2,EIF4A2,738,738,identity_self_loop,,
BCL6,BCL6,739,739,identity_self_loop,,
TPRG1,TPRG1,740,740,identity_self_loop,,
P3H2,P3H2,741,741,identity_self_loop,,
IL1RAP,IL1RAP,742,742,identity_self_loop,,
CCDC50,CCDC50,743,743,identity_self_loop,,
FGF12,FGF12,744,744,identity_self_loop,,
OPA1,OPA1,745,745,identity_self_loop,,
ATP13A3,ATP13A3,746,746,identity_self_loop,,
ACAP2,ACAP2,747,747,identity_self_loop,,
TNK2,TNK2,748,748,identity_self_loop,,
UBXN7,UBXN7,749,749,identity_self_loop,,
PAK2,PAK2,750,750,identity_self_loop,,
SENP5,SENP5,751,751,identity_self_loop,,
DLG1,DLG1,752,752,identity_self_loop,,
RUBCN,RUBCN,753,753,identity_self_loop,,
LRCH3,LRCH3,754,754,identity_self_loop,,
ZNF718,ZNF718,755,755,identity_self_loop,,
ZNF721,ZNF721,756,756,identity_self_loop,,
AC139887.2,AC139887.2,757,757,identity_self_loop,,
GAK,GAK,758,758,identity_self_loop,,
NSD2,NSD2,759,759,identity_self_loop,,
MXD4,MXD4,760,760,identity_self_loop,,
FAM193A,FAM193A,761,761,identity_self_loop,,
SH3BP2,SH3BP2,762,762,identity_self_loop,,
ADD1,ADD1,763,763,identity_self_loop,,
HTT,HTT,764,764,identity_self_loop,,
RGS12,RGS12,765,765,identity_self_loop,,
STX18,STX18,766,766,identity_self_loop,,
STK32B,STK32B,767,767,identity_self_loop,,
KIAA0232,KIAA0232,768,768,identity_self_loop,,
TBC1D14,TBC1D14,769,769,identity_self_loop,,
SH3TC1,SH3TC1,770,770,identity_self_loop,,
SLC2A9,SLC2A9,771,771,identity_self_loop,,
AC006230.1,AC006230.1,772,772,identity_self_loop,,
RAB28,RAB28,773,773,identity_self_loop,,
BOD1L1,BOD1L1,774,774,identity_self_loop,,
FBXL5,FBXL5,775,775,identity_self_loop,,
TAPT1,TAPT1,776,776,identity_self_loop,,
TAPT1-AS1,TAPT1-AS1,777,777,identity_self_loop,,
LAP3,LAP3,778,778,identity_self_loop,,
LCORL,LCORL,779,779,identity_self_loop,,
KCNIP4,KCNIP4,780,780,identity_self_loop,,
DHX15,DHX15,781,781,identity_self_loop,,
RBPJ,RBPJ,782,782,identity_self_loop,,
STIM2,STIM2,783,783,identity_self_loop,,
PCDH7,PCDH7,784,784,identity_self_loop,,
ARAP2,ARAP2,785,785,identity_self_loop,,
TBC1D1,TBC1D1,786,786,identity_self_loop,,
KLF3,KLF3,787,787,identity_self_loop,,
TLR1,TLR1,788,788,identity_self_loop,,
TMEM156,TMEM156,789,789,identity_self_loop,,
KLHL5,KLHL5,790,790,identity_self_loop,,
RPL9,RPL9,791,791,identity_self_loop,,
UBE2K,UBE2K,792,792,identity_self_loop,,
PDS5A,PDS5A,793,793,identity_self_loop,,
RBM47,RBM47,794,794,identity_self_loop,,
SLC30A9,SLC30A9,795,795,identity_self_loop,,
ATP8A1,ATP8A1,796,796,identity_self_loop,,
ATP10D,ATP10D,797,797,identity_self_loop,,
SLAIN2,SLAIN2,798,798,identity_self_loop,,
FRYL,FRYL,799,799,identity_self_loop,,
OCIAD1,OCIAD1,800,800,identity_self_loop,,
SCFD2,SCFD2,801,801,identity_self_loop,,
FIP1L1,FIP1L1,802,802,identity_self_loop,,
CHIC2,CHIC2,803,803,identity_self_loop,,
TMEM165,TMEM165,804,804,identity_self_loop,,
CLOCK,CLOCK,805,805,identity_self_loop,,
EXOC1,EXOC1,806,806,identity_self_loop,,
ADGRL3,ADGRL3,807,807,identity_self_loop,,
LINC02232,LINC02232,808,808,identity_self_loop,,
UBA6,UBA6,809,809,identity_self_loop,,
YTHDC1,YTHDC1,810,810,identity_self_loop,,
RUFY3,RUFY3,811,811,identity_self_loop,,
MOB1B,MOB1B,812,812,identity_self_loop,,
ANKRD17,ANKRD17,813,813,identity_self_loop,,
CXCL8,CXCL8,814,814,identity_self_loop,,
USO1,USO1,815,815,identity_self_loop,,
CXCL10,CXCL10,816,816,identity_self_loop,,
SCARB2,SCARB2,817,817,identity_self_loop,,
CCNI,CCNI,818,818,identity_self_loop,,
CNOT6L,CNOT6L,819,819,identity_self_loop,,
LINC01094,LINC01094,820,820,identity_self_loop,,
HNRNPD,HNRNPD,821,821,identity_self_loop,,
HNRNPDL,HNRNPDL,822,822,identity_self_loop,,
SEC31A,SEC31A,823,823,identity_self_loop,,
WDFY3,WDFY3,824,824,identity_self_loop,,
MAPK10,MAPK10,825,825,identity_self_loop,,
AFF1,AFF1,826,826,identity_self_loop,,
KLHL8,KLHL8,827,827,identity_self_loop,,
HSD17B11,HSD17B11,828,828,identity_self_loop,,
AC131944.1,AC131944.1,829,829,identity_self_loop,,
SPP1,SPP1,830,830,identity_self_loop,,
PKD2,PKD2,831,831,identity_self_loop,,
PPM1K,PPM1K,832,832,identity_self_loop,,
HERC3,HERC3,833,833,identity_self_loop,,
FAM13A,FAM13A,834,834,identity_self_loop,,
GPRIN3,GPRIN3,835,835,identity_self_loop,,
SNCA,SNCA,836,836,identity_self_loop,,
CCSER1,CCSER1,837,837,identity_self_loop,,
GRID2,GRID2,838,838,identity_self_loop,,
SMARCAD1,SMARCAD1,839,839,identity_self_loop,,
HPGDS,HPGDS,840,840,identity_self_loop,,
PDLIM5,PDLIM5,841,841,identity_self_loop,,
RAP1GDS1,RAP1GDS1,842,842,identity_self_loop,,
EIF4E,EIF4E,843,843,identity_self_loop,,
DNAJB14,DNAJB14,844,844,identity_self_loop,,
PPP3CA,PPP3CA,845,845,identity_self_loop,,
NFKB1,NFKB1,846,846,identity_self_loop,,
MANBA,MANBA,847,847,identity_self_loop,,
UBE2D3,UBE2D3,848,848,identity_self_loop,,
TET2,TET2,849,849,identity_self_loop,,
PPA2,PPA2,850,850,identity_self_loop,,
TBCK,TBCK,851,851,identity_self_loop,,
RPL34,RPL34,852,852,identity_self_loop,,
SEC24B,SEC24B,853,853,identity_self_loop,,
ALPK1,ALPK1,854,854,identity_self_loop,,
ANK2,ANK2,855,855,identity_self_loop,,
CAMK2D,CAMK2D,856,856,identity_self_loop,,
SEC24D,SEC24D,857,857,identity_self_loop,,
USP53,USP53,858,858,identity_self_loop,,
KIAA1109,KIAA1109,859,859,identity_self_loop,,
SPATA5,SPATA5,860,860,identity_self_loop,,
LINC01091,LINC01091,861,861,identity_self_loop,,
ABHD18,ABHD18,862,862,identity_self_loop,,
SCLT1,SCLT1,863,863,identity_self_loop,,
ELF2,ELF2,864,864,identity_self_loop,,
NAA15,NAA15,865,865,identity_self_loop,,
AC097376.3,AC097376.3,866,866,identity_self_loop,,
MGST2,MGST2,867,867,identity_self_loop,,
TBC1D9,TBC1D9,868,868,identity_self_loop,,
RNF150,RNF150,869,869,identity_self_loop,,
INPP4B,INPP4B,870,870,identity_self_loop,,
GAB1,GAB1,871,871,identity_self_loop,,
ANAPC10,ANAPC10,872,872,identity_self_loop,,
SLC10A7,SLC10A7,873,873,identity_self_loop,,
NR3C2,NR3C2,874,874,identity_self_loop,,
LRBA,LRBA,875,875,identity_self_loop,,
FBXW7,FBXW7,876,876,identity_self_loop,,
ARFIP1,ARFIP1,877,877,identity_self_loop,,
TMEM131L,TMEM131L,878,878,identity_self_loop,,
AC106865.2,AC106865.2,879,879,identity_self_loop,,
TLR2,TLR2,880,880,identity_self_loop,,
PDGFC,PDGFC,881,881,identity_self_loop,,
GRIA2,GRIA2,882,882,identity_self_loop,,
FNIP2,FNIP2,883,883,identity_self_loop,,
RAPGEF2,RAPGEF2,884,884,identity_self_loop,,
MARCH1,MARCH1,885,885,identity_self_loop,,
KLHL2,KLHL2,886,886,identity_self_loop,,
DDX60L,DDX60L,887,887,identity_self_loop,,
CBR4,CBR4,888,888,identity_self_loop,,
SH3RF1,SH3RF1,889,889,identity_self_loop,,
NEK1,NEK1,890,890,identity_self_loop,,
CLCN3,CLCN3,891,891,identity_self_loop,,
GALNT7,GALNT7,892,892,identity_self_loop,,
GPM6A,GPM6A,893,893,identity_self_loop,,
SPCS3,SPCS3,894,894,identity_self_loop,,
WWC2,WWC2,895,895,identity_self_loop,,
TRAPPC11,TRAPPC11,896,896,identity_self_loop,,
IRF2,IRF2,897,897,identity_self_loop,,
ACSL1,ACSL1,898,898,identity_self_loop,,
SNX25,SNX25,899,899,identity_self_loop,,
FAM149A,FAM149A,900,900,identity_self_loop,,
ICE1,ICE1,901,901,identity_self_loop,,
TENT4A,TENT4A,902,902,identity_self_loop,,
MARCH6,MARCH6,903,903,identity_self_loop,,
DAP,DAP,904,904,identity_self_loop,,
CTNND2,CTNND2,905,905,identity_self_loop,,
TRIO,TRIO,906,906,identity_self_loop,,
OTULINL,OTULINL,907,907,identity_self_loop,,
OTULIN,OTULIN,908,908,identity_self_loop,,
ANKH,ANKH,909,909,identity_self_loop,,
BASP1,BASP1,910,910,identity_self_loop,,
CDH18,CDH18,911,911,identity_self_loop,,
CDH12,CDH12,912,912,identity_self_loop,,
PDZD2,PDZD2,913,913,identity_self_loop,,
GOLPH3,GOLPH3,914,914,identity_self_loop,,
ZFR,ZFR,915,915,identity_self_loop,,
AC008957.2,AC008957.2,916,916,identity_self_loop,,
NIPBL,NIPBL,917,917,identity_self_loop,,
CPLANE1,CPLANE1,918,918,identity_self_loop,,
WDR70,WDR70,919,919,identity_self_loop,,
RICTOR,RICTOR,920,920,identity_self_loop,,
RPL37,RPL37,921,921,identity_self_loop,,
ZNF131,ZNF131,922,922,identity_self_loop,,
NNT,NNT,923,923,identity_self_loop,,
EMB,EMB,924,924,identity_self_loop,,
PARP8,PARP8,925,925,identity_self_loop,,
NDUFS4,NDUFS4,926,926,identity_self_loop,,
ARL15,ARL15,927,927,identity_self_loop,,
SNX18,SNX18,928,928,identity_self_loop,,
MTREX,MTREX,929,929,identity_self_loop,,
PLPP1,PLPP1,930,930,identity_self_loop,,
SLC38A9,SLC38A9,931,931,identity_self_loop,,
IL6ST,IL6ST,932,932,identity_self_loop,,
MAP3K1,MAP3K1,933,933,identity_self_loop,,
GPBP1,GPBP1,934,934,identity_self_loop,,
PDE4D,PDE4D,935,935,identity_self_loop,,
NDUFAF2,NDUFAF2,936,936,identity_self_loop,,
KIF2A,KIF2A,937,937,identity_self_loop,,
CWC27,CWC27,938,938,identity_self_loop,,
ERBIN,ERBIN,939,939,identity_self_loop,,
SREK1,SREK1,940,940,identity_self_loop,,
PIK3R1,PIK3R1,941,941,identity_self_loop,,
NAIP,NAIP,942,942,identity_self_loop,,
BDP1,BDP1,943,943,identity_self_loop,,
MAP1B,MAP1B,944,944,identity_self_loop,,
TNPO1,TNPO1,945,945,identity_self_loop,,
FCHO2,FCHO2,946,946,identity_self_loop,,
HEXB,HEXB,947,947,identity_self_loop,,
CERT1,CERT1,948,948,identity_self_loop,,
POLK,POLK,949,949,identity_self_loop,,
IQGAP2,IQGAP2,950,950,identity_self_loop,,
S100Z,S100Z,951,951,identity_self_loop,,
WDR41,WDR41,952,952,identity_self_loop,,
TBCA,TBCA,953,953,identity_self_loop,,
AP3B1,AP3B1,954,954,identity_self_loop,,
LHFPL2,LHFPL2,955,955,identity_self_loop,,
ARSB,ARSB,956,956,identity_self_loop,,
TENT2,TENT2,957,957,identity_self_loop,,
SERINC5,SERINC5,958,958,identity_self_loop,,
ZFYVE16,ZFYVE16,959,959,identity_self_loop,,
MSH3,MSH3,960,960,identity_self_loop,,
SSBP2,SSBP2,961,961,identity_self_loop,,
ATG10,ATG10,962,962,identity_self_loop,,
RPS23,RPS23,963,963,identity_self_loop,,
XRCC4,XRCC4,964,964,identity_self_loop,,
RASA1,RASA1,965,965,identity_self_loop,,
CCNH,CCNH,966,966,identity_self_loop,,
TMEM161B-AS1,TMEM161B-AS1,967,967,identity_self_loop,,
MEF2C-AS1,MEF2C-AS1,968,968,identity_self_loop,,
FAM172A,FAM172A,969,969,identity_self_loop,,
MCTP1,MCTP1,970,970,identity_self_loop,,
TTC37,TTC37,971,971,identity_self_loop,,
ELL2,ELL2,972,972,identity_self_loop,,
AC104123.1,AC104123.1,973,973,identity_self_loop,,
CAST,CAST,974,974,identity_self_loop,,
LNPEP,LNPEP,975,975,identity_self_loop,,
CHD1,CHD1,976,976,identity_self_loop,,
ST8SIA4,ST8SIA4,977,977,identity_self_loop,,
PPIP5K2,PPIP5K2,978,978,identity_self_loop,,
FBXL17,FBXL17,979,979,identity_self_loop,,
FER,FER,980,980,identity_self_loop,,
PJA2,PJA2,981,981,identity_self_loop,,
MAN2A1,MAN2A1,982,982,identity_self_loop,,
APC,APC,983,983,identity_self_loop,,
DCP2,DCP2,984,984,identity_self_loop,,
YTHDC2,YTHDC2,985,985,identity_self_loop,,
PGGT1B,PGGT1B,986,986,identity_self_loop,,
COMMD10,COMMD10,987,987,identity_self_loop,,
DMXL1,DMXL1,988,988,identity_self_loop,,
TNFAIP8,TNFAIP8,989,989,identity_self_loop,,
HSD17B4,HSD17B4,990,990,identity_self_loop,,
SNX2,SNX2,991,991,identity_self_loop,,
SNX24,SNX24,992,992,identity_self_loop,,
CSNK1G3,CSNK1G3,993,993,identity_self_loop,,
MARCH3,MARCH3,994,994,identity_self_loop,,
LINC01184,LINC01184,995,995,identity_self_loop,,
CHSY3,CHSY3,996,996,identity_self_loop,,
CDC42SE2,CDC42SE2,997,997,identity_self_loop,,
RAPGEF6,RAPGEF6,998,998,identity_self_loop,,
FNIP1,FNIP1,999,999,identity_self_loop,,
RAD50,RAD50,1000,1000,identity_self_loop,,
AFF4,AFF4,1001,1001,identity_self_loop,,
PPP2CA,PPP2CA,1002,1002,identity_self_loop,,
UBE2B,UBE2B,1003,1003,identity_self_loop,,
DDX46,DDX46,1004,1004,identity_self_loop,,
H2AFY,H2AFY,1005,1005,identity_self_loop,,
FAM13B,FAM13B,1006,1006,identity_self_loop,,
KDM3B,KDM3B,1007,1007,identity_self_loop,,
CTNNA1,CTNNA1,1008,1008,identity_self_loop,,
SIL1,SIL1,1009,1009,identity_self_loop,,
UBE2D2,UBE2D2,1010,1010,identity_self_loop,,
PURA,PURA,1011,1011,identity_self_loop,,
ANKHD1,ANKHD1,1012,1012,identity_self_loop,,
CD14,CD14,1013,1013,identity_self_loop,,
DELE1,DELE1,1014,1014,identity_self_loop,,
NDFIP1,NDFIP1,1015,1015,identity_self_loop,,
NR3C1,NR3C1,1016,1016,identity_self_loop,,
PRELID2,PRELID2,1017,1017,identity_self_loop,,
LARS,LARS,1018,1018,identity_self_loop,,
RBM27,RBM27,1019,1019,identity_self_loop,,
TCERG1,TCERG1,1020,1020,identity_self_loop,,
PPP2R2B,PPP2R2B,1021,1021,identity_self_loop,,
FBXO38,FBXO38,1022,1022,identity_self_loop,,
CSNK1A1,CSNK1A1,1023,1023,identity_self_loop,,
PPARGC1B,PPARGC1B,1024,1024,identity_self_loop,,
CSF1R,CSF1R,1025,1025,identity_self_loop,,
CD74,CD74,1026,1026,identity_self_loop,,
RPS14,RPS14,1027,1027,identity_self_loop,,
DCTN4,DCTN4,1028,1028,identity_self_loop,,
G3BP1,G3BP1,1029,1029,identity_self_loop,,
GALNT10,GALNT10,1030,1030,identity_self_loop,,
LARP1,LARP1,1031,1031,identity_self_loop,,
HAVCR2,HAVCR2,1032,1032,identity_self_loop,,
CLINT1,CLINT1,1033,1033,identity_self_loop,,
RNF145,RNF145,1034,1034,identity_self_loop,,
AC008691.1,AC008691.1,1035,1035,identity_self_loop,,
TENM2,TENM2,1036,1036,identity_self_loop,,
LCP2,LCP2,1037,1037,identity_self_loop,,
KCNIP1,KCNIP1,1038,1038,identity_self_loop,,
FBXW11,FBXW11,1039,1039,identity_self_loop,,
STK10,STK10,1040,1040,identity_self_loop,,
SH3PXD2B,SH3PXD2B,1041,1041,identity_self_loop,,
ERGIC1,ERGIC1,1042,1042,identity_self_loop,,
ATP6V0E1,ATP6V0E1,1043,1043,identity_self_loop,,
CREBRF,CREBRF,1044,1044,identity_self_loop,,
CPEB4,CPEB4,1045,1045,identity_self_loop,,
HRH2,HRH2,1046,1046,identity_self_loop,,
UIMC1,UIMC1,1047,1047,identity_self_loop,,
NSD1,NSD1,1048,1048,identity_self_loop,,
FAM193B,FAM193B,1049,1049,identity_self_loop,,
PHYKPL,PHYKPL,1050,1050,identity_self_loop,,
RUFY1,RUFY1,1051,1051,identity_self_loop,,
HNRNPH1,HNRNPH1,1052,1052,identity_self_loop,,
CANX,CANX,1053,1053,identity_self_loop,,
SQSTM1,SQSTM1,1054,1054,identity_self_loop,,
RNF130,RNF130,1055,1055,identity_self_loop,,
RASGEF1C,RASGEF1C,1056,1056,identity_self_loop,,
MGAT1,MGAT1,1057,1057,identity_self_loop,,
DUSP22,DUSP22,1058,1058,identity_self_loop,,
EXOC2,EXOC2,1059,1059,identity_self_loop,,
GMDS,GMDS,1060,1060,identity_self_loop,,
GMDS-DT,GMDS-DT,1061,1061,identity_self_loop,,
SERPINB9,SERPINB9,1062,1062,identity_self_loop,,
SERPINB6,SERPINB6,1063,1063,identity_self_loop,,
SLC22A23,SLC22A23,1064,1064,identity_self_loop,,
PRPF4B,PRPF4B,1065,1065,identity_self_loop,,
CDYL,CDYL,1066,1066,identity_self_loop,,
LYRM4,LYRM4,1067,1067,identity_self_loop,,
FARS2,FARS2,1068,1068,identity_self_loop,,
