source,target,source_idx,target_idx,support,string_score,wgcna_tom
CENPP,CENPP,1567,1567,identity_self_loop,,
FGD3,FGD3,1568,1568,identity_self_loop,,
FAM120A,FAM120A,1569,1569,identity_self_loop,,
AOPEP,AOPEP,1570,1570,identity_self_loop,,
ERCC6L2,ERCC6L2,1571,1571,identity_self_loop,,
CDC14B,CDC14B,1572,1572,identity_self_loop,,
MFSD14C,MFSD14C,1573,1573,identity_self_loop,,
TDRD7,TDRD7,1574,1574,identity_self_loop,,
TRIM14,TRIM14,1575,1575,identity_self_loop,,
TGFBR1,TGFBR1,1576,1576,identity_self_loop,,
ERP44,ERP44,1577,1577,identity_self_loop,,
INVS,INVS,1578,1578,identity_self_loop,,
ABCA1,ABCA1,1579,1579,identity_self_loop,,
SLC44A1,SLC44A1,1580,1580,identity_self_loop,,
RAD23B,RAD23B,1581,1581,identity_self_loop,,
TMEM245,TMEM245,1582,1582,identity_self_loop,,
TXN,TXN,1583,1583,identity_self_loop,,
LPAR1,LPAR1,1584,1584,identity_self_loop,,
AL162414.1,AL162414.1,1585,1585,identity_self_loop,,
ECPAS,ECPAS,1586,1586,identity_self_loop,,
SHOC1,SHOC1,1587,1587,identity_self_loop,,
UGCG,UGCG,1588,1588,identity_self_loop,,
PTBP3,PTBP3,1589,1589,identity_self_loop,,
SNX30,SNX30,1590,1590,identity_self_loop,,
FKBP15,FKBP15,1591,1591,identity_self_loop,,
ZNF618,ZNF618,1592,1592,identity_self_loop,,
AKNA,AKNA,1593,1593,identity_self_loop,,
TLR4,TLR4,1594,1594,identity_self_loop,,
CDK5RAP2,CDK5RAP2,1595,1595,identity_self_loop,,
MEGF9,MEGF9,1596,1596,identity_self_loop,,
CNTRL,CNTRL,1597,1597,identity_self_loop,,
RAB14,RAB14,1598,1598,identity_self_loop,,
GSN,GSN,1599,1599,identity_self_loop,,
STOM,STOM,1600,1600,identity_self_loop,,
RC3H2,RC3H2,1601,1601,identity_self_loop,,
RABGAP1,RABGAP1,1602,1602,identity_self_loop,,
STRBP,STRBP,1603,1603,identity_self_loop,,
DENND1A,DENND1A,1604,1604,identity_self_loop,,
NEK6,NEK6,1605,1605,identity_self_loop,,
NR6A1,NR6A1,1606,1606,identity_self_loop,,
RPL35,RPL35,1607,1607,identity_self_loop,,
SCAI,SCAI,1608,1608,identity_self_loop,,
GAPVD1,GAPVD1,1609,1609,identity_self_loop,,
MAPKAP1,MAPKAP1,1610,1610,identity_self_loop,,
PBX3,PBX3,1611,1611,identity_self_loop,,
MVB12B,MVB12B,1612,1612,identity_self_loop,,
GARNL3,GARNL3,1613,1613,identity_self_loop,,
HMGA1P4,HMGA1P4,1614,1614,identity_self_loop,,
FNBP1,FNBP1,1615,1615,identity_self_loop,,
GPR107,GPR107,1616,1616,identity_self_loop,,
FUBP3,FUBP3,1617,1617,identity_self_loop,,
ABL1,ABL1,1618,1618,identity_self_loop,,
NUP214,NUP214,1619,1619,identity_self_loop,,
PRRC2B,PRRC2B,1620,1620,identity_self_loop,,
RAPGEF1,RAPGEF1,1621,1621,identity_self_loop,,
MED27,MED27,1622,1622,identity_self_loop,,
SETX,SETX,1623,1623,identity_self_loop,,
RPL7A,RPL7A,1624,1624,identity_self_loop,,
CAMSAP1,CAMSAP1,1625,1625,identity_self_loop,,
EHMT1,EHMT1,1626,1626,identity_self_loop,,
ZMYND11,ZMYND11,1627,1627,identity_self_loop,,
DIP2C,DIP2C,1628,1628,identity_self_loop,,
LARP4B,LARP4B,1629,1629,identity_self_loop,,
WDR37,WDR37,1630,1630,identity_self_loop,,
KLF6,KLF6,1631,1631,identity_self_loop,,
TASOR2,TASOR2,1632,1632,identity_self_loop,,
GDI2,GDI2,1633,1633,identity_self_loop,,
FBH1,FBH1,1634,1634,identity_self_loop,,
PFKFB3,PFKFB3,1635,1635,identity_self_loop,,
LINC02649,LINC02649,1636,1636,identity_self_loop,,
TAF3,TAF3,1637,1637,identity_self_loop,,
USP6NL,USP6NL,1638,1638,identity_self_loop,,
UPF2,UPF2,1639,1639,identity_self_loop,,
DHTKD1,DHTKD1,1640,1640,identity_self_loop,,
CAMK1D,CAMK1D,1641,1641,identity_self_loop,,
AC044781.1,AC044781.1,1642,1642,identity_self_loop,,
RSU1,RSU1,1643,1643,identity_self_loop,,
STAM,STAM,1644,1644,identity_self_loop,,
MRC1,MRC1,1645,1645,identity_self_loop,,
MLLT10,MLLT10,1646,1646,identity_self_loop,,
DNAJC1,DNAJC1,1647,1647,identity_self_loop,,
PIP4K2A,PIP4K2A,1648,1648,identity_self_loop,,
ARHGAP21,ARHGAP21,1649,1649,identity_self_loop,,
ABI1,ABI1,1650,1650,identity_self_loop,,
YME1L1,YME1L1,1651,1651,identity_self_loop,,
WAC,WAC,1652,1652,identity_self_loop,,
MAP3K8,MAP3K8,1653,1653,identity_self_loop,,
ZNF438,ZNF438,1654,1654,identity_self_loop,,
ZEB1,ZEB1,1655,1655,identity_self_loop,,
ARHGAP12,ARHGAP12,1656,1656,identity_self_loop,,
KIF5B,KIF5B,1657,1657,identity_self_loop,,
EPC1,EPC1,1658,1658,identity_self_loop,,
CCDC7,CCDC7,1659,1659,identity_self_loop,,
ITGB1,ITGB1,1660,1660,identity_self_loop,,
NRP1,NRP1,1661,1661,identity_self_loop,,
CREM,CREM,1662,1662,identity_self_loop,,
CCNY,CCNY,1663,1663,identity_self_loop,,
ZNF33A,ZNF33A,1664,1664,identity_self_loop,,
HNRNPF,HNRNPF,1665,1665,identity_self_loop,,
RASSF4,RASSF4,1666,1666,identity_self_loop,,
ALOX5,ALOX5,1667,1667,identity_self_loop,,
MAPK8,MAPK8,1668,1668,identity_self_loop,,
ARHGAP22,ARHGAP22,1669,1669,identity_self_loop,,
WDFY4,WDFY4,1670,1670,identity_self_loop,,
SGMS1,SGMS1,1671,1671,identity_self_loop,,
LNCAROD,LNCAROD,1672,1672,identity_self_loop,,
ANK3,ANK3,1673,1673,identity_self_loop,,
ARID5B,ARID5B,1674,1674,identity_self_loop,,
REEP3,REEP3,1675,1675,identity_self_loop,,
HERC4,HERC4,1676,1676,identity_self_loop,,
HNRNPH3,HNRNPH3,1677,1677,identity_self_loop,,
CCAR1,CCAR1,1678,1678,identity_self_loop,,
SRGN,SRGN,1679,1679,identity_self_loop,,
HK1,HK1,1680,1680,identity_self_loop,,
PALD1,PALD1,1681,1681,identity_self_loop,,
VSIR,VSIR,1682,1682,identity_self_loop,,
PSAP,PSAP,1683,1683,identity_self_loop,,
ASCC1,ASCC1,1684,1684,identity_self_loop,,
ANAPC16,ANAPC16,1685,1685,identity_self_loop,,
DDIT4,DDIT4,1686,1686,identity_self_loop,,
MICU1,MICU1,1687,1687,identity_self_loop,,
MCU,MCU,1688,1688,identity_self_loop,,
P4HA1,P4HA1,1689,1689,identity_self_loop,,
PPP3CB,PPP3CB,1690,1690,identity_self_loop,,
CAMK2G,CAMK2G,1691,1691,identity_self_loop,,
ADK,ADK,1692,1692,identity_self_loop,,
KAT6B,KAT6B,1693,1693,identity_self_loop,,
SAMD8,SAMD8,1694,1694,identity_self_loop,,
KCNMA1,KCNMA1,1695,1695,identity_self_loop,,
RPS24,RPS24,1696,1696,identity_self_loop,,
ZMIZ1,ZMIZ1,1697,1697,identity_self_loop,,
NUTM2B-AS1,NUTM2B-AS1,1698,1698,identity_self_loop,,
TSPAN14,TSPAN14,1699,1699,identity_self_loop,,
NRG3,NRG3,1700,1700,identity_self_loop,,
CCSER2,CCSER2,1701,1701,identity_self_loop,,
WAPL,WAPL,1702,1702,identity_self_loop,,
BMPR1A,BMPR1A,1703,1703,identity_self_loop,,
GLUD1,GLUD1,1704,1704,identity_self_loop,,
NUTM2A-AS1,NUTM2A-AS1,1705,1705,identity_self_loop,,
PTEN,PTEN,1706,1706,identity_self_loop,,
STAMBPL1,STAMBPL1,1707,1707,identity_self_loop,,
LIPA,LIPA,1708,1708,identity_self_loop,,
IFIT2,IFIT2,1709,1709,identity_self_loop,,
IFIT3,IFIT3,1710,1710,identity_self_loop,,
IFIT1,IFIT1,1711,1711,identity_self_loop,,
LINC01374,LINC01374,1712,1712,identity_self_loop,,
PCGF5,PCGF5,1713,1713,identity_self_loop,,
HECTD2,HECTD2,1714,1714,identity_self_loop,,
TNKS2,TNKS2,1715,1715,identity_self_loop,,
BTAF1,BTAF1,1716,1716,identity_self_loop,,
CPEB3,CPEB3,1717,1717,identity_self_loop,,
EXOC6,EXOC6,1718,1718,identity_self_loop,,
MYOF,MYOF,1719,1719,identity_self_loop,,
TBC1D12,TBC1D12,1720,1720,identity_self_loop,,
ENTPD1,ENTPD1,1721,1721,identity_self_loop,,
ENTPD1-AS1,ENTPD1-AS1,1722,1722,identity_self_loop,,
ZNF518A,ZNF518A,1723,1723,identity_self_loop,,
BLNK,BLNK,1724,1724,identity_self_loop,,
TM9SF3,TM9SF3,1725,1725,identity_self_loop,,
PIK3AP1,PIK3AP1,1726,1726,identity_self_loop,,
LCOR,LCOR,1727,1727,identity_self_loop,,
R3HCC1L,R3HCC1L,1728,1728,identity_self_loop,,
SLF2,SLF2,1729,1729,identity_self_loop,,
BTRC,BTRC,1730,1730,identity_self_loop,,
FBXW4,FBXW4,1731,1731,identity_self_loop,,
OGA,OGA,1732,1732,identity_self_loop,,
ARMH3,ARMH3,1733,1733,identity_self_loop,,
GBF1,GBF1,1734,1734,identity_self_loop,,
SUFU,SUFU,1735,1735,identity_self_loop,,
WBP1L,WBP1L,1736,1736,identity_self_loop,,
CNNM2,CNNM2,1737,1737,identity_self_loop,,
NT5C2,NT5C2,1738,1738,identity_self_loop,,
PDCD4,PDCD4,1739,1739,identity_self_loop,,
SHOC2,SHOC2,1740,1740,identity_self_loop,,
VTI1A,VTI1A,1741,1741,identity_self_loop,,
TCF7L2,TCF7L2,1742,1742,identity_self_loop,,
NHLRC2,NHLRC2,1743,1743,identity_self_loop,,
ATRNL1,ATRNL1,1744,1744,identity_self_loop,,
SHTN1,SHTN1,1745,1745,identity_self_loop,,
RAB11FIP2,RAB11FIP2,1746,1746,identity_self_loop,,
CACUL1,CACUL1,1747,1747,identity_self_loop,,
EIF3A,EIF3A,1748,1748,identity_self_loop,,
GRK5,GRK5,1749,1749,identity_self_loop,,
RGS10,RGS10,1750,1750,identity_self_loop,,
TIAL1,TIAL1,1751,1751,identity_self_loop,,
INPP5F,INPP5F,1752,1752,identity_self_loop,,
WDR11,WDR11,1753,1753,identity_self_loop,,
ATE1,ATE1,1754,1754,identity_self_loop,,
PLEKHA1,PLEKHA1,1755,1755,identity_self_loop,,
HTRA1,HTRA1,1756,1756,identity_self_loop,,
CHST15,CHST15,1757,1757,identity_self_loop,,
FAM53B,FAM53B,1758,1758,identity_self_loop,,
CTBP2,CTBP2,1759,1759,identity_self_loop,,
PTPRE,PTPRE,1760,1760,identity_self_loop,,
MGMT,MGMT,1761,1761,identity_self_loop,,
PPP2R2D,PPP2R2D,1762,1762,identity_self_loop,,
RPLP2,RPLP2,1763,1763,identity_self_loop,,
AP2A2,AP2A2,1764,1764,identity_self_loop,,
CTSD,CTSD,1765,1765,identity_self_loop,,
CD81,CD81,1766,1766,identity_self_loop,,
KCNQ1,KCNQ1,1767,1767,identity_self_loop,,
KCNQ1OT1,KCNQ1OT1,1768,1768,identity_self_loop,,
NAP1L4,NAP1L4,1769,1769,identity_self_loop,,
NUP98,NUP98,1770,1770,identity_self_loop,,
STIM1,STIM1,1771,1771,identity_self_loop,,
TRIM22,TRIM22,1772,1772,identity_self_loop,,
ST5,ST5,1773,1773,identity_self_loop,,
DENND5A,DENND5A,1774,1774,identity_self_loop,,
IPO7,IPO7,1775,1775,identity_self_loop,,
SWAP70,SWAP70,1776,1776,identity_self_loop,,
SBF2,SBF2,1777,1777,identity_self_loop,,
AMPD3,AMPD3,1778,1778,identity_self_loop,,
LYVE1,LYVE1,1779,1779,identity_self_loop,,
USP47,USP47,1780,1780,identity_self_loop,,
ARNTL,ARNTL,1781,1781,identity_self_loop,,
BTBD10,BTBD10,1782,1782,identity_self_loop,,
FAR1,FAR1,1783,1783,identity_self_loop,,
COPB1,COPB1,1784,1784,identity_self_loop,,
PSMA1,PSMA1,1785,1785,identity_self_loop,,
PDE3B,PDE3B,1786,1786,identity_self_loop,,
C11orf58,C11orf58,1787,1787,identity_self_loop,,
PIK3C2A,PIK3C2A,1788,1788,identity_self_loop,,
SERGEF,SERGEF,1789,1789,identity_self_loop,,
NAV2,NAV2,1790,1790,identity_self_loop,,
PRMT3,PRMT3,1791,1791,identity_self_loop,,
METTL15,METTL15,1792,1792,identity_self_loop,,
ELP4,ELP4,1793,1793,identity_self_loop,,
QSER1,QSER1,1794,1794,identity_self_loop,,
CSTF3,CSTF3,1795,1795,identity_self_loop,,
HIPK3,HIPK3,1796,1796,identity_self_loop,,
LMO2,LMO2,1797,1797,identity_self_loop,,
CAPRIN1,CAPRIN1,1798,1798,identity_self_loop,,
TRIM44,TRIM44,1799,1799,identity_self_loop,,
LRRC4C,LRRC4C,1800,1800,identity_self_loop,,
TTC17,TTC17,1801,1801,identity_self_loop,,
EXT2,EXT2,1802,1802,identity_self_loop,,
PRDM11,PRDM11,1803,1803,identity_self_loop,,
PHF21A,PHF21A,1804,1804,identity_self_loop,,
AMBRA1,AMBRA1,1805,1805,identity_self_loop,,
CKAP5,CKAP5,1806,1806,identity_self_loop,,
C11orf49,C11orf49,1807,1807,identity_self_loop,,
DDB2,DDB2,1808,1808,identity_self_loop,,
SPI1,SPI1,1809,1809,identity_self_loop,,
CELF1,CELF1,1810,1810,identity_self_loop,,
FNBP4,FNBP4,1811,1811,identity_self_loop,,
NUP160,NUP160,1812,1812,identity_self_loop,,
SERPING1,SERPING1,1813,1813,identity_self_loop,,
CTNND1,CTNND1,1814,1814,identity_self_loop,,
LPXN,LPXN,1815,1815,identity_self_loop,,
MS4A6A,MS4A6A,1816,1816,identity_self_loop,,
MS4A4A,MS4A4A,1817,1817,identity_self_loop,,
MS4A7,MS4A7,1818,1818,identity_self_loop,,
FTH1,FTH1,1819,1819,identity_self_loop,,
RTN3,RTN3,1820,1820,identity_self_loop,,
MARK2,MARK2,1821,1821,identity_self_loop,,
SF1,SF1,1822,1822,identity_self_loop,,
EHBP1L1,EHBP1L1,1823,1823,identity_self_loop,,
PACS1,PACS1,1824,1824,identity_self_loop,,
RBM4,RBM4,1825,1825,identity_self_loop,,
KDM2A,KDM2A,1826,1826,identity_self_loop,,
GRK2,GRK2,1827,1827,identity_self_loop,,
ANKRD13D,ANKRD13D,1828,1828,identity_self_loop,,
CHKA,CHKA,1829,1829,identity_self_loop,,
KMT5B,KMT5B,1830,1830,identity_self_loop,,
PPP6R3,PPP6R3,1831,1831,identity_self_loop,,
PPFIA1,PPFIA1,1832,1832,identity_self_loop,,
NUMA1,NUMA1,1833,1833,identity_self_loop,,
ARAP1,ARAP1,1834,1834,identity_self_loop,,
ATG16L2,ATG16L2,1835,1835,identity_self_loop,,
FAM168A,FAM168A,1836,1836,identity_self_loop,,
RAB6A,RAB6A,1837,1837,identity_self_loop,,
RNF169,RNF169,1838,1838,identity_self_loop,,
ARRB1,ARRB1,1839,1839,identity_self_loop,,
RPS3,RPS3,1840,1840,identity_self_loop,,
UVRAG,UVRAG,1841,1841,identity_self_loop,,
EMSY,EMSY,1842,1842,identity_self_loop,,
ACER3,ACER3,1843,1843,identity_self_loop,,
PAK1,PAK1,1844,1844,identity_self_loop,,
RSF1,RSF1,1845,1845,identity_self_loop,,
GAB2,GAB2,1846,1846,identity_self_loop,,
AP003086.1,AP003086.1,1847,1847,identity_self_loop,,
NARS2,NARS2,1848,1848,identity_self_loop,,
TENM4,TENM4,1849,1849,identity_self_loop,,
PCF11,PCF11,1850,1850,identity_self_loop,,
DLG2,DLG2,1851,1851,identity_self_loop,,
TMEM135,TMEM135,1852,1852,identity_self_loop,,
CTSC,CTSC,1853,1853,identity_self_loop,,
GRM5,GRM5,1854,1854,identity_self_loop,,
CHORDC1,CHORDC1,1855,1855,identity_self_loop,,
TAF1D,TAF1D,1856,1856,identity_self_loop,,
SESN3,SESN3,1857,1857,identity_self_loop,,
CNTN5,CNTN5,1858,1858,identity_self_loop,,
GRIA4,GRIA4,1859,1859,identity_self_loop,,
CWF19L2,CWF19L2,1860,1860,identity_self_loop,,
RAB39A,RAB39A,1861,1861,identity_self_loop,,
CUL5,CUL5,1862,1862,identity_self_loop,,
ATM,ATM,1863,1863,identity_self_loop,,
DDX10,DDX10,1864,1864,identity_self_loop,,
RDX,RDX,1865,1865,identity_self_loop,,
ZC3H12C,ZC3H12C,1866,1866,identity_self_loop,,
ARHGAP20,ARHGAP20,1867,1867,identity_self_loop,,
SIK2,SIK2,1868,1868,identity_self_loop,,
IL18,IL18,1869,1869,identity_self_loop,,
ZBTB16,ZBTB16,1870,1870,identity_self_loop,,
CADM1,CADM1,1871,1871,identity_self_loop,,
SIK3,SIK3,1872,1872,identity_self_loop,,
IL10RA,IL10RA,1873,1873,identity_self_loop,,
KMT2A,KMT2A,1874,1874,identity_self_loop,,
DDX6,DDX6,1875,1875,identity_self_loop,,
RPS25,RPS25,1876,1876,identity_self_loop,,
CBL,CBL,1877,1877,identity_self_loop,,
ARHGEF12,ARHGEF12,1878,1878,identity_self_loop,,
SORL1,SORL1,1879,1879,identity_self_loop,,
UBASH3B,UBASH3B,1880,1880,identity_self_loop,,
GRAMD1B,GRAMD1B,1881,1881,identity_self_loop,,
LINC02712,LINC02712,1882,1882,identity_self_loop,,
FLI1,FLI1,1883,1883,identity_self_loop,,
ARHGAP32,ARHGAP32,1884,1884,identity_self_loop,,
APLP2,APLP2,1885,1885,identity_self_loop,,
ZBTB44,ZBTB44,1886,1886,identity_self_loop,,
OPCML,OPCML,1887,1887,identity_self_loop,,
SLC6A12,SLC6A12,1888,1888,identity_self_loop,,
KDM5A,KDM5A,1889,1889,identity_self_loop,,
WNK1,WNK1,1890,1890,identity_self_loop,,
ERC1,ERC1,1891,1891,identity_self_loop,,
ADIPOR2,ADIPOR2,1892,1892,identity_self_loop,,
CACNA1C,CACNA1C,1893,1893,identity_self_loop,,
CCND2,CCND2,1894,1894,identity_self_loop,,
TIGAR,TIGAR,1895,1895,identity_self_loop,,
CD9,CD9,1896,1896,identity_self_loop,,
TNFRSF1A,TNFRSF1A,1897,1897,identity_self_loop,,
GAPDH,GAPDH,1898,1898,identity_self_loop,,
LPAR5,LPAR5,1899,1899,identity_self_loop,,
CD4,CD4,1900,1900,identity_self_loop,,
CD163L1,CD163L1,1901,1901,identity_self_loop,,
CD163,CD163,1902,1902,identity_self_loop,,
SLC2A3,SLC2A3,1903,1903,identity_self_loop,,
A2M,A2M,1904,1904,identity_self_loop,,
CLEC2D,CLEC2D,1905,1905,identity_self_loop,,
CLEC7A,CLEC7A,1906,1906,identity_self_loop,,
OLR1,OLR1,1907,1907,identity_self_loop,,
DUSP16,DUSP16,1908,1908,identity_self_loop,,
CREBL2,CREBL2,1909,1909,identity_self_loop,,
ATF7IP,ATF7IP,1910,1910,identity_self_loop,,
ARHGDIB,ARHGDIB,1911,1911,identity_self_loop,,
PTPRO,PTPRO,1912,1912,identity_self_loop,,
EPS8,EPS8,1913,1913,identity_self_loop,,
DERA,DERA,1914,1914,identity_self_loop,,
PLEKHA5,PLEKHA5,1915,1915,identity_self_loop,,
AEBP2,AEBP2,1916,1916,identity_self_loop,,
C2CD5,C2CD5,1917,1917,identity_self_loop,,
ETNK1,ETNK1,1918,1918,identity_self_loop,,
SOX5,SOX5,1919,1919,identity_self_loop,,
BCAT1,BCAT1,1920,1920,identity_self_loop,,
LRMP,LRMP,1921,1921,identity_self_loop,,
RASSF8,RASSF8,1922,1922,identity_self_loop,,
BHLHE41,BHLHE41,1923,1923,identity_self_loop,,
FGFR1OP2,FGFR1OP2,1924,1924,identity_self_loop,,
TM7SF3,TM7SF3,1925,1925,identity_self_loop,,
STK38L,STK38L,1926,1926,identity_self_loop,,
CCDC91,CCDC91,1927,1927,identity_self_loop,,
AC012150.1,AC012150.1,1928,1928,identity_self_loop,,
FAR2,FAR2,1929,1929,identity_self_loop,,
RESF1,RESF1,1930,1930,identity_self_loop,,
BICD1,BICD1,1931,1931,identity_self_loop,,
DNM1L,DNM1L,1932,1932,identity_self_loop,,
SLC2A13,SLC2A13,1933,1933,identity_self_loop,,
LRRK2,LRRK2,1934,1934,identity_self_loop,,
CNTN1,CNTN1,1935,1935,identity_self_loop,,
YAF2,YAF2,1936,1936,identity_self_loop,,
PPHLN1,PPHLN1,1937,1937,identity_self_loop,,
TMEM117,TMEM117,1938,1938,identity_self_loop,,
ANO6,ANO6,1939,1939,identity_self_loop,,
ARID2,ARID2,1940,1940,identity_self_loop,,
SCAF11,SCAF11,1941,1941,identity_self_loop,,
SLC38A2,SLC38A2,1942,1942,identity_self_loop,,
AC008014.1,AC008014.1,1943,1943,identity_self_loop,,
PCED1B,PCED1B,1944,1944,identity_self_loop,,
TUBA1B,TUBA1B,1945,1945,identity_self_loop,,
FMNL3,FMNL3,1946,1946,identity_self_loop,,
TMBIM6,TMBIM6,1947,1947,identity_self_loop,,
LARP4,LARP4,1948,1948,identity_self_loop,,
METTL7A,METTL7A,1949,1949,identity_self_loop,,
SLC11A2,SLC11A2,1950,1950,identity_self_loop,,
TFCP2,TFCP2,1951,1951,identity_self_loop,,
BIN2,BIN2,1952,1952,identity_self_loop,,
EIF4B,EIF4B,1953,1953,identity_self_loop,,
PCBP2,PCBP2,1954,1954,identity_self_loop,,
ATF7,ATF7,1955,1955,identity_self_loop,,
NCKAP1L,NCKAP1L,1956,1956,identity_self_loop,,
SARNP,SARNP,1957,1957,identity_self_loop,,
RPL41,RPL41,1958,1958,identity_self_loop,,
PTGES3,PTGES3,1959,1959,identity_self_loop,,
NACA,NACA,1960,1960,identity_self_loop,,
STAT6,STAT6,1961,1961,identity_self_loop,,
LRP1,LRP1,1962,1962,identity_self_loop,,
R3HDM2,R3HDM2,1963,1963,identity_self_loop,,
MARS,MARS,1964,1964,identity_self_loop,,
DDIT3,DDIT3,1965,1965,identity_self_loop,,
TAFA2,TAFA2,1966,1966,identity_self_loop,,
USP15,USP15,1967,1967,identity_self_loop,,
MON2,MON2,1968,1968,identity_self_loop,,
SRGAP1,SRGAP1,1969,1969,identity_self_loop,,
TBK1,TBK1,1970,1970,identity_self_loop,,
RASSF3,RASSF3,1971,1971,identity_self_loop,,
LEMD3,LEMD3,1972,1972,identity_self_loop,,
TMBIM4,TMBIM4,1973,1973,identity_self_loop,,
IRAK3,IRAK3,1974,1974,identity_self_loop,,
RAP1B,RAP1B,1975,1975,identity_self_loop,,
MDM2,MDM2,1976,1976,identity_self_loop,,
CPM,CPM,1977,1977,identity_self_loop,,
CPSF6,CPSF6,1978,1978,identity_self_loop,,
FRS2,FRS2,1979,1979,identity_self_loop,,
CNOT2,CNOT2,1980,1980,identity_self_loop,,
AC025569.1,AC025569.1,1981,1981,identity_self_loop,,
ZFC3H1,ZFC3H1,1982,1982,identity_self_loop,,
TBC1D15,TBC1D15,1983,1983,identity_self_loop,,
NAP1L1,NAP1L1,1984,1984,identity_self_loop,,
OSBPL8,OSBPL8,1985,1985,identity_self_loop,,
ZDHHC17,ZDHHC17,1986,1986,identity_self_loop,,
NAV3,NAV3,1987,1987,identity_self_loop,,
SYT1,SYT1,1988,1988,identity_self_loop,,
PPP1R12A,PPP1R12A,1989,1989,identity_self_loop,,
PPFIA2,PPFIA2,1990,1990,identity_self_loop,,
METTL25,METTL25,1991,1991,identity_self_loop,,
POC1B,POC1B,1992,1992,identity_self_loop,,
ATP2B1,ATP2B1,1993,1993,identity_self_loop,,
LINC02391,LINC02391,1994,1994,identity_self_loop,,
EEA1,EEA1,1995,1995,identity_self_loop,,
CRADD,CRADD,1996,1996,identity_self_loop,,
TMCC3,TMCC3,1997,1997,identity_self_loop,,
VEZT,VEZT,1998,1998,identity_self_loop,,
ELK3,ELK3,1999,1999,identity_self_loop,,
CDK17,CDK17,2000,2000,identity_self_loop,,
APAF1,APAF1,2001,2001,identity_self_loop,,
ANKS1B,ANKS1B,2002,2002,identity_self_loop,,
UHRF1BP1L,UHRF1BP1L,2003,2003,identity_self_loop,,
SCYL2,SCYL2,2004,2004,identity_self_loop,,
CHPT1,CHPT1,2005,2005,identity_self_loop,,
GNPTAB,GNPTAB,2006,2006,identity_self_loop,,
DRAM1,DRAM1,2007,2007,identity_self_loop,,
HSP90B1,HSP90B1,2008,2008,identity_self_loop,,
WASHC4,WASHC4,2009,2009,identity_self_loop,,
APPL2,APPL2,2010,2010,identity_self_loop,,
C12orf75,C12orf75,2011,2011,identity_self_loop,,
NUAK1,NUAK1,2012,2012,identity_self_loop,,
CMKLR1,CMKLR1,2013,2013,identity_self_loop,,
TMEM119,TMEM119,2014,2014,identity_self_loop,,
SELPLG,SELPLG,2015,2015,identity_self_loop,,
CORO1C,CORO1C,2016,2016,identity_self_loop,,
SSH1,SSH1,2017,2017,identity_self_loop,,
GIT2,GIT2,2018,2018,identity_self_loop,,
ATP2A2,ATP2A2,2019,2019,identity_self_loop,,
ARPC3,ARPC3,2020,2020,identity_self_loop,,
VPS29,VPS29,2021,2021,identity_self_loop,,
SH2B3,SH2B3,2022,2022,identity_self_loop,,
ATXN2,ATXN2,2023,2023,identity_self_loop,,
NAA25,NAA25,2024,2024,identity_self_loop,,
HECTD4,HECTD4,2025,2025,identity_self_loop,,
RPL6,RPL6,2026,2026,identity_self_loop,,
OAS1,OAS1,2027,2027,identity_self_loop,,
TPCN1,TPCN1,2028,2028,identity_self_loop,,
FBXW8,FBXW8,2029,2029,identity_self_loop,,
TAOK3,TAOK3,2030,2030,identity_self_loop,,
SPPL3,SPPL3,2031,2031,identity_self_loop,,
P2RX7,P2RX7,2032,2032,identity_self_loop,,
P2RX4,P2RX4,2033,2033,identity_self_loop,,
ANAPC5,ANAPC5,2034,2034,identity_self_loop,,
KDM2B,KDM2B,2035,2035,identity_self_loop,,
MLXIP,MLXIP,2036,2036,identity_self_loop,,
CLIP1,CLIP1,2037,2037,identity_self_loop,,
RSRC2,RSRC2,2038,2038,identity_self_loop,,
MPHOSPH9,MPHOSPH9,2039,2039,identity_self_loop,,
SBNO1,SBNO1,2040,2040,identity_self_loop,,
NCOR2,NCOR2,2041,2041,identity_self_loop,,
SCARB1,SCARB1,2042,2042,identity_self_loop,,
UBC,UBC,2043,2043,identity_self_loop,,
SFSWAP,SFSWAP,2044,2044,identity_self_loop,,
EP400,EP400,2045,2045,identity_self_loop,,
CHFR,CHFR,2046,2046,identity_self_loop,,
MPHOSPH8,MPHOSPH8,2047,2047,identity_self_loop,,
PSPC1,PSPC1,2048,2048,identity_self_loop,,
ZMYM2,ZMYM2,2049,2049,identity_self_loop,,
XPO4,XPO4,2050,2050,identity_self_loop,,
ZDHHC20,ZDHHC20,2051,2051,identity_self_loop,,
MICU2,MICU2,2052,2052,identity_self_loop,,
SPATA13,SPATA13,2053,2053,identity_self_loop,,
PARP4,PARP4,2054,2054,identity_self_loop,,
CDK8,CDK8,2055,2055,identity_self_loop,,
USP12,USP12,2056,2056,identity_self_loop,,
RPL21,RPL21,2057,2057,identity_self_loop,,
PAN3,PAN3,2058,2058,identity_self_loop,,
UBL3,UBL3,2059,2059,identity_self_loop,,
HMGB1,HMGB1,2060,2060,identity_self_loop,,
ALOX5AP,ALOX5AP,2061,2061,identity_self_loop,,
HSPH1,HSPH1,2062,2062,identity_self_loop,,
N4BP2L1,N4BP2L1,2063,2063,identity_self_loop,,
N4BP2L2,N4BP2L2,2064,2064,identity_self_loop,,
PDS5B,PDS5B,2065,2065,identity_self_loop,,
STARD13,STARD13,2066,2066,identity_self_loop,,
NBEA,NBEA,2067,2067,identity_self_loop,,
