"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"CD200R1_CRISPRa_sgRNA_4||D1","CD200R1_CRISPRa_sgRNA_4","D1","CD200R1","Perturbed",22,242863
"CD200R1_CRISPRa_sgRNA_4||D2","CD200R1_CRISPRa_sgRNA_4","D2","CD200R1","Perturbed",14,127111
"CD200R1_CRISPRa_sgRNA_5||D1","CD200R1_CRISPRa_sgRNA_5","D1","CD200R1","Perturbed",20,205817
"CD200R1_CRISPRa_sgRNA_5||D2","CD200R1_CRISPRa_sgRNA_5","D2","CD200R1","Perturbed",11,99642
"CD226_CRISPRa_sgRNA_1||D1","CD226_CRISPRa_sgRNA_1","D1","CD226","Perturbed",10,87790
"CD226_CRISPRa_sgRNA_1||D2","CD226_CRISPRa_sgRNA_1","D2","CD226","Perturbed",4,35525
"CD226_CRISPRa_sgRNA_2||D1","CD226_CRISPRa_sgRNA_2","D1","CD226","Perturbed",2,19141
"CD226_CRISPRa_sgRNA_2||D2","CD226_CRISPRa_sgRNA_2","D2","CD226","Perturbed",1,8337
"CD226_CRISPRa_sgRNA_3||D1","CD226_CRISPRa_sgRNA_3","D1","CD226","Perturbed",8,76276
"CD226_CRISPRa_sgRNA_3||D2","CD226_CRISPRa_sgRNA_3","D2","CD226","Perturbed",3,24322
"CD226_CRISPRa_sgRNA_4||D1","CD226_CRISPRa_sgRNA_4","D1","CD226","Perturbed",10,86588
"CD226_CRISPRa_sgRNA_4||D2","CD226_CRISPRa_sgRNA_4","D2","CD226","Perturbed",2,14645
"CD226_CRISPRa_sgRNA_5||D1","CD226_CRISPRa_sgRNA_5","D1","CD226","Perturbed",6,47596
"CD226_CRISPRa_sgRNA_5||D2","CD226_CRISPRa_sgRNA_5","D2","CD226","Perturbed",2,15595
"CD300A_CRISPRa_sgRNA_2||D1","CD300A_CRISPRa_sgRNA_2","D1","CD300A","Perturbed",28,272543
"CD300A_CRISPRa_sgRNA_2||D2","CD300A_CRISPRa_sgRNA_2","D2","CD300A","Perturbed",9,91089
"CD300A_CRISPRa_sgRNA_3||D1","CD300A_CRISPRa_sgRNA_3","D1","CD300A","Perturbed",33,336685
"CD300A_CRISPRa_sgRNA_3||D2","CD300A_CRISPRa_sgRNA_3","D2","CD300A","Perturbed",17,146772
"CD300A_CRISPRa_sgRNA_4||D1","CD300A_CRISPRa_sgRNA_4","D1","CD300A","Perturbed",27,294666
"CD300A_CRISPRa_sgRNA_4||D2","CD300A_CRISPRa_sgRNA_4","D2","CD300A","Perturbed",14,127571
"CD300A_CRISPRa_sgRNA_5||D1","CD300A_CRISPRa_sgRNA_5","D1","CD300A","Perturbed",21,194109
"CD300A_CRISPRa_sgRNA_5||D2","CD300A_CRISPRa_sgRNA_5","D2","CD300A","Perturbed",13,160628
"CD300C_CRISPRa_sgRNA_1||D1","CD300C_CRISPRa_sgRNA_1","D1","CD300C","Perturbed",20,217807
"CD300C_CRISPRa_sgRNA_1||D2","CD300C_CRISPRa_sgRNA_1","D2","CD300C","Perturbed",15,154504
"CD300C_CRISPRa_sgRNA_2||D1","CD300C_CRISPRa_sgRNA_2","D1","CD300C","Perturbed",14,112721
"CD300C_CRISPRa_sgRNA_2||D2","CD300C_CRISPRa_sgRNA_2","D2","CD300C","Perturbed",11,100398
"CD300C_CRISPRa_sgRNA_3||D1","CD300C_CRISPRa_sgRNA_3","D1","CD300C","Perturbed",12,101170
"CD300C_CRISPRa_sgRNA_3||D2","CD300C_CRISPRa_sgRNA_3","D2","CD300C","Perturbed",6,54567
"CD300C_CRISPRa_sgRNA_4||D1","CD300C_CRISPRa_sgRNA_4","D1","CD300C","Perturbed",6,51792
"CD300C_CRISPRa_sgRNA_4||D2","CD300C_CRISPRa_sgRNA_4","D2","CD300C","Perturbed",5,61588
"CD300C_CRISPRa_sgRNA_5||D1","CD300C_CRISPRa_sgRNA_5","D1","CD300C","Perturbed",19,178575
"CD300C_CRISPRa_sgRNA_5||D2","CD300C_CRISPRa_sgRNA_5","D2","CD300C","Perturbed",10,114871
"CD300LB_CRISPRa_sgRNA_1||D1","CD300LB_CRISPRa_sgRNA_1","D1","CD300LB","Perturbed",11,99480
"CD300LB_CRISPRa_sgRNA_1||D2","CD300LB_CRISPRa_sgRNA_1","D2","CD300LB","Perturbed",4,25736
"CD300LB_CRISPRa_sgRNA_2||D1","CD300LB_CRISPRa_sgRNA_2","D1","CD300LB","Perturbed",10,78004
"CD300LB_CRISPRa_sgRNA_2||D2","CD300LB_CRISPRa_sgRNA_2","D2","CD300LB","Perturbed",4,35423
"CD300LB_CRISPRa_sgRNA_4||D1","CD300LB_CRISPRa_sgRNA_4","D1","CD300LB","Perturbed",6,53577
"CD300LB_CRISPRa_sgRNA_4||D2","CD300LB_CRISPRa_sgRNA_4","D2","CD300LB","Perturbed",8,72112
"CD300LB_CRISPRa_sgRNA_5||D1","CD300LB_CRISPRa_sgRNA_5","D1","CD300LB","Perturbed",23,201015
"CD300LB_CRISPRa_sgRNA_5||D2","CD300LB_CRISPRa_sgRNA_5","D2","CD300LB","Perturbed",4,28148
"CD300LF_CRISPRa_sgRNA_1||D1","CD300LF_CRISPRa_sgRNA_1","D1","CD300LF","Perturbed",11,95592
"CD300LF_CRISPRa_sgRNA_1||D2","CD300LF_CRISPRa_sgRNA_1","D2","CD300LF","Perturbed",10,92570
"CD300LF_CRISPRa_sgRNA_2||D1","CD300LF_CRISPRa_sgRNA_2","D1","CD300LF","Perturbed",24,273749
"CD300LF_CRISPRa_sgRNA_2||D2","CD300LF_CRISPRa_sgRNA_2","D2","CD300LF","Perturbed",10,77290
"CD300LF_CRISPRa_sgRNA_3||D1","CD300LF_CRISPRa_sgRNA_3","D1","CD300LF","Perturbed",3,24469
"CD300LF_CRISPRa_sgRNA_3||D2","CD300LF_CRISPRa_sgRNA_3","D2","CD300LF","Perturbed",3,28819
"CD300LF_CRISPRa_sgRNA_4||D1","CD300LF_CRISPRa_sgRNA_4","D1","CD300LF","Perturbed",1,9251
"CD300LF_CRISPRa_sgRNA_5||D1","CD300LF_CRISPRa_sgRNA_5","D1","CD300LF","Perturbed",8,100657
"CD300LF_CRISPRa_sgRNA_5||D2","CD300LF_CRISPRa_sgRNA_5","D2","CD300LF","Perturbed",4,31744
"CD33_CRISPRa_sgRNA_1||D1","CD33_CRISPRa_sgRNA_1","D1","CD33","Perturbed",23,187520
"CD33_CRISPRa_sgRNA_1||D2","CD33_CRISPRa_sgRNA_1","D2","CD33","Perturbed",10,77475
"CD33_CRISPRa_sgRNA_2||D1","CD33_CRISPRa_sgRNA_2","D1","CD33","Perturbed",39,375878
"CD33_CRISPRa_sgRNA_2||D2","CD33_CRISPRa_sgRNA_2","D2","CD33","Perturbed",14,142043
"CD33_CRISPRa_sgRNA_3||D1","CD33_CRISPRa_sgRNA_3","D1","CD33","Perturbed",10,83083
"CD33_CRISPRa_sgRNA_3||D2","CD33_CRISPRa_sgRNA_3","D2","CD33","Perturbed",5,43120
"CD33_CRISPRa_sgRNA_4||D1","CD33_CRISPRa_sgRNA_4","D1","CD33","Perturbed",25,267682
"CD33_CRISPRa_sgRNA_4||D2","CD33_CRISPRa_sgRNA_4","D2","CD33","Perturbed",7,61423
"CD33_CRISPRa_sgRNA_5||D1","CD33_CRISPRa_sgRNA_5","D1","CD33","Perturbed",30,316822
"CD33_CRISPRa_sgRNA_5||D2","CD33_CRISPRa_sgRNA_5","D2","CD33","Perturbed",15,155811
"CD37_CRISPRa_sgRNA_1||D1","CD37_CRISPRa_sgRNA_1","D1","CD37","Perturbed",8,88721
"CD37_CRISPRa_sgRNA_1||D2","CD37_CRISPRa_sgRNA_1","D2","CD37","Perturbed",4,35384
"CD37_CRISPRa_sgRNA_2||D1","CD37_CRISPRa_sgRNA_2","D1","CD37","Perturbed",24,208228
"CD37_CRISPRa_sgRNA_2||D2","CD37_CRISPRa_sgRNA_2","D2","CD37","Perturbed",5,55644
"CD37_CRISPRa_sgRNA_3||D1","CD37_CRISPRa_sgRNA_3","D1","CD37","Perturbed",17,143119
"CD37_CRISPRa_sgRNA_3||D2","CD37_CRISPRa_sgRNA_3","D2","CD37","Perturbed",4,47006
"CD37_CRISPRa_sgRNA_4||D1","CD37_CRISPRa_sgRNA_4","D1","CD37","Perturbed",12,111320
"CD37_CRISPRa_sgRNA_4||D2","CD37_CRISPRa_sgRNA_4","D2","CD37","Perturbed",1,9494
"CD37_CRISPRa_sgRNA_5||D1","CD37_CRISPRa_sgRNA_5","D1","CD37","Perturbed",21,174230
"CD37_CRISPRa_sgRNA_5||D2","CD37_CRISPRa_sgRNA_5","D2","CD37","Perturbed",9,76905
"CD40_CRISPRa_sgRNA_1||D1","CD40_CRISPRa_sgRNA_1","D1","CD40","Perturbed",30,271585
"CD40_CRISPRa_sgRNA_1||D2","CD40_CRISPRa_sgRNA_1","D2","CD40","Perturbed",15,122968
"CD40_CRISPRa_sgRNA_2||D1","CD40_CRISPRa_sgRNA_2","D1","CD40","Perturbed",20,187808
"CD40_CRISPRa_sgRNA_2||D2","CD40_CRISPRa_sgRNA_2","D2","CD40","Perturbed",13,108815
"CD40_CRISPRa_sgRNA_3||D1","CD40_CRISPRa_sgRNA_3","D1","CD40","Perturbed",19,169764
"CD40_CRISPRa_sgRNA_3||D2","CD40_CRISPRa_sgRNA_3","D2","CD40","Perturbed",10,82535
"CD40_CRISPRa_sgRNA_4||D1","CD40_CRISPRa_sgRNA_4","D1","CD40","Perturbed",10,61589
"CD40_CRISPRa_sgRNA_4||D2","CD40_CRISPRa_sgRNA_4","D2","CD40","Perturbed",4,32687
"CD40_CRISPRa_sgRNA_5||D1","CD40_CRISPRa_sgRNA_5","D1","CD40","Perturbed",23,221549
"CD40_CRISPRa_sgRNA_5||D2","CD40_CRISPRa_sgRNA_5","D2","CD40","Perturbed",9,73119
"CD44_CRISPRa_sgRNA_1||D1","CD44_CRISPRa_sgRNA_1","D1","CD44","Perturbed",14,119848
"CD44_CRISPRa_sgRNA_1||D2","CD44_CRISPRa_sgRNA_1","D2","CD44","Perturbed",4,28889
"CD44_CRISPRa_sgRNA_2||D1","CD44_CRISPRa_sgRNA_2","D1","CD44","Perturbed",11,93995
"CD44_CRISPRa_sgRNA_2||D2","CD44_CRISPRa_sgRNA_2","D2","CD44","Perturbed",7,70911
"CD44_CRISPRa_sgRNA_3||D1","CD44_CRISPRa_sgRNA_3","D1","CD44","Perturbed",14,126937
"CD44_CRISPRa_sgRNA_3||D2","CD44_CRISPRa_sgRNA_3","D2","CD44","Perturbed",3,17621
"CD44_CRISPRa_sgRNA_4||D1","CD44_CRISPRa_sgRNA_4","D1","CD44","Perturbed",12,144517
"CD44_CRISPRa_sgRNA_4||D2","CD44_CRISPRa_sgRNA_4","D2","CD44","Perturbed",7,49337
"CD44_CRISPRa_sgRNA_5||D1","CD44_CRISPRa_sgRNA_5","D1","CD44","Perturbed",2,16871
"CD48_CRISPRa_sgRNA_1||D1","CD48_CRISPRa_sgRNA_1","D1","CD48","Perturbed",17,149528
"CD48_CRISPRa_sgRNA_1||D2","CD48_CRISPRa_sgRNA_1","D2","CD48","Perturbed",3,29512
"CD48_CRISPRa_sgRNA_2||D1","CD48_CRISPRa_sgRNA_2","D1","CD48","Perturbed",9,85765
"CD48_CRISPRa_sgRNA_2||D2","CD48_CRISPRa_sgRNA_2","D2","CD48","Perturbed",7,78018
"CD48_CRISPRa_sgRNA_3||D1","CD48_CRISPRa_sgRNA_3","D1","CD48","Perturbed",4,41052
"CD48_CRISPRa_sgRNA_4||D1","CD48_CRISPRa_sgRNA_4","D1","CD48","Perturbed",26,258338
"CD48_CRISPRa_sgRNA_4||D2","CD48_CRISPRa_sgRNA_4","D2","CD48","Perturbed",13,136643
"CD48_CRISPRa_sgRNA_5||D1","CD48_CRISPRa_sgRNA_5","D1","CD48","Perturbed",45,386681
"CD48_CRISPRa_sgRNA_5||D2","CD48_CRISPRa_sgRNA_5","D2","CD48","Perturbed",20,183828
"CD52_CRISPRa_sgRNA_1||D1","CD52_CRISPRa_sgRNA_1","D1","CD52","Perturbed",13,141919
"CD52_CRISPRa_sgRNA_1||D2","CD52_CRISPRa_sgRNA_1","D2","CD52","Perturbed",10,114020
"CD52_CRISPRa_sgRNA_2||D1","CD52_CRISPRa_sgRNA_2","D1","CD52","Perturbed",16,155888
"CD52_CRISPRa_sgRNA_2||D2","CD52_CRISPRa_sgRNA_2","D2","CD52","Perturbed",10,98434
"CD52_CRISPRa_sgRNA_3||D1","CD52_CRISPRa_sgRNA_3","D1","CD52","Perturbed",12,111479
"CD52_CRISPRa_sgRNA_3||D2","CD52_CRISPRa_sgRNA_3","D2","CD52","Perturbed",4,36753
"CD52_CRISPRa_sgRNA_4||D1","CD52_CRISPRa_sgRNA_4","D1","CD52","Perturbed",8,113528
"CD52_CRISPRa_sgRNA_5||D1","CD52_CRISPRa_sgRNA_5","D1","CD52","Perturbed",1,7250
"CD58_CRISPRa_sgRNA_1||D1","CD58_CRISPRa_sgRNA_1","D1","CD58","Perturbed",23,196269
"CD58_CRISPRa_sgRNA_1||D2","CD58_CRISPRa_sgRNA_1","D2","CD58","Perturbed",14,127105
"CD58_CRISPRa_sgRNA_2||D1","CD58_CRISPRa_sgRNA_2","D1","CD58","Perturbed",25,238220
"CD58_CRISPRa_sgRNA_2||D2","CD58_CRISPRa_sgRNA_2","D2","CD58","Perturbed",20,163460
"CD58_CRISPRa_sgRNA_3||D2","CD58_CRISPRa_sgRNA_3","D2","CD58","Perturbed",2,15138
"CD58_CRISPRa_sgRNA_4||D1","CD58_CRISPRa_sgRNA_4","D1","CD58","Perturbed",8,65978
"CD58_CRISPRa_sgRNA_4||D2","CD58_CRISPRa_sgRNA_4","D2","CD58","Perturbed",4,44683
"CD58_CRISPRa_sgRNA_5||D1","CD58_CRISPRa_sgRNA_5","D1","CD58","Perturbed",22,187888
"CD58_CRISPRa_sgRNA_5||D2","CD58_CRISPRa_sgRNA_5","D2","CD58","Perturbed",7,59879
"CD68_CRISPRa_sgRNA_1||D1","CD68_CRISPRa_sgRNA_1","D1","CD68","Perturbed",22,184115
"CD68_CRISPRa_sgRNA_1||D2","CD68_CRISPRa_sgRNA_1","D2","CD68","Perturbed",6,63975
"CD68_CRISPRa_sgRNA_2||D1","CD68_CRISPRa_sgRNA_2","D1","CD68","Perturbed",3,33272
"CD68_CRISPRa_sgRNA_2||D2","CD68_CRISPRa_sgRNA_2","D2","CD68","Perturbed",1,6769
"CD68_CRISPRa_sgRNA_3||D1","CD68_CRISPRa_sgRNA_3","D1","CD68","Perturbed",20,184190
"CD68_CRISPRa_sgRNA_3||D2","CD68_CRISPRa_sgRNA_3","D2","CD68","Perturbed",10,85677
"CD68_CRISPRa_sgRNA_4||D1","CD68_CRISPRa_sgRNA_4","D1","CD68","Perturbed",2,15100
"CD68_CRISPRa_sgRNA_5||D1","CD68_CRISPRa_sgRNA_5","D1","CD68","Perturbed",4,32726
"CD68_CRISPRa_sgRNA_5||D2","CD68_CRISPRa_sgRNA_5","D2","CD68","Perturbed",2,28495
"CD69_CRISPRa_sgRNA_1||D1","CD69_CRISPRa_sgRNA_1","D1","CD69","Perturbed",20,158315
"CD69_CRISPRa_sgRNA_1||D2","CD69_CRISPRa_sgRNA_1","D2","CD69","Perturbed",9,89360
"CD69_CRISPRa_sgRNA_2||D1","CD69_CRISPRa_sgRNA_2","D1","CD69","Perturbed",17,175180
"CD69_CRISPRa_sgRNA_2||D2","CD69_CRISPRa_sgRNA_2","D2","CD69","Perturbed",13,118815
"CD69_CRISPRa_sgRNA_3||D1","CD69_CRISPRa_sgRNA_3","D1","CD69","Perturbed",11,128779
"CD69_CRISPRa_sgRNA_3||D2","CD69_CRISPRa_sgRNA_3","D2","CD69","Perturbed",5,31550
"CD69_CRISPRa_sgRNA_5||D1","CD69_CRISPRa_sgRNA_5","D1","CD69","Perturbed",8,63555
"CD69_CRISPRa_sgRNA_5||D2","CD69_CRISPRa_sgRNA_5","D2","CD69","Perturbed",5,37401
"CD80_CRISPRa_sgRNA_1||D1","CD80_CRISPRa_sgRNA_1","D1","CD80","Perturbed",16,117112
"CD80_CRISPRa_sgRNA_1||D2","CD80_CRISPRa_sgRNA_1","D2","CD80","Perturbed",13,103894
"CD80_CRISPRa_sgRNA_2||D1","CD80_CRISPRa_sgRNA_2","D1","CD80","Perturbed",19,198627
"CD80_CRISPRa_sgRNA_2||D2","CD80_CRISPRa_sgRNA_2","D2","CD80","Perturbed",6,59525
"CD80_CRISPRa_sgRNA_3||D1","CD80_CRISPRa_sgRNA_3","D1","CD80","Perturbed",26,238273
"CD80_CRISPRa_sgRNA_3||D2","CD80_CRISPRa_sgRNA_3","D2","CD80","Perturbed",15,123173
"CD80_CRISPRa_sgRNA_4||D1","CD80_CRISPRa_sgRNA_4","D1","CD80","Perturbed",16,157978
"CD80_CRISPRa_sgRNA_4||D2","CD80_CRISPRa_sgRNA_4","D2","CD80","Perturbed",7,60758
"CD80_CRISPRa_sgRNA_5||D1","CD80_CRISPRa_sgRNA_5","D1","CD80","Perturbed",10,72674
"CD80_CRISPRa_sgRNA_5||D2","CD80_CRISPRa_sgRNA_5","D2","CD80","Perturbed",11,95120
"CD81_CRISPRa_sgRNA_1||D1","CD81_CRISPRa_sgRNA_1","D1","CD81","Perturbed",6,37940
"CD81_CRISPRa_sgRNA_1||D2","CD81_CRISPRa_sgRNA_1","D2","CD81","Perturbed",8,63300
"CD81_CRISPRa_sgRNA_2||D1","CD81_CRISPRa_sgRNA_2","D1","CD81","Perturbed",12,119034
"CD81_CRISPRa_sgRNA_2||D2","CD81_CRISPRa_sgRNA_2","D2","CD81","Perturbed",9,69472
"CD81_CRISPRa_sgRNA_3||D1","CD81_CRISPRa_sgRNA_3","D1","CD81","Perturbed",11,79033
"CD81_CRISPRa_sgRNA_3||D2","CD81_CRISPRa_sgRNA_3","D2","CD81","Perturbed",10,90938
"CD81_CRISPRa_sgRNA_4||D1","CD81_CRISPRa_sgRNA_4","D1","CD81","Perturbed",33,280237
"CD81_CRISPRa_sgRNA_4||D2","CD81_CRISPRa_sgRNA_4","D2","CD81","Perturbed",17,134876
"CD81_CRISPRa_sgRNA_5||D1","CD81_CRISPRa_sgRNA_5","D1","CD81","Perturbed",24,228530
"CD81_CRISPRa_sgRNA_5||D2","CD81_CRISPRa_sgRNA_5","D2","CD81","Perturbed",6,51967
"CD86_CRISPRa_sgRNA_1||D1","CD86_CRISPRa_sgRNA_1","D1","CD86","Perturbed",15,143615
"CD86_CRISPRa_sgRNA_1||D2","CD86_CRISPRa_sgRNA_1","D2","CD86","Perturbed",5,35454
"CD86_CRISPRa_sgRNA_2||D1","CD86_CRISPRa_sgRNA_2","D1","CD86","Perturbed",20,189424
"CD86_CRISPRa_sgRNA_2||D2","CD86_CRISPRa_sgRNA_2","D2","CD86","Perturbed",12,107104
"CD86_CRISPRa_sgRNA_3||D1","CD86_CRISPRa_sgRNA_3","D1","CD86","Perturbed",11,78398
"CD86_CRISPRa_sgRNA_3||D2","CD86_CRISPRa_sgRNA_3","D2","CD86","Perturbed",2,19846
"CD86_CRISPRa_sgRNA_4||D1","CD86_CRISPRa_sgRNA_4","D1","CD86","Perturbed",9,88689
"CD86_CRISPRa_sgRNA_4||D2","CD86_CRISPRa_sgRNA_4","D2","CD86","Perturbed",8,83732
"CD86_CRISPRa_sgRNA_5||D1","CD86_CRISPRa_sgRNA_5","D1","CD86","Perturbed",6,54047
"CD86_CRISPRa_sgRNA_5||D2","CD86_CRISPRa_sgRNA_5","D2","CD86","Perturbed",4,28527
"CDKN2A_CRISPRa_sgRNA_1||D1","CDKN2A_CRISPRa_sgRNA_1","D1","CDKN2A","Perturbed",16,135236
"CDKN2A_CRISPRa_sgRNA_1||D2","CDKN2A_CRISPRa_sgRNA_1","D2","CDKN2A","Perturbed",5,51627
"CDKN2A_CRISPRa_sgRNA_2||D1","CDKN2A_CRISPRa_sgRNA_2","D1","CDKN2A","Perturbed",13,119591
"CDKN2A_CRISPRa_sgRNA_2||D2","CDKN2A_CRISPRa_sgRNA_2","D2","CDKN2A","Perturbed",4,26510
"CDKN2A_CRISPRa_sgRNA_3||D1","CDKN2A_CRISPRa_sgRNA_3","D1","CDKN2A","Perturbed",8,69793
"CDKN2A_CRISPRa_sgRNA_3||D2","CDKN2A_CRISPRa_sgRNA_3","D2","CDKN2A","Perturbed",2,14632
"CDKN2A_CRISPRa_sgRNA_4||D1","CDKN2A_CRISPRa_sgRNA_4","D1","CDKN2A","Perturbed",1,6459
"CDKN2A_CRISPRa_sgRNA_4||D2","CDKN2A_CRISPRa_sgRNA_4","D2","CDKN2A","Perturbed",1,5823
"CDKN2A_CRISPRa_sgRNA_5||D1","CDKN2A_CRISPRa_sgRNA_5","D1","CDKN2A","Perturbed",15,127519
"CDKN2A_CRISPRa_sgRNA_5||D2","CDKN2A_CRISPRa_sgRNA_5","D2","CDKN2A","Perturbed",10,90794
"CEMIP2_CRISPRa_sgRNA_1||D1","CEMIP2_CRISPRa_sgRNA_1","D1","CEMIP2","Perturbed",22,204602
"CEMIP2_CRISPRa_sgRNA_1||D2","CEMIP2_CRISPRa_sgRNA_1","D2","CEMIP2","Perturbed",14,111905
"CEMIP2_CRISPRa_sgRNA_2||D1","CEMIP2_CRISPRa_sgRNA_2","D1","CEMIP2","Perturbed",33,313206
"CEMIP2_CRISPRa_sgRNA_2||D2","CEMIP2_CRISPRa_sgRNA_2","D2","CEMIP2","Perturbed",9,76192
"CEMIP2_CRISPRa_sgRNA_3||D1","CEMIP2_CRISPRa_sgRNA_3","D1","CEMIP2","Perturbed",11,78817
"CEMIP2_CRISPRa_sgRNA_3||D2","CEMIP2_CRISPRa_sgRNA_3","D2","CEMIP2","Perturbed",7,69226
"CEMIP2_CRISPRa_sgRNA_4||D1","CEMIP2_CRISPRa_sgRNA_4","D1","CEMIP2","Perturbed",32,333866
"CEMIP2_CRISPRa_sgRNA_4||D2","CEMIP2_CRISPRa_sgRNA_4","D2","CEMIP2","Perturbed",19,191447
"CEMIP2_CRISPRa_sgRNA_5||D1","CEMIP2_CRISPRa_sgRNA_5","D1","CEMIP2","Perturbed",7,47838
"CEMIP2_CRISPRa_sgRNA_5||D2","CEMIP2_CRISPRa_sgRNA_5","D2","CEMIP2","Perturbed",7,69501
"CHRNE_CRISPRa_sgRNA_1||D1","CHRNE_CRISPRa_sgRNA_1","D1","CHRNE","Perturbed",22,183635
"CHRNE_CRISPRa_sgRNA_1||D2","CHRNE_CRISPRa_sgRNA_1","D2","CHRNE","Perturbed",12,102004
"CHRNE_CRISPRa_sgRNA_2||D1","CHRNE_CRISPRa_sgRNA_2","D1","CHRNE","Perturbed",21,241420
"CHRNE_CRISPRa_sgRNA_2||D2","CHRNE_CRISPRa_sgRNA_2","D2","CHRNE","Perturbed",11,108647
"CHRNE_CRISPRa_sgRNA_3||D1","CHRNE_CRISPRa_sgRNA_3","D1","CHRNE","Perturbed",49,415426
"CHRNE_CRISPRa_sgRNA_3||D2","CHRNE_CRISPRa_sgRNA_3","D2","CHRNE","Perturbed",20,170789
"CHRNE_CRISPRa_sgRNA_4||D1","CHRNE_CRISPRa_sgRNA_4","D1","CHRNE","Perturbed",8,89298
"CHRNE_CRISPRa_sgRNA_4||D2","CHRNE_CRISPRa_sgRNA_4","D2","CHRNE","Perturbed",6,48825
"CHRNE_CRISPRa_sgRNA_5||D1","CHRNE_CRISPRa_sgRNA_5","D1","CHRNE","Perturbed",49,447686
"CHRNE_CRISPRa_sgRNA_5||D2","CHRNE_CRISPRa_sgRNA_5","D2","CHRNE","Perturbed",12,101753
"CLDN7_CRISPRa_sgRNA_1||D1","CLDN7_CRISPRa_sgRNA_1","D1","CLDN7","Perturbed",5,55242
"CLDN7_CRISPRa_sgRNA_1||D2","CLDN7_CRISPRa_sgRNA_1","D2","CLDN7","Perturbed",1,7086
"CLDN7_CRISPRa_sgRNA_3||D1","CLDN7_CRISPRa_sgRNA_3","D1","CLDN7","Perturbed",2,11695
"CLDN7_CRISPRa_sgRNA_3||D2","CLDN7_CRISPRa_sgRNA_3","D2","CLDN7","Perturbed",1,10011
"CLDN7_CRISPRa_sgRNA_4||D1","CLDN7_CRISPRa_sgRNA_4","D1","CLDN7","Perturbed",14,94522
"CLDN7_CRISPRa_sgRNA_4||D2","CLDN7_CRISPRa_sgRNA_4","D2","CLDN7","Perturbed",5,41579
"CLEC2B_CRISPRa_sgRNA_1||D1","CLEC2B_CRISPRa_sgRNA_1","D1","CLEC2B","Perturbed",5,51154
"CLEC2B_CRISPRa_sgRNA_1||D2","CLEC2B_CRISPRa_sgRNA_1","D2","CLEC2B","Perturbed",1,12271
"CLEC2B_CRISPRa_sgRNA_2||D1","CLEC2B_CRISPRa_sgRNA_2","D1","CLEC2B","Perturbed",6,50004
"CLEC2B_CRISPRa_sgRNA_2||D2","CLEC2B_CRISPRa_sgRNA_2","D2","CLEC2B","Perturbed",3,29330
"CLEC2B_CRISPRa_sgRNA_3||D1","CLEC2B_CRISPRa_sgRNA_3","D1","CLEC2B","Perturbed",9,61900
"CLEC2B_CRISPRa_sgRNA_3||D2","CLEC2B_CRISPRa_sgRNA_3","D2","CLEC2B","Perturbed",1,8665
"CLEC2B_CRISPRa_sgRNA_4||D1","CLEC2B_CRISPRa_sgRNA_4","D1","CLEC2B","Perturbed",10,78393
"CLEC2B_CRISPRa_sgRNA_4||D2","CLEC2B_CRISPRa_sgRNA_4","D2","CLEC2B","Perturbed",3,19779
"CLEC2B_CRISPRa_sgRNA_5||D1","CLEC2B_CRISPRa_sgRNA_5","D1","CLEC2B","Perturbed",2,15946
"CLEC2B_CRISPRa_sgRNA_5||D2","CLEC2B_CRISPRa_sgRNA_5","D2","CLEC2B","Perturbed",1,10606
"CLEC2D_CRISPRa_sgRNA_1||D1","CLEC2D_CRISPRa_sgRNA_1","D1","CLEC2D","Perturbed",10,98153
"CLEC2D_CRISPRa_sgRNA_3||D1","CLEC2D_CRISPRa_sgRNA_3","D1","CLEC2D","Perturbed",6,46211
"CLEC2D_CRISPRa_sgRNA_3||D2","CLEC2D_CRISPRa_sgRNA_3","D2","CLEC2D","Perturbed",5,40105
"CLEC2D_CRISPRa_sgRNA_4||D1","CLEC2D_CRISPRa_sgRNA_4","D1","CLEC2D","Perturbed",21,214421
"CLEC2D_CRISPRa_sgRNA_4||D2","CLEC2D_CRISPRa_sgRNA_4","D2","CLEC2D","Perturbed",9,73002
"CLEC2D_CRISPRa_sgRNA_5||D1","CLEC2D_CRISPRa_sgRNA_5","D1","CLEC2D","Perturbed",16,153910
"CLEC2D_CRISPRa_sgRNA_5||D2","CLEC2D_CRISPRa_sgRNA_5","D2","CLEC2D","Perturbed",8,74319
"CLEC7A_CRISPRa_sgRNA_1||D1","CLEC7A_CRISPRa_sgRNA_1","D1","CLEC7A","Perturbed",14,110558
"CLEC7A_CRISPRa_sgRNA_1||D2","CLEC7A_CRISPRa_sgRNA_1","D2","CLEC7A","Perturbed",6,64110
"CLEC7A_CRISPRa_sgRNA_2||D1","CLEC7A_CRISPRa_sgRNA_2","D1","CLEC7A","Perturbed",9,94380
"CLEC7A_CRISPRa_sgRNA_2||D2","CLEC7A_CRISPRa_sgRNA_2","D2","CLEC7A","Perturbed",5,42163
"CLEC7A_CRISPRa_sgRNA_3||D1","CLEC7A_CRISPRa_sgRNA_3","D1","CLEC7A","Perturbed",14,134993
"CLEC7A_CRISPRa_sgRNA_3||D2","CLEC7A_CRISPRa_sgRNA_3","D2","CLEC7A","Perturbed",11,100407
"CLEC7A_CRISPRa_sgRNA_4||D1","CLEC7A_CRISPRa_sgRNA_4","D1","CLEC7A","Perturbed",4,41699
