"study","assay_object","donor","target_gene","target_gene_measured","n_guides","n_cells","n_nt_guides","n_nt_cells","target_log2fc_mean","target_log2fc_sd","target_log2fc_se"
"GSE301119","CRISPRa","D2","CD200R1",TRUE,5,51,93,671,5.09194750483178,1.0891038592078,0.487062052749202
"GSE301119","CRISPRa","D2","CD226",TRUE,5,12,93,671,1.94440828465006,3.85489854506178,1.72396303862464
"GSE301119","CRISPRa","D2","CD300A",TRUE,4,53,93,671,4.05643404918408,0.236311520203354,0.118155760101677
"GSE301119","CRISPRa","D2","CD300C",TRUE,5,47,93,671,4.93902531142898,0.764329383298271,0.341818491651085
"GSE301119","CRISPRa","D2","CD300LB",TRUE,4,20,93,671,2.62802436862411,1.4509553883736,0.725477694186802
"GSE301119","CRISPRa","D2","CD300LF",TRUE,4,27,93,671,5.1722374957643,0.785382386550801,0.3926911932754
"GSE301119","CRISPRa","D2","CD33",TRUE,5,51,93,671,5.20889261314232,0.992123081909851,0.443690930639404
"GSE301119","CRISPRa","D2","CD37",TRUE,5,23,93,671,0.414925611541356,3.89457030777371,1.74170479026686
"GSE301119","CRISPRa","D2","CD40",TRUE,5,51,93,671,2.98143771046803,1.80644971731661,0.807868873171043
"GSE301119","CRISPRa","D2","CD44",TRUE,4,21,93,671,1.54391093258336,0.356899961197111,0.178449980598556
"GSE301119","CRISPRa","D2","CD48",TRUE,4,43,93,671,3.01189892301588,0.511329860508723,0.255664930254362
"GSE301119","CRISPRa","D2","CD52",TRUE,3,24,93,671,6.28180113760036,0.101353742169778,0.0585166103250971
"GSE301119","CRISPRa","D2","CD58",TRUE,5,47,93,671,2.42746481913059,0.632859420945699,0.283023337087148
"GSE301119","CRISPRa","D2","CD68",TRUE,4,19,93,671,1.21967633557112,0.686719881604024,0.343359940802012
"GSE301119","CRISPRa","D2","CD69",TRUE,4,32,93,671,4.21421776685313,3.48263920975776,1.74131960487888
"GSE301119","CRISPRa","D2","CD80",TRUE,5,52,93,671,3.23273279385155,0.298496018789108,0.1334914778051
"GSE301119","CRISPRa","D2","CD81",TRUE,5,50,93,671,2.63611186723609,0.340469984985174,0.152262806145037
"GSE301119","CRISPRa","D2","CD86",TRUE,5,31,93,671,0.188238677660612,1.47795025184775,0.660959446098902
"GSE301119","CRISPRa","D2","CDKN2A",TRUE,5,22,93,671,0.0663277535572464,2.02378022381086,0.905062030392166
"GSE301119","CRISPRa","D2","CEMIP2",TRUE,5,56,93,671,3.04585645787891,0.501725201160322,0.224378331163847
"GSE301119","CRISPRa","D2","CHRNE",TRUE,5,61,93,671,4.29698037875471,1.27819459793029,0.571626001889029
"GSE301119","CRISPRa","D2","CLDN7",TRUE,3,7,93,671,0.461188206856731,3.24337282648001,1.87256217445055
"GSE301119","CRISPRa","D2","CLEC2B",TRUE,5,9,93,671,2.19725881671069,1.94675998097196,0.870617530665902
"GSE301119","CRISPRa","D2","CLEC2D",TRUE,3,22,93,671,1.22319620555221,0.309018030266665,0.178411642958907
"GSE301119","CRISPRa","D2","CLEC7A",TRUE,5,32,93,671,0.925561475449102,0.902937339673162,0.403805854186401
"GSE301119","CRISPRa","D2","CLECL1",TRUE,4,20,93,671,2.3603398735501,4.08867061135932,2.04433530567966
"GSE301119","CRISPRa","D2","CLIC1",TRUE,3,25,93,671,1.03804558359061,0.986473873460302,0.569540956390838
"GSE301119","CRISPRa","D2","CLN3",TRUE,3,38,93,671,1.84476123524866,0.264007823791789,0.152424988134357
"GSE301119","CRISPRa","D2","CLU",TRUE,5,41,93,671,9.20019203195257,1.34186709861693,0.600101209855574
"GSE301119","CRISPRa","D2","CR1",TRUE,5,38,93,671,3.47044873732332,1.58764160107921,0.710014908783943
"GSE301119","CRISPRa","D2","CR2",TRUE,5,31,93,671,1.88643239587416,3.1697102611158,1.41753752256671
"GSE301119","CRISPRa","D2","CSF1R",TRUE,5,50,93,671,0.753737528406267,0.470696110530355,0.210501699978126
"GSE301119","CRISPRa","D2","CSF2RA",TRUE,4,19,93,671,2.87646082857187,1.0768874205629,0.53844371028145
"GSE301119","CRISPRa","D2","CSF2RB",TRUE,4,20,93,671,4.33782785347007,0.521737958477212,0.260868979238606
"GSE301119","CRISPRa","D2","CSF3R",TRUE,5,66,93,671,3.75836920642853,1.35376792226888,0.605423419990375
"GSE301119","CRISPRa","D2","CTLA4",TRUE,5,13,93,671,1.09089200670537,2.80640994542159,1.25506468213883
"GSE301119","CRISPRa","D2","CTSB",TRUE,5,18,93,671,1.04865452312767,0.665668622208642,0.29769605794943
"GSE301119","CRISPRa","D2","CTSH",TRUE,4,36,93,671,1.7816772402605,0.640068290291717,0.320034145145858
"GSE301119","CRISPRa","D2","CXCR3",TRUE,5,53,93,671,5.34542649314108,1.84995637617802,0.827325642508643
"GSE301119","CRISPRa","D2","CXCR4",TRUE,5,30,93,671,0.511820010698376,3.59151286400446,1.60617338119578
"GSE301119","CRISPRa","D2","DPYD",TRUE,3,34,93,671,1.44593167186121,0.116873478293616,0.0674769341539473
"GSE301119","CRISPRa","D2","EPHA1",TRUE,2,7,93,671,0,0,0
"GSE301119","CRISPRa","D2","FCER1G",TRUE,5,46,93,671,2.22953919845304,0.600159344154844,0.268399418172384
"GSE301119","CRISPRa","D2","FCGR1A",TRUE,5,81,93,671,4.3956933017476,1.03681911158297,0.463679602774094
"GSE301119","CRISPRa","D2","FCGR2A",TRUE,5,41,93,671,2.99755316944251,0.871257772909138,0.389638321229981
"GSE301119","CRISPRa","D2","FCGR2B",TRUE,5,51,93,671,2.42946792245236,0.770181635013916,0.344435698182609
"GSE301119","CRISPRa","D2","FCGR2C",FALSE,4,21,93,671,NA,NA,NA
"GSE301119","CRISPRa","D2","FCGR3A",TRUE,5,28,93,671,3.1147679181385,0.650770488336709,0.291033409934323
"GSE301119","CRISPRa","D2","FCGR3B",TRUE,5,27,93,671,3.44758629270437,3.33830004511215,1.49293316603228
"GSE301119","CRISPRa","D2","FERMT3",TRUE,5,40,93,671,3.47094749826399,0.367941115866356,0.16454826935886
"GSE301119","CRISPRa","D2","FLT1",TRUE,3,20,93,671,2.4653834562755,4.67677745902269,2.70013872490673
"GSE301119","CRISPRa","D2","FOLR2",TRUE,5,49,93,671,7.10142338588862,0.712144137586781,0.318480540284401
"GSE301119","CRISPRa","D2","FPR1",TRUE,5,33,93,671,4.18699564685784,0.775052331429418,0.346613939839175
"GSE301119","CRISPRa","D2","FPR2",TRUE,5,39,93,671,0.608390249899865,3.74485008057697,1.67474786914313
"GSE301119","CRISPRa","D2","FPR3",TRUE,4,28,93,671,0.981003881276561,0.344125949126845,0.172062974563422
"GSE301119","CRISPRa","D2","GBA",TRUE,4,22,93,671,1.29455971828842,3.4061462767274,1.7030731383637
"GSE301119","CRISPRa","D2","GPNMB",TRUE,5,30,93,671,1.34635289491116,0.726714129309151,0.324996438668967
"GSE301119","CRISPRa","D2","GPR141",TRUE,5,35,93,671,1.27380643346945,2.69303639513125,1.20436248907889
"GSE301119","CRISPRa","D2","GPR183",TRUE,4,18,93,671,1.64354240115935,1.57038654426773,0.785193272133863
"GSE301119","CRISPRa","D2","GPR65",TRUE,5,33,93,671,-0.297327173986848,2.71638945055785,1.21480629296213
"GSE301119","CRISPRa","D2","GPR87",TRUE,4,25,93,671,0,0,0
"GSE301119","CRISPRa","D2","GRN",TRUE,3,16,93,671,0.0564964406057748,1.35893440884575,0.784581146758136
"GSE301119","CRISPRa","D2","HAVCR1",TRUE,5,30,93,671,0.174792494119406,2.08321720981483,0.93164305860868
"GSE301119","CRISPRa","D2","HEXA",TRUE,1,9,93,671,0.926402326887117,NA,NA
"GSE301119","CRISPRa","D2","HEXB",TRUE,5,30,93,671,1.0564267435109,4.44019356163344,1.98571492741385
"GSE301119","CRISPRa","D2","HLA-DRB5",TRUE,5,40,93,671,0.374503780686009,2.14912723588509,0.961118918347057
"GSE301119","CRISPRa","D2","ICAM1",TRUE,5,32,93,671,3.0629125647913,1.08508202096388,0.485263432007617
"GSE301119","CRISPRa","D2","ICAM3",TRUE,5,32,93,671,8.36651779577109,0.241132816720067,0.107837873958414
"GSE301119","CRISPRa","D2","IFNGR1",TRUE,5,44,93,671,1.31051173853404,0.424414750862974,0.189804046716649
"GSE301119","CRISPRa","D2","IFNGR2",TRUE,4,19,93,671,-1.34162780347824,3.60209664701763,1.80104832350882
"GSE301119","CRISPRa","D2","IL10",TRUE,5,31,93,671,2.50661816375268,3.30070983945163,1.47612231500325
"GSE301119","CRISPRa","D2","IL15",TRUE,5,33,93,671,1.60158280096379,1.59064358555849,0.711357437056558
"GSE301119","CRISPRa","D2","IL15RA",TRUE,4,56,93,671,3.87812739835081,0.704651848645116,0.352325924322558
"GSE301119","CRISPRa","D2","IL1R1",TRUE,5,59,93,671,4.00227525442601,0.3504304993426,0.15671728358385
"GSE301119","CRISPRa","D2","IL1R2",TRUE,5,61,93,671,3.52235217907688,3.7903852575932,1.69511181937829
"GSE301119","CRISPRa","D2","IL1RN",TRUE,4,23,93,671,3.01181035687906,1.51907715486274,0.759538577431372
"GSE301119","CRISPRa","D2","IL21R",TRUE,4,37,93,671,5.33136781827884,0.504420849080831,0.252210424540416
"GSE301119","CRISPRa","D2","IL23A",TRUE,4,36,93,671,4.34570562296245,3.2027377214698,1.6013688607349
"GSE301119","CRISPRa","D2","IL2RA",TRUE,5,49,93,671,2.25445787950144,2.93056445079273,1.31058826488338
"GSE301119","CRISPRa","D2","IL2RG",TRUE,5,26,93,671,5.15958253314305,0.896015458983179,0.400710295035413
"GSE301119","CRISPRa","D2","IL6R",TRUE,5,28,93,671,0.0606889849710335,3.49515665823649,1.56308157596556
"GSE301119","CRISPRa","D2","ILDR1",TRUE,5,36,93,671,1.55868558773675,2.48431361515799,1.1110188241843
"GSE301119","CRISPRa","D2","IRF5",TRUE,5,46,93,671,3.21567314997902,0.681487631238776,0.304770533855042
"GSE301119","CRISPRa","D2","IRF8",TRUE,5,50,93,671,1.41554386247012,0.902212423530908,0.403481661831988
"GSE301119","CRISPRa","D2","ITGA5",TRUE,2,35,93,671,2.8628326350237,2.82723094174486,1.99915417088822
"GSE301119","CRISPRa","D2","ITGAL",TRUE,4,11,93,671,3.8824156974061,3.8829245171306,1.9414622585653
"GSE301119","CRISPRa","D2","ITGAM",TRUE,4,16,93,671,4.16642967572434,0.369196844143313,0.184598422071656
"GSE301119","CRISPRa","D2","ITGAX",TRUE,5,20,93,671,2.65326855482084,0.235368438482368,0.10525996564091
"GSE301119","CRISPRa","D2","ITGB2",TRUE,5,57,93,671,1.336725810184,0.791404514328591,0.353926858347787
"GSE301119","CRISPRa","D2","ITGB3",TRUE,5,35,93,671,6.17765014493688,0.691983016501625,0.309464212834598
"GSE301119","CRISPRa","D2","ITM2B",TRUE,4,46,93,671,1.57424034055893,0.902331910140692,0.451165955070346
"GSE301119","CRISPRa","D2","ITM2C",TRUE,4,32,93,671,3.739229288252,3.79575786632101,1.8978789331605
"GSE301119","CRISPRa","D2","LAPTM5",TRUE,5,51,93,671,0.820980414609229,0.237539280993019,0.106230795925363
"GSE301119","CRISPRa","D2","LDLR",TRUE,4,30,93,671,3.96659714965179,2.94262274011954,1.47131137005977
"GSE301119","CRISPRa","D2","LDLRAD3",TRUE,3,14,93,671,4.06870629551358,1.29427224814435,0.747248430870805
"GSE301119","CRISPRa","D2","LILRA5",TRUE,5,30,93,671,4.76818899633926,0.785350295538033,0.351219329394518
"GSE301119","CRISPRa","D2","LILRB4",TRUE,5,31,93,671,1.97358499414958,0.684342968541258,0.306047479516451
"GSE301119","CRISPRa","D2","LPAR2",TRUE,5,29,93,671,-0.655962548872737,1.77857433235724,0.795402622037417
"GSE301119","CRISPRa","D2","LPL",TRUE,4,26,93,671,3.3121559772821,1.07585940387682,0.537929701938411
"GSE301119","CRISPRa","D2","LRP1",TRUE,4,20,93,671,-1.2448480072824,4.09022945950833,2.04511472975416
"GSE301119","CRISPRa","D2","LRP1B",TRUE,5,23,93,671,1.61175816649223,4.22680113389785,1.89028293255376
"GSE301119","CRISPRa","D2","LRP6",TRUE,5,34,93,671,2.57970196309008,3.18454454100403,1.42417161421218
"GSE301119","CRISPRa","D2","LRP8",TRUE,5,20,93,671,5.06848127601501,3.04264257945585,1.36071112777972
"GSE301119","CRISPRa","D2","LRRK2",TRUE,4,44,93,671,3.16468582196888,0.311418055829416,0.155709027914708
"GSE301119","CRISPRa","D2","LSR",TRUE,4,15,93,671,4.11365138852981,3.28788467992087,1.64394233996044
"GSE301119","CRISPRa","D2","LTBR",TRUE,4,40,93,671,3.63832816463576,0.393230509862083,0.196615254931041
"GSE301119","CRISPRa","D2","LYVE1",TRUE,5,35,93,671,1.9314517694413,2.74759212766861,1.22876055438206
"GSE301119","CRISPRa","D2","LYZ",TRUE,4,18,93,671,2.36913382418346,1.62282045829324,0.811410229146619
"GSE301119","CRISPRa","D2","MERTK",TRUE,4,28,93,671,-0.506763142886585,3.97240672257964,1.98620336128982
"GSE301119","CRISPRa","D2","MMP9",TRUE,3,31,93,671,1.74095885136559,1.77041584826732,1.02215006657472
"GSE301119","CRISPRa","D2","MRC1",TRUE,4,24,93,671,1.423216135318,4.5091057243847,2.25455286219235
"GSE301119","CRISPRa","D2","MRC2",TRUE,5,13,93,671,5.14576770557682,1.27559902596406,0.570465226817633
"GSE301119","CRISPRa","D2","MS4A4A",TRUE,5,34,93,671,0.622907814193034,1.57183570107923,0.702946295414839
"GSE301119","CRISPRa","D2","MS4A6A",TRUE,5,13,93,671,2.11518940445508,1.1492775068333,0.513972526058148
"GSE301119","CRISPRa","D2","NFATC1",TRUE,3,6,93,671,3.13106359448004,0.625705792997264,0.361251408020479
"GSE301119","CRISPRa","D2","NFATC2",TRUE,3,9,93,671,3.23408651524433,3.34485032844106,1.93115023752445
"GSE301119","CRISPRa","D2","NLRC4",TRUE,5,25,93,671,2.25276902927993,3.376017096023,1.50980074398177
"GSE301119","CRISPRa","D2","NLRP3",TRUE,5,24,93,671,3.38873740898977,0.592118875051906,0.264803611075353
"GSE301119","CRISPRa","D2","NPC2",TRUE,5,32,93,671,0.75879114217581,0.576687106120455,0.257902314206594
"GSE301119","CRISPRa","D2","NRP1",TRUE,5,27,93,671,1.74151138015267,0.416020980952367,0.186050238695128
"GSE301119","CRISPRa","D2","NRP2",TRUE,5,24,93,671,1.64964821242272,0.816504745457262,0.36515202295872
"GSE301119","CRISPRa","D2","OLR1",TRUE,4,28,93,671,3.86170845007948,1.45473690052368,0.727368450261838
"GSE301119","CRISPRa","D2","P2RY12",TRUE,4,51,93,671,5.30076734249457,3.73634337306705,1.86817168653353
"GSE301119","CRISPRa","D2","P2RY13",TRUE,5,20,93,671,3.7177418060164,3.84847264916934,1.72108929061827
"GSE301119","CRISPRa","D2","P2RY6",TRUE,4,28,93,671,2.32607748702529,0.507929341854661,0.25396467092733
"GSE301119","CRISPRa","D2","PILRA",TRUE,5,45,93,671,1.82195276090833,0.497524920833726,0.222499908696883
"GSE301119","CRISPRa","D2","PILRB",TRUE,5,31,93,671,2.11816820187125,0.756635435105152,0.33837765341605
"GSE301119","CRISPRa","D2","PLAUR",TRUE,5,42,93,671,2.66746151120383,0.538380371225522,0.240771021562368
"GSE301119","CRISPRa","D2","PLCB3",TRUE,4,21,93,671,0.764452999414461,3.64348757206218,1.82174378603109
"GSE301119","CRISPRa","D2","PLCG2",TRUE,5,64,93,671,2.27596168027315,0.319794722889021,0.143016547845112
"GSE301119","CRISPRa","D2","PLEK",TRUE,5,26,93,671,3.22731242205039,0.78265849996431,0.350015521817643
"GSE301119","CRISPRa","D2","PTPRC",TRUE,5,37,93,671,1.04853299302001,0.500078057382912,0.223641706072846
"GSE301119","CRISPRa","D2","PTPRE",TRUE,4,52,93,671,1.1896098982566,0.613560195481279,0.30678009774064
"GSE301119","CRISPRa","D2","RYR1",TRUE,4,49,93,671,7.50667524431019,1.13884884237063,0.569424421185315
"GSE301119","CRISPRa","D2","S100A4",TRUE,4,41,93,671,5.17915780799528,0.322521594876273,0.161260797438137
"GSE301119","CRISPRa","D2","SCARB1",TRUE,4,19,93,671,1.92437187691424,1.36229523778606,0.681147618893029
"GSE301119","CRISPRa","D2","SCIMP",TRUE,5,24,93,671,2.43384757575123,1.13680253826916,0.50839355051283
"GSE301119","CRISPRa","D2","SELL",TRUE,5,41,93,671,6.10244356876637,0.345184568058738,0.154371231792648
"GSE301119","CRISPRa","D2","SELPLG",TRUE,5,37,93,671,1.57495579648688,3.07494298707292,1.37515630920626
"GSE301119","CRISPRa","D2","SERPINA1",TRUE,5,34,93,671,0.725933213789511,2.77183652968099,1.23960298057676
"GSE301119","CRISPRa","D2","SIGLEC5",TRUE,5,69,93,671,4.97918292995756,1.09106503640242,0.487939117853818
"GSE301119","CRISPRa","D2","SIGLEC7",TRUE,4,36,93,671,0.396682716518927,2.95518323744151,1.47759161872075
"GSE301119","CRISPRa","D2","SIGLEC9",TRUE,4,37,93,671,1.36799434871287,1.80333839378461,0.901669196892306
"GSE301119","CRISPRa","D2","SIRPA",TRUE,5,34,93,671,0.999635473759857,0.580170875506296,0.259460303239529
"GSE301119","CRISPRa","D2","SIRPB1",TRUE,5,38,93,671,4.04079501635116,1.3485317142776,0.603081716587808
"GSE301119","CRISPRa","D2","SLC16A5",TRUE,5,36,93,671,4.19958142829834,1.22117864049948,0.546127690565522
"GSE301119","CRISPRa","D2","SLC24A4",TRUE,5,23,93,671,4.56933779605121,3.0656247519415,1.37098906776942
"GSE301119","CRISPRa","D2","SLC52A1",TRUE,5,15,93,671,0.732637026846474,1.80989417220869,0.809409280227869
"GSE301119","CRISPRa","D2","SNCA",TRUE,5,28,93,671,4.15893817099732,1.07154733132033,0.479210534788148
"GSE301119","CRISPRa","D2","SORL1",TRUE,5,28,93,671,2.56930664616334,1.03000522969474,0.460632342155545
"GSE301119","CRISPRa","D2","SPI1",TRUE,3,38,93,671,1.06711572983311,0.493186307665949,0.284741247491573
"GSE301119","CRISPRa","D2","SPP1",TRUE,2,22,93,671,2.14068122758959,0.258029876144565,0.182454675170547
"GSE301119","CRISPRa","D2","SQSTM1",TRUE,5,28,93,671,3.45124186063165,0.615545693242862,0.275280402669655
"GSE301119","CRISPRa","D2","SUCNR1",TRUE,5,37,93,671,6.25306868432917,0.623299324398542,0.278747931936967
"GSE301119","CRISPRa","D2","SYK",TRUE,5,26,93,671,1.58119961350247,0.579088947352829,0.258976450259945
"GSE301119","CRISPRa","D2","TARDBP",TRUE,5,35,93,671,0.123666829174942,2.47440012501551,1.10658537661373
"GSE301119","CRISPRa","D2","TGFB1",TRUE,4,12,93,671,0.781431613653105,4.10727251354198,2.05363625677099
"GSE301119","CRISPRa","D2","TGFBI",TRUE,5,29,93,671,1.40480652908656,0.552764671941528,0.247203876404326
"GSE301119","CRISPRa","D2","TGFBR1",TRUE,5,53,93,671,2.2792558822483,1.52398838894118,0.681548326918575
"GSE301119","CRISPRa","D2","TGFBR2",TRUE,5,61,93,671,1.39185262504857,0.311696820753281,0.139395055914981
"GSE301119","CRISPRa","D2","TGFBR3",TRUE,4,55,93,671,2.87699602566132,3.75086278632252,1.87543139316126
"GSE301119","CRISPRa","D2","TLR10",TRUE,4,12,93,671,1.39098127488198,3.07920380944277,1.53960190472138
"GSE301119","CRISPRa","D2","TLR2",TRUE,5,39,93,671,3.48714221723995,0.613733761098187,0.274470081980432
"GSE301119","CRISPRa","D2","TLR4",TRUE,5,34,93,671,0.51391776408786,0.807359004833162,0.361061923410706
"GSE301119","CRISPRa","D2","TLR5",TRUE,5,27,93,671,3.76069846927396,0.807490322623691,0.361120650511962
"GSE301119","CRISPRa","D2","TLR7",TRUE,4,30,93,671,6.03541949660422,0.286233950157143,0.143116975078571
"GSE301119","CRISPRa","D2","TMEM106A",TRUE,5,44,93,671,1.38207710658539,3.25142791865871,1.45408277001231
"GSE301119","CRISPRa","D2","TMEM106B",TRUE,5,30,93,671,2.33319110685219,1.16682284194585,0.521819038458085
"GSE301119","CRISPRa","D2","TNFRSF10B",TRUE,4,39,93,671,1.55654359274765,1.33632135863462,0.668160679317311
"GSE301119","CRISPRa","D2","TNFRSF13C",TRUE,4,41,93,671,2.49384163930146,3.00905108813061,1.5045255440653
"GSE301119","CRISPRa","D2","TNFRSF1A",TRUE,5,47,93,671,1.53191923089672,0.97477989936968,0.435934823618202
"GSE301119","CRISPRa","D2","TP53",TRUE,5,50,93,671,3.59492587432696,0.959650699458654,0.429168839728954
"GSE301119","CRISPRa","D2","TREM1",TRUE,5,39,93,671,6.79870473596404,0.82735441098304,0.370004140888475
"GSE301119","CRISPRa","D2","TREM2",TRUE,3,11,93,671,3.38964965631138,0.896700839134217,0.517710470856704
"GSE301119","CRISPRa","D2","TREML2",TRUE,5,43,93,671,2.28600915015868,2.22301246421726,0.994161396963822
"GSE301119","CRISPRa","D2","TREML4",TRUE,4,32,93,671,0,0,0
"GSE301119","CRISPRa","D2","TYRO3",TRUE,5,75,93,671,3.33389406467038,2.01027989275288,0.899024498799285
"GSE301119","CRISPRa","D2","TYROBP",TRUE,4,9,93,671,1.16043889848014,0.122251974530724,0.0611259872653618
"GSE301119","CRISPRa","D2","UNC13D",TRUE,5,29,93,671,4.31087093509842,0.969191331922407,0.433435540276413
"GSE301119","CRISPRa","D2","VCP",TRUE,5,31,93,671,1.1212685961615,1.05826072985298,0.473268585973961
"GSE301119","CRISPRa","D2","VDR",TRUE,4,44,93,671,5.21058435171878,0.743277789791466,0.371638894895733
"GSE301119","CRISPRa","D2","VENTX",TRUE,4,28,93,671,3.23676790214098,2.45368960547933,1.22684480273966
"GSE301119","CRISPRa","D2","VLDLR",TRUE,5,43,93,671,5.30189498433567,0.79218091988291,0.3542740774673
