Donor ID,composition_total_cells,composition_count_Subclass_Microglia_PVM,composition_prop_Subclass_Microglia_PVM,composition_count_Supertype_Lymphocyte,composition_prop_Supertype_Lymphocyte,composition_count_Supertype_Micro_PVM_1,composition_prop_Supertype_Micro_PVM_1,composition_count_Supertype_Micro_PVM_2,composition_prop_Supertype_Micro_PVM_2,composition_count_Supertype_Micro_PVM_2_1_SEAAD,composition_prop_Supertype_Micro_PVM_2_1_SEAAD,composition_count_Supertype_Micro_PVM_2_3_SEAAD,composition_prop_Supertype_Micro_PVM_2_3_SEAAD,composition_count_Supertype_Micro_PVM_3_SEAAD,composition_prop_Supertype_Micro_PVM_3_SEAAD,composition_count_Supertype_Micro_PVM_4_SEAAD,composition_prop_Supertype_Micro_PVM_4_SEAAD,composition_count_Supertype_Monocyte,composition_prop_Supertype_Monocyte,composition_count_Class_Non_neuronal_and_Non_neural,composition_prop_Class_Non_neuronal_and_Non_neural,composition_count_Brain Region_Human_MTG,composition_prop_Brain Region_Human_MTG,composition_count_Brain Region_Human_MTG_All_Layers,composition_prop_Brain Region_Human_MTG_All_Layers,composition_count_Brain Region_Human_MTG_L5,composition_prop_Brain Region_Human_MTG_L5,composition_pseudoprogression_mean,composition_pseudoprogression_median,composition_pseudoprogression_std,composition_pseudoprogression_min,composition_pseudoprogression_max,microglia_pvm_n_cells
H21.33.034,230.0,230.0,1.0,5.0,0.021739130434782608,9.0,0.0391304347826087,61.0,0.26521739130434785,21.0,0.09130434782608696,72.0,0.3130434782608696,61.0,0.26521739130434785,0.0,0.0,1.0,0.004347826086956522,230.0,1.0,230.0,1.0,0.0,0.0,0.0,0.0,0.869521183,0.869521183,0.0,0.869521183,0.869521183,230
H21.33.035,424.0,424.0,1.0,4.0,0.009433962264150943,18.0,0.04245283018867924,305.0,0.7193396226415094,0.0,0.0,38.0,0.08962264150943396,54.0,0.12735849056603774,1.0,0.0023584905660377358,4.0,0.009433962264150943,424.0,1.0,424.0,1.0,0.0,0.0,0.0,0.0,0.376970226,0.376970226,0.0,0.376970226,0.376970226,424
H21.33.036,334.0,334.0,1.0,9.0,0.02694610778443114,5.0,0.014970059880239521,218.0,0.6526946107784432,0.0,0.0,53.0,0.15868263473053892,43.0,0.12874251497005987,1.0,0.0029940119760479044,5.0,0.014970059880239521,334.0,1.0,334.0,1.0,0.0,0.0,0.0,0.0,0.690040907,0.690040907,0.0,0.690040907,0.690040907,334
H21.33.037,237.0,237.0,1.0,8.0,0.03375527426160337,6.0,0.02531645569620253,164.0,0.6919831223628692,1.0,0.004219409282700422,45.0,0.189873417721519,12.0,0.05063291139240506,0.0,0.0,1.0,0.004219409282700422,237.0,1.0,237.0,1.0,0.0,0.0,0.0,0.0,0.180318628,0.180318628,0.0,0.180318628,0.180318628,237
H21.33.038,165.0,165.0,1.0,3.0,0.01818181818181818,12.0,0.07272727272727272,116.0,0.703030303030303,0.0,0.0,23.0,0.1393939393939394,10.0,0.06060606060606061,0.0,0.0,1.0,0.006060606060606061,165.0,1.0,165.0,1.0,0.0,0.0,0.0,0.0,0.182369814,0.182369814,0.0,0.182369814,0.182369814,165
H21.33.039,210.0,210.0,1.0,3.0,0.014285714285714285,5.0,0.023809523809523808,37.0,0.1761904761904762,1.0,0.004761904761904762,121.0,0.5761904761904761,43.0,0.20476190476190476,0.0,0.0,0.0,0.0,210.0,1.0,210.0,1.0,0.0,0.0,0.0,0.0,0.729331972,0.729331972,0.0,0.729331972,0.729331972,210
H21.33.040,398.0,398.0,1.0,7.0,0.017587939698492462,12.0,0.03015075376884422,246.0,0.6180904522613065,1.0,0.002512562814070352,50.0,0.12562814070351758,82.0,0.20603015075376885,0.0,0.0,0.0,0.0,398.0,1.0,398.0,1.0,0.0,0.0,0.0,0.0,0.74451789,0.74451789,0.0,0.74451789,0.74451789,398
H21.33.041,454.0,454.0,1.0,1.0,0.0022026431718061676,15.0,0.03303964757709251,352.0,0.775330396475771,0.0,0.0,53.0,0.11674008810572688,32.0,0.07048458149779736,1.0,0.0022026431718061676,0.0,0.0,454.0,1.0,454.0,1.0,0.0,0.0,0.0,0.0,0.303751417,0.303751417,0.0,0.303751417,0.303751417,454
H21.33.042,453.0,453.0,1.0,7.0,0.01545253863134658,15.0,0.033112582781456956,128.0,0.282560706401766,4.0,0.008830022075055188,264.0,0.5827814569536424,29.0,0.0640176600441501,3.0,0.006622516556291391,3.0,0.006622516556291391,453.0,1.0,453.0,1.0,0.0,0.0,0.0,0.0,0.850064912,0.850064912,0.0,0.850064912,0.850064912,453
H21.33.043,972.0,972.0,1.0,2.0,0.00205761316872428,24.0,0.024691358024691357,415.0,0.4269547325102881,0.0,0.0,422.0,0.43415637860082307,103.0,0.10596707818930041,5.0,0.0051440329218107,1.0,0.00102880658436214,972.0,1.0,972.0,1.0,0.0,0.0,0.0,0.0,0.520346647,0.520346647,0.0,0.520346647,0.520346647,972
H21.33.044,445.0,445.0,1.0,13.0,0.029213483146067417,14.0,0.03146067415730337,233.0,0.5235955056179775,3.0,0.006741573033707865,96.0,0.2157303370786517,78.0,0.1752808988764045,2.0,0.0044943820224719105,6.0,0.01348314606741573,445.0,1.0,445.0,1.0,0.0,0.0,0.0,0.0,0.844797956,0.844797956,0.0,0.844797956,0.844797956,445
H21.33.045,356.0,356.0,1.0,29.0,0.08146067415730338,20.0,0.056179775280898875,141.0,0.3960674157303371,1.0,0.0028089887640449437,63.0,0.17696629213483145,93.0,0.2612359550561798,2.0,0.0056179775280898875,7.0,0.019662921348314606,356.0,1.0,356.0,1.0,0.0,0.0,0.0,0.0,0.924064541,0.924064541,0.0,0.924064541,0.924064541,356
H21.33.046,277.0,277.0,1.0,6.0,0.021660649819494584,12.0,0.04332129963898917,167.0,0.6028880866425993,0.0,0.0,44.0,0.1588447653429603,45.0,0.1624548736462094,0.0,0.0,3.0,0.010830324909747292,277.0,1.0,277.0,1.0,0.0,0.0,0.0,0.0,0.765703597,0.765703597,0.0,0.765703597,0.765703597,277
H21.33.047,417.0,417.0,1.0,23.0,0.05515587529976019,28.0,0.0671462829736211,304.0,0.7290167865707434,2.0,0.004796163069544364,37.0,0.08872901678657075,16.0,0.03836930455635491,5.0,0.011990407673860911,2.0,0.004796163069544364,417.0,1.0,417.0,1.0,0.0,0.0,0.0,0.0,0.224783433,0.224783433,0.0,0.224783433,0.224783433,417
