dataset,regulator,control,dose,module,mean_module_delta,abs_mean_module_delta
MTG,STAT1,reversed_directed,1.0,antigen_presentation,0.0,0.0
MTG,STAT1,reversed_directed,1.0,interferon_inflammatory,0.0,0.0
MTG,STAT1,reversed_directed,1.0,oxidative_stress_gene_preserved,0.0,0.0
MTG,BACH1,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.02044408954679966,0.02044408954679966
MTG,BACH1,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.057309169322252274,0.057309169322252274
MTG,BACH1,target_shuffled_directed,0.25,complement_phagocytosis,-0.10576137900352478,0.10576137900352478
MTG,BACH1,target_shuffled_directed,0.25,antigen_presentation,-0.10045454651117325,0.10045454651117325
MTG,BACH1,target_shuffled_directed,0.25,interferon_inflammatory,-0.03795290365815163,0.03795290365815163
MTG,BACH1,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.048591095954179764,0.048591095954179764
MTG,BACH1,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.040888190269470215,0.040888190269470215
MTG,BACH1,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.11461832374334335,0.11461832374334335
MTG,BACH1,target_shuffled_directed,0.5,complement_phagocytosis,-0.21152275800704956,0.21152275800704956
MTG,BACH1,target_shuffled_directed,0.5,antigen_presentation,-0.2009090632200241,0.2009090632200241
MTG,BACH1,target_shuffled_directed,0.5,interferon_inflammatory,-0.07590579986572266,0.07590579986572266
MTG,BACH1,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.09718221426010132,0.09718221426010132
MTG,BACH1,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.06133228912949562,0.06133228912949562
MTG,BACH1,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.17192749679088593,0.17192749679088593
MTG,BACH1,target_shuffled_directed,0.75,complement_phagocytosis,-0.31728416681289673,0.31728416681289673
MTG,BACH1,target_shuffled_directed,0.75,antigen_presentation,-0.30136361718177795,0.30136361718177795
MTG,BACH1,target_shuffled_directed,0.75,interferon_inflammatory,-0.11385871469974518,0.11385871469974518
MTG,BACH1,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.14577332139015198,0.14577332139015198
MTG,BACH1,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.08177638053894043,0.08177638053894043
MTG,BACH1,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.2292366772890091,0.2292366772890091
MTG,BACH1,target_shuffled_directed,1.0,complement_phagocytosis,-0.4230455160140991,0.4230455160140991
MTG,BACH1,target_shuffled_directed,1.0,antigen_presentation,-0.4018181264400482,0.4018181264400482
MTG,BACH1,target_shuffled_directed,1.0,interferon_inflammatory,-0.1518116146326065,0.1518116146326065
MTG,BACH1,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.19436442852020264,0.19436442852020264
MTG,CEBPA,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.017500899732112885,0.017500899732112885
MTG,CEBPA,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.032494157552719116,0.032494157552719116
MTG,CEBPA,target_shuffled_directed,0.25,complement_phagocytosis,-0.01802566461265087,0.01802566461265087
MTG,CEBPA,target_shuffled_directed,0.25,antigen_presentation,-0.05796267092227936,0.05796267092227936
MTG,CEBPA,target_shuffled_directed,0.25,interferon_inflammatory,-0.02294902876019478,0.02294902876019478
MTG,CEBPA,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.030458936467766762,0.030458936467766762
MTG,CEBPA,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.03500179946422577,0.03500179946422577
MTG,CEBPA,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.06498831510543823,0.06498831510543823
MTG,CEBPA,target_shuffled_directed,0.5,complement_phagocytosis,-0.03605131804943085,0.03605131804943085
MTG,CEBPA,target_shuffled_directed,0.5,antigen_presentation,-0.11592535674571991,0.11592535674571991
MTG,CEBPA,target_shuffled_directed,0.5,interferon_inflammatory,-0.04589805379509926,0.04589805379509926
MTG,CEBPA,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.06091787666082382,0.06091787666082382
MTG,CEBPA,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.05250269174575806,0.05250269174575806
MTG,CEBPA,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.09748247265815735,0.09748247265815735
MTG,CEBPA,target_shuffled_directed,0.75,complement_phagocytosis,-0.05407698452472687,0.05407698452472687
MTG,CEBPA,target_shuffled_directed,0.75,antigen_presentation,-0.17388802766799927,0.17388802766799927
MTG,CEBPA,target_shuffled_directed,0.75,interferon_inflammatory,-0.06884706765413284,0.06884706765413284
MTG,CEBPA,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.09137681126594543,0.09137681126594543
MTG,CEBPA,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.07000359147787094,0.07000359147787094
MTG,CEBPA,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.12997663021087646,0.12997663021087646
MTG,CEBPA,target_shuffled_directed,1.0,complement_phagocytosis,-0.07210265100002289,0.07210265100002289
MTG,CEBPA,target_shuffled_directed,1.0,antigen_presentation,-0.23185071349143982,0.23185071349143982
MTG,CEBPA,target_shuffled_directed,1.0,interferon_inflammatory,-0.09179610013961792,0.09179610013961792
MTG,CEBPA,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.12183576822280884,0.12183576822280884
MTG,CEBPB,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.04186410456895828,0.04186410456895828
MTG,CEBPB,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.11367999017238617,0.11367999017238617
MTG,CEBPB,target_shuffled_directed,0.25,complement_phagocytosis,-0.09382469207048416,0.09382469207048416
MTG,CEBPB,target_shuffled_directed,0.25,antigen_presentation,-0.08406201004981995,0.08406201004981995
MTG,CEBPB,target_shuffled_directed,0.25,interferon_inflammatory,-0.017955565825104713,0.017955565825104713
MTG,CEBPB,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.07017000019550323,0.07017000019550323
MTG,CEBPB,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.08372820168733597,0.08372820168733597
MTG,CEBPB,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.22735998034477234,0.22735998034477234
MTG,CEBPB,target_shuffled_directed,0.5,complement_phagocytosis,-0.18764939904212952,0.18764939904212952
MTG,CEBPB,target_shuffled_directed,0.5,antigen_presentation,-0.1681239753961563,0.1681239753961563
MTG,CEBPB,target_shuffled_directed,0.5,interferon_inflammatory,-0.03591112792491913,0.03591112792491913
MTG,CEBPB,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.14033997058868408,0.14033997058868408
MTG,CEBPB,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.12559229135513306,0.12559229135513306
MTG,CEBPB,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.3410399854183197,0.3410399854183197
MTG,CEBPB,target_shuffled_directed,0.75,complement_phagocytosis,-0.2814740836620331,0.2814740836620331
MTG,CEBPB,target_shuffled_directed,0.75,antigen_presentation,-0.25218600034713745,0.25218600034713745
MTG,CEBPB,target_shuffled_directed,0.75,interferon_inflammatory,-0.05386669933795929,0.05386669933795929
MTG,CEBPB,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.21050995588302612,0.21050995588302612
MTG,CEBPB,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.16745640337467194,0.16745640337467194
MTG,CEBPB,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.4547199606895447,0.4547199606895447
MTG,CEBPB,target_shuffled_directed,1.0,complement_phagocytosis,-0.37529876828193665,0.37529876828193665
MTG,CEBPB,target_shuffled_directed,1.0,antigen_presentation,-0.3362480103969574,0.3362480103969574
MTG,CEBPB,target_shuffled_directed,1.0,interferon_inflammatory,-0.07182226330041885,0.07182226330041885
MTG,CEBPB,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.28067994117736816,0.28067994117736816
MTG,ELF1,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.03508969768881798,0.03508969768881798
MTG,ELF1,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.08910661190748215,0.08910661190748215
MTG,ELF1,target_shuffled_directed,0.25,complement_phagocytosis,-0.11217503994703293,0.11217503994703293
MTG,ELF1,target_shuffled_directed,0.25,antigen_presentation,-0.10318490862846375,0.10318490862846375
MTG,ELF1,target_shuffled_directed,0.25,interferon_inflammatory,-0.03094540350139141,0.03094540350139141
MTG,ELF1,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.02306019514799118,0.02306019514799118
MTG,ELF1,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.07017941027879715,0.07017941027879715
MTG,ELF1,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.1782132387161255,0.1782132387161255
MTG,ELF1,target_shuffled_directed,0.5,complement_phagocytosis,-0.22435005009174347,0.22435005009174347
MTG,ELF1,target_shuffled_directed,0.5,antigen_presentation,-0.2063698172569275,0.2063698172569275
MTG,ELF1,target_shuffled_directed,0.5,interferon_inflammatory,-0.06189080700278282,0.06189080700278282
MTG,ELF1,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.04612041264772415,0.04612041264772415
MTG,ELF1,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.10526910424232483,0.10526910424232483
MTG,ELF1,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.26731982827186584,0.26731982827186584
MTG,ELF1,target_shuffled_directed,0.75,complement_phagocytosis,-0.3365250825881958,0.3365250825881958
MTG,ELF1,target_shuffled_directed,0.75,antigen_presentation,-0.3095547556877136,0.3095547556877136
MTG,ELF1,target_shuffled_directed,0.75,interferon_inflammatory,-0.09283620864152908,0.09283620864152908
MTG,ELF1,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.06918060034513474,0.06918060034513474
MTG,ELF1,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.1403588205575943,0.1403588205575943
MTG,ELF1,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.356426477432251,0.356426477432251
MTG,ELF1,target_shuffled_directed,1.0,complement_phagocytosis,-0.44870010018348694,0.44870010018348694
MTG,ELF1,target_shuffled_directed,1.0,antigen_presentation,-0.41273969411849976,0.41273969411849976
MTG,ELF1,target_shuffled_directed,1.0,interferon_inflammatory,-0.12378161400556564,0.12378161400556564
MTG,ELF1,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.09224080294370651,0.09224080294370651
MTG,ETS1,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.0014696198049932718,0.0014696198049932718
MTG,ETS1,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.010089700110256672,0.010089700110256672
MTG,ETS1,target_shuffled_directed,0.25,complement_phagocytosis,-0.03508031740784645,0.03508031740784645
MTG,ETS1,target_shuffled_directed,0.25,antigen_presentation,-0.030443688854575157,0.030443688854575157
MTG,ETS1,target_shuffled_directed,0.25,interferon_inflammatory,-0.011541212908923626,0.011541212908923626
MTG,ETS1,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.002520682755857706,0.002520682755857706
MTG,ETS1,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.0029392351862043142,0.0029392351862043142
MTG,ETS1,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.020179426297545433,0.020179426297545433
MTG,ETS1,target_shuffled_directed,0.5,complement_phagocytosis,-0.07016060501337051,0.07016060501337051
MTG,ETS1,target_shuffled_directed,0.5,antigen_presentation,-0.06088739633560181,0.06088739633560181
MTG,ETS1,target_shuffled_directed,0.5,interferon_inflammatory,-0.023082420229911804,0.023082420229911804
MTG,ETS1,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.005041365046054125,0.005041365046054125
MTG,ETS1,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.004408854525536299,0.004408854525536299
MTG,ETS1,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.03026912547647953,0.03026912547647953
MTG,ETS1,target_shuffled_directed,0.75,complement_phagocytosis,-0.10524091869592667,0.10524091869592667
MTG,ETS1,target_shuffled_directed,0.75,antigen_presentation,-0.09133107960224152,0.09133107960224152
MTG,ETS1,target_shuffled_directed,0.75,interferon_inflammatory,-0.034623634070158005,0.034623634070158005
MTG,ETS1,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.007562026847153902,0.007562026847153902
MTG,ETS1,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.0058784703724086285,0.0058784703724086285
MTG,ETS1,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.040358833968639374,0.040358833968639374
MTG,ETS1,target_shuffled_directed,1.0,complement_phagocytosis,-0.14032119512557983,0.14032119512557983
MTG,ETS1,target_shuffled_directed,1.0,antigen_presentation,-0.12177477777004242,0.12177477777004242
MTG,ETS1,target_shuffled_directed,1.0,interferon_inflammatory,-0.046164847910404205,0.046164847910404205
MTG,ETS1,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.010082708671689034,0.010082708671689034
MTG,FOS,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,0.0,0.0
MTG,FOS,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.0023391395807266235,0.0023391395807266235
MTG,FOS,target_shuffled_directed,0.25,complement_phagocytosis,0.0,0.0
MTG,FOS,target_shuffled_directed,0.25,antigen_presentation,0.0,0.0
MTG,FOS,target_shuffled_directed,0.25,interferon_inflammatory,-0.001885830657556653,0.001885830657556653
MTG,FOS,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,0.0,0.0
MTG,FOS,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,0.0,0.0
MTG,FOS,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.004678279161453247,0.004678279161453247
MTG,FOS,target_shuffled_directed,0.5,complement_phagocytosis,0.0,0.0
MTG,FOS,target_shuffled_directed,0.5,antigen_presentation,0.0,0.0
MTG,FOS,target_shuffled_directed,0.5,interferon_inflammatory,-0.0037716636434197426,0.0037716636434197426
MTG,FOS,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,0.0,0.0
MTG,FOS,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,0.0,0.0
MTG,FOS,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.007017418742179871,0.007017418742179871
MTG,FOS,target_shuffled_directed,0.75,complement_phagocytosis,0.0,0.0
MTG,FOS,target_shuffled_directed,0.75,antigen_presentation,0.0,0.0
MTG,FOS,target_shuffled_directed,0.75,interferon_inflammatory,-0.005657494533807039,0.005657494533807039
MTG,FOS,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,0.0,0.0
MTG,FOS,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,0.0,0.0
MTG,FOS,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.009356560185551643,0.009356560185551643
MTG,FOS,target_shuffled_directed,1.0,complement_phagocytosis,0.0,0.0
MTG,FOS,target_shuffled_directed,1.0,antigen_presentation,0.0,0.0
MTG,FOS,target_shuffled_directed,1.0,interferon_inflammatory,-0.007543325889855623,0.007543325889855623
MTG,FOS,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,0.0,0.0
MTG,IRF8,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.018717076629400253,0.018717076629400253
MTG,IRF8,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.08266530930995941,0.08266530930995941
MTG,IRF8,target_shuffled_directed,0.25,complement_phagocytosis,-0.071395143866539,0.071395143866539
MTG,IRF8,target_shuffled_directed,0.25,antigen_presentation,-0.037752196192741394,0.037752196192741394
MTG,IRF8,target_shuffled_directed,0.25,interferon_inflammatory,-0.009236677549779415,0.009236677549779415
MTG,IRF8,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.03146584331989288,0.03146584331989288
MTG,IRF8,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.037434160709381104,0.037434160709381104
MTG,IRF8,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.1653306484222412,0.1653306484222412
MTG,IRF8,target_shuffled_directed,0.5,complement_phagocytosis,-0.1427903026342392,0.1427903026342392
MTG,IRF8,target_shuffled_directed,0.5,antigen_presentation,-0.07550438493490219,0.07550438493490219
MTG,IRF8,target_shuffled_directed,0.5,interferon_inflammatory,-0.01847335882484913,0.01847335882484913
MTG,IRF8,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.06293168663978577,0.06293168663978577
MTG,IRF8,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.05615123733878136,0.05615123733878136
MTG,IRF8,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.24799594283103943,0.24799594283103943
MTG,IRF8,target_shuffled_directed,0.75,complement_phagocytosis,-0.2141854465007782,0.2141854465007782
MTG,IRF8,target_shuffled_directed,0.75,antigen_presentation,-0.11325656622648239,0.11325656622648239
MTG,IRF8,target_shuffled_directed,0.75,interferon_inflammatory,-0.02771003730595112,0.02771003730595112
MTG,IRF8,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.09439755231142044,0.09439755231142044
MTG,IRF8,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.07486831396818161,0.07486831396818161
MTG,IRF8,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.33066126704216003,0.33066126704216003
MTG,IRF8,target_shuffled_directed,1.0,complement_phagocytosis,-0.2855806052684784,0.2855806052684784
MTG,IRF8,target_shuffled_directed,1.0,antigen_presentation,-0.151008740067482,0.151008740067482
MTG,IRF8,target_shuffled_directed,1.0,interferon_inflammatory,-0.03694671764969826,0.03694671764969826
MTG,IRF8,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.12586338818073273,0.12586338818073273
MTG,JUN,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.008296774700284004,0.008296774700284004
MTG,JUN,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.02830130234360695,0.02830130234360695
MTG,JUN,target_shuffled_directed,0.25,complement_phagocytosis,-0.050560154020786285,0.050560154020786285
MTG,JUN,target_shuffled_directed,0.25,antigen_presentation,-0.020802147686481476,0.020802147686481476
MTG,JUN,target_shuffled_directed,0.25,interferon_inflammatory,-0.013053528033196926,0.013053528033196926
MTG,JUN,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,0.0,0.0
MTG,JUN,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.01659354194998741,0.01659354194998741
MTG,JUN,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.056602612137794495,0.056602612137794495
MTG,JUN,target_shuffled_directed,0.5,complement_phagocytosis,-0.10112028568983078,0.10112028568983078
MTG,JUN,target_shuffled_directed,0.5,antigen_presentation,-0.04160429164767265,0.04160429164767265
MTG,JUN,target_shuffled_directed,0.5,interferon_inflammatory,-0.026107043027877808,0.026107043027877808
MTG,JUN,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,0.0,0.0
MTG,JUN,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.024890316650271416,0.024890316650271416
MTG,JUN,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.08490390330553055,0.08490390330553055
MTG,JUN,target_shuffled_directed,0.75,complement_phagocytosis,-0.15168042480945587,0.15168042480945587
MTG,JUN,target_shuffled_directed,0.75,antigen_presentation,-0.06240643188357353,0.06240643188357353
MTG,JUN,target_shuffled_directed,0.75,interferon_inflammatory,-0.03916057571768761,0.03916057571768761
MTG,JUN,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,0.0,0.0
MTG,JUN,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.03318708762526512,0.03318708762526512
MTG,JUN,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.1132052019238472,0.1132052019238472
MTG,JUN,target_shuffled_directed,1.0,complement_phagocytosis,-0.20224055647850037,0.20224055647850037
MTG,JUN,target_shuffled_directed,1.0,antigen_presentation,-0.08320856839418411,0.08320856839418411
MTG,JUN,target_shuffled_directed,1.0,interferon_inflammatory,-0.05221410095691681,0.05221410095691681
MTG,JUN,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,0.0,0.0
MTG,MAF,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.018095437437295914,0.018095437437295914
MTG,MAF,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.0409616194665432,0.0409616194665432
MTG,MAF,target_shuffled_directed,0.25,complement_phagocytosis,-0.03332194685935974,0.03332194685935974
MTG,MAF,target_shuffled_directed,0.25,antigen_presentation,-0.034522805362939835,0.034522805362939835
MTG,MAF,target_shuffled_directed,0.25,interferon_inflammatory,-0.011545100249350071,0.011545100249350071
MTG,MAF,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.017103588208556175,0.017103588208556175
MTG,MAF,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.03619086742401123,0.03619086742401123
MTG,MAF,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.0819232389330864,0.0819232389330864
MTG,MAF,target_shuffled_directed,0.5,complement_phagocytosis,-0.06664387136697769,0.06664387136697769
MTG,MAF,target_shuffled_directed,0.5,antigen_presentation,-0.06904561817646027,0.06904561817646027
MTG,MAF,target_shuffled_directed,0.5,interferon_inflammatory,-0.023090200498700142,0.023090200498700142
MTG,MAF,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.03420717641711235,0.03420717641711235
MTG,MAF,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.05428629741072655,0.05428629741072655
MTG,MAF,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.1228848546743393,0.1228848546743393
MTG,MAF,target_shuffled_directed,0.75,complement_phagocytosis,-0.09996581077575684,0.09996581077575684
MTG,MAF,target_shuffled_directed,0.75,antigen_presentation,-0.103568434715271,0.103568434715271
MTG,MAF,target_shuffled_directed,0.75,interferon_inflammatory,-0.034635305404663086,0.034635305404663086
MTG,MAF,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.051310766488313675,0.051310766488313675
MTG,MAF,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.07238173484802246,0.07238173484802246
MTG,MAF,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.1638464778661728,0.1638464778661728
MTG,MAF,target_shuffled_directed,1.0,complement_phagocytosis,-0.13328774273395538,0.13328774273395538
MTG,MAF,target_shuffled_directed,1.0,antigen_presentation,-0.13809123635292053,0.13809123635292053
MTG,MAF,target_shuffled_directed,1.0,interferon_inflammatory,-0.046180400997400284,0.046180400997400284
MTG,MAF,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.0684143602848053,0.0684143602848053
MTG,MAFB,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.027925902977585793,0.027925902977585793
MTG,MAFB,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.04353421553969383,0.04353421553969383
MTG,MAFB,target_shuffled_directed,0.25,complement_phagocytosis,-0.07994818687438965,0.07994818687438965
MTG,MAFB,target_shuffled_directed,0.25,antigen_presentation,-0.07453231513500214,0.07453231513500214
MTG,MAFB,target_shuffled_directed,0.25,interferon_inflammatory,-0.01612420193850994,0.01612420193850994
MTG,MAFB,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.008332197554409504,0.008332197554409504
MTG,MAFB,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.05585181713104248,0.05585181713104248
MTG,MAFB,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.08706843107938766,0.08706843107938766
MTG,MAFB,target_shuffled_directed,0.5,complement_phagocytosis,-0.1598963737487793,0.1598963737487793
MTG,MAFB,target_shuffled_directed,0.5,antigen_presentation,-0.14906463027000427,0.14906463027000427
MTG,MAFB,target_shuffled_directed,0.5,interferon_inflammatory,-0.032248396426439285,0.032248396426439285
MTG,MAFB,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.016664395108819008,0.016664395108819008
MTG,MAFB,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.08377772569656372,0.08377772569656372
MTG,MAFB,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.1306026428937912,0.1306026428937912
MTG,MAFB,target_shuffled_directed,0.75,complement_phagocytosis,-0.23984457552433014,0.23984457552433014
MTG,MAFB,target_shuffled_directed,0.75,antigen_presentation,-0.22359693050384521,0.22359693050384521
MTG,MAFB,target_shuffled_directed,0.75,interferon_inflammatory,-0.04837259650230408,0.04837259650230408
MTG,MAFB,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.024996593594551086,0.024996593594551086
MTG,MAFB,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.11170362681150436,0.11170362681150436
MTG,MAFB,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.17413687705993652,0.17413687705993652
MTG,MAFB,target_shuffled_directed,1.0,complement_phagocytosis,-0.31979283690452576,0.31979283690452576
MTG,MAFB,target_shuffled_directed,1.0,antigen_presentation,-0.29812926054000854,0.29812926054000854
MTG,MAFB,target_shuffled_directed,1.0,interferon_inflammatory,-0.06449679285287857,0.06449679285287857
MTG,MAFB,target_shuffled_directed,1.0,oxidative_stress_gene_preserved,-0.033328790217638016,0.033328790217638016
MTG,MITF,target_shuffled_directed,0.25,dam_lipid_trem2_apoe,-0.009417138993740082,0.009417138993740082
MTG,MITF,target_shuffled_directed,0.25,lysosomal_endolysosomal,-0.0627916157245636,0.0627916157245636
MTG,MITF,target_shuffled_directed,0.25,complement_phagocytosis,-0.06272739917039871,0.06272739917039871
MTG,MITF,target_shuffled_directed,0.25,antigen_presentation,-0.03240954875946045,0.03240954875946045
MTG,MITF,target_shuffled_directed,0.25,interferon_inflammatory,-0.01127578690648079,0.01127578690648079
MTG,MITF,target_shuffled_directed,0.25,oxidative_stress_gene_preserved,-0.0033621315378695726,0.0033621315378695726
MTG,MITF,target_shuffled_directed,0.5,dam_lipid_trem2_apoe,-0.018834277987480164,0.018834277987480164
MTG,MITF,target_shuffled_directed,0.5,lysosomal_endolysosomal,-0.1255832463502884,0.1255832463502884
MTG,MITF,target_shuffled_directed,0.5,complement_phagocytosis,-0.12545479834079742,0.12545479834079742
MTG,MITF,target_shuffled_directed,0.5,antigen_presentation,-0.0648190900683403,0.0648190900683403
MTG,MITF,target_shuffled_directed,0.5,interferon_inflammatory,-0.02255157381296158,0.02255157381296158
MTG,MITF,target_shuffled_directed,0.5,oxidative_stress_gene_preserved,-0.006724241655319929,0.006724241655319929
MTG,MITF,target_shuffled_directed,0.75,dam_lipid_trem2_apoe,-0.0282514076679945,0.0282514076679945
MTG,MITF,target_shuffled_directed,0.75,lysosomal_endolysosomal,-0.18837487697601318,0.18837487697601318
MTG,MITF,target_shuffled_directed,0.75,complement_phagocytosis,-0.18818219006061554,0.18818219006061554
MTG,MITF,target_shuffled_directed,0.75,antigen_presentation,-0.09722864627838135,0.09722864627838135
MTG,MITF,target_shuffled_directed,0.75,interferon_inflammatory,-0.03382736071944237,0.03382736071944237
MTG,MITF,target_shuffled_directed,0.75,oxidative_stress_gene_preserved,-0.010086373426020145,0.010086373426020145
MTG,MITF,target_shuffled_directed,1.0,dam_lipid_trem2_apoe,-0.03766854107379913,0.03766854107379913
MTG,MITF,target_shuffled_directed,1.0,lysosomal_endolysosomal,-0.2511664927005768,0.2511664927005768
MTG,MITF,target_shuffled_directed,1.0,complement_phagocytosis,-0.25090956687927246,0.25090956687927246
MTG,MITF,target_shuffled_directed,1.0,antigen_presentation,-0.1296381801366806,0.1296381801366806
