gene,module,mean_donor_delta,bootstrap_ci_low,bootstrap_ci_high,adjusted_slope,partial_spearman,model_implied_at8_reducing_knockout,confounder_adjusted_abs_partial_spearman,at8_pseudobulk_score,is_hpa_fda_drug_target,is_hpa_predicted_secreted,is_hpa_predicted_membrane,biology_score,translational_bonus,translational_priority_score,translational_category
SCARB2,,,,,,,,,0.3016395,0,0,1,0.08524351857617252,0.2,0.28524351857617253,surface_target_candidate
NGLY1,,,,,,,,,0.30161804,0,0,1,0.08523745353463157,0.2,0.2852374535346316,surface_target_candidate
PRKCB,,,,,,,,,0.124137476,1,0,0,0.03507776139246249,0.25,0.2850777613924625,known_drug_target
TOP1,,,,,,,,,0.12412398,1,0,0,0.03507394714266582,0.25,0.2850739471426658,known_drug_target
SGPP1,,,,,,,,,0.29996628,0,0,1,0.0847706318656811,0.2,0.2847706318656811,surface_target_candidate
OSBPL8,,,,,,,,,0.2974033,0,0,1,0.08404628050647234,0.2,0.28404628050647235,surface_target_candidate
HLA-DPA1,antigen_presentation,0.0005823819083161,0.0003931267710868,0.0007775416263029,,,False,,0.14119498,0,0,1,0.08361408282293178,0.2,0.28361408282293177,surface_target_candidate
PPM1L,,,,,,,,,0.29506347,0,0,1,0.08338499597018356,0.2,0.2833849959701836,surface_target_candidate
CFH,complement,-7.281511352630332e-05,-0.0001658524579397,1.4826786286903368e-05,,,True,,0.45122346,0,1,0,0.1329706935732007,0.15,0.2829706935732007,secreted_biomarker_candidate
TMEM156,,,,,,,,,-0.293211,0,0,1,0.08286144948820032,0.2,0.28286144948820036,surface_target_candidate
MAN1C1,,,,,,,,,-0.2924905,0,0,1,0.08265782122956782,0.2,0.28265782122956784,surface_target_candidate
MS4A7,,,,,,,,,0.29026493,0,0,1,0.08202882894148354,0.2,0.28202882894148357,surface_target_candidate
TMEM181,,,,,,,,,0.2893254,0,0,1,0.08176329825746831,0.2,0.2817632982574683,surface_target_candidate
TMIGD3,,,,,,,,,-0.28814733,0,0,1,0.0814303512170142,0.2,0.2814303512170142,surface_target_candidate
PI4KA,,,,,,,,,0.28762776,0,0,1,0.08128350994798202,0.2,0.281283509947982,surface_target_candidate
MTDH,,,,,,,,,0.28694794,0,0,1,0.08109137870192575,0.2,0.28109137870192574,surface_target_candidate
TTC3,,,,,,,,,0.28664735,0,0,1,0.08100642572723826,0.2,0.2810064257272383,surface_target_candidate
MBTPS1,,,,,,,,,-0.28655398,0,0,1,0.08098003742674065,0.2,0.28098003742674066,surface_target_candidate
ANKH,,,,,,,,,0.28612956,0,0,1,0.08086008752316148,0.2,0.2808600875231615,surface_target_candidate
NAALADL2,,,,,,,,,-0.28490415,0,0,1,0.08051376121585982,0.2,0.2805137612158598,surface_target_candidate
PARVG,,,,,,,,,0.28424424,0,0,1,0.08032725694916422,0.2,0.2803272569491642,surface_target_candidate
UBR1,,,,,,,,,0.282954,0,0,1,0.07996260833789706,0.2,0.2799626083378971,surface_target_candidate
PRKAG2,,,,,,,,,0.10495513,1,0,0,0.029656432159338303,0.25,0.27965643215933833,known_drug_target
SLC20A2,,,,,,,,,0.28143668,0,0,1,0.07953378220411739,0.2,0.2795337822041174,surface_target_candidate
PLD3,,,,,,,,,0.2795335,0,0,1,0.07899590402332046,0.2,0.2789959040233205,surface_target_candidate
DMD,,,,,,,,,-0.102041274,1,0,0,0.028832915957831235,0.25,0.2788329159578312,known_drug_target
PLPP1,,,,,,,,,-0.2774294,0,0,1,0.07840124167913083,0.2,0.27840124167913083,surface_target_candidate
RPS6KA3,,,,,,,,,0.27543178,0,0,1,0.07783667279362155,0.2,0.27783667279362156,surface_target_candidate
SLC2A9,,,,,,,,,0.27353936,0,0,1,0.07730183561221793,0.2,0.27730183561221794,surface_target_candidate
TMEM168,,,,,,,,,-0.27235076,0,0,1,0.07696591257514565,0.2,0.2769659125751457,surface_target_candidate
WWP1,,,,,,,,,0.27230415,0,0,1,0.07695273962145396,0.2,0.27695273962145395,surface_target_candidate
PLB1,,,,,,,,,-0.27211136,0,0,1,0.07689825316485194,0.2,0.27689825316485195,surface_target_candidate
LRRC8C,,,,,,,,,-0.272078,0,0,1,0.0768888249362496,0.2,0.2768888249362496,surface_target_candidate
SLC30A9,,,,,,,,,-0.27161297,0,0,1,0.0767573978035475,0.2,0.2767573978035475,surface_target_candidate
SNAP25,,,,,,,,,-0.0942699,1,0,0,0.026636564320354713,0.25,0.2766365643203547,known_drug_target
CUX1,,,,,,,,,0.268199,0,0,1,0.07579253900254324,0.2,0.27579253900254325,surface_target_candidate
NR3C2,,,,,,,,,0.09119785,1,0,0,0.025768339210109115,0.25,0.2757683392101091,known_drug_target
MAP2,,,,,,,,,-0.08920121,1,0,0,0.025204047292946063,0.25,0.27520404729294606,known_drug_target
RHBDD1,,,,,,,,,-0.2656349,0,0,1,0.07506787110808164,0.2,0.2750678711080816,surface_target_candidate
CEP170,,,,,,,,,0.2625534,0,0,1,0.07419697523164023,0.2,0.2741969752316402,surface_target_candidate
DTNA,,,,,,,,,0.2614267,0,0,1,0.07387854641970237,0.2,0.2738785464197024,surface_target_candidate
SNX13,,,,,,,,,-0.26015636,0,0,1,0.07351952196158827,0.2,0.2735195219615883,surface_target_candidate
ABL1,,,,,,,,,-0.08046608,1,0,0,0.02273531820088714,0.25,0.27273531820088714,known_drug_target
ESR1,,,,,,,,,0.078527376,1,0,0,0.022187400200160075,0.25,0.2721874002001601,known_drug_target
DYM,,,,,,,,,0.25525603,0,0,1,0.07213458696557917,0.2,0.2721345869655792,surface_target_candidate
XPO1,,,,,,,,,0.07575741,1,0,0,0.0214045503000196,0.25,0.2714045503000196,known_drug_target
OLR1,,,,,,,,,-0.25130656,0,0,1,0.07101838474681266,0.2,0.27101838474681267,surface_target_candidate
PRKCD,,,,,,,,,0.07145637,1,0,0,0.02018898710014632,0.25,0.2701889871001463,known_drug_target
DENND3,,,,,,,,,-0.24788402,0,0,1,0.07005110388588268,0.2,0.2700511038858827,surface_target_candidate
GANC,,,,,,,,,0.06970427,1,0,0,0.01969380726399088,0.25,0.2696938072639909,known_drug_target
FNDC3B,,,,,,,,,0.24587627,0,0,1,0.06948367205205978,0.2,0.2694836720520598,surface_target_candidate
CPLANE1,,,,,,,,,-0.24519834,0,0,1,0.06929207495924268,0.2,0.2692920749592427,surface_target_candidate
HLA-B,,,,,,,,,0.24443716,0,0,1,0.06907694968803396,0.2,0.269076949688034,surface_target_candidate
FAR1,,,,,,,,,0.24399675,0,0,1,0.06895248067847902,0.2,0.26895248067847904,surface_target_candidate
EGLN1,,,,,,,,,-0.066870406,1,0,0,0.018892898462434582,0.25,0.2688928984624346,known_drug_target
SELPLG,homeostatic_microglia,0.000388325395761,-0.0001081272492228,0.0009137389133684,,,False,,0.13925116,0,0,1,0.0684928235763115,0.2,0.26849282357631155,surface_target_candidate
CHST15,,,,,,,,,0.24185331,0,0,1,0.06834670003353352,0.2,0.26834670003353356,surface_target_candidate
PPP3R1,,,,,,,,,0.06432847,1,0,0,0.018174494574530006,0.25,0.26817449457453,known_drug_target
ITPR1,,,,,,,,,0.240223,0,0,1,0.0678859405799164,0.2,0.26788594057991644,surface_target_candidate
MICAL3,,,,,,,,,0.23996548,0,0,1,0.06781316008142502,0.2,0.26781316008142503,surface_target_candidate
SPG7,,,,,,,,,-0.23941034,0,0,1,0.06765626599190767,0.2,0.26765626599190767,surface_target_candidate
NPC2,,,,,,,,,0.4159534,0,1,0,0.11755100003972421,0.15,0.2675510000397242,secreted_biomarker_candidate
TNFRSF10B,,,,,,,,,0.23729545,0,0,1,0.06705855416970188,0.2,0.2670585541697019,surface_target_candidate
FMNL1,,,,,,,,,0.23600763,0,0,1,0.06669458950067746,0.2,0.2666945895006775,surface_target_candidate
STX12,,,,,,,,,0.23598991,0,0,1,0.06668958146078437,0.2,0.26668958146078436,surface_target_candidate
TMEM106A,,,,,,,,,-0.2359089,0,0,1,0.06666668635289844,0.2,0.2666666863528985,surface_target_candidate
LMBR1,,,,,,,,,0.23536336,0,0,1,0.06651250542269112,0.2,0.2665125054226911,surface_target_candidate
CAMK1D,,,,,,,,,-0.23428586,0,0,1,0.06620798155221713,0.2,0.26620798155221714,surface_target_candidate
RTN4,,,,,,,,,-0.23348175,0,0,1,0.0659807233717189,0.2,0.2659807233717189,surface_target_candidate
HDAC4,,,,,,,,,-0.056201696,1,0,0,0.015877699518430325,0.25,0.2658776995184303,known_drug_target
ZDHHC21,,,,,,,,,-0.23282595,0,0,1,0.06579538067635292,0.2,0.26579538067635294,surface_target_candidate
XPO7,,,,,,,,,0.23038656,0,0,1,0.06510595841705309,0.2,0.2651059584170531,surface_target_candidate
PCNX4,,,,,,,,,0.2302006,0,0,1,0.06505340226025184,0.2,0.26505340226025187,surface_target_candidate
HIPK2,,,,,,,,,0.22998235,0,0,1,0.06499172027906304,0.2,0.26499172027906304,surface_target_candidate
PTPRO,,,,,,,,,-0.22973739,0,0,1,0.0649224894973356,0.2,0.2649224894973356,surface_target_candidate
GRIA2,,,,,,,,,-0.22920687,0,0,1,0.06477255353096543,0.2,0.26477255353096546,surface_target_candidate
KIDINS220,,,,,,,,,-0.22855914,0,0,1,0.06458949158514443,0.2,0.26458949158514444,surface_target_candidate
SFT2D2,,,,,,,,,0.22801383,0,0,1,0.06443537565771226,0.2,0.26443537565771225,surface_target_candidate
XKR6,,,,,,,,,-0.2279309,0,0,1,0.06441193791796432,0.2,0.26441193791796436,surface_target_candidate
LRRC4C,,,,,,,,,0.22750261,0,0,1,0.06429089427203827,0.2,0.2642908942720383,surface_target_candidate
ABHD3,,,,,,,,,0.22731821,0,0,1,0.0642387790036249,0.2,0.2642387790036249,surface_target_candidate
JAK3,,,,,,,,,0.050258,1,0,0,0.01419788762901892,0.25,0.2641978876290189,known_drug_target
TYROBP,,,,,,,,,0.22625206,0,0,1,0.0639374628787935,0.2,0.2639374628787935,surface_target_candidate
SPRED1,,,,,,,,,-0.22577928,0,0,1,0.06380384543519006,0.2,0.2638038454351901,surface_target_candidate
ITFG1,,,,,,,,,-0.2254595,0,0,1,0.06371346896809015,0.2,0.26371346896809017,surface_target_candidate
PARVB,,,,,,,,,0.22522596,0,0,1,0.06364746571545858,0.2,0.2636474657154586,surface_target_candidate
TBCD,,,,,,,,,-0.22437866,0,0,1,0.06340800114427286,0.2,0.2634080011442729,surface_target_candidate
SPTLC3,,,,,,,,,-0.22379768,0,0,1,0.06324380413427938,0.2,0.2632438041342794,surface_target_candidate
NPC1,,,,,,,,,-0.22318335,0,0,1,0.06307018172189117,0.2,0.26307018172189117,surface_target_candidate
TMEM65,,,,,,,,,0.22296172,0,0,1,0.06300754448252863,0.2,0.2630075444825286,surface_target_candidate
EXT2,,,,,,,,,-0.22225884,0,0,1,0.06280889600171308,0.2,0.2628088960017131,surface_target_candidate
LPAR5,,,,,,,,,-0.22224392,0,0,1,0.06280467929995208,0.2,0.2628046792999521,surface_target_candidate
LAMP1,,,,,,,,,0.22124533,0,0,1,0.06252245703376495,0.2,0.262522457033765,surface_target_candidate
ALOX5,,,,,,,,,0.043971792,1,0,0,0.01242127473735806,0.25,0.26242127473735805,known_drug_target
HGSNAT,,,,,,,,,-0.2205096,0,0,1,0.06231452446093541,0.2,0.2623145244609354,surface_target_candidate
KTN1,,,,,,,,,0.21998644,0,0,1,0.06216666858336959,0.2,0.2621666685833696,surface_target_candidate
C1QC,complement; vascular_barrier_myeloid,0.0009942426113411,0.0007953922773594,0.0012169215566245,,,False,,0.13087715,0,1,0,0.11162507717773323,0.15,0.2616250771777332,secreted_biomarker_candidate
TPK1,,,,,,,,,0.03997187,1,0,0,0.011290813735934324,0.25,0.2612908137359343,known_drug_target
PDXK,,,,,,,,,0.039171062,1,0,0,0.011064488769190438,0.25,0.2610644887691904,known_drug_target
HLA-A,,,,,,,,,0.21582904,0,0,1,0.06099170102967253,0.2,0.26099170102967256,surface_target_candidate
VSIG4,complement,0.0003816988901235,0.0001898425420222,0.000590624945471,,,False,,0.11380319,0,0,1,0.06080310805847347,0.2,0.2608031080584735,surface_target_candidate
VEZT,,,,,,,,,-0.21497834,0,0,1,0.060751275547897846,0.2,0.26075127554789784,surface_target_candidate
NCKAP1L,,,,,,,,,-0.21457596,0,0,1,0.060637554605901256,0.2,0.26063755460590127,surface_target_candidate
CYP20A1,,,,,,,,,0.21407662,0,0,1,0.06049643075487343,0.2,0.26049643075487344,surface_target_candidate
PKN2,,,,,,,,,-0.21314089,0,0,1,0.060231974029751736,0.2,0.26023197402975173,surface_target_candidate
CA5B,,,,,,,,,0.035887986,1,0,0,0.010136623330136818,0.25,0.2601366233301368,known_drug_target
ARMH4,,,,,,,,,-0.21239349,0,0,1,0.060020743272635936,0.2,0.26002074327263597,surface_target_candidate
DSE,,,,,,,,,0.21175814,0,0,1,0.05984118017184184,0.2,0.2598411801718419,surface_target_candidate
DOP1A,,,,,,,,,-0.21080223,0,0,1,0.059571020159753865,0.2,0.25957102015975386,surface_target_candidate
HM13,,,,,,,,,0.21048133,0,0,1,0.05948032715740109,0.2,0.2594803271574011,surface_target_candidate
SEC62,,,,,,,,,0.2103993,0,0,1,0.05945714377633848,0.2,0.2594571437763385,surface_target_candidate
PALD1,,,,,,,,,-0.20962696,0,0,1,0.05923886445743185,0.2,0.2592388644574319,surface_target_candidate
ADCY7,,,,,,,,,-0.2088356,0,0,1,0.05901520969164225,0.2,0.25901520969164227,surface_target_candidate
LPCAT2,,,,,,,,,-0.20868723,0,0,1,0.0589732772492643,0.2,0.25897327724926433,surface_target_candidate
TOP2B,,,,,,,,,-0.031599805,1,0,0,0.008924694350635162,0.25,0.25892469435063514,known_drug_target
GK,,,,,,,,,0.20648159,0,0,1,0.05834991759295595,0.2,0.25834991759295595,surface_target_candidate
P2RX7,,,,,,,,,0.20637128,0,0,1,0.058318741696759206,0.2,0.2583187416967592,surface_target_candidate
NOTCH2,,,,,,,,,0.20526741,0,0,1,0.0580067651168055,0.2,0.25800676511680554,surface_target_candidate
CEMIP2,,,,,,,,,0.20407456,0,0,1,0.05766964094149699,0.2,0.257669640941497,surface_target_candidate
HLA-C,,,,,,,,,0.2032441,0,0,1,0.05743493570393428,0.2,0.2574349357039343,surface_target_candidate
HDAC8,,,,,,,,,-0.026196478,1,0,0,0.007397601959473557,0.25,0.25739760195947353,known_drug_target
MAN2A1,,,,,,,,,0.20228076,0,0,1,0.05716267581958865,0.2,0.2571626758195887,surface_target_candidate
TMBIM4,,,,,,,,,-0.20167604,0,0,1,0.056991769392718085,0.2,0.2569917693927181,surface_target_candidate
ACSL4,,,,,,,,,0.20006,0,0,1,0.056535042937367,0.2,0.256535042937367,surface_target_candidate
TYMP,,,,,,,,,-0.022958778,1,0,0,0.0064825607200919835,0.25,0.25648256072009196,known_drug_target
HLA-DRA,antigen_presentation,0.0004503699310589,0.0003075893080676,0.0006034557809471,,,False,,0.079846054,0,0,1,0.05636269277221876,0.2,0.2563626927722188,surface_target_candidate
STAB1,,,,,,,,,0.19919409,0,0,1,0.056290318793810495,0.2,0.2562903187938105,surface_target_candidate
ATP9B,,,,,,,,,-0.19863378,0,0,1,0.056131963554956414,0.2,0.25613196355495643,surface_target_candidate
ADGRE2,,,,,,,,,0.19855171,0,0,1,0.056108768869063325,0.2,0.2561087688690633,surface_target_candidate
LRP1,,,,,,,,,0.19819455,0,0,1,0.05600782803789999,0.2,0.2560078280379,surface_target_candidate
PAPOLA,,,,,,,,,0.19780338,0,0,1,0.05589727527463937,0.2,0.2558972752746394,surface_target_candidate
ULK4,,,,,,,,,-0.1972873,0,0,1,0.055751420352064686,0.2,0.2557514203520647,surface_target_candidate
CLN8,,,,,,,,,0.19576414,0,0,1,0.055320943713038084,0.2,0.2553209437130381,surface_target_candidate
ITGB2,,,,,,,,,0.19463818,0,0,1,0.055002724040463705,0.2,0.2550027240404637,surface_target_candidate
C1QA,complement; vascular_barrier_myeloid,0.0009657050832174,0.0007614096641191,0.0011994038039119,,,False,,0.11407575,0,1,0,0.10473374151916903,0.15,0.25473374151916905,secreted_biomarker_candidate
IFI27,,,,,,,,,0.19345118,0,0,1,0.054667253196609755,0.2,0.25466725319660977,surface_target_candidate
STX7,,,,,,,,,-0.19333592,0,0,1,0.054634678327643786,0.2,0.2546346783276438,surface_target_candidate
CMTM6,,,,,,,,,0.193257,0,0,1,0.054612373897149305,0.2,0.2546123738971493,surface_target_candidate
TMEM131L,,,,,,,,,0.19228023,0,0,1,0.05433631841597725,0.2,0.25433631841597726,surface_target_candidate
YIPF4,,,,,,,,,0.19157425,0,0,1,0.054136793810801165,0.2,0.2541367938108012,surface_target_candidate
HDAC9,,,,,,,,,0.01444575,1,0,0,0.0040766022643950245,0.25,0.25407660226439505,known_drug_target
ACSL1,,,,,,,,,0.1902665,0,0,1,0.053767196510000836,0.2,0.25376719651000085,surface_target_candidate
FAR2,,,,,,,,,-0.19020325,0,0,1,0.05374932074683844,0.2,0.2537493207468384,surface_target_candidate
HLA-DRB1,antigen_presentation,0.000429871113738,0.0001611379804671,0.0007133013685233,,,False,,-0.07592778,0,0,1,0.053716030734443504,0.2,0.2537160307344435,surface_target_candidate
HLA-DQA1,antigen_presentation,0.0001508900750195,-0.0005410570243839,0.0008480686577968,,,False,,-0.14906222,0,0,1,0.05343637987828384,0.2,0.2534363798782838,surface_target_candidate
UST,,,,,,,,,-0.18776104,0,0,1,0.05305910149699131,0.2,0.2530591014969913,surface_target_candidate
DENND1A,,,,,,,,,0.18747038,0,0,1,0.05297695494646511,0.2,0.2529769549464651,surface_target_candidate
JAK1,,,,,,,,,-0.009994054,1,0,0,0.0028184605510831067,0.25,0.2528184605510831,known_drug_target
SLC30A7,,,,,,,,,0.1868639,0,0,1,0.05280555110705437,0.2,0.2528055511070544,surface_target_candidate
RNF19A,,,,,,,,,0.18656872,0,0,1,0.052722127110686384,0.2,0.2527221271106864,surface_target_candidate
CAMK2G,,,,,,,,,0.18516067,0,0,1,0.052324182947511524,0.2,0.2523241829475115,surface_target_candidate
TM6SF1,,,,,,,,,0.18497165,0,0,1,0.052270761971180205,0.2,0.2522707619711802,surface_target_candidate
CDC14B,,,,,,,,,-0.18449926,0,0,1,0.05213725474967375,0.2,0.25213725474967374,surface_target_candidate
SHOC1,,,,,,,,,-0.18392247,0,0,1,0.05197424192067079,0.2,0.2519742419206708,surface_target_candidate
ROCK2,,,,,,,,,-0.0069886744,1,0,0,0.001969077880052406,0.25,0.2519690778800524,known_drug_target
PPARD,,,,,,,,,0.006813484,1,0,0,0.001919565435803787,0.25,0.2519195654358038,known_drug_target
SIK2,,,,,,,,,0.18369222,0,0,1,0.05190916849034444,0.2,0.25190916849034445,surface_target_candidate
CERS6,,,,,,,,,0.18336251,0,0,1,0.05181598559908321,0.2,0.25181598559908325,surface_target_candidate
ATF7,,,,,,,,,0.18278746,0,0,1,0.05165346453020519,0.2,0.2516534645302052,surface_target_candidate
AGPAT5,,,,,,,,,0.18262494,0,0,1,0.05160753300405259,0.2,0.2516075330040526,surface_target_candidate
SEC22A,,,,,,,,,-0.18181369,0,0,1,0.051378256911317526,0.2,0.25137825691131754,surface_target_candidate
MTR,,,,,,,,,-0.0032598206,1,0,0,0.000915226379720475,0.25,0.25091522637972047,known_drug_target
METTL7A,,,,,,,,,0.17999475,0,0,1,0.05086418670346604,0.2,0.25086418670346605,surface_target_candidate
SNX14,,,,,,,,,-0.17914055,0,0,1,0.050622772049026245,0.2,0.2506227720490263,surface_target_candidate
EPSTI1,,,,,,,,,0.17871258,0,0,1,0.05050181884174387,0.2,0.2505018188417439,surface_target_candidate
MAPK1,,,,,,,,,0.0014587257,1,0,0,0.00040619956761934377,0.25,0.25040619956761934,known_drug_target
SLC7A6,,,,,,,,,-0.17820868,0,0,1,0.05035940624004379,0.2,0.2503594062400438,surface_target_candidate
GALNT11,,,,,,,,,-0.17786765,0,0,1,0.05026302408176281,0.2,0.2502630240817628,surface_target_candidate
HERC2,,,,,,,,,-0.17652857,0,0,1,0.04988457227250591,0.2,0.24988457227250593,surface_target_candidate
UBAC2,,,,,,,,,-0.17598633,0,0,1,0.04973132399081142,0.2,0.24973132399081144,surface_target_candidate
NBAS,,,,,,,,,-0.17546232,0,0,1,0.04958322788559835,0.2,0.24958322788559836,surface_target_candidate
LGALS3,,,,,,,,,0.3518223,0,1,0,0.09942621972440664,0.15,0.24942621972440665,secreted_biomarker_candidate
CDH12,,,,,,,,,-0.17339548,0,0,1,0.04899909599098075,0.2,0.24899909599098075,surface_target_candidate
MAN1A1,,,,,,,,,0.17163546,0,0,1,0.04850167779839454,0.2,0.24850167779839455,surface_target_candidate
HLA-DQB1,antigen_presentation,0.0005557987024076,-0.0006693388102576,0.0018021466443315,,,False,,-0.02226816,0,0,1,0.048006735186507186,0.2,0.2480067351865072,surface_target_candidate
IGF2R,,,,,,,,,0.1687827,0,0,1,0.04769542859492969,0.2,0.2476954285949297,surface_target_candidate
PTTG1IP,,,,,,,,,-0.16833872,0,0,1,0.04756995062925633,0.2,0.24756995062925635,surface_target_candidate
INPP4B,,,,,,,,,0.16801238,0,0,1,0.04747772016996121,0.2,0.24747772016996122,surface_target_candidate
EVI5,,,,,,,,,-0.16741207,0,0,1,0.04730806010064869,0.2,0.2473080601006487,surface_target_candidate
SCARB1,,,,,,,,,-0.16625434,0,0,1,0.0469808615664827,0.2,0.24698086156648272,surface_target_candidate
G3BP1,,,,,,,,,0.16607122,0,0,1,0.046929108052644,0.2,0.246929108052644,surface_target_candidate
ATXN3,,,,,,,,,0.16572814,0,0,1,0.04683214652180204,0.2,0.24683214652180205,surface_target_candidate
OTULINL,,,,,,,,,-0.16524768,0,0,1,0.04669635855075059,0.2,0.24669635855075062,surface_target_candidate
WDFY4,,,,,,,,,-0.16470827,0,0,1,0.046543910085811026,0.2,0.24654391008581103,surface_target_candidate
VRK2,,,,,,,,,-0.16426224,0,0,1,0.04641785274757668,0.2,0.2464178527475767,surface_target_candidate
ATP10D,,,,,,,,,-0.16402978,0,0,1,0.046352154725367495,0.2,0.2463521547253675,surface_target_candidate
CD58,,,,,,,,,0.16381702,0,0,1,0.04629202433215911,0.2,0.24629202433215913,surface_target_candidate
HPS3,,,,,,,,,0.16216968,0,0,1,0.04582645184697431,0.2,0.24582645184697433,surface_target_candidate
PTPRA,,,,,,,,,-0.1619996,0,0,1,0.04577838370786505,0.2,0.24577838370786506,surface_target_candidate
VTI1A,,,,,,,,,0.1618047,0,0,1,0.04572330092145635,0.2,0.24572330092145636,surface_target_candidate
APOC1,,,,,,,,,0.33846197,0,1,0,0.09565031308643931,0.15,0.2456503130864393,secreted_biomarker_candidate
TPCN1,,,,,,,,,-0.16127686,0,0,1,0.045574122378726885,0.2,0.2455741223787269,surface_target_candidate
