gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
SYT1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,96.33781763826606,95.81464872944694,76.08370702541106,41.3677130044843,60.50074738415545,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
EIF2AK4,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.18834080717488,97.98206278026906,51.75635276532138,45.77727952167414,85.65022421524664,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
CD74,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,95.73991031390136,94.05829596412556,86.54708520179372,48.729446935724965,83.25859491778775,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,True,Antigen-presentation pathway component.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0028051116969436,0.0095683196559548,0.0174692813307046,0.0001969950244529,0.0001687597250565,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_support_retained,scorecard_supported_manifold_safe_isolated_hypothesis,promoted_model_hypothesis_manifold_qc_pass
LPIN2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.66517189835577,92.75037369207772,71.93572496263079,14.8355754857997,72.60837070254111,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
TCERG1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.3662182361734,92.0777279521674,71.67414050822123,14.8355754857997,72.04783258594918,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
WIPF2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.3288490284006,90.20926756352765,95.2914798206278,57.399103139013455,84.79073243647235,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
UBA3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,95.14200298953662,90.24663677130044,76.42002989536621,14.8355754857997,82.66068759342302,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
CD4,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,amyloid_lowering_candidate,89.91031390134529,97.38415545590432,89.8355754857997,78.1390134529148,92.2645739910314,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Immune surface marker and signaling context; requires cell-state specificity review.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0028183488175272,0.0095683196559548,0.0174692813307046,0.0003012306115124,0.0002664695784915,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
CTSD,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,87.33183856502242,49.43946188340807,85.98654708520179,30.194319880418536,36.99551569506727,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Lysosomal protease linked to microglial degradative state.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027536051347851,0.0095683196559548,0.0174692813307046,0.0001767532667145,0.000138290473842,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
C3,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,68.16143497757847,33.44544095665172,65.95665171898357,32.62331838565022,2.6532137518684604,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement pathway component with broad inflammatory context.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027809978928416,0.0095683196559548,0.0174692813307046,0.0002225458301836,0.0001739429571898,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
PLCG2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,65.6576980568012,93.42301943198804,18.497757847533634,57.7727952167414,70.254110612855,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial immune-signaling enzyme and Alzheimer-risk biology anchor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027102958410978,0.0095683196559548,0.0174692813307046,0.0001505419349996,9.631858119973911e-05,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
C1QA,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,64.72346786248131,23.91629297458893,71.37518684603886,33.29596412556054,68.87144992526159,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0028591172304004,0.0095683196559548,0.0174692813307046,0.0002626563073135,0.0002527626929804,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
TREM2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,55.79222720478326,31.950672645739907,38.639760837070256,32.73542600896861,5.941704035874439,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial lipid-sensing receptor and Alzheimer-risk biology anchor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027248433325439,0.0095683196559548,0.0174692813307046,0.0001367943332297,8.704748324817047e-05,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
CSF1R,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,51.71898355754858,97.53363228699553,12.10762331838565,77.20478325859492,81.57698056801196,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial survival and lineage receptor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027320706285536,0.0095683196559548,0.0174692813307046,0.0002241955808131,0.0001619249378563,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
TYROBP,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,mixed_or_unclear,50.71001494768311,81.35276532137519,43.609865470852014,68.38565022421524,32.473841554559044,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Immune receptor adaptor central to microglial signaling.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027522700838744,0.0095683196559548,0.0174692813307046,0.0002592747041489,0.000220654575969,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_anchor_retained,prior_anchor_manifold_safe,biological_anchor_manifold_qc_pass
ROCK1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,48.57997010463378,87.89237668161435,51.71898355754858,75.93423019431988,48.61733931240658,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Cytoskeletal and kinase signaling regulator.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
BCL2,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,amyloid_lowering_candidate,36.7339312406577,85.38863976083707,12.855007473841551,70.02989536621823,63.45291479820629,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Apoptosis and cell-survival regulator.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
SPP1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,36.210762331838566,11.285500747384155,25.710014947683103,14.8355754857997,84.64125560538116,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Activated microglial/myeloid state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
P2RY13,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,26.23318385650224,43.946188340807176,32.062780269058294,73.87892376681614,43.16143497757848,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Purinergic signaling receptor.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
CX3CR1,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,20.739910313901344,55.26905829596412,82.32436472346785,89.68609865470853,70.81464872944694,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Microglial chemokine receptor involved in neuron-microglia signaling.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
C1QC,biological_anchor_prior_candidate,prior_biological_anchor,prior_candidate_not_globally_enriched,prior_anchor_not_scorecard_promoted,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,mixed_or_unclear,20.3288490284006,7.324364723467862,29.334828101644245,57.13751868460388,57.0254110612855,class_calibration=not_enriched; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Retained for established project biology, not because the prior set passed enrichment. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.",Targeted manifold audit and direct comparison with prior candidate evidence; verify directionality in subtype-restricted and donor-held-out analyses.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,prior_anchor_not_targeted_manifold_audited,biological_anchor_not_scorecard_promoted
SLAIN2,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,100.0,99.43946188340809,99.2899850523169,48.13153961136024,97.98206278026906,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Microtubule-associated candidate; project-specific biology remains under review.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0026787698734551,0.0095683196559548,0.0174692813307046,0.0004982604295946,0.0003626239486038,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
PAFAH1B1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_3_caution_control,True,broad_reactive_state_shift,99.9626307922272,99.9626307922272,99.73841554559044,99.70104633781764,99.85052316890882,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,isolated_high_score_gene,False,Cytoskeletal/neurodevelopmental regulator with a large broad-state model shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0031891611870378,0.0095683196559548,0.0174692813307046,0.0023475016932934,0.00217464286834,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
FIP1L1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.85052316890882,99.62630792227203,98.4678624813154,67.82511210762333,97.15994020926756,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,RNA-processing-associated candidate; project-specific biology remains under review.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027970317751169,0.0095683196559548,0.0174692813307046,0.0004898370825685,0.0004024695372208,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
ERC1,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.66367713004485,99.58893871449924,81.68908819133034,14.8355754857997,98.91629297458894,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Vesicle/scaffold-associated candidate requiring cell-state-specific validation.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0030132683459669,0.0095683196559548,0.0174692813307046,0.0017264001071453,0.0014635443221777,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
