gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
KIF2A,broad_state_caution,broad_state_caution_example,high_score_but_broad_shift_penalized,high_score_confounded_by_broad_shift,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,amyloid_lowering_candidate,99.55156950672644,99.2526158445441,96.41255605381166,59.64125560538116,96.7488789237668,class_calibration=enriched_vs_degree_matched_null; singleton_context=too_few_genes,isolated_high_score_gene,False,Microtubule motor regulator requiring cell-state-specific validation.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027738786302506,0.0095683196559548,0.0174692813307046,0.0004863321373704,0.0003967769735027,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
NFATC3,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,78.8863976083707,97.30941704035877,99.43946188340809,97.75784753363229,99.1778774289985,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
APOE,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_2_prior_anchor,True,broad_reactive_state_shift,51.195814648729446,98.4678624813154,56.65171898355755,90.17189835575483,96.15097159940208,class_calibration=broad_shift_confounded; prior_set=not_enriched_vs_random_and_degree_matched; singleton_context=too_few_genes,no_graph_support,True,Lipid-transport and Alzheimer-risk biology anchor with broad microglial effects.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0026806739624589,0.0095683196559548,0.0174692813307046,0.0002964661398436,0.0003667405981104,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
WAPL,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,38.15396113602392,0.0747384155455904,100.0,99.55156950672644,99.9626307922272,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
ATE1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,20.02989536621824,99.32735426008968,45.59043348281017,96.898355754858,99.06576980568012,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
HLA-DRA,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,17.9745889387145,13.602391629297458,98.09417040358744,93.42301943198804,93.7593423019432,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,MHC class II antigen-presentation component.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
PCCA,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,broad_reactive_state_shift,6.651718983557549,0.2989536621823617,99.66367713004485,98.65470852017935,99.14050822122572,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
RC3H1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,6.315396113602392,100.0,99.9252615844544,99.9626307922272,100.0,class_calibration=broad_shift_confounded; singleton_context=too_few_genes,no_graph_support,False,RNA/immune regulatory gene with an exceptionally large but broad model-implied shift.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0036556618288159,0.0103349657729268,0.0174692813307046,0.0037312339991331,0.0043086549267172,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
C1QB,broad_state_caution,broad_state_caution_example,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,gliosis_inflating,5.269058295964125,16.143497757847534,60.87443946188341,94.95515695067265,84.08071748878923,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Complement component and microglial state marker.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
STAT3,broad_state_caution,broad_state_caution_example,neuron_risk_penalty,pathology_movement_with_neuron_risk,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,neuron_risk,3.811659192825112,96.63677130044844,0.8221225710014948,96.30044843049326,98.28101644245142,class_calibration=enriched_vs_degree_matched_null; prior_set=not_enriched_vs_random_and_degree_matched,no_graph_support,True,Transcriptional signaling regulator with broad inflammatory effects.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,broad_state_caution,caution_control_not_promoted
HECTD1,broad_state_caution,broad_state_caution_example,broad_shift_penalty,broad_reactive_state_confounded,no_supportive_one_hop_enrichment,priority_3_caution_control,True,broad_reactive_state_shift,3.699551569506727,99.73841554559044,99.40209267563527,99.32735426008968,99.43946188340809,class_calibration=broad_shift_confounded,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,"Broad-shift, gliosis, or neuron-risk liability prevents therapeutic promotion. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.","Do not promote. Test viability/apoptosis and broad stress signatures, then run targeted manifold and subtype-restricted audits only if independent biology justifies it.","Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0028049948159605,0.0095683196559548,0.0174692813307046,0.0009167034877464,0.0009990807157009,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_caution_retained_not_promoted,manifold_safe_caution_control,caution_control_not_promoted
