source_idx,target_idx,weight
2415,2917,0.38491592
192,2379,0.38491535
1506,2494,0.38491285
1729,2128,0.38491094
233,1713,0.38491055
685,2331,0.38491037
990,2242,0.38490993
1771,1926,0.38490796
264,791,0.38490757
255,297,0.38490662
1552,1608,0.38490483
773,2917,0.38490483
55,1154,0.3849027
357,2042,0.3849023
707,1304,0.3848997
2209,2597,0.38489705
96,155,0.3848944
0,1788,0.38489377
975,1480,0.3848896
1696,1805,0.3848874
130,1514,0.38488573
1514,2168,0.38488436
227,2827,0.3848829
2356,2539,0.3848819
171,2603,0.384881
1386,2362,0.3848795
1209,2567,0.38487947
616,2826,0.3848784
227,1172,0.38487518
852,1360,0.38487437
790,2680,0.38487375
971,1305,0.38487026
937,1103,0.38486922
1718,2046,0.38486642
1372,2822,0.3848657
515,1702,0.3848652
1083,2338,0.38486388
269,2212,0.38486385
752,2370,0.38486296
85,174,0.38486287
2423,2831,0.38486272
1164,1954,0.38486034
186,1861,0.38485962
1740,2293,0.384859
269,2442,0.38485622
192,2442,0.3848544
1738,2168,0.38485256
2165,2278,0.38485125
1002,1763,0.38484475
1821,1916,0.3848444
2399,2455,0.3848442
524,1138,0.38484114
1254,2046,0.3848411
971,1895,0.38484067
428,1975,0.38483757
1488,2858,0.38483697
457,2827,0.38483545
1295,2299,0.3848347
509,2416,0.3848347
2886,2901,0.3848323
1696,2767,0.384832
357,2875,0.38483146
114,1181,0.38483128
391,1083,0.38483074
1295,2191,0.3848299
1446,1684,0.38482907
143,2767,0.38482854
427,654,0.38482666
1446,2399,0.38482624
1299,2886,0.3848249
890,1279,0.38482475
2325,2399,0.38482437
79,1012,0.38482147
265,1581,0.38482085
781,1607,0.3848193
818,872,0.38481835
781,2608,0.38481396
1771,2028,0.3848128
1357,2126,0.38481116
1083,2681,0.38480884
2126,2219,0.3848082
2027,2503,0.38480583
654,2858,0.38480583
1542,2072,0.38480565
96,219,0.3848053
1012,1891,0.38480496
1173,1747,0.38480353
662,971,0.38480043
2641,2805,0.38479602
1796,2115,0.38479567
1299,1615,0.38479528
2489,2616,0.3847951
498,1330,0.38479364
163,210,0.38479254
2203,2603,0.38479206
40,1027,0.3847914
489,815,0.38478926
776,2568,0.3847884
467,477,0.38478777
372,1955,0.38478664
1491,1788,0.38478595
1751,2682,0.38478196
1454,1832,0.38478163
595,2822,0.3847814
347,1299,0.3847793
1771,2614,0.3847766
1454,2068,0.38477573
130,251,0.38477254
975,2907,0.38477102
385,944,0.38477033
193,1731,0.3847692
330,1809,0.3847686
347,1172,0.38476825
1113,1542,0.3847663
467,946,0.3847641
1067,1552,0.384762
233,2000,0.38476035
2237,2356,0.38475916
2680,2758,0.38475782
68,1466,0.38475424
1091,1751,0.3847542
470,1454,0.38475117
1454,2603,0.38474587
130,2148,0.38474572
192,2905,0.3847444
1788,2516,0.38474408
2365,2613,0.38474324
806,1195,0.3847384
1825,2827,0.38473836
685,2026,0.38473794
707,2713,0.3847357
685,1113,0.38473377
469,2128,0.38473293
1835,2073,0.38473246
692,1002,0.38473198
1299,2681,0.38473183
1254,1454,0.38472998
1600,2097,0.3847289
2616,2641,0.38472822
238,933,0.38472736
428,1194,0.3847271
1140,1145,0.38472658
1582,2399,0.3847265
1280,1771,0.38472304
2376,2524,0.38472232
805,1595,0.3847178
1751,2430,0.38471684
604,2912,0.38471213
800,963,0.3847117
185,460,0.38471082
528,654,0.38471028
1862,2567,0.3847096
2540,2912,0.38470897
1027,1715,0.38470808
1299,2724,0.38470778
185,1488,0.38470593
1027,2299,0.38470504
1764,2483,0.38470447
598,1329,0.3847044
2183,2440,0.38470414
494,2275,0.38470384
2680,2708,0.3847006
175,1552,0.38470048
1254,2507,0.38469908
52,1615,0.384699
2026,2737,0.38469696
1540,1805,0.38469577
37,1315,0.38469556
875,2768,0.38469538
897,1480,0.38469443
160,924,0.38469368
347,2325,0.3846897
611,844,0.3846893
411,2338,0.38468677
763,2744,0.38468572
357,1978,0.38468492
1360,1371,0.38468406
427,539,0.3846823
2191,2362,0.38468197
818,2191,0.3846815
546,1995,0.38468117
68,2827,0.38468063
1924,2168,0.38467988
832,2128,0.38467962
1661,2901,0.38467827
2191,2264,0.38467637
140,2518,0.38467184
114,1261,0.3846717
815,2680,0.3846667
709,2257,0.3846654
192,1914,0.3846651
1120,1360,0.38466313
192,1396,0.3846618
192,2140,0.38465983
122,2483,0.38465947
383,2115,0.38465685
790,992,0.38465554
1053,2826,0.38465348
707,1926,0.3846514
264,2821,0.38465127
2095,2483,0.3846497
806,2033,0.38464558
140,1825,0.38464522
1091,1557,0.38464507
528,2603,0.3846437
2373,2906,0.3846422
458,695,0.3846422
791,1053,0.3846417
912,2304,0.38464156
227,663,0.38464075
2068,2072,0.38463596
818,1552,0.38463324
264,654,0.3846321
810,971,0.3846319
355,1729,0.3846317
1089,2667,0.38463157
338,1214,0.3846315
55,345,0.38463113
290,1713,0.3846294
1480,2516,0.38462847
707,1897,0.38462797
489,1305,0.38462698
1718,1796,0.38462546
599,1278,0.38462418
411,1538,0.3846219
238,1968,0.38461587
303,509,0.38461402
967,2033,0.38461393
85,1320,0.38461256
193,2608,0.38461143
524,2374,0.38461003
1691,2435,0.38460958
264,2717,0.384606
48,2667,0.38460594
933,2858,0.38460588
341,2128,0.38460582
2128,2399,0.38460526
331,338,0.3846049
1751,2752,0.3846046
1065,1821,0.3846026
2373,2419,0.38459924
524,1067,0.38459778
52,1492,0.3845974
1832,2191,0.38459715
1747,2414,0.38459688
264,2203,0.38459632
122,2050,0.38459605
275,2219,0.38459584
227,1396,0.38459495
331,894,0.38459373
413,2140,0.38459304
1368,2370,0.38459295
1911,2494,0.38459206
1053,2473,0.3845902
264,2511,0.38458914
1968,2268,0.38458714
1926,2073,0.38457906
1552,2826,0.38457865
2042,2534,0.3845728
539,2493,0.38457218
2115,2713,0.38457176
990,2905,0.3845716
391,411,0.38457093
48,2038,0.3845709
1478,2504,0.38456836
44,1140,0.3845665
962,967,0.3845665
1718,1748,0.38456297
975,1968,0.3845625
494,1644,0.384559
2115,2839,0.3845569
1012,1019,0.3845568
114,595,0.3845554
1280,2339,0.3845544
806,1396,0.38455358
1181,2912,0.38455215
1479,1821,0.3845512
275,2339,0.38455054
650,1808,0.38454923
357,953,0.38454917
193,279,0.38454795
171,2365,0.38454783
227,665,0.38454688
1368,1702,0.38454598
1709,2299,0.38454488
1306,1809,0.3845448
1209,1454,0.38454068
1145,1751,0.38454
2752,2826,0.38453934
800,2752,0.3845384
37,330,0.38453764
1551,1788,0.38453653
1204,2597,0.38453546
192,321,0.384534
186,2035,0.38453323
662,1955,0.38453248
818,1789,0.38453194
1360,1479,0.38452744
1753,2078,0.38452733
539,758,0.38452578
1194,2219,0.38452488
862,2375,0.3845246
783,2050,0.3845246
1173,2095,0.38452446
1552,2582,0.3845218
140,2917,0.38452077
93,2443,0.3845183
60,2027,0.38451716
96,595,0.38451707
1141,1715,0.38451645
1479,2004,0.38451505
100,579,0.3845147
140,2262,0.38451388
253,671,0.38451377
219,1582,0.38451257
1140,1340,0.38450995
52,2333,0.384508
2203,2504,0.38450745
1551,1784,0.38450712
776,1788,0.38450426
1002,2642,0.38450187
1488,1862,0.3845018
82,385,0.38449937
738,1615,0.38449398
1180,2483,0.38448977
1053,1762,0.3844856
2193,2435,0.38448375
752,1012,0.3844819
1145,2073,0.38447788
141,2145,0.3844775
2356,2735,0.38447684
1235,1595,0.38447505
1002,2057,0.3844745
1302,2616,0.38447434
1850,2415,0.3844733
123,384,0.3844729
993,1483,0.3844696
1964,2831,0.3844695
2028,2494,0.38446808
975,1552,0.38446674
783,2097,0.38446668
470,1557,0.38446555
616,2516,0.38446346
2072,2805,0.38446322
894,2603,0.38446316
19,1713,0.38446307
52,1825,0.38446307
275,1601,0.38446146
1943,2483,0.3844519
707,958,0.38445047
1552,2752,0.38444883
2500,2615,0.3844478
380,1788,0.38444573
175,418,0.38444513
800,2839,0.38444266
2115,2516,0.3844424
44,2000,0.38444144
1145,1788,0.38444018
1953,2399,0.38443983
264,2507,0.38443872
48,2073,0.3844368
317,1209,0.38443285
1437,2365,0.3844303
992,2091,0.38443017
1480,2302,0.38442928
163,2712,0.38442627
1702,2370,0.38442528
576,1446,0.38442513
937,2735,0.3844219
1702,2390,0.38442162
385,1204,0.38442132
1382,2288,0.38442123
1780,2705,0.38442123
1644,2201,0.38442013
1140,1936,0.38441974
264,781,0.3844193
55,2453,0.38441914
524,1399,0.38441887
2212,2375,0.3844167
141,1897,0.3844153
654,2516,0.38441345
1925,2681,0.3844118
1961,2503,0.3844109
2705,2836,0.3844101
2361,2831,0.38440958
1110,2494,0.38440916
67,951,0.38440827
192,276,0.3844056
141,2193,0.3844051
1081,1446,0.3844038
821,2033,0.38440296
993,1738,0.38440236
1551,2293,0.38440073
1140,1306,0.3843997
380,1715,0.3843991
810,1953,0.3843925
1715,1763,0.38439178
763,2613,0.38439038
303,1204,0.38439006
386,2280,0.3843861
384,1106,0.38438568
1571,1708,0.384385
2234,2350,0.38438338
894,2831,0.38438338
347,1514,0.3843824
1480,2374,0.3843821
2168,2338,0.38438085
460,944,0.38438022
821,2816,0.38437918
175,1751,0.3843751
418,1911,0.38437387
1299,2432,0.3843683
2398,2493,0.38436812
383,1691,0.38436788
2293,2302,0.38436756
971,2348,0.38436592
747,2277,0.38436276
747,2713,0.38436204
1581,1696,0.38435802
37,1479,0.38435695
1780,1876,0.38435623
385,1315,0.38435477
1331,1995,0.38435453
1315,1601,0.38435364
1954,1964,0.38435346
897,2038,0.38435248
470,1488,0.3843501
275,2004,0.38434923
458,1129,0.38434905
94,2608,0.38434827
1610,2046,0.3843464
1551,2667,0.3843463
1360,2328,0.38434616
1446,1575,0.3843461
413,1661,0.38434464
1544,2399,0.38434416
418,2026,0.38434273
1299,1704,0.38434267
2262,2353,0.38434184
2193,2737,0.3843414
94,403,0.38433912
85,960,0.38433847
2219,2456,0.38433662
1007,1762,0.38433608
937,2456,0.38433403
524,975,0.38433203
1360,2211,0.3843317
114,1895,0.38433132
611,960,0.38433012
385,1666,0.38432866
133,1254,0.3843283
1171,2827,0.38432682
133,2054,0.38432363
1140,2713,0.38432288
1557,2907,0.38432276
863,1964,0.38431948
186,470,0.38431934
2354,2928,0.38431528
616,2145,0.38431475
2131,2444,0.38431376
970,2054,0.3843124
71,297,0.38430688
2050,2333,0.3843062
1012,1663,0.384305
297,1876,0.3842996
68,2455,0.38429916
2115,2642,0.3842975
457,1729,0.38429698
2201,2365,0.3842949
2374,2667,0.38429427
2142,2321,0.3842924
2299,2516,0.3842921
85,817,0.38429207
427,2268,0.3842888
2095,2354,0.38428658
40,470,0.38428113
494,747,0.38428083
1209,2046,0.38427928
520,805,0.38427627
2280,2315,0.38427302
8,160,0.3842726
2471,2518,0.38426885
160,912,0.3842669
305,2794,0.3842667
489,1614,0.38426477
1780,1975,0.3842605
2054,2773,0.3842585
1446,1747,0.38425747
94,2077,0.38425538
330,1788,0.38425478
489,783,0.38425472
1340,2073,0.3842527
82,1581,0.38425022
238,2116,0.38424796
1542,2516,0.38424763
1608,1862,0.3842464
2148,2168,0.38424453
650,2708,0.384244
2073,2268,0.38424215
1568,1986,0.3842391
576,2912,0.3842385
140,269,0.3842379
93,1319,0.38423347
783,971,0.38423344
616,975,0.3842334
763,2126,0.38423297
1938,2142,0.38423252
85,2813,0.38422707
174,2373,0.38422668
130,2051,0.3842266
1330,1331,0.38422483
1105,2805,0.38422477
1740,1788,0.38422245
747,2028,0.38422242
467,2687,0.3842215
13,94,0.38422143
1783,1821,0.38422012
1171,1738,0.38421923
611,1405,0.38421866
1784,2566,0.3842171
1446,1895,0.38421696
100,571,0.3842149
1862,2423,0.38421312
665,1299,0.3842111
37,2374,0.38421032
68,2333,0.3842103
1235,2306,0.38420773
1784,1936,0.3842075
2000,2516,0.38420495
1796,2582,0.3842047
238,975,0.38420373
1182,2801,0.38420257
474,2435,0.38420245
1639,1735,0.38420224
1254,2054,0.38420197
331,2365,0.38420054
1874,2264,0.3841982
673,1089,0.3841961
489,2708,0.38419554
914,2752,0.3841934
227,2399,0.38419232
497,1396,0.38419166
1610,2473,0.38418865
1002,2504,0.38418823
1181,2718,0.38418624
1306,2568,0.38418603
1715,2028,0.38418573
100,832,0.38418555
1542,1968,0.3841846
1301,2038,0.3841838
1299,2732,0.38418332
2073,2430,0.38418093
1027,2275,0.38417968
427,1209,0.38417923
403,1780,0.38417855
331,1164,0.3841774
40,334,0.38417622
2399,2729,0.3841741
1955,2442,0.38417318
1306,2068,0.3841705
654,914,0.38417003
616,1306,0.38416985
307,357,0.38416868
2126,2416,0.38416857
862,1299,0.3841682
227,1961,0.3841667
56,992,0.38416585
55,264,0.38416338
2687,2718,0.38416108
68,1704,0.3841608
992,1729,0.38415816
2280,2641,0.384156
237,385,0.38415366
420,990,0.38415366
1552,2939,0.38415363
331,2567,0.38415286
2256,2276,0.38414824
1727,2768,0.3841482
1173,2466,0.38414818
1788,1926,0.3841466
253,2504,0.3841438
239,603,0.38414294
1738,2518,0.38413876
1936,2034,0.38413748
963,2275,0.3841371
390,971,0.38413683
52,2758,0.38413644
540,1552,0.38413456
806,1661,0.38413388
2256,2491,0.3841334
862,990,0.38413307
582,2414,0.3841327
160,2585,0.3841301
1729,2375,0.38412926
193,1491,0.38412717
894,2203,0.3841258
330,418,0.38412532
971,1081,0.38412455
1113,2293,0.3841245
1182,1738,0.38412204
174,2142,0.38412133
125,253,0.384121
2333,2414,0.38412076
685,1141,0.38412046
1506,1751,0.38412023
821,1729,0.38411957
1129,1821,0.3841194
1832,2034,0.38411885
140,1925,0.38411623
185,1002,0.3841151
243,2362,0.38411337
2293,2493,0.38411203
598,1491,0.3841074
1763,2299,0.38410598
975,1644,0.38410503
1012,1368,0.38410422
603,2767,0.38410395
1278,2131,0.3841005
1164,2566,0.384099
1751,2057,0.38409853
2414,2818,0.3840968
1809,2191,0.38409474
411,2685,0.3840938
347,2399,0.38409296
1488,2613,0.3840896
427,2115,0.38408703
1709,1780,0.38408697
1454,2839,0.38408685
84,185,0.38408464
1607,1789,0.3840781
2415,2503,0.38407525
924,1986,0.38407516
821,1895,0.38407284
245,2256,0.38407174
611,1732,0.38407084
347,2338,0.38406962
2033,2901,0.38406295
347,2051,0.38406235
37,1194,0.3840613
192,2051,0.3840598
193,1610,0.3840588
494,1140,0.3840576
1631,2801,0.38405678
176,1271,0.38405192
192,1271,0.3840488
1027,2000,0.38404867
1995,2766,0.384048
68,318,0.38404799
1704,1850,0.38404542
345,2667,0.3840443
160,1257,0.38404304
100,1769,0.3840401
2035,2821,0.38403818
671,1713,0.38403797
569,2435,0.38403705
428,2126,0.38403577
100,2348,0.38403425
1926,2494,0.38403323
761,2004,0.38403314
1189,1360,0.38402808
806,2729,0.38402584
1154,1954,0.38402566
345,2275,0.384024
1002,2524,0.38402316
1492,1925,0.3840219
1581,2320,0.38401476
684,2912,0.38401344
326,1396,0.38401082
269,1852,0.3840092
595,2050,0.38400838
1784,1832,0.3840063
357,2059,0.38400376
1850,2338,0.38400364
1769,2680,0.38400343
357,919,0.3840006
183,1557,0.38400003
130,2415,0.38399872
891,2540,0.38399726
163,1791,0.38399538
1639,1748,0.38399363
56,192,0.38399318
2068,2608,0.38399214
119,1624,0.38399076
1002,2516,0.3839905
1764,2354,0.3839884
1715,2057,0.3839865
894,2839,0.38398644
738,1396,0.3839846
395,2680,0.38398248
183,791,0.38398165
863,1610,0.38398156
1386,1821,0.3839806
67,1224,0.38398015
1702,2183,0.3839796
539,2861,0.3839782
425,992,0.38397717
253,1610,0.38397634
385,2755,0.38397533
2203,2507,0.3839745
2435,2713,0.38397175
276,1582,0.3839692
1639,1691,0.3839692
763,875,0.3839674
48,253,0.38396642
975,2473,0.38396558
418,1089,0.38396397
1876,2603,0.38396376
1551,2275,0.38396114
1491,2293,0.3839608
852,2616,0.38396057
125,1784,0.3839603
890,1319,0.38396025
975,2038,0.38395476
1371,2356,0.38395414
1011,1083,0.3839531
1551,1789,0.3839511
1954,2737,0.38394758
806,962,0.3839466
413,832,0.3839407
2148,2518,0.3839379
1716,2761,0.38393605
978,1953,0.38393316
585,1552,0.38393173
297,2498,0.3839317
183,1788,0.3839306
290,1771,0.38392973
603,763,0.3839293
1571,2059,0.38392806
790,2256,0.38392672
993,1579,0.383926
707,779,0.38392547
1140,1437,0.3839208
862,1753,0.38392037
1295,2054,0.38391984
992,1396,0.38391855
330,1751,0.38391688
37,1624,0.38391647
800,1876,0.3839158
140,708,0.38391522
2280,2456,0.3839108
1386,2234,0.3839097
192,2885,0.38390484
1321,2455,0.3839047
576,2050,0.3839037
1302,2768,0.38390312
1478,2682,0.38390312
1919,2503,0.3839016
616,2385,0.38390154
1008,2440,0.3838997
387,1278,0.3838995
413,2212,0.383896
1796,2038,0.38389438
2000,2453,0.38389394
1012,1048,0.38389274
192,2033,0.3838914
290,2073,0.38388848
654,933,0.38388786
2416,2769,0.38388783
497,1544,0.3838861
192,1190,0.38388512
1529,2000,0.38388333
275,2234,0.38388288
891,2348,0.38388193
96,2687,0.3838811
338,2435,0.38387963
933,2203,0.3838791
467,2890,0.3838789
2507,2752,0.3838777
1396,2471,0.38387716
2350,2805,0.3838731
386,1784,0.3838727
2068,2566,0.38387263
254,2354,0.3838722
1691,2821,0.38387135
186,264,0.38387015
347,962,0.38386878
1372,2681,0.38386843
418,1491,0.3838651
685,865,0.38386363
413,1575,0.38386345
1454,1874,0.38386235
1762,2511,0.38386187
1097,2518,0.38386172
2801,2827,0.38386095
384,2241,0.38386035
1610,1788,0.38385886
331,2361,0.3838571
64,2288,0.38385585
650,2443,0.3838554
585,685,0.38385484
1478,2028,0.38384917
1544,2379,0.38384867
1000,2131,0.38384634
654,2643,0.38384473
1097,1738,0.3838432
1181,2373,0.3838419
37,2456,0.38384148
96,571,0.3838399
100,395,0.38383973
385,1106,0.3838374
255,598,0.3838372
140,2414,0.38383546
2354,2935,0.38383505
345,1715,0.383831
673,1214,0.38383076
114,1808,0.38383058
1065,1805,0.38383043
71,872,0.38382992
582,1446,0.38382986
781,2861,0.38382947
1156,2416,0.38382915
334,1874,0.38382855
489,2333,0.38382736
937,2126,0.383826
1691,2116,0.383824
1684,2304,0.3838216
316,1305,0.38382035
1308,1386,0.3838202
852,1478,0.38381946
738,1172,0.38381857
331,1053,0.3838169
2034,2504,0.3838153
585,2362,0.3838126
562,2193,0.38381177
1529,1809,0.38381124
1011,2379,0.3838094
540,1713,0.3838088
993,2348,0.38380876
1173,2027,0.3838066
1179,2821,0.38380638
1552,2753,0.3838052
227,1299,0.38380262
2354,2540,0.38380262
68,862,0.3838002
2168,2885,0.3838002
1735,2035,0.3837995
141,2682,0.38379773
1919,2375,0.38379604
673,818,0.38379544
2004,2320,0.3837952
579,650,0.38379437
1874,2603,0.38379422
1557,2035,0.38379073
2035,2831,0.38378936
1156,2362,0.38378847
2682,2927,0.38378844
571,2354,0.38378757
130,2455,0.3837862
1007,2275,0.38378307
806,1924,0.38378173
347,2609,0.38378018
863,1254,0.3837793
1954,2507,0.38377765
1538,2917,0.38377327
894,1209,0.38377318
40,2642,0.3837725
862,1998,0.3837662
318,457,0.38376454
1788,2160,0.38376322
227,355,0.38376257
1723,2362,0.38376147
1862,2035,0.38376135
1214,1751,0.38376093
233,2293,0.38375843
821,1747,0.3837579
1478,2302,0.3837574
133,2524,0.38375708
1552,2291,0.383757
84,264,0.3837564
1458,1762,0.3837563
2054,2257,0.3837545
1382,1622,0.38375324
1097,2262,0.38375285
821,978,0.3837513
94,2705,0.38375124
872,1740,0.38375005
1622,2177,0.38374922
1278,1331,0.38374877
1552,1897,0.38374773
238,958,0.38374683
385,2320,0.38374248
524,1214,0.38374165
2054,2642,0.38374135
990,1081,0.38374084
2054,2264,0.3837371
326,862,0.383737
2203,2831,0.38373607
105,2142,0.38373438
1542,2026,0.38373414
2603,2826,0.3837279
1306,1751,0.38372785
1789,2498,0.38372713
2713,2831,0.38372642
891,2419,0.38372505
2370,2390,0.38372374
1789,2854,0.38372105
863,2361,0.3837198
1113,2115,0.38371903
2836,2839,0.38371858
2444,2615,0.38371766
611,912,0.38371673
865,872,0.38371617
460,2241,0.38371584
1631,1738,0.38371533
96,1181,0.38371527
1002,2839,0.38371152
2680,2732,0.3837105
1874,2035,0.38370937
297,776,0.38370878
611,946,0.38370842
205,2761,0.38370818
395,2354,0.3837081
684,1955,0.38370582
865,1601,0.38370416
2642,2821,0.38370395
1321,1812,0.38370368
595,650,0.38370323
1067,2361,0.3837022
1446,1852,0.38370138
1738,1753,0.38370094
253,2145,0.3837005
192,790,0.3836977
1171,1729,0.38369766
467,1938,0.3836966
709,2839,0.38369545
933,2302,0.38369465
671,1784,0.3836943
933,1735,0.3836936
384,2769,0.38369313
1182,1631,0.38368732
160,2042,0.3836873
1571,2443,0.383687
238,863,0.38368598
912,2050,0.38368532
815,1953,0.38368526
540,1140,0.38368452
82,2038,0.38368425
1763,1789,0.38368374
176,1925,0.38368332
1083,2432,0.38368285
345,2713,0.38368234
975,2597,0.3836803
865,2278,0.38367668
1788,1835,0.38367668
122,2304,0.3836764
1304,2000,0.38367626
1278,2150,0.38367617
1154,2831,0.3836758
1897,2000,0.38367224
19,2191,0.38367045
55,1691,0.38366625
1529,2667,0.38366598
1702,2440,0.38366577
183,1113,0.38366294
1299,1657,0.38366255
673,1968,0.3836623
975,1140,0.38366205
1209,2493,0.38365892
1454,1482,0.38365865
418,540,0.38365743
1926,2667,0.38365713
1954,2717,0.38365665
105,2680,0.38365647
403,937,0.38365626
1644,1897,0.38365367
1762,2826,0.3836534
579,2373,0.38365144
2416,2735,0.38364968
707,897,0.38364694
1091,2299,0.38364607
245,2050,0.3836454
763,1189,0.38364464
2278,2350,0.383644
2191,2805,0.38364094
654,2035,0.3836394
1181,2256,0.38363847
411,2148,0.38363636
660,2483,0.38363627
256,2661,0.3836327
1491,1552,0.38363254
171,1179,0.38363063
2191,2927,0.3836306
114,145,0.38363042
57,1386,0.38363004
67,530,0.38362935
914,2365,0.38362768
185,872,0.3836276
317,707,0.3836264
937,2165,0.3836264
2034,2072,0.38362584
331,1964,0.38362452
1326,2399,0.38362443
1615,2168,0.38362437
357,1257,0.38362336
1217,2191,0.38362244
334,1002,0.38362178
1138,2293,0.38362
326,469,0.3836197
611,984,0.38361937
1544,1729,0.38361862
611,1866,0.3836153
2444,2766,0.38361418
1478,1911,0.3836117
145,2373,0.3836079
1608,2299,0.38360766
253,2939,0.38360724
36,1622,0.38360685
1110,1557,0.38360578
318,2801,0.3836056
67,2043,0.38360527
2046,2826,0.38360363
914,2293,0.38360053
747,1145,0.38359892
1209,2203,0.38359815
707,1458,0.3835963
1557,1862,0.3835933
317,2365,0.3835931
1368,1376,0.38359275
708,1396,0.38359147
161,1517,0.38359085
1615,2353,0.3835891
821,2818,0.38358846
2361,2423,0.38358772
469,1299,0.38358748
2145,2299,0.38358724
872,1529,0.383586
1968,2775,0.38358545
1850,2140,0.38358533
347,2471,0.38358438
654,1192,0.38358268
48,1480,0.38358262
238,255,0.38358235
114,1943,0.3835823
975,1254,0.38358083
1295,2821,0.38358036
160,844,0.3835786
599,2444,0.38357762
101,176,0.38357526
2203,2516,0.38357216
1753,2333,0.38357195
1164,1254,0.38357186
747,2643,0.38357076
498,1000,0.3835706
93,307,0.3835694
2034,2641,0.38356903
2350,2416,0.38356844
2443,2822,0.3835684
1488,2582,0.38356736
1065,2356,0.3835669
1280,2280,0.3835662
125,1552,0.38356495
125,2821,0.383564
290,2068,0.3835604
317,2293,0.38355985
1751,1897,0.38355622
1805,2451,0.38355544
1895,2050,0.3835541
2077,2603,0.38355076
489,576,0.3835496
1615,2262,0.38354862
1506,2068,0.3835469
1862,1964,0.38354677
347,420,0.38354626
403,1771,0.38354483
1628,2534,0.38354462
1209,1295,0.38354304
1480,1506,0.38354304
174,993,0.3835426
1106,2280,0.383542
579,2354,0.3835415
68,2262,0.38354048
1709,1788,0.38353992
1089,1762,0.38353932
55,1954,0.38353723
460,1156,0.38353625
326,1514,0.3835337
2216,2518,0.38353226
1631,2399,0.38353133
810,2414,0.3835309
1209,2291,0.38353074
186,2566,0.38353074
1581,1680,0.3835303
174,891,0.38352877
821,2212,0.38352832
2414,2685,0.38352787
1850,2399,0.38352704
413,469,0.38352638
1002,1735,0.3835248
1301,1713,0.3835246
753,1955,0.38352448
1326,1825,0.38352174
2453,2737,0.38352048
68,497,0.38351956
2268,2504,0.38351825
1372,2414,0.38351327
2068,2302,0.38351285
403,1715,0.38351262
654,1399,0.38351214
1552,1610,0.38351205
993,2163,0.38351142
1738,1998,0.3835066
219,2483,0.38350558
276,347,0.38350433
2362,2755,0.3834985
100,2892,0.38349724
768,2929,0.38349703
418,1835,0.38349226
914,1488,0.38349158
579,1173,0.38349143
1138,1751,0.3834894
1497,2929,0.38348722
176,1924,0.3834855
747,1156,0.38348544
297,768,0.38347986
1926,2038,0.38347936
94,1570,0.38347846
467,1732,0.38347602
67,2485,0.3834755
192,2816,0.38347542
494,872,0.38347504
1821,2748,0.38347498
2603,2705,0.38347453
1506,1762,0.3834733
897,1762,0.38347325
1747,2050,0.38347295
387,2444,0.38347194
1103,1360,0.3834701
509,1480,0.38346836
1295,2268,0.38346487
738,1544,0.383464
1748,2504,0.3834634
303,2705,0.38346216
1601,2350,0.3834611
1156,1789,0.3834598
1173,2935,0.38345894
1749,1954,0.38345826
1805,2735,0.38345647
1582,2727,0.3834563
179,1304,0.38345358
509,2278,0.38345185
582,1753,0.38345167
130,2338,0.38345128
186,2315,0.3834499
598,2608,0.38344857
1639,1964,0.38344634
1214,2073,0.38344392
650,1185,0.38344324
1360,1783,0.38344267
140,2609,0.38344252
331,1639,0.38344136
338,2145,0.38344136
1454,1735,0.38344115
1326,2801,0.38344073
85,1153,0.38343894
1053,2115,0.38343734
1943,2718,0.38343725
2328,2929,0.3834362
2483,2758,0.38343498
85,660,0.3834341
1749,2191,0.38343397
55,380,0.38343275
64,599,0.38343272
2507,2831,0.38343236
709,1796,0.38343215
427,1862,0.38343072
1954,2257,0.38342732
269,783,0.38342437
2203,2858,0.38342267
1458,2805,0.3834217
540,2073,0.3834214
2160,2597,0.38342083
990,1738,0.38342068
62,1850,0.3834169
1306,1478,0.3834155
1214,2293,0.38341346
307,2534,0.38341203
791,2435,0.38341156
1140,1219,0.38341102
225,1330,0.38341066
2054,2331,0.38341033
279,2339,0.38340917
562,2524,0.38340858
832,992,0.38340777
1181,1321,0.38340598
2234,2320,0.38340452
1748,2839,0.38340396
2234,2614,0.38340366
2831,2858,0.38340268
2145,2293,0.38340113
2116,2361,0.38340002
1140,1506,0.38339993
35,2262,0.3833995
48,1751,0.38339922
2365,2376,0.38339874
781,1968,0.38339484
239,279,0.3833941
253,1796,0.3833924
1321,1961,0.38339147
474,1488,0.3833904
569,872,0.3833885
1002,2613,0.38338605
1423,2929,0.38338533
48,781,0.38338438
386,2339,0.38338348
1551,2073,0.38338086
1557,2116,0.38337973
227,321,0.3833795
457,2491,0.383379
1219,2603,0.38337883
1171,2353,0.38337836
1738,2353,0.38337794
338,1110,0.3833775
2050,2348,0.38337326
276,993,0.3833729
598,1145,0.3833728
467,924,0.38337272
2268,2831,0.3833726
194,357,0.38337252
181,458,0.3833724
1702,1831,0.38337213
574,1012,0.38337156
1034,2917,0.38336894
489,1812,0.38336697
2168,2262,0.38336587
239,1975,0.383365
752,1891,0.3833643
141,233,0.38336328
1329,1644,0.38336036
1954,2524,0.38336033
815,993,0.3833591
1784,1830,0.38335466
707,2582,0.38335252
55,2385,0.38335124
253,2191,0.3833475
55,2667,0.38334677
2423,2737,0.38334435
975,2362,0.3833438
1762,1796,0.38334268
