source,target,weight,source_idx,target_idx
KCMF1,OSBPL11,0.3412912,384,667
DCP2,RBBP6,0.34129086,984,2379
PIK3CB,INVS,0.34129077,685,1578
ARHGEF2,PTPRM,0.34129032,193,2579
PLXND1,NEK1,0.34128863,674,890
FBXO38,RSU1,0.34128827,1022,1643
REV1,KIF5B,0.34128815,395,1657
AVL9,PDXK,0.34128797,1278,2820
EEFSEC,GPI,0.3412862,671,2682
EXT2,SFSWAP,0.34128585,1802,2044
FOXJ3,TMCC1,0.34128577,79,675
BTBD10,SMG1,0.34128505,1782,2370
RPS6KA1,PLCB2,0.34128442,44,2257
TMEM131,RHBDF2,0.3412843,393,2556
PRELID2,SMG1,0.34128416,1017,2370
USP48,PPP3CB,0.34128404,30,1690
CYP20A1,POLK,0.3412834,493,949
TMCC1,EWSR1,0.34128323,675,2841
SEC24B,RAB6A,0.34128305,853,1837
PPP4R2,CFDP1,0.34128305,632,2418
KIAA2026,TDRD3,0.34128302,1523,2098
CBFB,TRPC4AP,0.3412827,2406,2759
MAGI3,MCM9,0.34128267,158,1190
POLK,ZNF106,0.34128106,949,2265
RC3H1,DUSP22,0.3412798,211,1058
KIF2A,TTBK2,0.34127927,937,2267
CAPZA1,HELZ,0.3412783,156,2545
REL,BTBD1,0.3412775,350,2333
AKAP11,ABHD12,0.3412768,2073,2748
SPEN,MPZL1,0.34127662,19,205
CREB3L2,DPP8,0.34127533,1370,2306
GLYR1,SYNRG,0.34127504,2354,2496
SKI,HELZ,0.341275,2,2545
ANKRD13C,HECTD1,0.34127423,113,2143
RAB3GAP1,SCYL2,0.34127292,426,2004
RAP1B,PITPNB,0.34127232,1975,2839
ATE1,NFAT5,0.34127155,1754,2410
SEC24B,FAM172A,0.34127098,853,969
ARSB,GLYR1,0.34127095,956,2354
NIPSNAP2,ERC1,0.3412702,1292,1891
ARHGEF2,RBM33,0.34126985,193,1387
SWAP70,NPEPPS,0.34126973,1776,2518
MACO1,HDAC8,0.34126836,42,2909
RBM5,ATP11C,0.3412654,604,2935
SKI,HDAC8,0.3412653,2,2909
ITGAV,HACE1,0.3412652,477,1171
IKZF1,SCYL2,0.34126413,1290,2004
ZNF91,MCM3AP,0.34126392,2677,2827
EEA1,ULK2,0.3412639,1995,2465
DAP,YTHDF3,0.3412638,904,1457
CCDC93,CDH12,0.3412637,411,912
FUBP1,DRAM2,0.34126315,120,149
NIPSNAP2,HELZ,0.34126222,1292,2545
CANX,HLA-DRA,0.34126174,1053,1103
CD300A,SLC38A10,0.34126163,2549,2567
TRAPPC11,KIAA2026,0.34126103,896,1523
WDR26,LMBRD1,0.34126067,265,1145
MAST2,HDAC8,0.34126,86,2909
KIAA0319L,LRPPRC,0.3412587,65,329
PPP4R2,AP1G1,0.34125844,632,2413
PTPN4,MGA,0.3412579,413,2261
KDM3B,TMEM106A,0.34125742,1007,2507
UBE4B,BTBD1,0.34125724,8,2333
UBE2R2,LAMP2,0.34125718,1540,2927
SIK3,AATF,0.34125674,1872,2494
ALPK1,SMG1,0.34125498,854,2370
FUBP3,MTMR3,0.3412545,1617,2843
MAPK1,WDR44,0.3412545,2835,2923
DIP2C,DNAJC7,0.34125394,1628,2503
UGGT2,DIDO1,0.34125376,2108,2787
SOAT1,YWHAZ,0.3412537,217,1480
RBM5,USO1,0.3412537,604,815
SIPA1L3,HDAC8,0.34125283,2688,2909
COP1,IQCB1,0.34125265,213,654
PCGF5,TRAF3,0.34125212,1713,2238
ARID4A,STAT5B,0.3412505,2175,2504
ZXDC,APC,0.34124982,668,983
KATNBL1,WIPF2,0.3412497,2250,2501
RUBCN,TULP4,0.34124848,753,1231
RPS23,KMT2A,0.34124845,963,1874
SCAI,METTL9,0.34124708,1608,2374
SNRK,RNF38,0.341246,587,1545
ZBTB8OS,ERC1,0.34124514,58,1891
MAP3K1,GNG2,0.341245,933,2165
CDC42SE1,GRAMD1B,0.34124494,179,1881
ZZEF1,POLA1,0.34124294,2442,2886
KIAA0232,PPP2R2D,0.34124276,768,1762
MAPK14,SUFU,0.34124207,1120,1735
FOXN2,RPS28,0.34124178,338,2652
RHOA,TRPM7,0.34124097,601,2279
NAGK,VPS50,0.3412396,372,1320
SLC35F5,FAM172A,0.34123948,408,969
WDR33,ST8SIA4,0.34123924,419,977
PREP,LINC02328,0.3412392,1172,2212
PTP4A2,CNTLN,0.34123918,55,1529
CDK5RAP2,ZFC3H1,0.34123838,1595,1982
DENND4A,EWSR1,0.34123805,2307,2841
PGGT1B,TRAPPC8,0.34123775,986,2596
PRPF4B,RAB2A,0.34123716,1065,1454
ZRANB2,ARSB,0.34123677,114,956
DLG1,MGST2,0.3412362,752,867
GIGYF2,MARS,0.34123605,530,1964
S100A4,CDR2,0.3412355,183,2376
DERA,LUC7L,0.34123346,1914,2348
SH3RF3,SFSWAP,0.34123322,404,2044
ISG15,RPS6KC1,0.34123293,0,253
ATE1,KATNBL1,0.34123248,1754,2250
PRPF40A,WDR37,0.3412316,444,1630
SLC20A2,PSTPIP2,0.34122932,1437,2608
WASL,ZNF207,0.34122914,1357,2485
KIAA2026,MYH9,0.34122816,1523,2850
EXOC2,ANO6,0.3412272,1059,1939
OSBPL11,PPP4R3A,0.34122664,667,2219
USP40,RNF38,0.3412266,532,1545
RPRD2,CBFA2T2,0.34122658,175,2755
SLC39A11,HDAC8,0.34122655,2548,2909
ITPRIPL2,HELZ,0.3412263,2371,2545
NCK1,HECTD1,0.3412262,683,2143
POGZ,MBTD1,0.34122583,181,2524
KPNA3,KATNBL1,0.34122562,2089,2250
NRDC,TAF15,0.34122473,94,2489
SNX24,CRLF3,0.34122455,992,2480
ARID4B,RAD50,0.3412241,274,1000
TOP2B,CCNI,0.34122366,562,818
APC,CDK8,0.34122348,983,2055
UBR5,TBC1D2B,0.3412233,1482,2328
ANAPC10,GPHN,0.34122288,872,2188
TRRAP,SMG6,0.34122223,1327,2439
PPP2CA,GRAMD1B,0.34122023,1002,1881
DHX15,TRERF1,0.34121948,781,1129
USP47,MIS18BP1,0.34121838,1780,2157
CCSER1,ZC3H7A,0.3412178,837,2362
R3HDM1,NCAM2,0.34121653,427,2794
SCMH1,TMEM131,0.34121588,77,393
NFKB1,TIAL1,0.34121585,846,1751
PCF11,IGF1R,0.3412147,1850,2344
DLG1,PPARGC1B,0.34121442,752,1024
MIGA1,TACC1,0.3412144,119,1432
ATL2,HELZ,0.34121326,320,2545
DDX60L,PTPN9,0.34121308,887,2324
KIAA0319L,CDYL,0.34121212,65,1066
FUBP3,URI1,0.3412121,1617,2679
ZNF592,DIDO1,0.34121156,2336,2787
ARPC2,RSBN1L,0.34121156,511,1308
PSMD1,RBM27,0.34121096,527,1019
PRKAR2A,ALCAM,0.34120858,598,642
STXBP3,TM7SF3,0.3412075,145,1925
OSBPL8,N4BP2L2,0.34120652,1985,2064
KIF13B,RPRD1A,0.3412065,1428,2602
NNT,KIAA2026,0.34120598,923,1523
EXOC6,GABPB1-AS1,0.3412057,1718,2277
RAP1GAP2,SMAD4,0.34120345,2441,2615
KHDRBS1,RPL13A,0.3412024,56,2708
THOC1,EWSR1,0.3412018,2573,2841
DIRC3,EIF4B,0.34120086,510,1953
SHPRH,SLC20A2,0.3412008,1217,1437
NAA15,RBL2,0.34120047,865,2398
KLHL18,FNBP1,0.34119925,595,1615
RTN4,WTAP,0.34119907,344,1235
ANKHD1,SSBP1,0.3411978,1012,1378
MPZL1,SHOC2,0.3411977,205,1740
GLB1,CSPP1,0.34119684,572,1460
RPL37A,RPS9,0.34119672,509,2713
NAGK,LGALS9,0.34119663,372,2471
FUBP1,UBE3A,0.34119534,120,2245
TRERF1,CPPED1,0.3411948,1129,2365
LCORL,MCTP1,0.34119442,779,970
ARHGEF2,UBE2E1,0.3411943,193,559
KIF13B,URI1,0.34119412,1428,2679
RPL11,STAT5B,0.34119397,38,2504
SMG7,CAPZA2,0.34119385,225,1352
RPL17,ITGB2,0.34119362,2613,2826
CAMSAP2,RANBP2,0.34119344,238,403
DENND1B,OSBPL8,0.3411933,235,1985
HELZ,TMLHE,0.34119263,2545,2943
POLK,COA1,0.34119242,949,1285
PRDM2,MTMR3,0.34119186,14,2843
RAB28,GALK2,0.34119162,773,2276
SLC30A7,DPYSL2,0.34119135,141,1423
KIF13B,GAPVD1,0.34119105,1428,1609
VPS41,STAU2,0.34119081,1282,1463
DHX36,CDC42BPB,0.3411905,702,2239
XPO7,TRAPPC8,0.34119046,1414,2596
PPP6R3,RHOT1,0.34119007,1831,2484
WAC,AMBRA1,0.34118918,1652,1805
PRDX1,MSRA,0.34118885,84,1399
ABCC5,PTPN9,0.34118876,734,2324
STAU2,TRPM7,0.34118763,1463,2279
KIAA0319L,CAPRIN1,0.34118757,65,1798
BCKDHB,BRAF,0.34118694,1155,1376
RBM6,CNTLN,0.34118676,603,1529
SUCO,DDX3X,0.3411862,210,2893
EIF1B-AS1,SLC23A2,0.34118617,582,2729
SLC38A9,SNX24,0.34118566,931,992
HLA-DMA,RPS9,0.34118527,1110,2713
RPS25,MON2,0.34118444,1876,1968
MDN1,ARPC1B,0.3411842,1164,1329
OGA,NCOA6,0.3411839,1732,2758
KIAA0319L,MAP2K1,0.34118372,65,2309
IP6K1,MAPK1,0.34118348,602,2835
YWHAZ,SEL1L,0.34118104,1480,2211
APC,CNOT1,0.34118095,983,2404
LPGAT1,RUBCN,0.34117967,251,753
FOXJ3,MAPK1,0.34117922,79,2835
UPF2,OAZ1,0.34117857,1639,2643
PPP4R2,G3BP1,0.34117845,632,1029
PTMA,ARFGEF2,0.34117737,528,2775
AGPS,ESR1,0.3411773,471,1223
PPP2R2D,RPS15,0.3411765,1762,2641
DIS3L2,ZNF83,0.34117588,529,2712
PTP4A2,ANKIB1,0.3411754,55,1315
NCOA7,ATRN,0.34117422,1195,2724
ATAD2B,SCAF8,0.3411742,297,1227
SCP2,RNF38,0.34117368,97,1545
SPEN,PAK2,0.3411736,19,750
DCAF5,PSTPIP2,0.3411733,2191,2608
BRI3,HMGA1P4,0.34117252,1326,1614
UBR4,ZCCHC7,0.34117222,25,1546
NRP2,RNF24,0.34117132,497,2727
GPD2,ANKHD1,0.34117088,445,1012
DPYSL2,HIPK3,0.3411696,1423,1796
SRRM1,SEPTIN7,0.3411694,40,1280
POLK,CCAR1,0.34116822,949,1678
S100PBP,RAB28,0.34116685,60,773
DDX60L,CDK12,0.3411666,887,2500
HP1BP3,AMBRA1,0.34116614,29,1805
UMAD1,ABCB7,0.34116498,1256,2912
APC,MICU2,0.34116384,983,2052
BRAF,NUTM2B-AS1,0.34116247,1376,1698
HECTD1,RHBDF2,0.34116173,2143,2556
HLA-DQA1,STAT5B,0.34116164,1105,2504
HK2,KMT2A,0.3411612,380,1874
H3F3A,IL10RB,0.34115973,266,2804
CCNI,ANKIB1,0.34115955,818,1315
GIGYF2,PARP4,0.34115925,530,2054
MIS18BP1,RALGAPB,0.34115914,2157,2768
FAM193A,TRIM38,0.34115893,761,1089
SLC49A4,VEZT,0.34115872,662,1998
ST8SIA4,NFATC3,0.3411581,977,2407
NCK1,PPP2R5E,0.3411577,683,2183
CNTRL,PPP2R5E,0.3411574,1597,2183
LCOR,STK38L,0.34115735,1727,1926
NDUFAF6,CLYBL,0.34115672,1473,2116
VPS45,CDC42BPB,0.3411563,173,2239
TMEM131,CTIF,0.34115607,393,2611
DYNC1I2,SFSWAP,0.34115592,461,2044
REEP3,TRAPPC8,0.3411558,1675,2596
EEFSEC,CAMK2G,0.34115574,671,1691
SLC20A2,RPL28,0.34115526,1437,2717
CUL3,PPP3CB,0.34115523,515,1690
ATE1,GOSR1,0.34115514,1754,2479
CDK19,MCM9,0.34115514,1181,1190
PHYKPL,SFSWAP,0.34115484,1050,2044
PARL,HECTD1,0.34115472,733,2143
OTULINL,VPS39,0.3411535,907,2262
SPAST,SFSWAP,0.34115267,310,2044
TRPC4AP,MED15,0.34115234,2759,2833
GLB1,PGGT1B,0.34115207,572,986
BRAF,AL049828.1,0.34115174,1376,2155
CDK17,VAPA,0.34115154,2000,2584
ATAD2B,SLC38A2,0.34115115,297,1942
DNAJB14,WDR11,0.3411511,844,1753
CCND2,PPP2R5E,0.3411494,1894,2183
KMT2A,CHD6,0.3411493,1874,2770
GAK,SRPK2,0.34114772,758,1340
MERTK,SMG1,0.34114733,405,2370
PHACTR2,STK38L,0.34114683,1214,1926
CLIP1,POLA1,0.34114602,2037,2886
DDX60L,ZNF655,0.34114555,887,1330
SESN1,STRN3,0.3411454,1178,2142
RPL11,RPL6,0.34114534,38,2026
MTR,PPP1R10,0.34114498,276,1093
TMEM245,RASSF3,0.34114453,1582,1971
ATP6V0E1,TRPC4AP,0.3411441,1043,2759
ZDHHC2,LINC01278,0.34114388,1405,2901
RANBP2,OCIAD1,0.34114346,403,800
IVNS1ABP,WDPCP,0.34114248,229,355
DCP1A,MICU3,0.34114212,611,1404
KIF13B,CDC42BPB,0.34114203,1428,2239
ATE1,METTL15,0.3411418,1754,1792
KDM2B,MAP3K14,0.34114072,2035,2511
PREP,HMGA1P4,0.34113967,1172,1614
SMYD3,CDC42BPB,0.34113854,285,2239
TTC37,CORO1C,0.34113806,971,2016
ZHX2,PCBP2,0.34113666,1497,1954
HSD17B4,SWAP70,0.3411366,990,1776
EEFSEC,TNFRSF1A,0.34113652,671,1897
HEATR5B,ANKIB1,0.34113583,317,1315
ZHX2,AGPAT3,0.341135,1497,2821
RPL9,RPL7A,0.34113497,791,1624
MAT2A,SPCS3,0.3411345,386,894
NNT,RNF38,0.34113434,923,1545
KLF7,CDK12,0.34113362,500,2500
CLIP1,SNX6,0.3411331,2037,2148
DCP2,ZDHHC20,0.3411299,984,2051
ARID1A,DHX15,0.3411289,45,781
CAMTA1,KIAA2026,0.34112877,3,1523
BBS9,FGFR1OP2,0.34112856,1279,1924
DIS3L2,WTAP,0.34112835,529,1235
WASF2,SFSWAP,0.34112832,46,2044
RAP1GDS1,FAM172A,0.34112704,842,969
RHEB,RSU1,0.34112647,1382,1643
HLA-DRA,SERINC1,0.34112582,1103,1192
PABPN1,ATRN,0.34112498,2140,2724
SMARCC1,ERP44,0.34112433,596,1577
RHOQ,PLCB2,0.34112072,334,2257
NEK1,MICU3,0.34112036,890,1404
CUL3,ATP6V1A,0.3411195,515,646
SWAP70,BTBD1,0.34111923,1776,2333
SEC24B,CLEC16A,0.34111816,853,2359
UBE2E1,NRF1,0.3411178,559,1362
APC,ZNF780B,0.3411162,983,2692
MAN1C1,EXOC4,0.34111568,43,1368
ACTR3,TNPO3,0.3411154,409,1360
ZNF91,KIAA0355,0.34111434,2677,2681
USP48,WDR59,0.341114,30,2417
KIAA2026,OIP5-AS1,0.3411139,1523,2260
KDM3B,SLC20A2,0.34111366,1007,1437
PURA,ARID2,0.34111258,1011,1940
RPTOR,RPL28,0.3411118,2566,2717
DDI2,DIDO1,0.34111118,17,2787
TRAF3IP2-AS1,ZDHHC2,0.34111038,1185,1405
RC3H1,IFNGR2,0.3411091,211,2806
RPAP2,NUP98,0.341109,130,1770
BCLAF1,PCCA,0.3411084,1205,2117
THUMPD3-AS1,USP22,0.34110793,546,2468
PPP4R3B,ARID2,0.34110698,347,1940
RPL9,KDM2B,0.34110692,791,2035
ZYG11B,MS4A7,0.3411053,96,1818
RPLP1,RPL19,0.34110522,2315,2498
RBMS1,ANKHD1,0.34110513,451,1012
RCC2,TMEM131,0.34110498,22,393
EVL,SMG1,0.34110388,2230,2370
SCAMP2,PTPN9,0.34110284,2323,2324
ATXN7,POLK,0.3411026,622,949
ARIH2,WWP2,0.34110177,599,2412
PHIP,GLYR1,0.34110063,1153,2354
RAB7A,XPO4,0.34110016,672,2050
NDUFS1,TRPC4AP,0.34109995,499,2759
DDX46,KIAA2026,0.34109983,1004,1523
PPP2R5E,DNAJC5,0.34109858,2183,2789
SLC22A23,TLK2,0.34109846,1064,2534
PPM1K,TMEM87A,0.34109792,832,2263
IVNS1ABP,UGGT1,0.3410974,229,420
ATG10,EXT1,0.34109735,962,1492
ERC1,URI1,0.34109622,1891,2679
SMARCC1,SLMAP,0.34109613,596,619
ANKHD1,BICD1,0.34109512,1012,1931
ANKHD1,HNRNPH3,0.34109458,1012,1677
TMEM168,EXOC4,0.3410941,1348,1368
PABPC1,HIPK3,0.3410937,1479,1796
MCPH1,LIPA,0.34109363,1396,1708
ZCCHC7,ITFG1,0.3410932,1546,2389
SEC31A,RBM27,0.34109288,823,1019
CCAR1,TRPM7,0.34109244,1678,2279
DAP3,WDR33,0.3410919,191,419
DENND1B,PRMT3,0.3410917,235,1791
SFSWAP,PSEN1,0.34109136,2044,2197
LCOR,MBTD1,0.34109125,1727,2524
DEF6,HECTD1,0.34109074,1118,2143
FOXJ3,RNF38,0.3410906,79,1545
EXOC2,AP2B1,0.34108993,1059,2488
TULP4,SUGP2,0.34108892,1231,2673
AL162414.1,EIF4B,0.3410882,1585,1953
CARMIL1,CHM,0.34108782,1088,2917
SLMAP,CTNNA1,0.34108776,619,1008
PACS1,TRAPPC8,0.34108746,1824,2596
MDN1,LCOR,0.3410866,1164,1727
GIGYF2,TRIM38,0.34108636,530,1089
PTAR1,PSTPIP2,0.34108615,1551,2608
TRANK1,SNX13,0.34108558,575,1261
SERINC1,H3F3B,0.34108472,1192,2553
HIPK3,RPL18,0.34108263,1796,2705
HPGDS,RBM4,0.3410818,840,1825
STOM,MX1,0.34108117,1600,2818
CNTLN,MARS,0.34107977,1529,1964
GLB1,SREK1,0.34107968,572,940
ENSA,OXSR1,0.34107953,176,579
OXSR1,GLUD1,0.34107947,579,1704
USP48,SRBD1,0.34107938,30,332
FNBP1L,SFSWAP,0.34107918,136,2044
LCORL,UST,0.34107888,779,1219
RSBN1L,INVS,0.3410786,1308,1578
MIGA1,MAP4,0.34107822,119,597
TRAF3IP2-AS1,GLUD1,0.341078,1185,1704
IFIT2,RPL3,0.34107798,1709,2854
DNAJC1,TRPC4AP,0.3410776,1647,2759
CCNY,SCFD1,0.34107757,1663,2141
TPM3,ZNF518A,0.3410761,186,1723
LCORL,GSAP,0.34107578,779,1306
VPS35L,NLRP1,0.34107548,2373,2449
RC3H1,CCND2,0.341075,211,1894
WAPL,TMC8,0.3410749,1702,2560
SLC30A7,SOAT1,0.34107468,141,217
GLS,RBL2,0.34107426,480,2398
CCNT2,GALK2,0.34107426,425,2276
CCNT2,ZNF33A,0.341074,425,1664
ASCC1,MCM3AP,0.3410739,1684,2827
ATR,SERINC1,0.34107384,692,1192
PPP2R5E,COLGALT1,0.34107354,2183,2669
GLB1,LMBR1,0.3410723,572,1388
KATNBL1,NSRP1,0.3410722,2250,2478
RAB7A,MCPH1,0.341072,672,1396
STX12,KIF13B,0.3410714,47,1428
SFXN5,HELZ,0.3410712,375,2545
EXOC1,DNAJB14,0.3410709,806,844
BCAR3,TM7SF3,0.34107062,137,1925
CDC14B,SFSWAP,0.34106958,1572,2044
FAM102B,RBL2,0.3410689,143,2398
ZYG11B,MNAT1,0.34106794,96,2179
ARMC8,PPM1K,0.34106684,684,832
PTP4A2,TOP1,0.34106675,55,2769
ARPC2,SCYL2,0.34106418,511,2004
PHACTR4,NFATC3,0.3410641,50,2407
SHPRH,BRD4,0.34106383,1217,2665
KLF3,HELZ,0.3410637,787,2545
ATR,KDM3B,0.34106287,692,1007
ATR,GABPB1-AS1,0.3410626,692,2277
MBD2,PTPN1,0.34106258,2616,2779
SPOPL,NFATC3,0.34106243,431,2407
ZCCHC7,CPEB3,0.3410624,1546,1717
OAZ1,ARHGAP4,0.34106204,2643,2939
DCAF5,RPL18,0.34106198,2191,2705
TTC37,RFFL,0.34106115,971,2487
RPS18,CLYBL,0.34106094,1113,2116
GLB1,FOXK1,0.3410598,572,1246
HLA-DQB1,TXNDC11,0.34105965,1106,2361
ISG15,RPL7A,0.34105903,0,1624
TRAF3IP2-AS1,PECAM1,0.34105814,1185,2540
RAB7A,DDX39B,0.34105793,672,1097
HP1BP3,DCAF5,0.34105793,29,2191
PRDX1,R3HDM1,0.34105793,84,427
ARHGEF12,XPO4,0.3410564,1878,2050
FAM172A,UBR2,0.34105638,969,1130
PRKAR2A,ABL1,0.34105617,598,1618
LIMD1,NT5C2,0.34105617,590,1738
CWC27,ZNF700,0.34105554,938,2661
HACE1,AP2A2,0.34105527,1171,1764
CDYL,ATE1,0.34105486,1066,1754
CSPP1,KATNBL1,0.34105322,1460,2250
HIBADH,SAMD9L,0.34105232,1271,1319
RPS14,RPL6,0.34105164,1027,2026
CAPZA2,RPS11,0.34105137,1352,2709
RPL11,MON2,0.34105062,38,1968
SMG1,STRADA,0.34105042,2370,2538
WDR33,FOXK1,0.34104967,419,1246
CUL3,SACM1L,0.34104946,515,591
MTR,AC009120.2,0.34104854,276,2415
ZCCHC7,CYBC1,0.34104827,1546,2570
SUCO,WDR37,0.3410468,210,1630
WDR26,SEPTIN2,0.34104615,265,540
ATF7,RBM39,0.34104553,1955,2762
CAPN7,ANKHD1,0.34104523,555,1012
GPATCH2,BTBD1,0.3410439,254,2333
IRF2,ARHGAP5,0.34104377,897,2146
KIAA0319L,MAP3K7,0.34104323,65,1165
ATE1,ZNF592,0.34104225,1754,2336
SERGEF,TMOD2,0.3410421,1789,2284
OSBPL9,CSNK1G1,0.34104174,93,2303
RC3H1,ITPR1,0.34104142,211,543
CDK5RAP2,ARAP1,0.34104082,1595,1834
FAM193B,NFATC3,0.34104064,1049,2407
PDE7A,ARHGAP5,0.34103987,1458,2146
SCMH1,EXOC4,0.34103775,77,1368
LRRFIP2,STIM2,0.3410373,576,783
SCLT1,AOPEP,0.34103695,863,1570
PPFIA1,ATG16L2,0.341036,1832,1835
EIF1B-AS1,CACUL1,0.34103528,582,1747
SHOC2,GNG2,0.34103513,1740,2165
YWHAZ,AEBP2,0.34103477,1480,1916
PID1,YTHDF3,0.34103405,520,1457
MROH1,TTC7B,0.34103385,1514,2216
CSNK1G3,F13A1,0.34103352,993,1069
RPS6KC1,RPL18,0.34103334,253,2705
HEATR5A,MAPK1,0.34103322,2144,2835
BRAF,DGLUCY,0.3410332,1376,2218
FRMD5,CSNK2A1,0.3410329,2270,2718
KIAA2026,ZNF562,0.34103265,1523,2656
CLCN3,OGT,0.3410326,891,2908
ZCCHC7,ACIN1,0.34103245,1546,2139
CLIP2,NPLOC4,0.34103176,1302,2568
TMEM131,MIOS,0.34103036,393,1255
GOLPH3,RPL26,0.34103027,914,2453
GLB1,STX18,0.34102967,572,766
ATF2,F13A1,0.34102917,467,1069
NFATC3,TCF20,0.3410282,2407,2859
SPCS3,ASXL1,0.34102806,894,2753
CSDE1,LRRC4C,0.3410279,161,1800
PUM3,EPS15L1,0.3410267,1517,2667
SEC63,KATNBL1,0.34102637,1175,2250
HIPK3,TPCN1,0.34102502,1796,2028
ATP2B4,RPTOR,0.3410237,243,2566
STXBP3,ABHD18,0.3410233,145,862
RPS6KC1,ATG16L2,0.34102267,253,1835
FNBP1,EHBP1L1,0.34102264,1615,1823
RPS27,CUL5,0.3410223,185,1862
FRS2,KPNA3,0.34102204,1979,2089
UBAP1,GPHN,0.341021,1542,2188
DNAJC10,SHOC2,0.3410201,474,1740
ATP1B3,MBD2,0.34102002,689,2616
TRAPPC11,RNF38,0.34101945,896,1545
VRK2,EIF2AK4,0.34101936,348,2256
FAM126B,CORO1C,0.34101886,489,2016
SNX13,TYROBP,0.34101847,1261,2687
LRRFIP2,EHBP1L1,0.34101835,576,1823
PPP4R3B,LIMD1,0.34101817,347,590
OSBPL11,PIK3C2A,0.34101757,667,1788
ELOVL5,SLC20A2,0.34101692,1138,1437
CUL3,SLC30A9,0.3410168,515,795
PARL,HELZ,0.3410161,733,2545
ZDHHC2,FNBP1,0.3410158,1405,1615
MXD4,ZDHHC17,0.3410155,760,1986
PPFIA1,RPL3,0.34101436,1832,2854
ZCCHC7,ACSL4,0.3410142,1546,2919
FAM172A,AKAP7,0.3410138,969,1199
LYST,FAM222B,0.34101322,275,2473
HECTD1,LRRC28,0.3410132,2143,2345
TLK1,HDAC4,0.34101227,460,536
LNPEP,CD300A,0.34101224,975,2549
KIF2A,SMURF1,0.34101182,937,1328
SPCS3,GGNBP2,0.34101045,894,2493
ISG15,ELOVL5,0.34101042,0,1138
PRPF40A,RAP1GAP2,0.34101006,444,2441
MIR181A1HG,PITPNB,0.34100994,237,2839
DMXL1,IL10RB,0.34100962,988,2804
VPS41,ROCK1,0.34100962,1282,2589
KIAA0319L,GPR107,0.34100956,65,1616
RC3H1,NEK7,0.34100893,211,236
TRERF1,SLTM,0.34100872,1129,2293
APC,UBE3D,0.34100848,983,1157
CERS6,ZCCHC7,0.34100842,456,1546
USP48,CNTRL,0.34100837,30,1597
PRKAR2A,EPSTI1,0.34100744,598,2074
CUL3,PHF14,0.3410069,515,1258
SNX24,ZNF33A,0.3410064,992,1664
POLK,PAPOLA,0.3410062,949,2227
AC104123.1,BBS9,0.34100562,973,1279
PPM1L,PABPN1,0.34100538,708,2140
PRKRIP1,EXOC4,0.3410053,1336,1368
HECTD1,PANK2,0.3410051,2143,2726
YWHAZ,FAR1,0.34100488,1480,1783
LPGAT1,NIN,0.34100455,251,2163
MYOF,SFSWAP,0.34100354,1719,2044
BTBD1,DYRK1A,0.341003,2333,2813
NDUFS1,POLK,0.3410029,499,949
CCDC66,ZCCHC7,0.34100106,615,1546
SLC35F5,HECTD1,0.3410007,408,2143
PIK3CB,HAVCR2,0.34100056,685,1032
ISG15,STAT5B,0.34100044,0,2504
CCDC50,TUBGCP3,0.34099942,743,2128
ACBD6,PPIP5K2,0.3409993,219,978
CTNNA1,EXOC2,0.3409991,1008,1059
NCK1,BRAF,0.34099853,683,1376
MAP3K1,TBC1D2B,0.34099665,933,2328
BRAF,ARPC3,0.34099653,1376,2020
ACIN1,NFATC3,0.3409952,2139,2407
MTX2,APC,0.3409947,468,983
HIBADH,LUC7L,0.3409944,1271,2348
ZYG11B,NUP98,0.34099418,96,1770
EIF4B,CPSF6,0.34099415,1953,1978
ZNF438,PCCA,0.34099397,1654,2117
CLCN3,PIK3R5,0.34099382,891,2454
ARID2,VPS35L,0.3409938,1940,2373
DENND4A,MAPK1,0.3409936,2307,2835
WAPL,DNAJC5,0.3409932,1702,2789
HSD17B4,CYBB,0.3409919,990,2890
IFIT2,RPL6,0.34099182,1709,2026
ATR,OAZ1,0.3409915,692,2643
YTHDC1,TBL1X,0.3409911,810,2875
YY1,TRPM7,0.34099045,2231,2279
ACTR3,ACAP2,0.3409904,409,747
WDR33,TM9SF3,0.3409903,419,1725
EPHB2,ATRN,0.3409902,35,2724
GIGYF2,AOPEP,0.34098962,530,1570
ZNF277,PHKB,0.340989,1347,2390
PRKACB,RAB8B,0.34098884,123,2299
ARID2,USP9X,0.34098879,1940,2892
MARCH6,CDK12,0.34098828,903,2500
WDR26,TRIM38,0.3409882,265,1089
UBN2,MIA2,0.3409877,1372,2154
MARS,TPCN1,0.340987,1964,2028
CLOCK,UBE3A,0.34098592,805,2245
KIF13B,PACSIN2,0.340985,1428,2860
ENSA,INTS6,0.34098276,176,2095
SFXN5,TMEM131,0.34098133,375,393
SEPTIN7,MARS,0.34098086,1280,1964
TRPM7,NPTN,0.3409801,2279,2322
RHOA,TRPC4AP,0.3409794,601,2759
ZC3H7A,LUC7L3,0.3409792,2362,2522
PDCD6IP,RNF38,0.34097818,574,1545
DPYSL2,CHFR,0.34097743,1423,2046
ABHD18,PECAM1,0.34097707,862,2540
AOPEP,MBTD1,0.34097704,1570,2524
SYNRG,PIAS2,0.34097695,2496,2609
AL162414.1,VPS36,0.34097534,1585,2097
ARIH1,CTSH,0.34097475,2320,2331
NFKB1,STAT5B,0.34097397,846,2504
PIBF1,TRAPPC8,0.3409731,2100,2596
CORO1A,RPL28,0.3409731,2385,2717
