names,scores,logfoldchanges,pvals,pvals_adj
PLAG1,-4.670766,-0.32910284,3.0007877188389182e-06,2.68076413432226e-05
PSMD14,-4.6677837,-0.3541761,3.0446610587905865e-06,2.7117658888083628e-05
TTC14,-4.666288,-0.2925591,3.0669019359542916e-06,2.7222332410152705e-05
NDUFA10,-4.665757,-0.3038168,3.0748255072678404e-06,2.7222332410152705e-05
BIN2,-4.662055,-0.29898134,3.1306766327472994e-06,2.763406209860825e-05
NUAK1,-4.6585045,-0.30010355,3.18514809431498e-06,2.8031199151456536e-05
SHOC1,-4.655395,-0.3104709,3.2335981928062628e-06,2.8373144973673946e-05
ACACA,-4.6535583,-0.30711135,3.262550637329352e-06,2.8542491818292586e-05
CASD1,-4.6455545,-0.3144868,3.3916383551647028e-06,2.9584290903309813e-05
RUBCNL,-4.641416,-0.3078553,3.4602921411316708e-06,3.009436429801868e-05
LRP1B,4.6394343,0.1079353,3.493638802309867e-06,3.0295278411818994e-05
IKZF1,4.6344347,-0.011956201,3.5791408519294846e-06,3.094596344782306e-05
WRN,-4.629914,-0.33350113,3.6581788790392936e-06,3.1537128120464114e-05
ACSL3,-4.628596,-0.3032547,3.6815384451544152e-06,3.1646247623027926e-05
SLC38A2,-4.6250005,-0.29715985,3.7459738021923924e-06,3.2106795748066385e-05
RAPGEF6,-4.6188135,-0.33668467,3.859400742367578e-06,3.29833757086154e-05
DRAM2,-4.6136513,-0.2894731,3.956563475269624e-06,3.3619420104518045e-05
STRADA,-4.6137953,-0.30551198,3.953821051919821e-06,3.3619420104518045e-05
MOB1A,-4.611082,-0.29511356,4.00578046057232e-06,3.3843122348321e-05
WNT5A,-4.6113315,-0.3290091,4.00097781318256e-06,3.3843122348321e-05
MAX,-4.608289,-0.29540226,4.059964498067017e-06,3.420317669739079e-05
ZDHHC2,-4.6070204,-0.31976938,4.084802103278202e-06,3.431465857782285e-05
DNAJB14,-4.6034102,-0.29714242,4.156282636644494e-06,3.46298267585826e-05
EIF3E,-4.6033516,-0.30203763,4.157452992660406e-06,3.46298267585826e-05
TRAPPC11,-4.604254,-0.318458,4.139476331670426e-06,3.46298267585826e-05
SRGAP2B,4.601689,-0.025841355,4.1907912697792595e-06,3.480946568746424e-05
CTIF,-4.5970087,-0.29453433,4.285992973662732e-06,3.5500507627789076e-05
PAN3,4.5955706,-0.022587748,4.315668706231668e-06,3.564645911823197e-05
CAPZB,4.5926547,-0.015887877,4.376424531005737e-06,3.5731951333323025e-05
PRPF38B,-4.593106,-0.27783474,4.366973243061806e-06,3.5731951333323025e-05
UBE2O,-4.593037,-0.30929244,4.368408410984844e-06,3.5731951333323025e-05
USP12,-4.592178,-0.31842893,4.386438394993662e-06,3.5731951333323025e-05
LPXN,-4.5923934,-0.32107162,4.381908578043303e-06,3.5731951333323025e-05
RBFOX1,4.5818963,0.01671128,4.607779133698031e-06,3.743187609435461e-05
APOC2,-4.5810194,-0.3643829,4.627150117111062e-06,3.748625451040386e-05
UNK,-4.5766277,-0.31901595,4.725315520929487e-06,3.8176934413629766e-05
VTI1A,4.575777,-0.018399412,4.744551558636955e-06,3.818684818777528e-05
DCAF7,-4.575433,-0.30258653,4.752370690937201e-06,3.818684818777528e-05
THRAP3,-4.574476,-0.29344717,4.774135183758314e-06,3.8257771648708225e-05
UBA3,-4.5713944,-0.30282938,4.84489356451423e-06,3.8719865595320484e-05
NAV3,4.5620813,-0.014640375,5.064899551091632e-06,4.036902418484625e-05
UBAP2,-4.552215,-0.32074326,5.308401747055053e-06,4.219608593021987e-05
MPHOSPH9,-4.5476894,-0.3196354,5.423814349540712e-06,4.2997906250916584e-05
ASH1L,4.543185,-0.041279286,5.541052278218711e-06,4.371282345621791e-05
HNRNPF,-4.54309,-0.29876545,5.543560634454419e-06,4.371282345621791e-05
MAP4K3,-4.538554,-0.3146332,5.664127733636289e-06,4.454474922436836e-05
CNTNAP2,4.531333,0.06924475,5.861262709047935e-06,4.5972821831975445e-05
YIPF4,-4.5239253,-0.28831244,6.070311652553453e-06,4.7486538509525294e-05
SCAF4,-4.520818,-0.2957657,6.160109631643352e-06,4.806185799675301e-05
ACER3,-4.5201297,-0.3175803,6.1801754337623464e-06,4.809152304640858e-05
MAN1C1,-4.516951,-0.28887564,6.273645375275147e-06,4.8690733266899236e-05
NUMB,4.5150614,-0.02736979,6.329840900090751e-06,4.899827105122605e-05
RBBP6,-4.510177,-0.29922646,6.4773567866216e-06,5.000925331080958e-05
SNX2,-4.5083847,-0.3081309,6.532299213065e-06,5.030210617977397e-05
UQCC1,-4.5052676,-0.29254058,6.628933734626952e-06,5.091365468387505e-05
CBLB,-4.504614,-0.3032783,6.649369532818358e-06,5.093830494441421e-05
RASA3,-4.4995575,-0.2898259,6.809500822628659e-06,5.203021687987842e-05
MTCH1,-4.4986806,-0.3038016,6.837652822154175e-06,5.2110668544097666e-05
POC1B,-4.4978766,-0.3436392,6.8635432347628e-06,5.217351502620463e-05
DHX15,-4.4865046,-0.28172725,7.240116953608354e-06,5.486437177355082e-05
FAM126A,-4.4860773,-0.3259068,7.254639622407295e-06,5.486437177355082e-05
DCUN1D1,-4.483105,-0.3069579,7.356464418431483e-06,5.549251348291299e-05
KCNMA1,4.480147,-0.006571732,7.459169031187016e-06,5.612407843567432e-05
PMS1,-4.47862,-0.2867927,7.512711775970608e-06,5.6383473912550986e-05
CFDP1,-4.4737873,-0.29743835,7.684621564826355e-06,5.752766067643426e-05
RPS8,-4.4723744,-0.2784196,7.735575579020653e-06,5.7762871179707245e-05
WDR37,-4.469723,-0.29102936,7.832086307559199e-06,5.8189646259931035e-05
SAMHD1,-4.470246,-0.32236895,7.812975588663666e-06,5.8189646259931035e-05
RPS15,-4.465535,-0.28958845,7.986885596187252e-06,5.919102934317219e-05
TAF3,-4.455384,-0.29935065,8.374327043049627e-06,6.190721266574438e-05
TLK1,-4.4548345,-0.3070116,8.395797731422217e-06,6.191115683744513e-05
MARCH1,4.453677,-0.012678563,8.441202136060852e-06,6.209113113515409e-05
PTAR1,-4.452955,-0.29221836,8.469654863010327e-06,6.214582985092192e-05
PUDP,-4.448753,-0.35186374,8.637032029914908e-06,6.321708839717421e-05
RNF217,-4.445102,-0.2968504,8.785010298731213e-06,6.414142087246468e-05
AC009120.2,-4.443094,-0.282094,8.867458599933065e-06,6.44648347916235e-05
MED12L,-4.442961,-0.30364668,8.872907595600528e-06,6.44648347916235e-05
SRBD1,-4.441069,-0.29927483,8.95130722836754e-06,6.487503792716376e-05
FAM126B,-4.4382715,-0.28140146,9.06841226311491e-06,6.556306861132223e-05
GAPVD1,-4.437326,-0.28846306,9.10833178407494e-06,6.569106606221853e-05
APPL1,-4.435376,-0.28119063,9.19117552079806e-06,6.612726524330867e-05
SH3RF1,-4.4348354,-0.2942466,9.214260839887968e-06,6.613244976589495e-05
PALD1,4.4317145,-0.059454333,9.348683358557228e-06,6.692401613467305e-05
RPL31,-4.4312277,-0.2914939,9.369814906917363e-06,6.692401613467305e-05
DOCK11,4.4262624,0.010638035,9.587979455237645e-06,6.816556642822821e-05
PHYKPL,-4.426223,-0.28131908,9.589744888110562e-06,6.816556642822821e-05
MAD1L1,-4.4240403,-0.28797415,9.687189644289707e-06,6.85287554501547e-05
NIPSNAP2,-4.4243264,-0.2998746,9.67436216353591e-06,6.85287554501547e-05
RANBP9,-4.41793,-0.29842842,9.965064932052318e-06,7.032624583312339e-05
ZNF277,-4.415104,-0.29057655,1.0096149440345415e-05,7.108169975024141e-05
ACIN1,-4.4124374,-0.2703602,1.0221324299250974e-05,7.179205689521408e-05
PRKD3,-4.411026,-0.2993388,1.0288194777993283e-05,7.209050227138896e-05
MSN,-4.409554,-0.29501697,1.0358380833194686e-05,7.241071424055954e-05
PYGL,-4.4062896,-0.28917047,1.0515637053525497e-05,7.33366480360257e-05
EAF2,-4.4052167,-0.30862564,1.0567817909330973e-05,7.352714719503927e-05
PPP4R2,-4.402603,-0.28455976,1.0695973119465446e-05,7.424411388323784e-05
PLD1,-4.400521,-0.29084396,1.079912928470465e-05,7.478460256410223e-05
MACF1,4.397864,-0.016074643,1.0932161641515956e-05,7.552897657467915e-05
LYVE1,-4.396641,-0.42661554,1.0993905747134805e-05,7.577850651346765e-05
MT-ND3,4.3949003,0.1891128,1.1082356405370426e-05,7.621052997832639e-05
SLC2A13,-4.3873796,-0.3042091,1.1472454197998275e-05,7.871008599415522e-05
ATG7,4.3843794,-0.028700976,1.1631688792005734e-05,7.957507026671994e-05
MRC1,-4.383993,-0.3119008,1.1652352189884928e-05,7.957507026671994e-05
RSU1,-4.3834505,-0.30966136,1.168141442600721e-05,7.958972916521502e-05
HLA-DRA,-4.3712487,-0.27933872,1.2353790393278635e-05,8.397737515614925e-05
C1QC,-4.368999,-0.29553244,1.2481744486266002e-05,8.465256524286369e-05
ANAPC10,-4.358754,-0.30503717,1.3080503710697134e-05,8.851041069229158e-05
WDR33,4.356171,0.12137717,1.3235726328549957e-05,8.935626199434299e-05
ZNF83,-4.3547745,-0.28912082,1.3320396420916556e-05,8.972303466207347e-05
CHORDC1,-4.348845,-0.2758879,1.3685640469700724e-05,9.176516750318603e-05
SMAP1,-4.349158,-0.2848561,1.3666129150557695e-05,9.176516750318603e-05
AP1G1,-4.344977,-0.27660823,1.3929042655077233e-05,9.297557365928529e-05
FOXN2,-4.345398,-0.2857098,1.3902340722805037e-05,9.297557365928529e-05
CERT1,-4.3423066,-0.2848284,1.4099464287900808e-05,9.390116193541146e-05
LRRC8C,-4.3417172,-0.2878276,1.413732786030069e-05,9.394174939979583e-05
HERPUD1,-4.3398933,-0.26976496,1.4255173974770477e-05,9.451244269819798e-05
MAP4K4,4.338933,-0.016568867,1.4317618229427231e-05,9.471408748191572e-05
REV1,-4.338157,-0.2770854,1.4368241827772341e-05,9.483681045697056e-05
EXOC2,-4.3311887,-0.28735188,1.4830663201917082e-05,9.767098237877241e-05
TRIM38,-4.3285165,-0.26883793,1.5011721593966777e-05,9.864369056302168e-05
MT-ATP6,4.326895,0.16565435,1.5122593323155494e-05,9.893254083312124e-05
CHD8,-4.3273134,-0.28271434,1.5093917730190649e-05,9.893254083312124e-05
RBM47,4.3224974,-0.023246672,1.5427291503455722e-05,0.00010048127968219951
DTNBP1,-4.3228016,-0.2800649,1.54060434519496e-05,0.00010048127968219951
ARHGAP4,-4.3193603,-0.26785538,1.5648215184033285e-05,0.00010169620285535477
FGD3,-4.3188577,-0.2692452,1.5683892484875312e-05,0.00010170453964424627
NUP160,-4.3125167,-0.27900016,1.614065963541183e-05,0.0001044374847744262
PLXND1,-4.311593,-0.26966703,1.6208259454042653e-05,0.0001046459021956422
FAM120B,-4.3094273,-0.29447055,1.63677785101104e-05,0.00010544557963920795
FIP1L1,-4.308426,-0.2795359,1.644204265337373e-05,0.0001056937394044046
RPTOR,-4.3076444,-0.2938212,1.6500247815304313e-05,0.00010583781516237496
SRSF7,-4.306483,-0.27886763,1.6587067659852143e-05,0.00010595223649073099
AC106865.2,-4.306447,-0.29924214,1.65897482229315e-05,0.00010595223649073099
TNRC6B,4.305872,-0.025993036,1.6632917371674304e-05,0.00010599900143974336
TRANK1,-4.3048797,-0.27866322,1.6707652755103843e-05,0.00010624629934804745
AP3S2,-4.3043623,-0.28962472,1.67467557302491e-05,0.00010626643067456349
SEC62,-4.302553,-0.28881884,1.6884114805650192e-05,0.0001069086241548343
SH3GLB1,-4.299096,-0.2714663,1.71496052154585e-05,0.00010835765517545038
NBEAL1,-4.2954187,-0.27842936,1.7436397019893693e-05,0.00010993481020858347
FBXW4,-4.293281,-0.28154722,1.760520554818125e-05,0.00011076296341696163
GIT2,-4.2927723,-0.29408038,1.7645596873623512e-05,0.00011078137994756841
CSF1R,4.2829375,-0.05054257,1.8444179670765612e-05,0.00011530536847030426
ZNF124,-4.2833443,-0.27413017,1.84105167764871e-05,0.00011530536847030426
PDSS2,-4.2815647,-0.29066664,1.8558360002191758e-05,0.0001157744103934199
HAMP,-4.279305,-0.35874078,1.8747787503077016e-05,0.00011670991083494471
H3F3B,-4.277037,-0.2794856,1.893973171053476e-05,0.00011765711484884723
NEMF,-4.276419,-0.28729078,1.8992350205053362e-05,0.0001177366447722071
LYPLA1,-4.2717056,-0.27350363,1.9398364002869377e-05,0.00012000201329808524
CANX,-4.2704678,-0.26676136,1.950634260786997e-05,0.00012041806908449165
ARMC8,-4.2697735,-0.28294352,1.9567168471710165e-05,0.00012054191077259783
ZC3H12C,-4.267875,-0.29814297,1.973438396302521e-05,0.00012131927937352505
FKBP15,-4.263539,-0.28463054,2.0121447122416012e-05,0.000123442155894158
EIF1,-4.2623487,-0.2683048,2.0228936659705923e-05,0.00012365143726985147
AEBP2,-4.2622356,-0.27951783,2.023919365526145e-05,0.00012365143726985147
FAM133B,-4.256508,-0.26676896,2.076449013376899e-05,0.00012659916974341217
CCNT2,-4.2548966,-0.2702883,2.0914581757394838e-05,0.0001272044388858693
TULP4,-4.25452,-0.27313194,2.0949801061013985e-05,0.0001272044388858693
BTBD1,-4.2503676,-0.2732875,2.1341999811567113e-05,0.00012932027344836875
TNFRSF1A,-4.249267,-0.2709151,2.1447126724551754e-05,0.000129691520908997
CUL3,4.2477183,0.115040936,2.1595879534709257e-05,0.00013005909528337122
G3BP1,-4.247919,-0.28978825,2.157655036379598e-05,0.00013005909528337122
FLI1,4.2437654,-0.026593449,2.198000289532579e-05,0.00013210339138511863
MGA,-4.241002,-0.27349362,2.2252424208924284e-05,0.00013346940849044442
HSP90B1,-4.239216,-0.27656862,2.2430195835408146e-05,0.00013426333822935606
LIMK2,-4.2344503,-0.2747783,2.2911121746552043e-05,0.00013686502425162503
PARN,-4.22389,-0.2743925,2.4012146510291512e-05,0.00014315305893333066
KIAA0319L,-4.2202144,-0.28204137,2.4407019658772886e-05,0.0001452144006659787
PPP3CA,4.218432,-0.03581524,2.4600696271072846e-05,0.0001457800779029307
LINC01578,-4.218884,-0.25897077,2.4551437470096487e-05,0.0001457800779029307
AC011933.4,-4.2108793,-0.30068153,2.5437847788606503e-05,0.00015043943182181885
HEXB,-4.2078576,-0.3533757,2.578032806294531e-05,0.0001521605390860864
GNPTAB,-4.2072315,-0.2678266,2.5851802005892294e-05,0.00015227844328968826
RAD51B,4.2035084,-0.0047219647,2.6280926545690682e-05,0.0001540176685799386
HLA-DMB,-4.2033157,-0.26873016,2.6303321823763607e-05,0.0001540176685799386
CTNNBL1,-4.204181,-0.2723933,2.620291592618476e-05,0.0001540176685799386
AIDA,-4.2027097,-0.2607338,2.6373858279643144e-05,0.0001541254919622624
WASL,-4.2012167,-0.2962645,2.654842394424449e-05,0.00015483962446376915
DDX39B,-4.2001896,-0.2570762,2.66691550697027e-05,0.00015523758177384033
USP15,4.199125,-0.0461374,2.6794874270069535e-05,0.00015535773179724632
MAP3K2,-4.199248,-0.31146002,2.6780303351520323e-05,0.00015535773179724632
TNFRSF10B,-4.1972733,-0.2875257,2.7014818575399934e-05,0.00015632645504394833
DELE1,-4.1933837,-0.2561582,2.748237470778456e-05,0.00015872144924007606
DERA,-4.191687,-0.30032316,2.768875735690976e-05,0.00015960166764986776
FAM228B,-4.186261,-0.26256132,2.8358682985833052e-05,0.0001631451859710279
SLC30A9,-4.1843333,-0.27229583,2.860044006912242e-05,0.0001642165073483398
HUWE1,-4.181587,-0.29196364,2.894808780987054e-05,0.00016589049545307594
UBN2,-4.1810412,-0.26960784,2.901774269372791e-05,0.00016596801768927163
PARL,-4.1703773,-0.26476946,3.0409605472990145e-05,0.00017359305672515803
DNAJC13,-4.1661077,-0.29703933,3.098446427948156e-05,0.00017653383598155488
MIER1,-4.164536,-0.2620088,3.1198645632260404e-05,0.00017710415714623754
IL18,-4.164494,-0.29513308,3.120435098856603e-05,0.00017710415714623754
FARP2,-4.161243,-0.2748802,3.165202305229373e-05,0.00017930082790351066
BNC2,4.1582656,0.023443555,3.2067291022493366e-05,0.00018130588824763458
SERGEF,-4.1558347,-0.272087,3.241018363745818e-05,0.00018289487216786992
TRIM56,-4.154656,-0.2628172,3.257776724348657e-05,0.00018349039569331386
RPL21,-4.149053,-0.27035883,3.3385347139660116e-05,0.000187681504737595
ANO10,-4.144669,-0.27015918,3.4030458663390875e-05,0.00019094509728206227
CNOT6L,-4.1432724,-0.26796767,3.4238468826870575e-05,0.0001917483945474551
TSNAX,-4.1414027,-0.2707466,3.4518791271665334e-05,0.00019295286538811794
LYN,4.140304,-0.09278258,3.4684544561110176e-05,0.0001935135816362317
MORC3,-4.1306405,-0.26444033,3.617537550593342e-05,0.00020145119655564053
S100PBP,-4.1270328,-0.26030466,3.674742777172342e-05,0.00020425215022741756
TFEB,-4.1225705,-0.26459426,3.7466816455611774e-05,0.00020785999298169607
TNK2,-4.1115956,-0.24362339,3.929344626236991e-05,0.00021637005697919522
ATP1B3,-4.1115994,-0.25935993,3.929276987770298e-05,0.00021637005697919522
GABPB1-AS1,-4.1117263,-0.27779695,3.927113140206482e-05,0.00021637005697919522
USP33,-4.1118994,-0.28650564,3.924173473544902e-05,0.00021637005697919522
MAN2A1,-4.1104736,-0.3113503,3.9484798204909196e-05,0.0002170196064905511
RB1,4.1093116,-0.04624478,3.968403212641363e-05,0.00021770998700891488
MIRLET7BHG,-4.1067715,-0.25383678,4.012277799718849e-05,0.00021970936025497473
ABHD18,-4.1060233,-0.2562707,4.025285729055168e-05,0.00022001423106869005
CREM,-4.1024027,-0.30372772,4.088820141576792e-05,0.0002230745601225567
SYNJ1,-4.1012363,-0.2747774,4.109485424200676e-05,0.00022378910496061508
SMARCAD1,-4.094535,-0.25782365,4.230165717241095e-05,0.00022993750047577057
YTHDC2,-4.0884,-0.28045872,4.3435907146730394e-05,0.00023566968336308583
DARS,-4.0846806,-0.26201838,4.413749234196267e-05,0.0002390376645699334
GDAP2,-4.0778313,-0.2735887,4.5457755658043675e-05,0.0002457378125792233
IL4R,-4.071724,-0.27285826,4.666649030879206e-05,0.0002518117004436097
ZNF706,-4.070078,-0.2653349,4.69974438187438e-05,0.0002528553387795436
RALGAPA1,-4.069912,-0.2848892,4.70309219914606e-05,0.0002528553387795436
UHRF1BP1L,-4.069302,-0.26211327,4.715420390985062e-05,0.00025305804167228364
GAB1,-4.064365,-0.2712597,4.816344389769172e-05,0.0002580059847925261
U2SURP,-4.059969,-0.25786343,4.907921523372699e-05,0.0002624362376964389
C11orf58,-4.0567517,-0.26402977,4.975997623508729e-05,0.0002655961186410706
ZNF638,4.0544,-0.05495699,5.026311366160068e-05,0.0002676803125405604
RAB11A,-4.0540824,-0.2478437,5.0331502797616364e-05,0.0002676803125405604
ARHGEF12,-4.0523496,-0.2580814,5.070577645615759e-05,0.00026870426699078493
PSME4,-4.052731,-0.2837286,5.062314180641414e-05,0.00026870426699078493
PIGN,-4.050698,-0.26729456,5.1065122737457086e-05,0.00027012445068812273
PGK1,-4.0493827,-0.23732938,5.13529412004256e-05,0.00027116186987439014
GYPC,-4.0466456,-0.28648347,5.195677379653977e-05,0.0002738612836298897
CSGALNACT1,4.0462146,0.007338033,5.20525079150033e-05,0.00027387769733926116
ETNK1,-4.044234,-0.28950286,5.2494507839683564e-05,0.00027571271701943927
GTF2F2,-4.042545,-0.26238668,5.287414465212765e-05,0.0002772142654899671
KHDRBS1,-4.038109,-0.25503644,5.3883906034206244e-05,0.0002820083365365449
WDR11,-4.036596,-0.256033,5.423241413073278e-05,0.0002833308278879449
NPC1,-4.033272,-0.26240587,5.5005593894849903e-05,0.00028686338826643945
WDR20,-4.0312743,-0.26098788,5.547529950860795e-05,0.0002888036278995664
ATP13A3,-4.028279,-0.2536568,5.6186632026545365e-05,0.00029199274323812765
IRF8,-4.026914,-0.2513063,5.651365954851274e-05,0.0002927933609190687
TLR4,-4.0268097,-0.2699674,5.6538724749674743e-05,0.0002927933609190687
POLK,4.0241623,0.119541176,5.717844007321489e-05,0.00029507268289091874
OTULINL,-4.0244613,-0.26425773,5.710584509243658e-05,0.00029507268289091874
ULK2,-4.0182676,-0.25128227,5.862757094577779e-05,0.0003020239151335626
CLCN5,-4.010735,-0.27096844,6.053006036305637e-05,0.0003108426906614253
RAF1,-4.0106583,-0.27963814,6.054967528609435e-05,0.0003108426906614253
SOAT1,-4.004493,-0.2731892,6.21505289988894e-05,0.0003185079969665788
SLC8A1-AS1,-4.0022545,-0.29183698,6.274181071805896e-05,0.000320981893241004
STAM,-3.9995375,-0.27818078,6.346642275271541e-05,0.00032412817284936007
ATXN1,3.998217,-0.052473847,6.382138172905383e-05,0.0003242608690254505
VRK2,-3.9984803,-0.2605516,6.37504539516774e-05,0.0003242608690254505
HMGN3,-3.9988112,-0.26962176,6.366143162640844e-05,0.0003242608690254505
PPM1K,-3.9959056,-0.2602283,6.444742377236328e-05,0.00032687998644061444
KRIT1,-3.9951656,-0.2574759,6.464907937675443e-05,0.00032734131458401176
DEPTOR,-3.9927654,-0.26010466,6.530715565629558e-05,0.000330108135513959
USP22,-3.9876316,-0.24829666,6.6736175409165e-05,0.0003367557520220152
CYFIP1,3.9822693,-0.039404254,6.826036057826553e-05,0.0003438601128278214
FLOT2,-3.9815085,-0.25348487,6.84792992928524e-05,0.00034437634015130027
BROX,-3.9776232,-0.2607213,6.960753954189089e-05,0.00034945584792083417
ZDHHC17,-3.969133,-0.247791,7.213467666672909e-05,0.00036152921848053886
NRDC,-3.9650707,-0.27654603,7.33741554990362e-05,0.00036711908258993246
TUBA1B,-3.9634864,-0.24306662,7.386307943833832e-05,0.00036860730660080455
AOPEP,-3.9632995,-0.25859246,7.392091065751677e-05,0.00036860730660080455
TANC2,3.9619188,-0.028304543,7.4349823225446e-05,0.00036949987777755265
ATP6V1H,-3.9621453,-0.24798235,7.427930822607965e-05,0.00036949987777755265
MAGI1,-3.9595754,-0.25404853,7.508313165849395e-05,0.00037251815488954126
NSL1,-3.9575658,-0.25552213,7.57174351291761e-05,0.00037503593915740995
NPC2,-3.9487047,-0.2700516,7.857518142554494e-05,0.00038789117107735624
SNX25,-3.9487257,-0.27899733,7.856833535168362e-05,0.00038789117107735624
GLUD1,-3.9448872,-0.2613579,7.983755240125164e-05,0.0003934660707508352
DDX3X,-3.9436305,-0.24295223,8.025726412857355e-05,0.0003948764226758602
RPS11,-3.9396422,-0.26925045,8.160325073226656e-05,0.0004008319143111499
LINC01141,-3.9354053,-0.26060805,8.305640322131446e-05,0.00040729317466903296
SH3PXD2B,-3.9259067,-0.2922473,8.640369633906195e-05,0.00042300617562020894
MAGI3,-3.9172084,-0.26125208,8.958028119427048e-05,0.00043783287849827736
ALOX5AP,-3.91532,-0.26059338,9.028436927516678e-05,0.00044054600651265374
XKR6,-3.9139352,-0.27575395,9.080399446557718e-05,0.0004423515842416997
ZFP36,-3.9133143,-0.2833838,9.10378845049423e-05,0.0004427615534228855
UBE3D,-3.912743,-0.28539634,9.125356581715549e-05,0.0004430817637460243
TRMT11,-3.9120378,-0.26007262,9.152055128624973e-05,0.00044364962320236136
DNM3,-3.9101644,-0.24640782,9.223334238602811e-05,0.00044637314801225064
TLR1,-3.9052372,-0.27639717,9.413302417823141e-05,0.0004548224713971083
CREBL2,-3.9032602,-0.24918231,9.490553186237031e-05,0.00045668552793865343
SAMD4A,-3.903611,-0.25032866,9.476806374553482e-05,0.00045668552793865343
STXBP3,-3.9030657,-0.25051615,9.498194104912813e-05,0.00045668552793865343
