dataset,feature,metric,target,spearman,n_donors,mean_spearman,mean_n_donors,abs_tail_spearman,abs_mean_spearman,tail_minus_mean_abs_spearman,tail_beats_mean,supports_dilution_hypothesis
DLPFC,oxidative_stress_gene_preserved,fraction_high_global_q95,AT8,0.0719878105954055,80,0.1661509610876699,80,0.0719878105954055,0.1661509610876699,-0.09416315049226441,False,False
MTG,antigen_presentation,q99,AT8,0.0159562620228814,84,0.1111876075731497,84,0.0159562620228814,0.1111876075731497,-0.0952313455502683,False,False
MTG,antigen_presentation,top_1pct_mean,NeuN,0.068259592993824,84,0.1639364179406702,84,0.068259592993824,0.1639364179406702,-0.0956768249468462,False,False
MTG,dam_lipid_trem2_apoe,variance,Iba1,0.1329148526880632,84,0.228632175761871,84,0.1329148526880632,0.228632175761871,-0.09571732307380781,False,False
DLPFC,interferon_inflammatory,top_5pct_mean,GFAP,0.18384903891233,80,0.2806375996249414,80,0.18384903891233,0.2806375996249414,-0.09678856071261138,False,False
MTG,complement_phagocytosis,top_1pct_mean,GFAP,0.1897944720056697,84,0.2876581958084439,84,0.1897944720056697,0.2876581958084439,-0.09786372380277417,False,False
MTG,oxidative_stress_gene_preserved,q90,Iba1,0.1966589045256657,84,0.2966892781208869,84,0.1966589045256657,0.2966892781208869,-0.10003037359522121,False,False
MTG,antigen_presentation,variance,NeuN,-0.0638857952819682,84,0.1639364179406702,84,0.0638857952819682,0.1639364179406702,-0.10005062265870202,False,False
MTG,lysosomal_endolysosomal,q99,Iba1,0.2298876176976814,84,0.3314974182444062,84,0.2298876176976814,0.3314974182444062,-0.1016098005467248,False,False
DLPFC,antigen_presentation,q90,NeuN,0.0954758556024378,80,0.197374589779653,80,0.0954758556024378,0.197374589779653,-0.10189873417721519,False,False
MTG,oxidative_stress_gene_preserved,q95,Iba1,0.1933380581148122,84,0.2966892781208869,84,0.1933380581148122,0.2966892781208869,-0.10335122000607472,False,False
MTG,interferon_inflammatory,top_5pct_mean,Iba1,0.0641490331072187,84,0.1689986838108737,84,0.0641490331072187,0.1689986838108737,-0.10484965070365501,False,False
MTG,antigen_presentation,top_1pct_mean,AT8,0.0062164624886099,84,0.1111876075731497,84,0.0062164624886099,0.1111876075731497,-0.10497114508453981,False,False
DLPFC,interferon_inflammatory,variance,6e10/A_beta,0.1002578527894983,80,0.2059540553211439,80,0.1002578527894983,0.2059540553211439,-0.10569620253164559,False,False
MTG,complement_phagocytosis,top_1pct_mean,Iba1,0.0670041510580135,84,0.1776652829806621,84,0.0670041510580135,0.1776652829806621,-0.11066113192264859,False,False
MTG,antigen_presentation,q99,NeuN,0.0523033309709425,84,0.1639364179406702,84,0.0523033309709425,0.1639364179406702,-0.11163308696972771,False,False
MTG,interferon_inflammatory,q99,Iba1,0.0522830819074617,84,0.1689986838108737,84,0.0522830819074617,0.1689986838108737,-0.11671560190341201,False,False
MTG,interferon_inflammatory,top_1pct_mean,AT8,0.2627315986635618,84,0.381046876581958,84,0.2627315986635618,0.381046876581958,-0.11831527791839619,False,False
MTG,interferon_inflammatory,top_1pct_mean,6e10/A_beta,0.1140832236509061,84,0.2338969322668826,84,0.1140832236509061,0.2338969322668826,-0.1198137086159765,False,False
DLPFC,oxidative_stress_gene_preserved,variance,GFAP,0.0537037037037037,80,0.1787857477730895,80,0.0537037037037037,0.1787857477730895,-0.1250820440693858,False,False
MTG,antigen_presentation,fraction_high_global_q95,NeuN,0.0341924477442431,84,0.1639364179406702,84,0.0341924477442431,0.1639364179406702,-0.1297439701964271,False,False
MTG,oxidative_stress_gene_preserved,top_10pct_mean,NeuN,-0.312584792953326,84,-0.4464108534980257,84,0.312584792953326,0.4464108534980257,-0.1338260605446997,False,False
MTG,oxidative_stress_gene_preserved,top_5pct_mean,6e10/A_beta,0.1937430393844285,84,0.3276905943100132,84,0.1937430393844285,0.3276905943100132,-0.1339475549255847,False,False
DLPFC,antigen_presentation,variance,NeuN,-0.0613220815752461,80,0.197374589779653,80,0.0613220815752461,0.197374589779653,-0.1360525082044069,False,False
DLPFC,interferon_inflammatory,variance,GFAP,0.1445382090951711,80,0.2806375996249414,80,0.1445382090951711,0.2806375996249414,-0.1360993905297703,False,False
DLPFC,oxidative_stress_gene_preserved,variance,AT8,0.0271683075480543,80,0.1661509610876699,80,0.0271683075480543,0.1661509610876699,-0.1389826535396156,False,False
MTG,oxidative_stress_gene_preserved,top_10pct_mean,Iba1,0.1534879011845702,84,0.2966892781208869,84,0.1534879011845702,0.2966892781208869,-0.1432013769363167,False,False
DLPFC,antigen_presentation,q95,NeuN,0.0530473511486169,80,0.197374589779653,80,0.0530473511486169,0.197374589779653,-0.14432723863103608,False,False
DLPFC,antigen_presentation,fraction_high_global_q95,NeuN,0.0490635036117833,80,0.197374589779653,80,0.0490635036117833,0.197374589779653,-0.1483110861678697,False,False
DLPFC,antigen_presentation,top_10pct_mean,NeuN,0.0459681200187529,80,0.197374589779653,80,0.0459681200187529,0.197374589779653,-0.1514064697609001,False,False
DLPFC,interferon_inflammatory,variance,AT8,0.0633380215658696,80,0.2213783403656821,80,0.0633380215658696,0.2213783403656821,-0.1580403187998125,False,False
MTG,interferon_inflammatory,top_1pct_mean,Iba1,0.0101852789308494,84,0.1689986838108737,84,0.0101852789308494,0.1689986838108737,-0.15881340488002432,False,False
MTG,oxidative_stress_gene_preserved,q95,NeuN,-0.2854915460159967,84,-0.4464108534980257,84,0.2854915460159967,0.4464108534980257,-0.16091930748202898,False,False
MTG,oxidative_stress_gene_preserved,top_5pct_mean,Iba1,0.1311126860382707,84,0.2966892781208869,84,0.1311126860382707,0.2966892781208869,-0.16557659208261621,False,False
MTG,oxidative_stress_gene_preserved,top_5pct_mean,AT8,0.2428672673888832,84,0.4088488407411157,84,0.2428672673888832,0.4088488407411157,-0.16598157335223251,False,False
DLPFC,antigen_presentation,top_5pct_mean,NeuN,0.030450070323488,80,0.197374589779653,80,0.030450070323488,0.197374589779653,-0.166924519456165,False,False
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,NeuN,-0.2768581235144787,84,-0.4464108534980257,84,0.2768581235144787,0.4464108534980257,-0.16955272998354698,False,False
DLPFC,antigen_presentation,top_1pct_mean,NeuN,0.0122362869198312,80,0.197374589779653,80,0.0122362869198312,0.197374589779653,-0.1851383028598218,False,False
DLPFC,antigen_presentation,q99,NeuN,0.0120018752930145,80,0.197374589779653,80,0.0120018752930145,0.197374589779653,-0.1853727144866385,False,False
MTG,oxidative_stress_gene_preserved,variance,6e10/A_beta,0.1092841956059532,84,0.3276905943100132,84,0.1092841956059532,0.3276905943100132,-0.21840639870405998,False,False
MTG,oxidative_stress_gene_preserved,top_5pct_mean,NeuN,-0.2167864736255947,84,-0.4464108534980257,84,0.2167864736255947,0.4464108534980257,-0.22962437987243098,False,False
MTG,oxidative_stress_gene_preserved,q99,Iba1,0.0564746380479902,84,0.2966892781208869,84,0.0564746380479902,0.2966892781208869,-0.24021464007289672,False,False
MTG,lysosomal_endolysosomal,variance,Iba1,0.087961931760656,84,0.3314974182444062,84,0.087961931760656,0.3314974182444062,-0.2435354864837502,False,False
MTG,oxidative_stress_gene_preserved,top_1pct_mean,Iba1,0.0514326212412675,84,0.2966892781208869,84,0.0514326212412675,0.2966892781208869,-0.24525665687961942,False,False
MTG,oxidative_stress_gene_preserved,q99,NeuN,-0.1961729270021261,84,-0.4464108534980257,84,0.1961729270021261,0.4464108534980257,-0.2502379264958996,False,False
MTG,oxidative_stress_gene_preserved,q99,6e10/A_beta,0.0696365293105194,84,0.3276905943100132,84,0.0696365293105194,0.3276905943100132,-0.2580540649994938,False,False
MTG,oxidative_stress_gene_preserved,top_1pct_mean,NeuN,-0.1847727042624278,84,-0.4464108534980257,84,0.1847727042624278,0.4464108534980257,-0.26163814923559786,False,False
MTG,oxidative_stress_gene_preserved,variance,Iba1,0.0312645540143768,84,0.2966892781208869,84,0.0312645540143768,0.2966892781208869,-0.26542472410651013,False,False
MTG,oxidative_stress_gene_preserved,variance,AT8,0.1201781917586311,84,0.4088488407411157,84,0.1201781917586311,0.4088488407411157,-0.2886706489824846,False,False
MTG,oxidative_stress_gene_preserved,variance,NeuN,-0.1557355472309405,84,-0.4464108534980257,84,0.1557355472309405,0.4464108534980257,-0.29067530626708515,False,False
MTG,oxidative_stress_gene_preserved,q99,AT8,0.1123418041915561,84,0.4088488407411157,84,0.1123418041915561,0.4088488407411157,-0.2965070365495596,False,False
MTG,oxidative_stress_gene_preserved,top_1pct_mean,6e10/A_beta,0.0272349903816948,84,0.3276905943100132,84,0.0272349903816948,0.3276905943100132,-0.3004556039283184,False,False
MTG,oxidative_stress_gene_preserved,top_1pct_mean,AT8,0.0397489116128379,84,0.4088488407411157,84,0.0397489116128379,0.4088488407411157,-0.3690999291282778,False,False
