soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
1607,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/057d399c-a4a3-4338-abde-821ac996069f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,d87f3f91-dca4-494b-8993-c4e3008a8fa5,057d399c-a4a3-4338-abde-821ac996069f,Pvalb - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),d87f3f91-dca4-494b-8993-c4e3008a8fa5.h5ad,90804
1608,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/0278d441-2d25-41aa-bf74-0710d8756631.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c,0278d441-2d25-41aa-bf74-0710d8756631,Vip - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c.h5ad,104514
1631,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/4abebec9-65d7-488a-a140-0b0c0bd68244.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,6437bc9c-16cb-46c8-8f79-9a7384a0212a,4abebec9-65d7-488a-a140-0b0c0bd68244,L6 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),6437bc9c-16cb-46c8-8f79-9a7384a0212a.h5ad,47373
1633,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/ee76ede3-5006-4caa-a960-4df0b462f88b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,9940f951-3dc0-4579-bbb2-2392786e59a3,ee76ede3-5006-4caa-a960-4df0b462f88b,Oligodendrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),9940f951-3dc0-4579-bbb2-2392786e59a3.h5ad,145995
1687,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/34664d7f-0efc-4182-a4e4-66586ab244a9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,53bc5729-6202-4351-bc99-1f36139e9dc4,34664d7f-0efc-4182-a4e4-66586ab244a9,Vip - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),53bc5729-6202-4351-bc99-1f36139e9dc4.h5ad,100215
1701,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/e63ddede-504b-480f-90c8-c281b50f1801.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,9ff9f9ba-016b-4cbb-8899-45dc20860b8b,e63ddede-504b-480f-90c8-c281b50f1801,L4 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),9ff9f9ba-016b-4cbb-8899-45dc20860b8b.h5ad,81869
1722,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/f877428d-86e4-470d-8edc-7df284d32e02.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,605b89b1-c474-4180-8c0b-88afb5920991,f877428d-86e4-470d-8edc-7df284d32e02,L5 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),605b89b1-c474-4180-8c0b-88afb5920991.h5ad,128090
1730,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/4dc1db43-697c-47ad-92ca-d3f8227b662d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,04c94a7d-1133-42c9-bb48-c697bd302a8d,4dc1db43-697c-47ad-92ca-d3f8227b662d,Pvalb - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),04c94a7d-1133-42c9-bb48-c697bd302a8d.h5ad,116142
1733,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/43919138-a503-4a8b-a013-7fc0b6d11fbd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,ac0fee7e-0999-4319-b244-20278e1ff2fb,43919138-a503-4a8b-a013-7fc0b6d11fbd,L4 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),ac0fee7e-0999-4319-b244-20278e1ff2fb.h5ad,168860
1743,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/b5db33b8-0a69-4f3c-800c-938fae20f7ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,44c83972-e5d2-4858-ac58-2df9f4bf564b,b5db33b8-0a69-4f3c-800c-938fae20f7ae,L5 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),44c83972-e5d2-4858-ac58-2df9f4bf564b.h5ad,104106
1800,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/591f2ed3-d2de-4d0e-b820-78347ce67960.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,b74100ea-1a1a-486a-9cad-70ae44150935,591f2ed3-d2de-4d0e-b820-78347ce67960,L2/3 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),b74100ea-1a1a-486a-9cad-70ae44150935.h5ad,330085
1819,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/b499a696-c78d-45c0-a1a9-c35e4d28970d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,646e3e87-e46b-4b12-85b5-8d8589e26088,b499a696-c78d-45c0-a1a9-c35e4d28970d,L2/3 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),646e3e87-e46b-4b12-85b5-8d8589e26088.h5ad,341960
1843,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/92b37feb-aa2c-40d7-bd90-0a9b5ddb3b27.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,c2876b1b-06d8-4d96-a56b-5304f815b99a,92b37feb-aa2c-40d7-bd90-0a9b5ddb3b27,Whole Taxonomy - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),c2876b1b-06d8-4d96-a56b-5304f815b99a.h5ad,1378211
1844,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/dad4819b-4c14-439c-b32a-2c8d68bd22e1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3,dad4819b-4c14-439c-b32a-2c8d68bd22e1,Whole Taxonomy - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),6f7fd0f1-a2ed-4ff1-80d3-33dde731cbc3.h5ad,1395601
