target,latent_dimension,mean_coefficient,std_coefficient,mean_abs_coefficient,fold_1_coef,fold_2_coef,fold_3_coef,fold_4_coef,fold_5_coef
percent NeuN positive area_Grey matter,z_80,0.013601209,0.001981785,0.013601209,0.015781134,0.012109369,0.014691291,0.010488335,0.0149359135
percent NeuN positive area_Grey matter,z_43,0.013348587,0.0051985704,0.013348587,0.021720154,0.0072710626,0.01384231,0.0154171195,0.008492288
percent NeuN positive area_Grey matter,z_124,-0.012999473,0.0024284557,0.012999473,-0.0118319765,-0.009133335,-0.016450038,-0.013697604,-0.0138844205
percent NeuN positive area_Grey matter,z_71,-0.009117702,0.012634534,0.012637824,0.008800304,-0.021497812,-0.0066774157,-0.025066193,-0.0011473894
percent NeuN positive area_Grey matter,z_19,0.012624848,0.0025713802,0.012624848,0.011043601,0.009568512,0.012675056,0.012606187,0.017230885
percent NeuN positive area_Grey matter,z_7,0.012220384,0.0021242963,0.012220384,0.014578499,0.012970712,0.011044851,0.008685902,0.013821956
percent NeuN positive area_Grey matter,z_2,0.0121847605,0.0020682896,0.0121847605,0.01156655,0.00844283,0.014288325,0.013443099,0.013183002
percent NeuN positive area_Grey matter,z_95,0.011328332,0.0018017367,0.011328332,0.01110775,0.008051708,0.013335967,0.011681747,0.01246449
percent NeuN positive area_Grey matter,z_42,-0.011062198,0.0024395438,0.011062198,-0.012562413,-0.006279383,-0.012974512,-0.011614833,-0.01187985
percent NeuN positive area_Grey matter,z_45,-0.010815294,0.0011749932,0.010815294,-0.010057028,-0.00945691,-0.012887618,-0.0111435335,-0.010531384
percent NeuN positive area_Grey matter,z_40,-0.010783277,0.0017272163,0.010783277,-0.011483241,-0.008304991,-0.0132316,-0.009431961,-0.011464593
percent NeuN positive area_Grey matter,z_10,0.01068679,0.001078694,0.01068679,0.00990466,0.010848898,0.011768272,0.0090589505,0.011853166
percent NeuN positive area_Grey matter,z_123,0.010666076,0.0020990025,0.010666076,0.011048768,0.0067666024,0.013125595,0.011379881,0.011009533
percent NeuN positive area_Grey matter,z_107,0.009256164,0.009707714,0.010579854,0.02097863,0.009593959,-0.0020388924,-0.0012703342,0.019017456
percent NeuN positive area_Grey matter,z_29,-0.010433915,0.000843337,0.010433915,-0.009365475,-0.011491206,-0.011351997,-0.00983464,-0.010126257
percent NeuN positive area_Grey matter,z_60,-0.010150745,0.0020396465,0.010150745,-0.01278957,-0.009488355,-0.00883794,-0.0074257124,-0.012212146
percent NeuN positive area_Grey matter,z_76,0.009723523,0.0025592376,0.009723523,0.010591276,0.0054349825,0.01274325,0.008440013,0.011408091
percent NeuN positive area_Grey matter,z_89,0.008803571,0.0015881861,0.008803571,0.010215472,0.006305158,0.009733057,0.0075592287,0.010204932
percent NeuN positive area_Grey matter,z_17,-0.007645967,0.0056053814,0.008523026,0.0021926463,-0.0057659894,-0.009170091,-0.011629122,-0.013857279
percent NeuN positive area_Grey matter,z_33,-0.008419442,0.00045642338,0.008419442,-0.009011783,-0.0076994076,-0.008605797,-0.008129492,-0.008650733
percent NeuN positive area_Grey matter,z_28,0.008306721,0.004187321,0.008307695,0.009797141,-2.4363399e-06,0.011305828,0.009976318,0.010456752
percent NeuN positive area_Grey matter,z_5,-0.0077480874,0.0012250695,0.0077480874,-0.006206684,-0.009148985,-0.007835815,-0.00903075,-0.0065182024
percent NeuN positive area_Grey matter,z_119,0.0077344114,0.0020964618,0.0077344114,0.005226381,0.010710429,0.008839341,0.008426288,0.005469616
percent NeuN positive area_Grey matter,z_81,0.0076707094,0.0023207352,0.0076707094,0.0041686073,0.0067743883,0.008918889,0.007329978,0.011161683
percent NeuN positive area_Grey matter,z_79,-0.007649599,0.0015549131,0.007649599,-0.0067919455,-0.005200539,-0.009790951,-0.008019105,-0.008445453
percent NeuN positive area_Grey matter,z_46,-0.007646936,0.0010425803,0.007646936,-0.00805914,-0.0069338195,-0.008341502,-0.006001573,-0.008898647
percent NeuN positive area_Grey matter,z_86,-0.0073416466,0.0010725782,0.0073416466,-0.006223988,-0.008563917,-0.0070378985,-0.006237693,-0.0086447345
percent NeuN positive area_Grey matter,z_99,0.007008481,0.0016087722,0.007008481,0.0064097308,0.004975103,0.009026557,0.008762306,0.0058687087
percent NeuN positive area_Grey matter,z_117,0.0069318684,0.0070307897,0.0069318684,0.016746297,0.014132634,0.0006079599,0.00062645227,0.002545997
percent NeuN positive area_Grey matter,z_101,-0.0065864115,0.0052974112,0.0068191243,-0.013605457,-0.0014945082,-0.009230189,0.00058178045,-0.009183686
percent NeuN positive area_Grey matter,z_13,0.0067556007,0.0019108275,0.0067556007,0.0039835013,0.00988787,0.00647828,0.0072974097,0.006130943
percent NeuN positive area_Grey matter,z_67,-0.006550613,0.0029199566,0.006550613,-0.011711767,-0.00476183,-0.0060883816,-0.0030528288,-0.007138256
percent NeuN positive area_Grey matter,z_55,0.006074948,0.005269941,0.006504061,-0.001072783,0.0014396161,0.010249596,0.013034575,0.006723735
percent NeuN positive area_Grey matter,z_72,-0.0063060313,0.0007780053,0.0063060313,-0.0052532963,-0.0066983774,-0.007171467,-0.0069085862,-0.005498428
percent NeuN positive area_Grey matter,z_104,0.0059808493,0.0016513871,0.0059808493,0.0068541244,0.0031767525,0.008176582,0.0061254296,0.0055713574
percent NeuN positive area_Grey matter,z_102,-0.0059242346,0.0018218005,0.0059242346,-0.0047661774,-0.0029590651,-0.0066454243,-0.007903116,-0.007347391
percent NeuN positive area_Grey matter,z_14,-0.005398941,0.004112862,0.0055163116,0.00029342622,-0.009145636,-0.0018432625,-0.010425812,-0.005873422
percent NeuN positive area_Grey matter,z_111,-0.005491789,0.0015060183,0.005491789,-0.0051702224,-0.0035964437,-0.0082206,-0.0054192618,-0.005052417
percent NeuN positive area_Grey matter,z_39,0.005459714,0.0038210803,0.005459714,8.329004e-05,0.009882215,0.005273331,0.009483411,0.0025763235
percent NeuN positive area_Grey matter,z_109,0.005073625,0.003879218,0.005073625,0.011151565,0.0015457161,0.0051318295,0.00041918457,0.0071198307
percent NeuN positive area_Grey matter,z_113,-0.0028778485,0.004735875,0.005044064,-0.0065091215,-0.0064173676,-0.0005221404,0.0054155383,-0.006356151
percent NeuN positive area_Grey matter,z_35,-0.004816712,0.0006600632,0.004816712,-0.0046760365,-0.0044735856,-0.00579774,-0.005259061,-0.003877136
percent NeuN positive area_Grey matter,z_64,-0.0046466882,0.002550913,0.0046466882,-0.006308254,-0.00068278983,-0.0061467644,-0.002650896,-0.0074447375
percent NeuN positive area_Grey matter,z_32,0.0045330566,0.0010548242,0.0045330566,0.003544096,0.006095942,0.003187118,0.004790485,0.005047641
percent NeuN positive area_Grey matter,z_91,-0.0033081733,0.0033761696,0.0044166544,0.0027712025,-0.007244695,-0.0052649565,-0.003989117,-0.0028132997
percent NeuN positive area_Grey matter,z_16,0.0042215297,0.0022525527,0.0042215297,0.003192719,0.0016713962,0.007791329,0.005817456,0.002634746
percent NeuN positive area_Grey matter,z_6,-0.004163167,0.0010340476,0.004163167,-0.0047435276,-0.0021150708,-0.0049061384,-0.0045182016,-0.0045328955
percent NeuN positive area_Grey matter,z_106,0.004093831,0.000715989,0.004093831,0.0046455227,0.0048308335,0.004544439,0.003228221,0.0032201395
percent NeuN positive area_Grey matter,z_114,-0.003956214,0.0020597125,0.003956214,-0.0010368973,-0.005296778,-0.004651554,-0.0066360943,-0.002159746
percent NeuN positive area_Grey matter,z_84,-0.0039493833,0.0025220779,0.0039493833,-0.001865767,-0.000276234,-0.004953414,-0.005412357,-0.0072391448
percent NeuN positive area_Grey matter,z_23,0.0037379689,0.00096084626,0.0037379689,0.0030686744,0.004398141,0.0038351305,0.00505759,0.0023303097
percent NeuN positive area_Grey matter,z_68,-0.0036187817,0.001980519,0.0036187817,-0.0020609945,-0.0011061765,-0.006768575,-0.00459262,-0.0035655424
percent NeuN positive area_Grey matter,z_61,0.003585027,0.00048965315,0.003585027,0.004107885,0.0030117035,0.004193051,0.003117049,0.003495448
percent NeuN positive area_Grey matter,z_75,0.0026765284,0.003234229,0.0035346982,-0.0018656962,0.0035060644,0.00596416,-0.00027972832,0.0060578417
percent NeuN positive area_Grey matter,z_110,0.0034983922,0.0017804054,0.0034983922,0.00018804148,0.0049066544,0.0031231567,0.004931748,0.004342361
percent NeuN positive area_Grey matter,z_74,0.003390576,0.0018276949,0.003390576,0.0029483642,0.00024451688,0.0053456295,0.003354784,0.0050595845
percent NeuN positive area_Grey matter,z_4,-0.0021522592,0.0038833956,0.003327718,-0.008632001,-0.0013856925,1.046434e-05,0.0029281825,-0.0036822502
percent NeuN positive area_Grey matter,z_52,-0.0031663575,0.0007953886,0.0031663575,-0.003736142,-0.0020913556,-0.003293587,-0.0024622362,-0.0042484654
percent NeuN positive area_Grey matter,z_96,-0.0028493716,0.001981063,0.0031653368,-0.0044754185,-0.004426077,-0.0038270317,-0.002308244,0.00078991195
percent NeuN positive area_Grey matter,z_73,-0.0031450733,0.00066876644,0.0031450733,-0.0035856478,-0.0036098622,-0.0030013043,-0.0018938091,-0.003634743
percent NeuN positive area_Grey matter,z_18,0.0031084656,0.0011118879,0.0031084656,0.0039585084,0.0026889853,0.004684666,0.0014785938,0.0027315752
percent NeuN positive area_Grey matter,z_36,-0.0025946735,0.0018188512,0.0029537827,-0.0028602034,0.0008977726,-0.0043196436,-0.0036371686,-0.0030541248
percent NeuN positive area_Grey matter,z_24,-0.0028433814,0.0017312188,0.0028433814,-0.0010706447,-0.0048832856,-0.0035398304,-0.004196303,-0.0005268432
percent NeuN positive area_Grey matter,z_41,0.002398324,0.00071199064,0.002398324,0.0023077857,0.0027946644,0.0021730065,0.0034340378,0.0012821255
percent NeuN positive area_Grey matter,z_54,0.0020965822,0.0019401277,0.0023117878,-0.0005380139,0.0029708073,0.0011525787,0.0052608326,0.0016367061
percent NeuN positive area_Grey matter,z_65,-0.0022130131,0.0008525434,0.0022130131,-0.002201859,-0.0016676448,-0.003735667,-0.002255028,-0.0012048665
percent NeuN positive area_Grey matter,z_25,0.00033757155,0.0022249096,0.0020452219,-0.0030055325,0.0018112101,0.00088612735,0.0032596458,-0.001263593
percent NeuN positive area_Grey matter,z_121,0.0007471995,0.0016620725,0.0015052172,0.0034609959,0.0012869984,-0.000503825,-0.001391219,0.00088304724
percent NeuN positive area_Grey matter,z_112,0.0003827347,0.0015390975,0.0010989045,-0.0005646497,-0.0011934824,0.0032613203,-3.229268e-05,0.000442778
percent GFAP positive area_Grey matter,z_63,-0.14799497,0.021035373,0.14799497,-0.18350634,-0.15702316,-0.14193693,-0.121944055,-0.1355644
percent GFAP positive area_Grey matter,z_38,0.12219997,0.028274424,0.12219997,0.1257818,0.1715326,0.12335894,0.088553995,0.10177247
percent GFAP positive area_Grey matter,z_120,-0.09308137,0.03710235,0.09308137,-0.066928014,-0.091191016,-0.12543859,-0.14161517,-0.04023413
percent GFAP positive area_Grey matter,z_107,0.075132355,0.016370805,0.075132355,0.09189391,0.05179638,0.0615125,0.077320844,0.09313816
percent GFAP positive area_Grey matter,z_71,-0.07200574,0.011415521,0.07200574,-0.07207505,-0.05283156,-0.08869866,-0.07212679,-0.07429665
percent GFAP positive area_Grey matter,z_11,-0.041798018,0.0049293856,0.041798018,-0.045865797,-0.04074031,-0.043359987,-0.046255045,-0.032768965
percent GFAP positive area_Grey matter,z_103,0.040674053,0.01904257,0.040674053,0.04913501,0.059153907,0.038556747,0.051579863,0.004944723
percent GFAP positive area_Grey matter,z_94,0.034882225,0.0153438635,0.034882225,0.03516212,0.008450985,0.03113423,0.052785635,0.046878155
percent GFAP positive area_Grey matter,z_125,-0.030915882,0.010246211,0.030915882,-0.028908357,-0.027428761,-0.045051448,-0.014942378,-0.038248476
percent GFAP positive area_Grey matter,z_48,0.027647797,0.011193122,0.027647797,0.04360372,0.010976821,0.027135637,0.035076883,0.021445913
percent GFAP positive area_Grey matter,z_9,-0.02638121,0.01709157,0.02758893,-0.021680448,-0.045044307,-0.026798185,-0.04140242,0.0030193026
percent GFAP positive area_Grey matter,z_20,-0.025807703,0.0073333737,0.025807703,-0.0157872,-0.021447606,-0.037812185,-0.025868744,-0.028122785
percent GFAP positive area_Grey matter,z_14,-0.025250757,0.0058735097,0.025250757,-0.033600323,-0.016270563,-0.026558265,-0.028089799,-0.021734834
percent GFAP positive area_Grey matter,z_44,0.024278784,0.0035366581,0.024278784,0.029927209,0.020592794,0.0245791,0.02583053,0.020464282
percent GFAP positive area_Grey matter,z_126,-0.023754949,0.0071690176,0.023754949,-0.034390684,-0.0123722255,-0.0242391,-0.021238742,-0.026533995
percent GFAP positive area_Grey matter,z_21,-0.023106119,0.008953452,0.023106119,-0.020649284,-0.034522295,-0.01801388,-0.010424353,-0.031920783
percent GFAP positive area_Grey matter,z_127,-0.02182593,0.0036235745,0.02182593,-0.026419193,-0.021567658,-0.020842683,-0.02450338,-0.015796736
percent GFAP positive area_Grey matter,z_39,0.021731097,0.0022761829,0.021731097,0.021817327,0.019305423,0.019292785,0.022967838,0.025272116
percent GFAP positive area_Grey matter,z_1,-0.009079298,0.02045459,0.020789182,-0.024310626,-0.02218026,0.0046745706,-0.028180316,0.024600144
percent GFAP positive area_Grey matter,z_24,-0.020079326,0.0025741558,0.020079326,-0.019814238,-0.023713052,-0.022113658,-0.016628638,-0.018127047
percent GFAP positive area_Grey matter,z_31,-0.019152345,0.008706265,0.019152345,-0.02157941,-0.02451729,-0.016624337,-0.029249761,-0.0037909225
percent GFAP positive area_Grey matter,z_55,-0.016583491,0.005329735,0.016583491,-0.023545384,-0.010761961,-0.015393561,-0.0112112835,-0.022005267
percent GFAP positive area_Grey matter,z_26,-0.012841952,0.020228462,0.015634403,0.006981127,-0.051333748,-0.012576691,-0.004631877,-0.0026485734
percent GFAP positive area_Grey matter,z_93,0.015543625,0.0033662827,0.015543625,0.017969802,0.009404346,0.01584402,0.019143216,0.015356742
percent GFAP positive area_Grey matter,z_37,0.012873379,0.01231947,0.015374705,0.0040860474,0.016823322,0.027410649,-0.006253317,0.022300187
percent GFAP positive area_Grey matter,z_12,0.014166841,0.0036934642,0.014166841,0.012807533,0.021115735,0.013007117,0.013811581,0.01009224
percent GFAP positive area_Grey matter,z_100,0.0138669405,0.006283245,0.0138669405,0.005182158,0.014033761,0.024714164,0.011816993,0.013587624
percent GFAP positive area_Grey matter,z_62,0.013183391,0.0084814215,0.013183391,0.029577263,0.004893884,0.010864757,0.010085382,0.010495666
percent GFAP positive area_Grey matter,z_50,-0.0016301718,0.013418482,0.012596533,-0.013292715,0.008017361,-0.0062267706,-0.016047277,0.019398542
percent GFAP positive area_Grey matter,z_0,-0.012519059,0.006966722,0.012519059,-0.014550716,-0.022554934,-0.005065389,-0.01619663,-0.0042276196
percent GFAP positive area_Grey matter,z_70,-0.012309869,0.0076786433,0.012309869,-0.019629747,-0.0027535912,-0.02230536,-0.005276503,-0.01158414
percent GFAP positive area_Grey matter,z_47,-0.012271749,0.00925199,0.012271749,-0.017415658,-0.0012014061,-0.027394164,-0.009675488,-0.0056720255
percent GFAP positive area_Grey matter,z_28,0.0122562405,0.0009558512,0.0122562405,0.013100639,0.011977054,0.011231674,0.013630919,0.011340912
percent GFAP positive area_Grey matter,z_80,-0.0120037235,0.0023621165,0.0120037235,-0.01050885,-0.014251418,-0.011092784,-0.015226737,-0.00893883
percent GFAP positive area_Grey matter,z_79,0.0118470425,0.0027626783,0.0118470425,0.014297172,0.007911436,0.011251628,0.010227576,0.0155473985
percent GFAP positive area_Grey matter,z_98,0.011561225,0.0023817106,0.011561225,0.012177803,0.012358978,0.010873573,0.014845438,0.0075503364
percent GFAP positive area_Grey matter,z_116,-0.011439679,0.0047423444,0.011439679,-0.014748141,-0.0036127418,-0.011870123,-0.009502426,-0.017464962
percent GFAP positive area_Grey matter,z_97,0.011290486,0.0021566427,0.011290486,0.009716183,0.008220583,0.013460366,0.0111891255,0.013866171
percent GFAP positive area_Grey matter,z_57,0.0075198235,0.013361159,0.011200766,0.018376965,-0.0033101253,-0.0021215472,0.028424509,-0.0037706848
percent GFAP positive area_Grey matter,z_78,-0.010902337,0.0042203767,0.010902337,-0.013016477,-0.007118255,-0.0060763583,-0.017747551,-0.010553043
percent GFAP positive area_Grey matter,z_53,-0.010733822,0.0023079023,0.010733822,-0.0124055445,-0.007981226,-0.009542365,-0.014345802,-0.009394176
percent GFAP positive area_Grey matter,z_54,0.010312833,0.0009803653,0.010312833,0.011247903,0.008575603,0.011262678,0.0102304,0.010247581
percent GFAP positive area_Grey matter,z_51,-0.009845482,0.0039803083,0.009845482,-0.009074926,-0.003789246,-0.007927604,-0.0140961185,-0.014339518
percent GFAP positive area_Grey matter,z_117,0.006873209,0.009004618,0.009821327,0.018280119,-0.0032140464,0.01018597,-0.004156247,0.01327025
percent GFAP positive area_Grey matter,z_105,-0.009760683,0.0046094246,0.009760683,-0.01130477,-0.004659146,-0.01098112,-0.004862733,-0.016995648
percent GFAP positive area_Grey matter,z_16,-0.0097491,0.0040926826,0.0097491,-0.011756316,-0.0025612414,-0.009554869,-0.009831376,-0.015041692
percent GFAP positive area_Grey matter,z_30,-0.00507975,0.011962326,0.009724069,-0.0055600256,0.006028123,-0.0045097955,0.0055826753,-0.026939727
percent GFAP positive area_Grey matter,z_92,0.009355827,0.0022806972,0.009355827,0.013147429,0.009320401,0.008314421,0.006146297,0.009850588
percent GFAP positive area_Grey matter,z_59,0.009338544,0.0035889589,0.009338544,0.010885015,0.014596,0.009714948,0.003692843,0.007803913
percent GFAP positive area_Grey matter,z_8,-0.009113612,0.00695246,0.009113612,-0.013605131,-0.0008536726,-0.01817817,-0.011808407,-0.0011226796
percent GFAP positive area_Grey matter,z_83,0.005663285,0.007825409,0.008784858,0.009961959,0.0033526197,0.007212704,-0.007803932,0.015593074
percent GFAP positive area_Grey matter,z_43,-0.008579931,0.0029895147,0.008579931,-0.009931609,-0.009170551,-0.01169514,-0.009214755,-0.002887603
percent GFAP positive area_Grey matter,z_15,0.00856537,0.0022914743,0.00856537,0.010237865,0.004724972,0.007462736,0.009165175,0.011236101
percent GFAP positive area_Grey matter,z_108,0.008319273,0.002872074,0.008319273,0.011722878,0.009206034,0.005915696,0.010640539,0.004111219
percent GFAP positive area_Grey matter,z_17,-0.0017350022,0.008953431,0.00811894,-0.003705725,-0.0061374456,-0.007818118,-0.0069735646,0.015959842
percent GFAP positive area_Grey matter,z_86,-0.007708147,0.0013227691,0.007708147,-0.009490445,-0.007454984,-0.0087518655,-0.0056771487,-0.0071662907
percent GFAP positive area_Grey matter,z_29,-0.007391813,0.0027985747,0.007391813,-0.0061257854,-0.0078047365,-0.010734871,-0.0027475134,-0.009546161
percent GFAP positive area_Grey matter,z_49,0.005693729,0.005536921,0.007344884,0.0057322383,0.011848196,0.0050220005,0.009994097,-0.004127886
percent GFAP positive area_Grey matter,z_23,0.0073284023,0.0016441456,0.0073284023,0.007869475,0.0046097413,0.007836424,0.006717436,0.009608936
percent GFAP positive area_Grey matter,z_115,-0.0072008884,0.004336117,0.0072008884,-0.002452571,-0.014223024,-0.010129507,-0.00445275,-0.00474659
percent GFAP positive area_Grey matter,z_119,0.0070779,0.00075052516,0.0070779,0.0067855045,0.0076942667,0.008094743,0.0068647563,0.005950231
percent GFAP positive area_Grey matter,z_101,0.006974533,0.004935086,0.006974533,0.00771752,0.0010125786,0.011639312,0.012898073,0.001605181
percent GFAP positive area_Grey matter,z_84,-0.0069735125,0.0037206635,0.0069735125,-0.010720573,-0.0034392253,-0.011066996,-0.0077062547,-0.0019345134
percent GFAP positive area_Grey matter,z_81,-0.0069357706,0.004883543,0.0069357706,-0.0100129545,-0.0023641735,-0.006022159,-0.001615122,-0.014664445
percent GFAP positive area_Grey matter,z_113,-0.004836534,0.0060814046,0.006865935,-0.008703329,-0.0018916503,-0.0059622955,0.0050735027,-0.0126989
percent GFAP positive area_Grey matter,z_3,0.00675603,0.002820142,0.00675603,0.011736348,0.0055683106,0.0060737133,0.0031699687,0.007231809
percent GFAP positive area_Grey matter,z_106,-0.0066615655,0.0018135654,0.0066615655,-0.009847224,-0.0053728297,-0.006777907,-0.006794162,-0.004515704
percent GFAP positive area_Grey matter,z_85,-0.006643899,0.0024686803,0.006643899,-0.008890659,-0.0029810667,-0.00835502,-0.0043707937,-0.008621953
percent GFAP positive area_Grey matter,z_40,-0.006605664,0.0019720416,0.006605664,-0.0047667995,-0.0074657053,-0.0091607515,-0.0038742274,-0.0077608377
percent GFAP positive area_Grey matter,z_91,-0.0062277336,0.00079291017,0.0062277336,-0.0061556995,-0.0055477247,-0.0065780114,-0.0053167418,-0.0075404905
percent GFAP positive area_Grey matter,z_82,-0.00391987,0.005265546,0.00592244,-0.00449194,-0.002203565,-0.010531584,0.005006425,-0.007378686
percent GFAP positive area_Grey matter,z_42,-0.0059030456,0.0021798143,0.0059030456,-0.008771807,-0.0032596365,-0.007449452,-0.003503956,-0.006530378
percent GFAP positive area_Grey matter,z_25,-0.0048568207,0.0041495627,0.0058401367,-0.009094641,-0.0044014677,-0.004601106,0.0024582893,-0.008645179
percent GFAP positive area_Grey matter,z_35,0.0055771084,0.0019141287,0.0055771084,0.006591916,0.0025038794,0.0049960464,0.0054784343,0.008315265
percent GFAP positive area_Grey matter,z_22,-0.004679353,0.0057270587,0.005452248,-0.014618337,0.0013757944,-0.0056872666,-0.0050233975,0.0005564429
percent GFAP positive area_Grey matter,z_52,0.0053049484,0.0005084907,0.0053049484,0.0053964555,0.004498504,0.0051649995,0.006085299,0.005379483
percent GFAP positive area_Grey matter,z_27,0.002978994,0.0060251816,0.004864092,0.0015848354,-0.0038527772,0.0042480994,-0.00085996836,0.013774781
percent GFAP positive area_Grey matter,z_4,0.0033511226,0.004552101,0.004856576,-0.0022264645,0.006454803,0.0045960974,0.009468347,-0.0015371703
percent GFAP positive area_Grey matter,z_114,-0.0048203175,0.0011890158,0.0048203175,-0.003295131,-0.004923716,-0.0058445986,-0.00636141,-0.0036767311
percent GFAP positive area_Grey matter,z_95,-0.004704358,0.0013045169,0.004704358,-0.005673632,-0.0043896213,-0.0024899226,-0.004662752,-0.006305862
percent GFAP positive area_Grey matter,z_45,-0.0046875896,0.001759117,0.0046875896,-0.0048222393,-0.0029557347,-0.007670706,-0.0028554127,-0.005133856
percent GFAP positive area_Grey matter,z_90,0.003642965,0.0036810322,0.00466125,0.0037442744,0.0076181963,0.0023108367,0.0070872307,-0.0025457125
percent GFAP positive area_Grey matter,z_7,-0.0016736794,0.0046639764,0.0045263413,-0.001786463,-0.0051685795,-0.002615003,-0.0059300065,0.007131655
percent GFAP positive area_Grey matter,z_123,-0.0043846746,0.002295948,0.0043846746,-0.0039641857,-0.0046903566,-0.001171926,-0.0037869737,-0.008309931
percent GFAP positive area_Grey matter,z_77,0.0042459825,0.00087386684,0.0042459825,0.00420399,0.0037133917,0.0031593777,0.0057738274,0.0043793246
percent GFAP positive area_Grey matter,z_58,-0.004224345,0.0017460221,0.004224345,-0.0024448484,-0.003708154,-0.006366683,-0.0024025291,-0.006199511
percent GFAP positive area_Grey matter,z_102,0.004102971,0.0013572127,0.004102971,0.0034407973,0.005447753,0.0037147477,0.0021160543,0.005795503
percent GFAP positive area_Grey matter,z_88,-0.0040499684,0.0019930466,0.0040499684,-0.0051302016,-0.0059909374,-0.0012160875,-0.005810827,-0.0021017883
percent GFAP positive area_Grey matter,z_87,0.003975572,0.001989604,0.003975572,0.0061959997,0.0043673813,0.0002342686,0.0043476745,0.004732536
percent GFAP positive area_Grey matter,z_112,0.0007120691,0.0045349863,0.003939914,0.0010171086,-0.008069612,0.0045372285,0.003328979,0.0027466416
percent GFAP positive area_Grey matter,z_32,-0.0038418598,0.0017241595,0.0038418598,-0.0036884174,-0.0066374987,-0.0033312328,-0.0042747334,-0.001277417
percent GFAP positive area_Grey matter,z_75,0.002302707,0.00442882,0.003631582,-0.00030611455,0.009058043,-5.9120357e-06,0.0057776794,-0.0030101612
percent GFAP positive area_Grey matter,z_10,0.0021046724,0.0032078726,0.0035546478,0.0012106672,0.0033922866,0.0037902948,-0.0036249384,0.005755052
percent GFAP positive area_Grey matter,z_104,-0.0033483896,0.0015031588,0.0033483896,-0.004664883,-0.0004183799,-0.0036148485,-0.003999144,-0.004044693
percent GFAP positive area_Grey matter,z_41,0.0033471503,0.0018612936,0.0033471503,0.00496307,0.0020820573,0.00330084,0.0006393194,0.0057504643
percent GFAP positive area_Grey matter,z_76,0.0025444478,0.0032997902,0.0030528395,0.00095599145,-0.0012709796,0.0033428483,0.0012333468,0.008461032
percent GFAP positive area_Grey matter,z_121,-0.0010179479,0.0032732743,0.0030011493,0.001573965,-0.005592875,-0.0008819867,-0.0035728812,0.0033840388
percent GFAP positive area_Grey matter,z_34,0.0023160144,0.002083914,0.0028693364,-0.0013833046,0.005098127,0.0025536567,0.0026781037,0.0026334897
percent GFAP positive area_Grey matter,z_19,0.002602168,0.0023843662,0.0027944942,-0.00048081577,0.00052054226,0.0047709886,0.0024573654,0.0057427585
percent GFAP positive area_Grey matter,z_68,-0.0027146928,0.0028322241,0.0027535788,9.7215176e-05,-0.0073028877,-0.0046605356,-0.0013203621,-0.00038689375
percent GFAP positive area_Grey matter,z_36,-0.0027133208,0.0011725345,0.0027133208,-0.0018879175,-0.0013802946,-0.0020515602,-0.0041486546,-0.004098177
percent GFAP positive area_Grey matter,z_67,0.0025618947,0.0020890995,0.002629844,0.0018140972,0.0024154335,0.0024769567,0.00627286,-0.00016987324
percent GFAP positive area_Grey matter,z_99,-0.0025939022,0.0008643261,0.0025939022,-0.0039436147,-0.0013501942,-0.0026827808,-0.0020842254,-0.0029086955
percent GFAP positive area_Grey matter,z_122,-0.0016218092,0.0026021036,0.0025857533,0.0006543994,0.0017554611,-0.0048787575,-0.0014438033,-0.004196346
percent GFAP positive area_Grey matter,z_109,-0.0012968245,0.002635769,0.002463289,-0.001382567,-0.005540259,-0.0024774577,0.0017313957,0.0011847652
percent GFAP positive area_Grey matter,z_5,-0.002433917,0.0011042235,0.002433917,-0.0031147078,-0.00054715574,-0.0037715659,-0.002739042,-0.0019971132
percent GFAP positive area_Grey matter,z_60,-0.0014048129,0.0019984131,0.002378398,-0.0029034093,-0.0013191625,-0.0027530417,0.0024339631,-0.0024824142
percent GFAP positive area_Grey matter,z_118,0.00040704495,0.0024485926,0.0023297002,-0.0021421015,0.002082266,0.001065379,-0.0026645362,0.0036942177
percent GFAP positive area_Grey matter,z_74,-0.0019745813,0.0016010166,0.0023147538,-0.0028726086,0.0008504316,-0.0021683853,-0.0017254651,-0.0039568786
percent GFAP positive area_Grey matter,z_33,0.0022406052,0.0007500454,0.0022406052,0.0021896139,0.0015963838,0.001329923,0.0034153238,0.002671782
percent GFAP positive area_Grey matter,z_56,-0.0008792501,0.0026720606,0.0022373307,-0.004989542,0.002496384,0.00014705025,-0.00280191,0.0007517673
percent GFAP positive area_Grey matter,z_18,0.0019374829,0.0010547136,0.0019374829,0.0015288591,0.0032115504,0.0022860616,0.00012352318,0.00253742
percent GFAP positive area_Grey matter,z_6,0.0019095618,0.00059535936,0.0019095618,0.002250813,0.0012439415,0.0014883932,0.0016669184,0.0028977431
percent GFAP positive area_Grey matter,z_110,0.0016864352,0.0012810433,0.0018434115,0.0016100407,0.0035404712,0.0022814497,0.0013926551,-0.0003924407
percent GFAP positive area_Grey matter,z_69,0.00044516884,0.0019380036,0.0018294606,0.002625458,0.00062449276,-0.001200417,0.002436623,-0.0022603124
percent GFAP positive area_Grey matter,z_13,0.001115001,0.0023646117,0.0017403222,-0.00076672435,0.005592793,0.0012611374,-0.0007965788,0.0002843775
percent GFAP positive area_Grey matter,z_64,-0.00061732455,0.002134618,0.0016064219,0.002129145,-0.0011790022,-6.259419e-05,0.00034359843,-0.00431777
