study,sample,guide_id,target_id,target_class,n_cells,total_counts
GSE311359,S4,SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,11,45841
GSE311359,S4,SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,10,59938
GSE311359,S4,SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,7,44274
GSE311359,S4,SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,23,139760
GSE311359,S4,SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,5,31938
GSE311359,S4,SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,20,120135
GSE311359,S4,SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,7,41273
GSE311359,S4,SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,8,52890
GSE311359,S4,SLC25A19_sig_e5_g5,SLC25A19_sig_e5,other,1,4068
GSE311359,S4,SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,12,98308
GSE311359,S4,SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,12,79226
GSE311359,S4,SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,14,83305
GSE311359,S4,SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,10,43043
GSE311359,S4,SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,24,148365
GSE311359,S4,SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,5,30828
GSE311359,S4,SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,10,61468
GSE311359,S4,SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,2,11065
GSE311359,S4,SLC25A19_sig_e7_g5,SLC25A19_sig_e7,other,1,5440
GSE311359,S4,IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,10,62391
GSE311359,S4,IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,5,30533
GSE311359,S4,IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,18,102548
GSE311359,S4,IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,15,105969
GSE311359,S4,IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,3,14578
GSE311359,S4,IFNGR1_sig_e2_g1,IFNGR1_sig_e2,other,3,27668
GSE311359,S4,IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,15,102478
GSE311359,S4,IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,13,97158
GSE311359,S4,IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,16,106056
GSE311359,S4,IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,14,95480
GSE311359,S4,IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,9,59603
GSE311359,S4,IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,15,93470
GSE311359,S4,IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,4,23884
GSE311359,S4,IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,7,40324
GSE311359,S4,IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,16,100033
GSE311359,S4,IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,11,52451
GSE311359,S4,IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,8,42344
GSE311359,S4,IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,7,45778
GSE311359,S4,IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,15,91492
GSE311359,S4,IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,10,55845
GSE311359,S4,IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,19,120536
GSE311359,S4,IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,16,87785
GSE311359,S4,IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,12,69045
GSE311359,S4,IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,4,18926
GSE311359,S4,IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,15,104876
GSE311359,S4,IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,9,52278
GSE311359,S4,IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,13,101495
GSE311359,S4,IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,14,86671
GSE311359,S4,IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,19,124523
GSE311359,S4,IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,6,46087
GSE311359,S4,IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,9,52162
GSE311359,S4,IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,10,53182
GSE311359,S4,IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,14,89528
GSE311359,S4,IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,7,43316
GSE311359,S4,IFNGR1_sig_e7_g3,IFNGR1_sig_e7,other,5,24473
GSE311359,S4,C3_sig_e1_g1,C3_sig_e1,other,5,26153
GSE311359,S4,C3_sig_e1_g2,C3_sig_e1,other,11,64882
GSE311359,S4,C3_sig_e1_g4,C3_sig_e1,other,9,64611
GSE311359,S4,C3_sig_e1_g5,C3_sig_e1,other,13,83858
GSE311359,S4,C3_sig_e2_g1,C3_sig_e2,other,12,69436
GSE311359,S4,C3_sig_e2_g2,C3_sig_e2,other,8,56341
GSE311359,S4,C3_sig_e2_g3,C3_sig_e2,other,11,64397
GSE311359,S4,C3_sig_e2_g4,C3_sig_e2,other,13,87522
GSE311359,S4,C3_sig_e2_g5,C3_sig_e2,other,7,46709
GSE311359,S4,C3_sig_e2_g6,C3_sig_e2,other,22,132762
GSE311359,S4,C3_sig_e2_g7,C3_sig_e2,other,11,53169
GSE311359,S4,C3_sig_e2_g8,C3_sig_e2,other,2,10360
GSE311359,S4,C3_sig_e2_g10,C3_sig_e2,other,8,47330
GSE311359,S4,C3_sig_e2_g11,C3_sig_e2,other,4,20711
GSE311359,S4,C3_sig_e2_g12,C3_sig_e2,other,6,36233
GSE311359,S4,CD86_sig_e1_g1,CD86_sig_e1,other,11,73608
GSE311359,S4,CD86_sig_e1_g2,CD86_sig_e1,other,6,34709
GSE311359,S4,CD86_sig_e1_g3,CD86_sig_e1,other,9,62163
GSE311359,S4,CD86_sig_e1_g5,CD86_sig_e1,other,20,110216
GSE311359,S4,CD86_sig_e1_g6,CD86_sig_e1,other,3,14887
GSE311359,S4,CD86_sig_e1_g7,CD86_sig_e1,other,30,194379
GSE311359,S4,CD86_sig_e1_g8,CD86_sig_e1,other,18,114339
GSE311359,S4,CD86_sig_e1_g9,CD86_sig_e1,other,2,7691
GSE311359,S4,CD86_sig_e1_g10,CD86_sig_e1,other,21,135042
GSE311359,S4,CD86_sig_e2_g1,CD86_sig_e2,other,19,130796
GSE311359,S4,CD86_sig_e2_g2,CD86_sig_e2,other,11,67113
GSE311359,S4,CD86_sig_e2_g3,CD86_sig_e2,other,15,80701
GSE311359,S4,non-targeting_00000,non-targeting_00000,non_targeting_control,9,51721
GSE311359,S4,non-targeting_00002,non-targeting_00002,non_targeting_control,14,74345
GSE311359,S4,non-targeting_00003,non-targeting_00003,non_targeting_control,14,82153
GSE311359,S4,non-targeting_00004,non-targeting_00004,non_targeting_control,11,58997
GSE311359,S4,non-targeting_00005,non-targeting_00005,non_targeting_control,15,91979
GSE311359,S4,non-targeting_00007,non-targeting_00007,non_targeting_control,22,127629
GSE311359,S4,non-targeting_00008,non-targeting_00008,non_targeting_control,12,59930
GSE311359,S4,non-targeting_00009,non-targeting_00009,non_targeting_control,8,54535
GSE311359,S4,non-targeting_00010,non-targeting_00010,non_targeting_control,6,41130
GSE311359,S4,non-targeting_00012,non-targeting_00012,non_targeting_control,4,19198
GSE311359,S4,non-targeting_00013,non-targeting_00013,non_targeting_control,14,101820
GSE311359,S4,non-targeting_00014,non-targeting_00014,non_targeting_control,7,46148
GSE311359,S4,non-targeting_00016,non-targeting_00016,non_targeting_control,9,49486
GSE311359,S4,ELMO1_tss_g4,ELMO1_tss,tss_cis_element,17,104492
GSE311359,S4,BIN1_tss_g1,BIN1_tss,tss_cis_element,15,98236
GSE311359,S4,BIN1_tss_g2,BIN1_tss,tss_cis_element,2,11684
GSE311359,S4,BIN1,BIN1,other,29,0
GSE311359,S4,BIN1,BIN1,other,29,0
GSE311359,S4,BIN1,BIN1,other,29,161598
GSE311359,S5,ELMO1_tss_g1,ELMO1_tss,tss_cis_element,1,2101
GSE311359,S5,ELMO1_tss_g2,ELMO1_tss,tss_cis_element,1,8737
GSE311359,S5,ELMO1_tss_g3,ELMO1_tss,tss_cis_element,22,107546
GSE311359,S5,MERTK_tss_g1,MERTK_tss,tss_cis_element,10,44061
GSE311359,S5,MERTK_tss_g2,MERTK_tss,tss_cis_element,11,58218
GSE311359,S5,MERTK_tss_g3,MERTK_tss,tss_cis_element,9,45265
GSE311359,S5,MAF_tss_g2,MAF_tss,tss_cis_element,12,36081
GSE311359,S5,MAF_tss_g3,MAF_tss,tss_cis_element,6,36705
GSE311359,S5,SLC25A19_tss_g1,SLC25A19_tss,tss_cis_element,13,53883
GSE311359,S5,SLC25A19_tss_g2,SLC25A19_tss,tss_cis_element,6,28058
GSE311359,S5,SLC25A19_tss_g3,SLC25A19_tss,tss_cis_element,3,14996
GSE311359,S5,MARCHF1_tss_g2,MARCHF1_tss,tss_cis_element,3,17782
GSE311359,S5,MARCHF1_tss_g3,MARCHF1_tss,tss_cis_element,6,32040
GSE311359,S5,IRF5_tss_g1,IRF5_tss,tss_cis_element,4,16241
GSE311359,S5,IRF5_tss_g2,IRF5_tss,tss_cis_element,5,22079
GSE311359,S5,IRF5_tss_g3,IRF5_tss,tss_cis_element,14,55261
GSE311359,S5,IFNGR1_tss_g2,IFNGR1_tss,tss_cis_element,9,45242
GSE311359,S5,C3_tss_g2,C3_tss,tss_cis_element,7,36380
GSE311359,S5,C3_tss_g3,C3_tss,tss_cis_element,44,132675
GSE311359,S5,CD86_tss_g1,CD86_tss,tss_cis_element,32,132683
GSE311359,S5,CD86_tss_g2,CD86_tss,tss_cis_element,3,12638
GSE311359,S5,ELMO1_nsig_e1_g1,ELMO1_nsig_e1,other,1,3615
GSE311359,S5,ELMO1_nsig_e1_g2,ELMO1_nsig_e1,other,4,25901
GSE311359,S5,ELMO1_nsig_e1_g3,ELMO1_nsig_e1,other,9,43937
GSE311359,S5,ELMO1_nsig_e1_g4,ELMO1_nsig_e1,other,5,28903
GSE311359,S5,ELMO1_nsig_e1_g5,ELMO1_nsig_e1,other,1,4683
GSE311359,S5,ELMO1_nsig_e2_g1,ELMO1_nsig_e2,other,22,74716
GSE311359,S5,ELMO1_nsig_e2_g3,ELMO1_nsig_e2,other,20,88036
GSE311359,S5,ELMO1_nsig_e2_g5,ELMO1_nsig_e2,other,7,32217
GSE311359,S5,ELMO1_nsig_e3_g2,ELMO1_nsig_e3,other,19,74791
GSE311359,S5,ELMO1_nsig_e3_g4,ELMO1_nsig_e3,other,13,52563
GSE311359,S5,ELMO1_nsig_e3_g5,ELMO1_nsig_e3,other,20,88824
GSE311359,S5,ELMO1_nsig_gwas_g1,ELMO1_nsig_gwas,other,8,36461
GSE311359,S5,ELMO1_nsig_gwas_g2,ELMO1_nsig_gwas,other,12,62773
GSE311359,S5,ELMO1_nsig_gwas_g3,ELMO1_nsig_gwas,other,2,11226
GSE311359,S5,ELMO1_nsig_gwas_g4,ELMO1_nsig_gwas,other,6,40514
GSE311359,S5,ELMO1_nsig_gwas_g5,ELMO1_nsig_gwas,other,10,45074
GSE311359,S5,MERTK_nsig_e1_g1,MERTK_nsig_e1,other,4,15832
GSE311359,S5,MERTK_nsig_e1_g2,MERTK_nsig_e1,other,7,25941
GSE311359,S5,MERTK_nsig_e1_g3,MERTK_nsig_e1,other,4,26658
GSE311359,S5,MERTK_nsig_e1_g4,MERTK_nsig_e1,other,33,126159
GSE311359,S5,MERTK_nsig_e1_g5,MERTK_nsig_e1,other,9,39841
GSE311359,S5,MERTK_nsig_e2_g1,MERTK_nsig_e2,other,20,84615
GSE311359,S5,MERTK_nsig_e2_g2,MERTK_nsig_e2,other,13,52623
GSE311359,S5,MERTK_nsig_e2_g3,MERTK_nsig_e2,other,2,9432
GSE311359,S5,MERTK_nsig_e2_g4,MERTK_nsig_e2,other,2,8708
GSE311359,S5,MERTK_nsig_e2_g5,MERTK_nsig_e2,other,7,27401
GSE311359,S5,MERTK_nsig_e2_g6,MERTK_nsig_e2,other,16,53950
GSE311359,S5,MERTK_nsig_e2_g7,MERTK_nsig_e2,other,16,58742
GSE311359,S5,MERTK_nsig_e2_g8,MERTK_nsig_e2,other,5,22205
GSE311359,S5,MERTK_nsig_e3_g1,MERTK_nsig_e3,other,7,33575
GSE311359,S5,MERTK_nsig_e3_g3,MERTK_nsig_e3,other,21,86617
GSE311359,S5,MERTK_nsig_e3_g4,MERTK_nsig_e3,other,8,46110
GSE311359,S5,MERTK_nsig_e3_g5,MERTK_nsig_e3,other,10,39699
GSE311359,S5,MERTK_nsig_e4_g1,MERTK_nsig_e4,other,4,16726
GSE311359,S5,MERTK_nsig_e4_g2,MERTK_nsig_e4,other,5,22725
GSE311359,S5,MAF_nsig_e1_g1,MAF_nsig_e1,other,11,40564
GSE311359,S5,MAF_nsig_e1_g2,MAF_nsig_e1,other,9,37218
GSE311359,S5,MAF_nsig_e1_g3,MAF_nsig_e1,other,5,28582
GSE311359,S5,MAF_nsig_e1_g4,MAF_nsig_e1,other,13,60948
GSE311359,S5,MAF_nsig_e1_g5,MAF_nsig_e1,other,13,75880
GSE311359,S5,MAF_nsig_e2_g1,MAF_nsig_e2,other,5,24538
GSE311359,S5,MAF_nsig_e2_g2,MAF_nsig_e2,other,9,41905
GSE311359,S5,MAF_nsig_e2_g3,MAF_nsig_e2,other,9,36969
GSE311359,S5,MAF_genebodyctrl_g1,MAF_genebodyctrl,other,12,56848
GSE311359,S5,MAF_genebodyctrl_g2,MAF_genebodyctrl,other,20,63362
GSE311359,S5,MAF_genebodyctrl_g3,MAF_genebodyctrl,other,18,71554
GSE311359,S5,MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1,other,7,29314
GSE311359,S5,MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1,other,5,27158
GSE311359,S5,MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1,other,5,22706
GSE311359,S5,MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1,other,3,13731
GSE311359,S5,MARCHF1_nsig_e2_g1,MARCHF1_nsig_e2,other,2,8672
GSE311359,S5,MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2,other,23,101384
GSE311359,S5,MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2,other,1,4074
GSE311359,S5,MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2,other,3,16191
GSE311359,S5,MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2,other,5,19521
GSE311359,S5,IRF5_nsig_e1_g1,IRF5_nsig_e1,other,7,33004
GSE311359,S5,IRF5_nsig_e1_g2,IRF5_nsig_e1,other,15,77333
GSE311359,S5,IRF5_nsig_e1_g3,IRF5_nsig_e1,other,14,57162
GSE311359,S5,IRF5_nsig_e1_g4,IRF5_nsig_e1,other,4,19765
GSE311359,S5,IRF5_nsig_e1_g5,IRF5_nsig_e1,other,8,31649
GSE311359,S5,SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1,other,6,28699
GSE311359,S5,SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1,other,15,77929
GSE311359,S5,SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1,other,4,16307
GSE311359,S5,SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1,other,15,85404
GSE311359,S5,SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1,other,12,47247
GSE311359,S5,SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2,other,6,23827
GSE311359,S5,SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2,other,9,30975
GSE311359,S5,SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2,other,11,45135
GSE311359,S5,IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1,other,13,59709
GSE311359,S5,IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1,other,1,4914
GSE311359,S5,IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1,other,6,27273
GSE311359,S5,IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1,other,16,49460
GSE311359,S5,IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1,other,2,8824
GSE311359,S5,IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1,other,4,20819
GSE311359,S5,IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1,other,6,25388
GSE311359,S5,IFNGR1_nsig_e1_g8,IFNGR1_nsig_e1,other,1,7989
GSE311359,S5,IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2,other,1,3576
GSE311359,S5,IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2,other,15,74440
GSE311359,S5,IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2,other,14,56943
GSE311359,S5,IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2,other,16,72407
GSE311359,S5,IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2,other,8,40034
GSE311359,S5,C3_nsig_e1_g1,C3_nsig_e1,other,10,45909
GSE311359,S5,C3_nsig_e1_g2,C3_nsig_e1,other,6,28144
GSE311359,S5,C3_nsig_e1_g3,C3_nsig_e1,other,16,74597
GSE311359,S5,CD86_nsig_e1_g1,CD86_nsig_e1,other,9,41916
GSE311359,S5,CD86_nsig_e1_g2,CD86_nsig_e1,other,14,56625
GSE311359,S5,CD86_nsig_e1_g3,CD86_nsig_e1,other,17,61593
GSE311359,S5,CD86_nsig_e2_g1,CD86_nsig_e2,other,13,57564
GSE311359,S5,CD86_nsig_e2_g2,CD86_nsig_e2,other,11,55208
GSE311359,S5,CD86_nsig_e2_g3,CD86_nsig_e2,other,8,24415
GSE311359,S5,ELMO1_sig_e1_g1,ELMO1_sig_e1,other,8,40920
GSE311359,S5,ELMO1_sig_e1_g2,ELMO1_sig_e1,other,12,46805
GSE311359,S5,ELMO1_sig_e1_g3,ELMO1_sig_e1,other,4,20879
GSE311359,S5,ELMO1_sig_e1_g4,ELMO1_sig_e1,other,13,51973
GSE311359,S5,ELMO1_sig_e1_g5,ELMO1_sig_e1,other,13,54153
GSE311359,S5,ELMO1_sig_e1_g7,ELMO1_sig_e1,other,4,16169
GSE311359,S5,ELMO1_sig_e1_g8,ELMO1_sig_e1,other,7,35295
GSE311359,S5,ELMO1_sig_e2_g1,ELMO1_sig_e2,other,7,31328
GSE311359,S5,ELMO1_sig_e2_g2,ELMO1_sig_e2,other,11,40290
GSE311359,S5,ELMO1_sig_e2_g3,ELMO1_sig_e2,other,9,37088
GSE311359,S5,ELMO1_sig_e2_g4,ELMO1_sig_e2,other,14,65120
GSE311359,S5,ELMO1_sig_e2_g5,ELMO1_sig_e2,other,13,46758
GSE311359,S5,ELMO1_sig_e2_g6,ELMO1_sig_e2,other,4,13997
GSE311359,S5,ELMO1_sig_e2_g7,ELMO1_sig_e2,other,16,86440
GSE311359,S5,ELMO1_sig_e2_g8,ELMO1_sig_e2,other,1,5877
GSE311359,S5,ELMO1_sig_e2_g9,ELMO1_sig_e2,other,8,40626
GSE311359,S5,ELMO1_sig_e2_g10,ELMO1_sig_e2,other,7,31771
GSE311359,S5,ELMO1_sig_e2_g13,ELMO1_sig_e2,other,10,53043
GSE311359,S5,ELMO1_sig_e3_g1,ELMO1_sig_e3,other,19,59703
GSE311359,S5,ELMO1_sig_e3_g2,ELMO1_sig_e3,other,4,11687
GSE311359,S5,ELMO1_sig_e3_g3,ELMO1_sig_e3,other,12,45658
GSE311359,S5,ELMO1_sig_e3_g4,ELMO1_sig_e3,other,23,80601
GSE311359,S5,ELMO1_sig_e3_g5,ELMO1_sig_e3,other,32,111836
GSE311359,S5,ELMO1_sig_e4_g1,ELMO1_sig_e4,other,14,42846
GSE311359,S5,ELMO1_sig_e4_g2,ELMO1_sig_e4,other,7,28072
GSE311359,S5,ELMO1_sig_e4_g3,ELMO1_sig_e4,other,15,80462
GSE311359,S5,ELMO1_sig_e4_g4,ELMO1_sig_e4,other,8,38086
GSE311359,S5,ELMO1_sig_e4_g5,ELMO1_sig_e4,other,21,81821
GSE311359,S5,ELMO1_sig_e5_g1,ELMO1_sig_e5,other,7,24245
GSE311359,S5,ELMO1_sig_e5_g2,ELMO1_sig_e5,other,12,39088
GSE311359,S5,ELMO1_sig_e5_g3,ELMO1_sig_e5,other,18,80576
GSE311359,S5,ELMO1_sig_e5_g4,ELMO1_sig_e5,other,11,47031
GSE311359,S5,ELMO1_sig_e5_g5,ELMO1_sig_e5,other,11,39820
GSE311359,S5,ELMO1_sig_e5_g6,ELMO1_sig_e5,other,9,46863
GSE311359,S5,ELMO1_sig_e5_g7,ELMO1_sig_e5,other,5,32557
GSE311359,S5,ELMO1_sig_e5_g8,ELMO1_sig_e5,other,23,102113
GSE311359,S5,MERTK_sig_e1_g1,MERTK_sig_e1,other,16,58661
GSE311359,S5,MERTK_sig_e1_g2,MERTK_sig_e1,other,23,85200
GSE311359,S5,MERTK_sig_e1_g3,MERTK_sig_e1,other,12,54199
GSE311359,S5,MERTK_sig_e1_g4,MERTK_sig_e1,other,9,41950
GSE311359,S5,MERTK_sig_e1_g5,MERTK_sig_e1,other,13,57293
GSE311359,S5,MERTK_sig_e1_g6,MERTK_sig_e1,other,29,112500
GSE311359,S5,MERTK_sig_e1_g7,MERTK_sig_e1,other,31,115363
GSE311359,S5,MERTK_sig_e1_g8,MERTK_sig_e1,other,14,54471
GSE311359,S5,MERTK_sig_e1_g9,MERTK_sig_e1,other,28,87873
GSE311359,S5,MERTK_sig_e1_g10,MERTK_sig_e1,other,9,39086
GSE311359,S5,MERTK_sig_e2_g1,MERTK_sig_e2,other,9,40997
GSE311359,S5,MERTK_sig_e2_g2,MERTK_sig_e2,other,1,3177
GSE311359,S5,MERTK_sig_e2_g4,MERTK_sig_e2,other,3,15382
GSE311359,S5,MERTK_sig_e2_g5,MERTK_sig_e2,other,26,96721
GSE311359,S5,MERTK_sig_e2_g6,MERTK_sig_e2,other,33,124211
GSE311359,S5,MERTK_sig_e2_g7,MERTK_sig_e2,other,8,30159
GSE311359,S5,MERTK_sig_e2_g8,MERTK_sig_e2,other,29,105952
GSE311359,S5,MERTK_sig_e3_g1,MERTK_sig_e3,other,3,7214
GSE311359,S5,MERTK_sig_e3_g2,MERTK_sig_e3,other,9,45052
GSE311359,S5,MERTK_sig_e3_g3,MERTK_sig_e3,other,10,43657
GSE311359,S5,MERTK_sig_e3_g4,MERTK_sig_e3,other,4,16263
GSE311359,S5,MERTK_sig_e3_g5,MERTK_sig_e3,other,16,64927
GSE311359,S5,MERTK_sig_e4_g1,MERTK_sig_e4,other,18,76486
GSE311359,S5,MERTK_sig_e4_g2,MERTK_sig_e4,other,1,2825
GSE311359,S5,MERTK_sig_e4_g3,MERTK_sig_e4,other,11,42946
GSE311359,S5,MERTK_sig_e4_g4,MERTK_sig_e4,other,6,27264
GSE311359,S5,MERTK_sig_e4_g5,MERTK_sig_e4,other,16,72798
GSE311359,S5,MERTK_sig_e4_g6,MERTK_sig_e4,other,12,53972
GSE311359,S5,MERTK_sig_e4_g7,MERTK_sig_e4,other,5,26711
GSE311359,S5,MAF_sig_e1_g1,MAF_sig_e1,other,18,61814
GSE311359,S5,MAF_sig_e1_g2,MAF_sig_e1,other,12,57728
GSE311359,S5,MAF_sig_e1_g4,MAF_sig_e1,other,5,20342
GSE311359,S5,MAF_sig_e2_g1,MAF_sig_e2,other,13,59367
GSE311359,S5,MAF_sig_e2_g3,MAF_sig_e2,other,17,56911
GSE311359,S5,MAF_sig_e2_g4,MAF_sig_e2,other,2,10747
GSE311359,S5,MAF_sig_e3_g1,MAF_sig_e3,other,11,61390
GSE311359,S5,MAF_sig_e3_g2,MAF_sig_e3,other,11,62193
GSE311359,S5,MAF_sig_e3_g3,MAF_sig_e3,other,14,59291
GSE311359,S5,MAF_sig_e3_g4,MAF_sig_e3,other,12,54756
GSE311359,S5,MAF_sig_e3_g5,MAF_sig_e3,other,5,25854
GSE311359,S5,MAF_sig_e4_g1,MAF_sig_e4,other,9,45253
GSE311359,S5,MAF_sig_e4_g2,MAF_sig_e4,other,25,65876
GSE311359,S5,MAF_sig_e4_g3,MAF_sig_e4,other,12,55762
GSE311359,S5,MAF_sig_e4_g4,MAF_sig_e4,other,11,42953
GSE311359,S5,MAF_sig_e4_g5,MAF_sig_e4,other,3,13887
GSE311359,S5,MAF_sig_e4_g6,MAF_sig_e4,other,2,6486
GSE311359,S5,MAF_sig_e4_g7,MAF_sig_e4,other,3,9226
GSE311359,S5,MAF_sig_e4_g8,MAF_sig_e4,other,12,51962
GSE311359,S5,MAF_sig_e4_g9,MAF_sig_e4,other,18,45865
GSE311359,S5,MARCHF1_sig_e1_g1,MARCHF1_sig_e1,other,17,72512
GSE311359,S5,MARCHF1_sig_e1_g2,MARCHF1_sig_e1,other,11,47078
GSE311359,S5,MARCHF1_sig_e1_g3,MARCHF1_sig_e1,other,11,53204
GSE311359,S5,MARCHF1_sig_e1_g4,MARCHF1_sig_e1,other,5,23364
GSE311359,S5,MARCHF1_sig_e1_g5,MARCHF1_sig_e1,other,9,42470
GSE311359,S5,MARCHF1_sig_e2_g1,MARCHF1_sig_e2,other,1,6150
GSE311359,S5,MARCHF1_sig_e2_g2,MARCHF1_sig_e2,other,22,92923
GSE311359,S5,MARCHF1_sig_e2_g3,MARCHF1_sig_e2,other,20,79081
GSE311359,S5,MARCHF1_sig_e2_g4,MARCHF1_sig_e2,other,21,92677
GSE311359,S5,MARCHF1_sig_e2_g5,MARCHF1_sig_e2,other,15,55057
GSE311359,S5,MARCHF1_sig_e2_g6,MARCHF1_sig_e2,other,6,34807
GSE311359,S5,MARCHF1_sig_e2_g7,MARCHF1_sig_e2,other,7,23760
GSE311359,S5,MARCHF1_sig_e2_g8,MARCHF1_sig_e2,other,23,120681
GSE311359,S5,MARCHF1_sig_e2_g9,MARCHF1_sig_e2,other,16,84828
GSE311359,S5,MARCHF1_sig_e2_g10,MARCHF1_sig_e2,other,13,65936
GSE311359,S5,MARCHF1_sig_e2_g11,MARCHF1_sig_e2,other,13,52746
GSE311359,S5,MARCHF1_sig_e2_g12,MARCHF1_sig_e2,other,17,71316
GSE311359,S5,IRF5_sig_e1_g1,IRF5_sig_e1,other,23,91563
GSE311359,S5,IRF5_sig_e1_g2,IRF5_sig_e1,other,21,84740
GSE311359,S5,IRF5_sig_e1_g3,IRF5_sig_e1,other,12,69786
GSE311359,S5,IRF5_sig_e1_g5,IRF5_sig_e1,other,7,26266
GSE311359,S5,IRF5_sig_e1_g6,IRF5_sig_e1,other,10,51883
GSE311359,S5,IRF5_sig_e1_g7,IRF5_sig_e1,other,8,36095
GSE311359,S5,IRF5_sig_e1_g8,IRF5_sig_e1,other,1,4783
GSE311359,S5,IRF5_sig_e1_g9,IRF5_sig_e1,other,1,4671
GSE311359,S5,IRF5_sig_e1_g10,IRF5_sig_e1,other,11,59211
GSE311359,S5,SLC25A19_sig_e1_g1,SLC25A19_sig_e1,other,21,71931
GSE311359,S5,SLC25A19_sig_e1_g2,SLC25A19_sig_e1,other,13,58849
GSE311359,S5,SLC25A19_sig_e1_g3,SLC25A19_sig_e1,other,14,58649
GSE311359,S5,SLC25A19_sig_e1_g5,SLC25A19_sig_e1,other,16,62613
GSE311359,S5,SLC25A19_sig_e2_g1,SLC25A19_sig_e2,other,3,15730
GSE311359,S5,SLC25A19_sig_e2_g2,SLC25A19_sig_e2,other,10,43734
GSE311359,S5,SLC25A19_sig_e2_g3,SLC25A19_sig_e2,other,6,22632
