study,system,sample,target_id,target_class,nominated_gene,engagement_measurable,engagement_unavailable_reason,n_guides,n_cells,n_nt_guides,n_nt_cells,target_log2fc_mean,target_log2fc_se
GSE311359,iPSC_derived_microglia,S6,IFNGR1_sig_e4,other,IFNGR1_sig_e4,False,no measured feature matches the nominated cis gene,9,140,13,129,,
GSE311359,iPSC_derived_microglia,S7,IFNGR1_sig_e4,other,IFNGR1_sig_e4,False,no measured feature matches the nominated cis gene,9,63,13,135,,
GSE311359,iPSC_derived_microglia,S1,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,26,15,145,,
GSE311359,iPSC_derived_microglia,S2,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,30,12,143,,
GSE311359,iPSC_derived_microglia,S3,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,29,14,140,,
GSE311359,iPSC_derived_microglia,S4,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,37,13,145,,
GSE311359,iPSC_derived_microglia,S5,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,23,15,148,,
GSE311359,iPSC_derived_microglia,S6,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,30,13,129,,
GSE311359,iPSC_derived_microglia,S7,IFNGR1_sig_e5,other,IFNGR1_sig_e5,False,no measured feature matches the nominated cis gene,3,28,13,135,,
GSE311359,iPSC_derived_microglia,S1,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,47,15,145,,
GSE311359,iPSC_derived_microglia,S2,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,38,12,143,,
GSE311359,iPSC_derived_microglia,S3,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,41,14,140,,
GSE311359,iPSC_derived_microglia,S4,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,58,13,145,,
GSE311359,iPSC_derived_microglia,S5,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,40,15,148,,
GSE311359,iPSC_derived_microglia,S6,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,43,13,129,,
GSE311359,iPSC_derived_microglia,S7,IFNGR1_sig_e6,other,IFNGR1_sig_e6,False,no measured feature matches the nominated cis gene,5,47,13,135,,
GSE311359,iPSC_derived_microglia,S1,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,22,15,145,,
GSE311359,iPSC_derived_microglia,S2,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,21,12,143,,
GSE311359,iPSC_derived_microglia,S3,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,18,14,140,,
GSE311359,iPSC_derived_microglia,S4,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,26,13,145,,
GSE311359,iPSC_derived_microglia,S5,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,2,13,15,148,,
GSE311359,iPSC_derived_microglia,S6,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,17,13,129,,
GSE311359,iPSC_derived_microglia,S7,IFNGR1_sig_e7,other,IFNGR1_sig_e7,False,no measured feature matches the nominated cis gene,3,24,13,135,,
GSE311359,iPSC_derived_microglia,S1,IFNGR1_tss,tss_cis_element,IFNGR1,True,,2,8,15,145,-6.925297756276588,0.0
GSE311359,iPSC_derived_microglia,S2,IFNGR1_tss,tss_cis_element,IFNGR1,True,,2,18,12,143,-5.036958718441408,2.934664969585772
GSE311359,iPSC_derived_microglia,S3,IFNGR1_tss,tss_cis_element,IFNGR1,True,,2,12,14,140,-7.899309935989787,0.0
GSE311359,iPSC_derived_microglia,S4,IFNGR1_tss,tss_cis_element,IFNGR1,True,,3,23,13,145,-6.338972896073809,1.561572820737649
GSE311359,iPSC_derived_microglia,S5,IFNGR1_tss,tss_cis_element,IFNGR1,True,,1,9,15,148,-7.180505128649378,
GSE311359,iPSC_derived_microglia,S6,IFNGR1_tss,tss_cis_element,IFNGR1,True,,2,14,13,129,-7.431407588698643,0.0
GSE311359,iPSC_derived_microglia,S7,IFNGR1_tss,tss_cis_element,IFNGR1,True,,2,14,13,135,-5.407284314690491,2.2444111673274074
GSE311359,iPSC_derived_microglia,S1,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,64,15,145,,
GSE311359,iPSC_derived_microglia,S2,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,48,12,143,,
GSE311359,iPSC_derived_microglia,S3,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,57,14,140,,
GSE311359,iPSC_derived_microglia,S4,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,49,13,145,,
GSE311359,iPSC_derived_microglia,S5,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,48,15,148,,
GSE311359,iPSC_derived_microglia,S6,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,61,13,129,,
GSE311359,iPSC_derived_microglia,S7,IRF5_nsig_e1,other,IRF5_nsig_e1,False,no measured feature matches the nominated cis gene,5,47,13,135,,
GSE311359,iPSC_derived_microglia,S1,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,9,95,15,145,,
GSE311359,iPSC_derived_microglia,S2,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,10,100,12,143,,
GSE311359,iPSC_derived_microglia,S3,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,10,114,14,140,,
GSE311359,iPSC_derived_microglia,S4,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,9,97,13,145,,
GSE311359,iPSC_derived_microglia,S5,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,9,94,15,148,,
GSE311359,iPSC_derived_microglia,S6,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,10,119,13,129,,
GSE311359,iPSC_derived_microglia,S7,IRF5_sig_e1,other,IRF5_sig_e1,False,no measured feature matches the nominated cis gene,10,113,13,135,,
GSE311359,iPSC_derived_microglia,S1,IRF5_tss,tss_cis_element,IRF5,True,,3,23,15,145,-3.433688361019511,2.047104710110497
GSE311359,iPSC_derived_microglia,S2,IRF5_tss,tss_cis_element,IRF5,True,,3,36,12,143,-1.4239122295408413,0.48621880653087984
GSE311359,iPSC_derived_microglia,S3,IRF5_tss,tss_cis_element,IRF5,True,,3,16,14,140,-3.316744776130875,2.1114630187627506
GSE311359,iPSC_derived_microglia,S4,IRF5_tss,tss_cis_element,IRF5,True,,3,29,13,145,-1.8966454353252586,2.0231275227047654
GSE311359,iPSC_derived_microglia,S5,IRF5_tss,tss_cis_element,IRF5,True,,3,23,15,148,-0.47062125849115005,1.793918169198807
GSE311359,iPSC_derived_microglia,S6,IRF5_tss,tss_cis_element,IRF5,True,,3,29,13,129,-3.1705069376287622,1.7294982244732886
GSE311359,iPSC_derived_microglia,S7,IRF5_tss,tss_cis_element,IRF5,True,,3,26,13,135,-2.178916555385065,1.8370434961499615
GSE311359,iPSC_derived_microglia,S1,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,41,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,27,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,49,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,36,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,50,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,40,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_genebodyctrl,other,MAF_genebodyctrl,False,no measured feature matches the nominated cis gene,3,40,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,49,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,61,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,46,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,63,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,51,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,64,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_nsig_e1,other,MAF_nsig_e1,False,no measured feature matches the nominated cis gene,5,52,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,35,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,28,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,23,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,33,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,23,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,37,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_nsig_e2,other,MAF_nsig_e2,False,no measured feature matches the nominated cis gene,3,33,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,35,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,30,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,31,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,43,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,35,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,47,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_sig_e1,other,MAF_sig_e1,False,no measured feature matches the nominated cis gene,3,43,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,4,45,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,3,34,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,3,34,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,3,24,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,3,32,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,4,34,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_sig_e2,other,MAF_sig_e2,False,no measured feature matches the nominated cis gene,3,34,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,81,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,71,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,72,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,92,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,53,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,80,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_sig_e3,other,MAF_sig_e3,False,no measured feature matches the nominated cis gene,5,65,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,73,15,145,,
GSE311359,iPSC_derived_microglia,S2,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,101,12,143,,
GSE311359,iPSC_derived_microglia,S3,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,91,14,140,,
GSE311359,iPSC_derived_microglia,S4,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,78,13,145,,
GSE311359,iPSC_derived_microglia,S5,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,95,15,148,,
GSE311359,iPSC_derived_microglia,S6,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,106,13,129,,
GSE311359,iPSC_derived_microglia,S7,MAF_sig_e4,other,MAF_sig_e4,False,no measured feature matches the nominated cis gene,9,79,13,135,,
GSE311359,iPSC_derived_microglia,S1,MAF_tss,tss_cis_element,MAF,True,,3,27,15,145,-1.2709433837085387,2.4987604122308755
GSE311359,iPSC_derived_microglia,S2,MAF_tss,tss_cis_element,MAF,True,,3,20,12,143,0.5755646505982384,0.4142977480863178
GSE311359,iPSC_derived_microglia,S3,MAF_tss,tss_cis_element,MAF,True,,3,15,14,140,0.09459959607953768,0.7620143520977931
GSE311359,iPSC_derived_microglia,S4,MAF_tss,tss_cis_element,MAF,True,,2,16,13,145,-0.04639879202362396,0.7612144107637842
GSE311359,iPSC_derived_microglia,S5,MAF_tss,tss_cis_element,MAF,True,,2,18,15,148,-0.11153732384786297,0.09827529404184031
GSE311359,iPSC_derived_microglia,S6,MAF_tss,tss_cis_element,MAF,True,,2,17,13,129,-0.3206086912956714,0.17168392376793126
GSE311359,iPSC_derived_microglia,S7,MAF_tss,tss_cis_element,MAF,True,,3,17,13,135,-1.7673814166043362,2.742086469353154
GSE311359,iPSC_derived_microglia,S1,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,28,15,145,,
GSE311359,iPSC_derived_microglia,S2,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,24,12,143,,
GSE311359,iPSC_derived_microglia,S3,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,26,14,140,,
GSE311359,iPSC_derived_microglia,S4,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,28,13,145,,
GSE311359,iPSC_derived_microglia,S5,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,20,15,148,,
GSE311359,iPSC_derived_microglia,S6,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,28,13,129,,
GSE311359,iPSC_derived_microglia,S7,MARCHF1_nsig_e1,other,MARCHF1_nsig_e1,False,no measured feature matches the nominated cis gene,4,25,13,135,,
GSE311359,iPSC_derived_microglia,S1,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,3,45,15,145,,
GSE311359,iPSC_derived_microglia,S2,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,4,36,12,143,,
GSE311359,iPSC_derived_microglia,S3,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,5,45,14,140,,
GSE311359,iPSC_derived_microglia,S4,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,3,30,13,145,,
GSE311359,iPSC_derived_microglia,S5,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,5,34,15,148,,
GSE311359,iPSC_derived_microglia,S6,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,4,49,13,129,,
GSE311359,iPSC_derived_microglia,S7,MARCHF1_nsig_e2,other,MARCHF1_nsig_e2,False,no measured feature matches the nominated cis gene,4,59,13,135,,
GSE311359,iPSC_derived_microglia,S1,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,56,15,145,,
GSE311359,iPSC_derived_microglia,S2,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,56,12,143,,
GSE311359,iPSC_derived_microglia,S3,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,58,14,140,,
GSE311359,iPSC_derived_microglia,S4,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,49,13,145,,
GSE311359,iPSC_derived_microglia,S5,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,53,15,148,,
GSE311359,iPSC_derived_microglia,S6,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,39,13,129,,
GSE311359,iPSC_derived_microglia,S7,MARCHF1_sig_e1,other,MARCHF1_sig_e1,False,no measured feature matches the nominated cis gene,5,45,13,135,,
GSE311359,iPSC_derived_microglia,S1,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,11,162,15,145,,
GSE311359,iPSC_derived_microglia,S2,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,11,170,12,143,,
GSE311359,iPSC_derived_microglia,S3,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,11,153,14,140,,
GSE311359,iPSC_derived_microglia,S4,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,11,162,13,145,,
GSE311359,iPSC_derived_microglia,S5,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,12,174,15,148,,
GSE311359,iPSC_derived_microglia,S6,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,11,176,13,129,,
GSE311359,iPSC_derived_microglia,S7,MARCHF1_sig_e2,other,MARCHF1_sig_e2,False,no measured feature matches the nominated cis gene,12,180,13,135,,
GSE311359,iPSC_derived_microglia,S1,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,13,15,145,,
GSE311359,iPSC_derived_microglia,S2,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,10,12,143,,
GSE311359,iPSC_derived_microglia,S3,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,9,14,140,,
GSE311359,iPSC_derived_microglia,S4,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,12,13,145,,
GSE311359,iPSC_derived_microglia,S5,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,9,15,148,,
GSE311359,iPSC_derived_microglia,S6,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,3,10,13,129,,
GSE311359,iPSC_derived_microglia,S7,MARCHF1_tss,tss_cis_element,MARCHF1,False,no measured feature matches the nominated cis gene,2,9,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,69,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,57,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,76,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,73,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,57,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,87,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_nsig_e1,other,MERTK_nsig_e1,False,no measured feature matches the nominated cis gene,5,68,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,81,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,63,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,60,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,86,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,81,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,79,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_nsig_e2,other,MERTK_nsig_e2,False,no measured feature matches the nominated cis gene,8,81,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,49,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,37,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,55,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,45,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,46,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,51,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_nsig_e3,other,MERTK_nsig_e3,False,no measured feature matches the nominated cis gene,4,51,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,21,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,12,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,16,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,18,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,9,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,12,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_nsig_e4,other,MERTK_nsig_e4,False,no measured feature matches the nominated cis gene,2,18,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,152,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,145,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,148,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,157,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,184,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,180,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_sig_e1,other,MERTK_sig_e1,False,no measured feature matches the nominated cis gene,10,134,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,6,111,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,6,90,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,7,76,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,6,86,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,7,109,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,6,81,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_sig_e2,other,MERTK_sig_e2,False,no measured feature matches the nominated cis gene,7,93,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,46,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,45,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,38,14,140,,
