molecular_address_id,identity_class,operators_affected,matrix_address_collision_pairs,collision_evidence_classes
ENSG00000231890,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000231902,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000231993,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232046,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232053,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232104,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232162,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232229,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232395,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232406,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232448,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232485,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232504,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232624,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232667,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232679,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232759,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232788,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232817,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232832,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232903,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232920,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000232985,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233002,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233008,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233067,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233068,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233073,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233079,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233098,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233108,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233154,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233203,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233237,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233395,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233559,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233570,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233639,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233643,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233656,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233684,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233721,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233723,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233806,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233824,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233860,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233891,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233901,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233912,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000233942,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234132,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234199,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234261,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234265,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234350,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234387,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234423,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234464,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234494,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234601,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234721,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234752,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234772,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234817,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234832,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234948,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000234967,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235009,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235024,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235059,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235100,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235126,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235173,current_exact,4,4,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235319,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235358,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235501,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235532,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235590,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235641,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235790,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235890,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000235961,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000236088,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236141,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236213,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236377,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236427,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236700,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236756,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236790,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236827,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236861,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236869,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236908,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236915,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236922,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236924,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236951,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000236975,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237222,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237248,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237471,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237612,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237767,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237807,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237879,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000237976,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000238045,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000238107,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000238123,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000238129,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000238141,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000238964,current_exact,1,1,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000239523,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000239569,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000240291,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000240476,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000240687,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241042,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241058,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241098,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241111,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241131,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241135,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241163,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241220,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241288,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241767,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241860,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000241962,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000242430,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000242553,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000242828,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000243295,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000243485,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000243550,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000243593,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000243926,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000243927,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000244265,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000244541,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000244558,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000244625,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000244701,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245248,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245281,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245293,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245384,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245526,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245534,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000245729,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000246145,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000246214,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000246430,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000246548,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000246662,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000247240,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000247809,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248118,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248174,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248184,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248275,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248397,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248491,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248508,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248551,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248554,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248587,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248605,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248668,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248673,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248703,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248714,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248764,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248884,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248954,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248973,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000248994,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249054,current_exact,6,6,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000249085,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249252,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249345,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249352,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249388,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249413,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249526,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249532,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249592,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249776,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249803,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249818,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249846,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000249906,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250103,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250126,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250218,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250295,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250331,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250334,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250340,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250387,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250432,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250467,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250514,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250582,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250634,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250829,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250903,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250934,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000250974,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251141,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251185,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251209,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251249,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251372,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251426,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251504,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251513,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000251526,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251573,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251574,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251598,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251611,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251619,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251661,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000251670,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253130,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253161,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253315,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253355,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253374,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253377,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253433,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253535,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253577,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253665,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253666,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253773,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253778,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253799,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253819,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253824,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253832,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253944,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000253982,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254003,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254119,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254237,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254261,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
