source_dataset_id,source_feature_index,source_feature_id_raw,source_feature_symbol_raw,previous_canonical_ensembl_id,authoritative_canonical_ensembl_id,comparison_class,mapping_evidence_class,terminal_disposition,affects_frozen_4096_gene,automatic_frozen_vocabulary_rewrite_allowed,identity_change_classification,one_to_one_identity_continuity,human_a2r_decision_required,frozen_canonical_ensembl_id,vocabulary_index,canonical_ensembl_gene_id,canonical_hgnc_symbol,source_object_or_matrix,raw_source_feature_id,raw_source_feature_symbol,source_exact_ensembl_id,source_chromosome,source_start,source_end,source_strand,source_biotype,source_ncbi_gene_id,ensembl_history_replacements,terminal_reason,mapping_evidence_class_source,terminal_disposition_source,history_transition_type,frozen_artifact_modified,proposed_model_role
NPH52::InN_data_arranged_updatedId_final_batches.qs,25132,25132,TIAF1,ENSG00000221995,ENSG00000196535,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000196535,3016,ENSG00000196535,MYO18A,NPH52::InN_data_arranged_updatedId_final_batches.qs,25132,TIAF1,ENSG00000221995,17,29073521,29078857,-,protein_coding,9220,ENSG00000196535,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::MG_data_arranged_updatedId_final_batches.qs,21450,21450,TIAF1,ENSG00000221995,ENSG00000196535,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000196535,3016,ENSG00000196535,MYO18A,NPH52::MG_data_arranged_updatedId_final_batches.qs,21450,TIAF1,ENSG00000221995,17,29073521,29078857,-,protein_coding,9220,ENSG00000196535,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::OPC_data_arranged_updatedId_final_batches.qs,22279,22279,TIAF1,ENSG00000221995,ENSG00000196535,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000196535,3016,ENSG00000196535,MYO18A,NPH52::OPC_data_arranged_updatedId_final_batches.qs,22279,TIAF1,ENSG00000221995,17,29073521,29078857,-,protein_coding,9220,ENSG00000196535,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Oligo_data_arranged_updatedId_final_batches.qs,27099,27099,TIAF1,ENSG00000221995,ENSG00000196535,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000196535,3016,ENSG00000196535,MYO18A,NPH52::Oligo_data_arranged_updatedId_final_batches.qs,27099,TIAF1,ENSG00000221995,17,29073521,29078857,-,protein_coding,9220,ENSG00000196535,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,18747,18747,TIAF1,ENSG00000221995,ENSG00000196535,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000196535,3016,ENSG00000196535,MYO18A,SEA_AD_COMMON,18747,TIAF1,ENSG00000221995,,,,,,,ENSG00000196535,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,31758,31758,AL451064.1,ENSG00000272137,ENSG00000198478,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,SOURCE_EXACT_AMBIGUOUS_HISTORY,False,True,ENSG00000198478,3072,ENSG00000198478,SH3BGRL2,SEA_AD_COMMON,31758,AL451064.1,ENSG00000272137,,,,,,,ENSG00000198478,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,ambiguous_or_merge_signal,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,36297,36297,AL391840.3,ENSG00000287811,ENSG00000198478,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,SOURCE_EXACT_AMBIGUOUS_HISTORY,False,True,ENSG00000198478,3072,ENSG00000198478,SH3BGRL2,SEA_AD_COMMON,36297,AL391840.3,ENSG00000287811,,,,,,,ENSG00000198478,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,ambiguous_or_merge_signal,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Astro_data_arranged_updatedId_final_batches.qs,11634,11634,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Astro_data_arranged_updatedId_final_batches.qs,11634,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Astro_data_arranged_updatedId_final_batches.qs,1689,1689,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Astro_data_arranged_updatedId_final_batches.qs,1689,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Endo_data_arranged_updatedId_final_batches.qs,1085,1085,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Endo_data_arranged_updatedId_final_batches.qs,1085,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Endo_data_arranged_updatedId_final_batches.qs,9348,9348,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Endo_data_arranged_updatedId_final_batches.qs,9348,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::ExN_data_arranged_updatedId_final_batches.qs,13423,13423,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::ExN_data_arranged_updatedId_final_batches.qs,13423,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::ExN_data_arranged_updatedId_final_batches.qs,2223,2223,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::ExN_data_arranged_updatedId_final_batches.qs,2223,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::InN_data_arranged_updatedId_final_batches.qs,12211,12211,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::InN_data_arranged_updatedId_final_batches.qs,12211,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::InN_data_arranged_updatedId_final_batches.qs,1849,1849,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::InN_data_arranged_updatedId_final_batches.qs,1849,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::MG_data_arranged_updatedId_final_batches.qs,10774,10774,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::MG_data_arranged_updatedId_final_batches.qs,10774,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::MG_data_arranged_updatedId_final_batches.qs,1451,1451,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::MG_data_arranged_updatedId_final_batches.qs,1451,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::OPC_data_arranged_updatedId_final_batches.qs,11025,11025,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::OPC_data_arranged_updatedId_final_batches.qs,11025,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::OPC_data_arranged_updatedId_final_batches.qs,1573,1573,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::OPC_data_arranged_updatedId_final_batches.qs,1573,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Oligo_data_arranged_updatedId_final_batches.qs,12945,12945,MEG8,ENSG00000225746,ENSG00000258399,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Oligo_data_arranged_updatedId_final_batches.qs,12945,MEG8,ENSG00000258399,14,100836269,100947194,+,lincRNA,NA,,source-provided stable Ensembl gene ID is current in release 116,SOURCE_EXACT,EXACT_CURRENT_ENSEMBL,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Oligo_data_arranged_updatedId_final_batches.qs,2083,2083,AL132709.8,ENSG00000288302,ENSG00000225746,LEGITIMATE_ID_CORRECTION,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,True,False,GENUINE_CANONICAL_ID_CORRECTION,False,True,ENSG00000225746,3134,ENSG00000225746,MEG8,NPH52::Oligo_data_arranged_updatedId_final_batches.qs,2083,AL132709.8,,,,,,,NULL,,exact unique HGNC alias has one release-116 Ensembl gene,AUTHORITY_RECONSTRUCTED,EXACT_HGNC_ALIAS_RECOVERED,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,30393,30393,AC012254.1,ENSG00000266957,ENSG00000167220,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000167220,3402,ENSG00000167220,HDHD2,SEA_AD_COMMON,30393,AC012254.1,ENSG00000266957,,,,,,,ENSG00000167220,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Astro_data_arranged_updatedId_final_batches.qs,24532,24532,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::Astro_data_arranged_updatedId_final_batches.qs,24532,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Endo_data_arranged_updatedId_final_batches.qs,18764,18764,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::Endo_data_arranged_updatedId_final_batches.qs,18764,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::ExN_data_arranged_updatedId_final_batches.qs,29410,29410,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::ExN_data_arranged_updatedId_final_batches.qs,29410,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::InN_data_arranged_updatedId_final_batches.qs,26082,26082,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::InN_data_arranged_updatedId_final_batches.qs,26082,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::MG_data_arranged_updatedId_final_batches.qs,22334,22334,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::MG_data_arranged_updatedId_final_batches.qs,22334,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::OPC_data_arranged_updatedId_final_batches.qs,23169,23169,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::OPC_data_arranged_updatedId_final_batches.qs,23169,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Oligo_data_arranged_updatedId_final_batches.qs,28082,28082,TUBGCP5,ENSG00000275835,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275835,3476,ENSG00000275835,TUBGCP5,NPH52::Oligo_data_arranged_updatedId_final_batches.qs,28082,TUBGCP5,ENSG00000276856,CHR_HSCHR15_1_CTG3,22983146,23039654,-,protein_coding,114791,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,31367,31367,AC130352.1,ENSG00000270154,ENSG00000227888,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000227888,3707,ENSG00000227888,FAM66A,SEA_AD_COMMON,31367,AC130352.1,ENSG00000270154,,,,,,,ENSG00000227888,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,32316,32316,AL353801.3,ENSG00000273363,ENSG00000224812,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000224812,3727,ENSG00000224812,TMEM72-AS1,SEA_AD_COMMON,32316,AL353801.3,ENSG00000273363,,,,,,,ENSG00000224812,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Astro_data_arranged_updatedId_final_batches.qs,28,28,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::Astro_data_arranged_updatedId_final_batches.qs,28,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Endo_data_arranged_updatedId_final_batches.qs,22,22,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::Endo_data_arranged_updatedId_final_batches.qs,22,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::ExN_data_arranged_updatedId_final_batches.qs,31,31,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::ExN_data_arranged_updatedId_final_batches.qs,31,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::InN_data_arranged_updatedId_final_batches.qs,29,29,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::InN_data_arranged_updatedId_final_batches.qs,29,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::MG_data_arranged_updatedId_final_batches.qs,26,26,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::MG_data_arranged_updatedId_final_batches.qs,26,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::OPC_data_arranged_updatedId_final_batches.qs,26,26,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::OPC_data_arranged_updatedId_final_batches.qs,26,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
NPH52::Oligo_data_arranged_updatedId_final_batches.qs,32,32,AATF,ENSG00000275700,,LEGITIMATE_ID_CORRECTION,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,True,False,SYMBOL_ONLY,False,True,ENSG00000275700,3854,ENSG00000275700,AATF,NPH52::Oligo_data_arranged_updatedId_final_batches.qs,32,AATF,ENSG00000276072,CHR_HSCHR17_7_CTG4,36950708,37058704,+,protein_coding,26574,,exact historical source Ensembl ID has no unique current projection,LEGACY_ENSEMBL_EXACT,LEGACY_EXACT_ENSEMBL_NO_CURRENT_REPLACEMENT,,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,23621,23621,Z68871.1,ENSG00000239407,ENSG00000223546,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000223546,3892,ENSG00000223546,LINC00630,SEA_AD_COMMON,23621,Z68871.1,ENSG00000239407,,,,,,,ENSG00000223546,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
SEA_AD_COMMON,34567,34567,AC104453.1,ENSG00000285922,ENSG00000225206,LEGITIMATE_ID_CORRECTION,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,True,False,HISTORICAL_ID_SAME_GENE,True,False,ENSG00000225206,3894,ENSG00000225206,MIR137HG,SEA_AD_COMMON,34567,AC104453.1,ENSG00000285922,,,,,,,ENSG00000225206,official Ensembl history has exactly one release-116 current replacement,SOURCE_EXACT,EXACT_HISTORICAL_ENSEMBL_TO_CURRENT,one_to_one_stable_continuation,False,HUMAN_A2R_IDENTITY_REVIEW_ONLY
