rare_neighborhood_id,broad_family,candidate_cells,neighborhood_cells,global_audit_frequency,within_family_audit_frequency,donors,cells_per_donor,datasets,matrices,technologies,regions,recurrence_class,cross_source_recurrence,evidence_tier,technical_concern,annotation_agreement,dominant_annotation,dominant_annotation_fraction,rna_rare,ledger_rare,pca_rare,rep_rare,representation_agreement,unannotated_compression_review_flag,nearest_recurring_state,nearest_recurring_state_ledger_similarity,candidate_member_hash,neighborhood_member_hash,resamples,candidate_membership_jaccard_median,candidate_membership_jaccard_min,donor_recurrence_retained_all,rna_rank_correlation_median,ledger_rank_correlation_median,pca_rank_correlation_median,rna_to_ledger_retention_median,ledger_to_pca_retention_median
Oligodendrocytes::001,Oligodendrocytes,1,31,0.00024993751562109475,0.005376344086021506,1,"{""H21.33.001"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-CONCORDANT,OligodendrocyteSubclass,1.0,True,True,False,False,RNA + LEDGER RARE / PCA NOT RARE,False,NOT APPLICABLE,,9e42aa3e0bc5f1eb9605b329c0c30897e3434d9c739070dbae7f00e00cc98645,aa93ade84cfc118981441add16e465df0d9e1ad1eecf3e41c37dc51021d6ea01,,,,,,,,,
Oligodendrocytes::002,Oligodendrocytes,1,31,0.00024993751562109475,0.005376344086021506,1,"{""H21.33.019"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 0 - TECHNICAL / UNRESOLVED OUTLIER,HIGH TECHNICAL CONCERN,ANNOTATION-CONCORDANT,OligodendrocyteSubclass,1.0,True,False,False,False,RNA RARE / LEDGER NOT RARE,False,NOT APPLICABLE,,a7a12fd41cb981290766ade8aa9667a433cda468551a445f52c94cc83c730a65,363c969b0f36c7085d7379446890ea02d3a092c516c583606b2f44f6653d590e,,,,,,,,,
Oligodendrocytes::003,Oligodendrocytes,1,31,0.00024993751562109475,0.005376344086021506,1,"{""human_NPH_1055"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Oligo,1.0,False,False,True,False,PCA RARE ONLY,False,NOT APPLICABLE,,ded02ee207b346fa0cd0835a256e8050a140f842df8f775658cb08aa3dc58bae,9d0d240a92be9e98d027673c778ee0b27c87de4840db73d213c83749d45d60f1,,,,,,,,,
Oligodendrocytes::004,Oligodendrocytes,1,31,0.00024993751562109475,0.005376344086021506,1,"{""human_NPH_976"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Oligo,1.0,False,True,True,True,LEDGER RARE / RNA NOT RARE,False,NOT APPLICABLE,,1cb4af29c1f234c50de4c07c45867ff659a7299c39cf4eebd09fa2135626fc41,e80d5a7ab2be6a7d7e2d90f875782887c062c0ba64d014b784ca5b7720711823,,,,,,,,,
Other_authorized_families::001,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H16.03.010"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,LOW TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.9829259075461911,0a3c423ca06438cda50e7ea8edb6306910eb434f2e9651e30d3a764753af78d4,02044d935586ae81772dc3f96fc25d23f1dd8903f835b9fc533cb8d66b036b7b,,,,,,,,,
Other_authorized_families::002,Other authorized families,2,45,0.0004998750312421895,0.001953125,2,"{""H15.06.018"": 1, ""H16.06.003"": 1}",1,2,1,1,LIMITED-RECURRENCE,SINGLE-DATASET,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,NOT APPLICABLE,,e0178c8a60df3284548f28b78fea917555c4bd4f335467dc3604acfa699ea6bc,dd6581c21b7125d8b30b7ee24feac72c6ab673c551cd2dbdf9509de218d11f29,,,,,,,,,
Other_authorized_families::003,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H18.03.323"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.983814955440053,33ed78ececa788e7bf04cbf259e5841f23a3526f9a751a8ce1b7d6dc8b037c25,27a42af413bf732ea4c2bd90b70c917778e0e0241e2f88bd51cafb62a1a7c186,,,,,,,,,
Other_authorized_families::004,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H19.03.311"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 0 - TECHNICAL / UNRESOLVED OUTLIER,HIGH TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.9857007468722803,b69ac0d391d36803465a6e3be486e6e9128876a81b6434ff45b15e8f529b80ff,d13640aeeca023d097ad8cd83c9fc38bcf69f2aef8d4e5f6f2e2c79f421e78ea,,,,,,,,,
Other_authorized_families::005,Other authorized families,3,57,0.0007498125468632841,0.0029296875,2,"{""H18.03.012"": 2, ""H18.06.005"": 1}",1,1,1,1,LIMITED-RECURRENCE,SINGLE-DATASET,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,NOT APPLICABLE,,155f1255ec879cf7d2b55f30ed54135630227f4c30d26cfc8b6bc43b34196921,0fa5d2bc58af97a53e7ac082de445c07498a90fea0f511809be932d690ddeda6,,,,,,,,,
Other_authorized_families::006,Other authorized families,3,47,0.0007498125468632841,0.0029296875,3,"{""H16.06.009"": 1, ""H16.06.012"": 1, ""H19.03.317"": 1}",1,1,1,1,LIMITED-RECURRENCE,SINGLE-DATASET,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,NOT APPLICABLE,,f14db32d704134940bcfeefd6b4d6b628dcc6cc61fec470769f7caca0b20f006,1a838f3af6ac207d3424df2472f88110bb276f403c089c3af924b28c59218111,,,,,,,,,
Other_authorized_families::007,Other authorized families,3,57,0.0007498125468632841,0.0029296875,3,"{""H20.33.015"": 1, ""H20.33.016"": 1, ""H20.33.020"": 1}",3,3,2,3,LIMITED-RECURRENCE,MULTI-TECHNOLOGY,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,True,False,False,False,RNA RARE / LEDGER NOT RARE,False,NOT APPLICABLE,,79a2ad7f7737e3695c726c9527d0cf68bd22db068c5f8e74e0b496e9e902c256,a62e9d29137fed0f75a4bbae4d877e4756799cfdd1fff2ffed0fb3667c2674e2,,,,,,,,,
Other_authorized_families::008,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H20.33.034"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,Other_authorized_families::011,0.9834767506074354,63c2cc0544686866a5e9fd85be0038fd0fb206a50c466f96fa14df96e1a19c49,5d4186c1f6debbb1c49de1e678b66dd27defa1fbb64a8e740cd6687d89833af9,,,,,,,,,
Other_authorized_families::009,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H21.33.020"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,LOW TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,True,False,False,False,RNA RARE / LEDGER NOT RARE,False,Other_authorized_families::011,0.9848870851835233,8190bc8aca209d65a7e11067c7ff7982fcfaaa968b1aca3ce0a969ac1409a36a,baf4c36cca6424fa824746220c43f5b60b8811b941e48e648759ca29a75cfd9f,,,,,,,,,
Other_authorized_families::010,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H21.33.021"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,LOW TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,Other_authorized_families::011,0.9855477279634042,ffc9f20f1bd139cd67ae4de4597fe4756b958145b54e6aed44daf25a303a93e4,84aa23ccc04e0385136ae6136490fc40b7e073c5b4db3dc25768f7a7d202f5b1,,,,,,,,,
Other_authorized_families::011,Other authorized families,6,66,0.0014996250937265683,0.005859375,6,"{""H20.33.011"": 1, ""H20.33.019"": 1, ""H20.33.020"": 1, ""H21.33.001"": 1, ""H21.33.004"": 1, ""H21.33.028"": 1}",4,4,2,4,DONOR-RECURRING,MULTI-TECHNOLOGY,TIER 5 - CROSS-TECHNOLOGY RECURRING RARE STATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,True,False,False,False,RNA RARE / LEDGER NOT RARE,False,NOT APPLICABLE,,12baf84461fd0c8b9d54aa0e0fb3ba13478ee38cf007302a436bd9456151fdf6,edb034505572669b5db193e8b84b003364241ef5d740129a62da5095e0d5a411,4.0,0.08333333333333333,0.0,False,0.9994947901743405,0.9993500566059648,0.9978432751223671,0.125,0.0
Other_authorized_families::012,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H21.33.039"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,True,False,False,False,RNA RARE / LEDGER NOT RARE,False,Other_authorized_families::011,0.9842822510482575,741bbc6bf07461c412a976cb4555a9f6ba4db07f7680153109e1cba9fd6ebb39,231de4d99acb5335ba20043dff6d074becfb94f6b3bfdba74b08673ac0fb79fd,,,,,,,,,
Other_authorized_families::013,Other authorized families,3,59,0.0007498125468632841,0.0029296875,3,"{""H16.03.001"": 1, ""H19.03.310"": 1, ""H21.33.002"": 1}",2,2,2,2,LIMITED-RECURRENCE,MULTI-TECHNOLOGY,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,NOT APPLICABLE,,5c67e76240cc6330a32826650b8121b6880c1e84a9d8b318729705d7ce27af55,8ad3d454bb03384a71b9aee0fba9fcdb25be8e59494759dc636157924865da38,,,,,,,,,
Other_authorized_families::014,Other authorized families,2,45,0.0004998750312421895,0.001953125,2,"{""H19.06.351"": 1, ""H20.26.406"": 1}",1,1,1,1,LIMITED-RECURRENCE,SINGLE-DATASET,TIER 2 - LIMITED-RECURRENCE CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,NOT APPLICABLE,,5bbaff81df9ccd7933b93f77e55d55eade2c00865d40c95b4961da4cfca0f02c,f87b5b610c20f73ffe8606792675e66ee02958a85b844f524bdc7136fae44783,,,,,,,,,
Other_authorized_families::015,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H17.26.005"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.9832034506871326,42db906989e9474dfa5718f79084cc3ca4c6cff1b5cb7c3ce5500ad26b7513db,7ec205ffbb17b381e9ad75f7f71b4b050d0269046a25ead9e013995c8f9d30b4,,,,,,,,,
Other_authorized_families::016,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H16.03.011"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,True,False,False,LEDGER RARE / RNA NOT RARE,False,Other_authorized_families::011,0.9838316741196683,f4e88d5677c6e1be66ed52cb302319578885548bed9564a4e2f1a750dbbcb888,026943933de2b30f35eb629001b7f99974ec4cdda76d365c12cf3cc60dc5200e,,,,,,,,,
Other_authorized_families::017,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H20.26.406"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.9833532738688798,6cd4ef136fb95fc3a0a7dea54b0632f2c071db753bcc5d8241ca4e7d3f4aa79f,51b689f9268e28ed5ea6226c0bb3aadc3c7533007f98a6430ec3fc483926ab36,,,,,,,,,
Other_authorized_families::018,Other authorized families,1,31,0.00024993751562109475,0.0009765625,1,"{""H18.06.005"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,MIXED TECHNICAL ASSOCIATION,ANNOTATION-SUBSTRUCTURE,Non-neuronal and Non-neural,1.0,False,False,True,True,PCA RARE ONLY,False,Other_authorized_families::011,0.9832888586823519,7b166778c4c543a2a7a119ef346c351b93b038245cca42f8e2733bbba4ad68c8,322ddc6317ccd5cf4171d41be92ec4c935177ef7d9ad29f40bf5b6894f709aa6,,,,,,,,,
Pericyte___mural::001,Pericyte / mural,5,69,0.0012496875781054736,0.032679738562091505,4,"{""H20.33.005"": 1, ""H20.33.026"": 1, ""H20.33.028"": 1, ""H21.33.001"": 2}",1,1,1,1,LIMITED-RECURRENCE,SINGLE-DATASET,TIER 2 - LIMITED-RECURRENCE CANDIDATE,LOW TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,VLMCSubclass,1.0,True,True,True,True,RNA + LEDGER + PCA RARE,False,NOT APPLICABLE,,e489b6c9ef16a39b96cef7c0ca725f05ffcd26605a04c7b46cfd462b252e872d,96dac5b5aecfdd694b5019dd7db582cd23b0a82b94107a26162f85e9fc540d18,,,,,,,,,
Pericyte___mural::002,Pericyte / mural,1,31,0.00024993751562109475,0.006535947712418301,1,"{""H20.33.016"": 1}",1,1,1,1,DONOR-PRIVATE,SINGLE-DATASET,TIER 1 - DONOR-PRIVATE BIOLOGICAL CANDIDATE,LOW TECHNICAL CONCERN,ANNOTATION-SUBSTRUCTURE,VLMCSubclass,1.0,False,False,True,False,PCA RARE ONLY,False,NOT APPLICABLE,,a3192c66421d73c7e8d6816dab7f428c9f192b862fdedfba21c9baa19f24387f,31c196de389975dd11f8c29aa00bdda95cd1dde7095d5b9ac0d49958067eda33,,,,,,,,,
