"modality","target_gene","donors_with_unit","guides_D1","guides_D2","cells_D1","cells_D2","guide_count_support_ge2_both_donors","guide_level_variance_computed","engagement_scope","own_gene_status","engagement_log2fc","engagement_D1","engagement_D2"
"CRISPRi","PTPRE",2,5,4,70,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.202563954328609,-0.228278623855715,-0.176849284801503
"CRISPRi","RPL11",2,4,5,35,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.35936588713472,-1.57219236259609,-1.14653941167336
"CRISPRi","RPL7",2,5,5,72,45,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.1530774250468,-1.65954614390104,-0.646608706192558
"CRISPRi","RYR1",2,5,3,98,60,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.652911808717833,-0.881316174071388,-0.424507443364277
"CRISPRi","S100A4",2,5,3,23,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-3.17398488460691,-2.8707890521101,-3.47718071710372
"CRISPRi","SCARB1",2,5,5,70,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.973094991199842,-1.58959013322677,-0.356599849172919
"CRISPRi","SCIMP",2,5,5,73,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.2257348886437,-2.07057126301006,-2.38089851427735
"CRISPRi","SELL",2,5,5,90,75,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.766021501062582,-0.973580133885794,-0.55846286823937
"CRISPRi","SELPLG",2,5,5,92,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.38212053024697,-1.58796873843585,-3.17627232205809
"CRISPRi","SERPINA1",2,5,5,106,53,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.936989281798745,0.428870783337064,-2.30284934693455
"CRISPRi","SIGLEC5",2,5,5,72,42,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.0240680852772084,-0.859820927765632,0.907957098320049
"CRISPRi","SIGLEC7",2,5,5,79,57,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.8367211413765,-1.97311828861792,-1.70032399413508
"CRISPRi","SIGLEC9",2,5,5,94,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.158217128841,-1.41759430877104,-0.898839948910952
"CRISPRi","SIRPA",2,5,5,71,42,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.31918262315736,-0.375127774729062,-0.263237471585658
"CRISPRi","SIRPB1",2,5,5,63,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.32029963031909,-0.44866023453871,-4.19193902609947
"CRISPRi","SLC16A5",2,5,5,76,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.76442083685221,-0.625544396367913,-0.903297277336507
"CRISPRi","SLC24A4",2,5,4,67,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.396631109167098,-1.21970338141985,0.426441163085657
"CRISPRi","SLC52A1",2,4,3,33,16,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.306594633595215,-0.385377840034444,-0.227811427155985
"CRISPRi","SNCA",2,5,4,58,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.165576074191465,-0.263282764503495,-0.0678693838794358
"CRISPRi","SORL1",2,5,5,94,54,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.46530169664263,-2.19073442114699,-0.739868972138265
"CRISPRi","SPI1",2,5,4,69,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.48209915157606,-1.79234170396163,-1.17185659919049
"CRISPRi","SPP1",2,5,5,91,70,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.968504031098795,-0.707838300538501,-1.22916976165909
"CRISPRi","SQSTM1",2,5,5,108,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.982912503120295,-0.788133763483859,-1.17769124275673
"CRISPRi","SUCNR1",2,5,5,77,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.85166337884218,-2.27919961190613,-1.42412714577823
"CRISPRi","SYK",0,3,4,7,4,TRUE,FALSE,"NOT_ESTIMABLE","ASSAYED_DETECTED",NA,NA,NA
"CRISPRi","TARDBP",2,5,4,115,54,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.52808714907275,-0.834385090188426,-0.221789207957075
"CRISPRi","TGFB1",2,5,4,69,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.9710113750594,-1.94919190750256,-1.99283084261624
"CRISPRi","TGFBI",2,5,5,166,89,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.18684262992563,-1.19964426730755,-1.1740409925437
"CRISPRi","TGFBR1",2,5,5,107,68,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.40438235890006,-1.79359616394507,-1.01516855385504
"CRISPRi","TGFBR2",2,5,5,82,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.774170732470821,-0.958735746315599,-0.589605718626043
"CRISPRi","TGFBR3",2,5,4,58,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.447912339098905,-0.298249348798373,-0.597575329399437
"CRISPRi","TLR10",2,5,5,112,52,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.60421774643067,0.0355118835618621,-1.2439473764232
"CRISPRi","TLR2",2,5,5,102,59,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.917779801380674,-0.80167317985177,-1.03388642290958
"CRISPRi","TLR4",2,5,4,160,67,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.69574616801161,-1.66913744293706,-1.72235489308617
"CRISPRi","TLR5",2,5,4,88,45,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.40935519026014,-1.64674691448134,-1.17196346603894
"CRISPRi","TLR7",2,5,5,54,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.363940170411692,-0.431364611774376,-0.296515729049008
"CRISPRi","TMEM106A",2,5,5,75,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.46587857421509,-1.54927735683039,-1.38247979159979
"CRISPRi","TMEM106B",2,5,5,72,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.701469034758864,-1.74700878685804,0.344070717340315
"CRISPRi","TNFRSF10B",2,5,5,60,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.91417976685807,-2.3449929420092,-1.48336659170694
"CRISPRi","TNFRSF13C",2,5,4,92,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.113905713577993,0,-0.227811427155985
"CRISPRi","TNFRSF1A",2,5,3,36,17,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.41926930228835,-1.29795127916577,-1.54058732541093
"CRISPRi","TREM1",2,5,5,59,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.10436472248068,-2.50324135157764,0.294511906616285
"CRISPRi","TREM2",2,5,3,44,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.37945227772106,-2.00491958305455,-2.75398497238758
"CRISPRi","TREML2",2,4,4,49,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.263030387977179,-0.298249348798373,-0.227811427155985
"CRISPRi","TREML4",2,4,4,54,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",0,0,0
"CRISPRi","TYRO3",2,5,4,73,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.216665103964828,-0.20551878077367,-0.227811427155985
"CRISPRi","TYROBP",2,5,5,97,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.50370567148426,-1.62178075034601,-1.38563059262252
"CRISPRi","UNC13D",2,4,5,56,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.40620365343467,-1.64043429588109,-1.17197301098824
"CRISPRi","VCP",2,5,5,115,52,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.26901625790412,-1.4680126757729,-1.07001984003535
"CRISPRi","VDR",2,5,5,100,72,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.865802264828115,-1.41926891633794,-0.312335613318288
"CRISPRi","VENTX",2,5,4,46,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.950097153032299,-0.881316174071388,-1.01887813199321
"CRISPRi","VLDLR",2,5,5,117,67,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.551583258013445,-1.10316651602689,0
"CRISPRa","ABCA1",2,5,4,32,16,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.56261781451389,0.674348814691781,0.450886814335998
"CRISPRa","ABCA7",2,5,5,83,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.56981543102897,1.94736577935847,1.19226508269947
"CRISPRa","ABI3",2,5,5,62,40,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.85287323409992,1.93756040123775,1.76818606696209
"CRISPRa","ACTB",2,5,4,89,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.23327466888363,0.908219680029944,1.55832965773732
"CRISPRa","ADA2",2,5,5,147,68,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.36959320117687,1.35131802091461,1.38786838143914
"CRISPRa","ADAM10",2,5,5,80,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.16600616680008,1.27507136499289,1.05694096860727
"CRISPRa","ADGRG1",2,5,5,56,14,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.23906828372054,4.50619962462635,5.97193694281473
"CRISPRa","AIF1",2,5,4,60,17,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.8208278215362,1.76965728931438,1.87199835375803
"CRISPRa","APOC1",2,5,5,66,27,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.78687513861814,1.6273816925816,1.94636858465468
"CRISPRa","APOE",2,5,5,42,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.17766407837062,1.02633229429767,1.32899586244358
"CRISPRa","APP",2,5,5,51,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.562970700187031,0.75273572770437,0.373205672669691
"CRISPRa","AXL",2,4,3,55,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.05868639062791,3.14544071565932,2.9719320655965
"CRISPRa","BIN1",2,5,5,116,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.67947821510995,1.60668886036625,1.75226756985365
"CRISPRa","C1QA",2,5,5,83,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.68816742260876,1.89011226560032,1.48622257961719
"CRISPRa","C1QB",2,5,5,77,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.09432147401235,0.849080672227336,1.33956227579737
"CRISPRa","C1QC",1,5,4,30,8,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",1.46344059030413,1.46344059030413,NA
"CRISPRa","C3AR1",2,5,2,40,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.66514088448035,1.50045447693606,1.82982729202464
"CRISPRa","C9orf72",2,5,5,133,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.979772132788129,1.00255788766181,0.956986377914449
"CRISPRa","CCR2",2,5,4,36,10,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.47362437252303,5.30851531301858,5.63873343202749
"CRISPRa","CD14",2,5,2,20,13,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.64096605223552,1.87309728181047,1.40883482266056
"CRISPRa","CD180",2,5,5,43,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.90744992021007,2.77706577827383,3.0378340621463
"CRISPRa","CD19",2,4,4,46,15,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.50098508761443,0.943999513701381,2.05797066152747
"CRISPRa","CD1D",2,5,5,68,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.29935068913813,3.45615294393205,3.14254843434422
"CRISPRa","CD200R1",2,5,5,83,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.75339685106421,2.0568158573589,3.44997784476952
"CRISPRa","CD226",2,5,5,36,12,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.72803826570542,3.0455455298212,2.41053100158965
"CRISPRa","CD300A",2,4,4,109,53,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.10458260744142,1.93089137985273,2.27827383503012
"CRISPRa","CD300C",2,5,5,71,47,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.00946604449754,2.49891239873388,3.5200196902612
"CRISPRa","CD300LB",2,4,4,50,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.33809786568971,2.84356002885727,1.83263570252215
"CRISPRa","CD300LF",2,5,4,47,27,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.26513420300508,3.26339629984474,3.26687210616541
"CRISPRa","CD33",2,5,5,127,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.06671465343352,2.6919694822303,3.44145982463673
"CRISPRa","CD37",2,5,5,82,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.23256098495301,2.16739428136011,2.29772768854592
"CRISPRa","CD40",2,5,5,102,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.49376849631809,1.54908917918968,1.4384478134465
"CRISPRa","CD44",2,5,4,53,21,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.20877646584289,1.45611130907015,0.961441622615629
"CRISPRa","CD48",2,5,4,101,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.1553639654228,2.27252943796869,2.03819849287691
"CRISPRa","CD52",2,5,3,50,24,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.98516143915812,2.46278500039094,3.50753787792531
"CRISPRa","CD58",2,4,5,78,47,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.83339200161433,1.79914576628482,1.86763823694384
"CRISPRa","CD68",2,5,4,51,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.05430600719504,1.02767194108007,1.08094007331
"CRISPRa","CD69",2,4,4,56,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.53422537452978,4.21699986964458,4.85145087941498
"CRISPRa","CD80",2,5,5,87,52,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.23398869001148,2.82605814891299,1.64191923110996
"CRISPRa","CD81",2,5,5,86,50,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.06899335815615,1.96495937128794,2.17302734502436
"CRISPRa","CD86",2,5,5,61,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.678543886048831,0.70448324135584,0.652604530741822
"CRISPRa","CDKN2A",2,5,5,53,22,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.811665486478534,0.508429324958336,1.11490164799873
"CRISPRa","CEMIP2",2,5,5,105,56,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.29339162390881,2.50716320163251,2.0796200461851
"CRISPRa","CHRNE",2,5,5,149,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.4247565665299,4.16544195414627,2.68407117891352
"CRISPRa","CLDN7",1,3,3,21,7,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",-2.34460178913741,-2.34460178913741,NA
"CRISPRa","CLEC2B",1,5,5,32,9,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",2.81812374079696,2.81812374079696,NA
"CRISPRa","CLEC2D",2,4,3,53,22,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.0454163379903987,-0.340297343824557,0.24946466784376
"CRISPRa","CLEC7A",2,5,5,46,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.569730200008763,0.248127616421539,0.891332783595987
"CRISPRa","CLECL1",2,5,4,60,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.73901036991377,2.8468951513047,2.63112558852284
"CRISPRa","CLIC1",2,5,3,64,25,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.31897983451429,1.43121532026265,1.20674434876593
"CRISPRa","CLN3",2,4,3,74,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.988496057210282,1.27325900433701,0.703733110083554
"CRISPRa","CLU",2,5,5,62,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",6.02730380430605,6.77600644754314,5.27860116106896
"CRISPRa","CR1",2,5,5,103,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.44220694624569,3.70766247954584,3.17675141294554
"CRISPRa","CR2",2,5,5,60,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.61834308835893,4.2288546405018,3.00783153621606
"CRISPRa","CSF1R",2,5,5,96,50,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.541718874896443,0.633532922485337,0.449904827307549
"CRISPRa","CSF2RA",2,4,4,64,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.97838653065892,1.78967181922072,2.16710124209713
"CRISPRa","CSF2RB",2,5,4,63,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.18794317795936,3.20546520233529,3.17042115358344
"CRISPRa","CSF3R",2,5,5,135,66,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.59102858941329,3.70336669655447,3.4786904822721
"CRISPRa","CTLA4",2,5,5,35,13,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.51296454882047,3.43701907357774,3.5889100240632
"CRISPRa","CTSB",2,5,5,65,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.995756542767225,0.947121217295784,1.04439186823867
"CRISPRa","CTSH",2,5,4,66,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.34143546419103,1.37431777551931,1.30855315286275
"CRISPRa","CXCR3",2,5,5,107,53,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.16885007701818,4.34957509963076,3.98812505440561
"CRISPRa","CXCR4",2,5,5,36,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.74468959895512,2.20277675943519,1.28660243847506
"CRISPRa","DPYD",2,5,3,73,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.30493550203739,1.28693279481558,1.32293820925919
"CRISPRa","EPHA1",1,5,2,15,7,TRUE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",2.20037234383957,2.20037234383957,NA
"CRISPRa","FCER1G",2,5,5,101,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.70996320192867,1.76021221153584,1.65971419232149
"CRISPRa","FCGR1A",2,5,5,142,81,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.90661653557892,1.61851134837204,2.1947217227858
"CRISPRa","FCGR2A",2,5,5,82,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.43079825247786,2.44183727289478,2.41975923206094
"CRISPRa","FCGR2B",2,5,5,90,51,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.248524305096411,0.194956620122136,0.302091990070686
"CRISPRa","FCGR2C",2,5,4,58,21,TRUE,FALSE,"CROSS_DONOR_MEAN","STRUCTURALLY_UNMEASURED",NA,NA,NA
"CRISPRa","FCGR3A",2,5,5,69,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.00450860661817,1.89305854294028,2.11595867029605
"CRISPRa","FCGR3B",2,5,5,48,27,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.15950822503746,5.50739476604162,4.8116216840333
"CRISPRa","FERMT3",2,5,5,71,40,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.48440488259095,2.47670322364381,2.4921065415381
"CRISPRa","FLT1",2,3,3,53,20,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.9126250210193,4.87931736400982,4.94593267802877
"CRISPRa","FOLR2",2,5,5,83,49,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.44704963868323,4.57994170851383,4.31415756885263
"CRISPRa","FPR1",2,5,5,71,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.85261375992721,2.58031778300457,3.12490973684984
"CRISPRa","FPR2",2,5,5,87,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.49419013149403,2.29634720285119,2.69203306013687
"CRISPRa","FPR3",2,5,4,57,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.526870715700892,0.56715261363953,0.486588817762254
"CRISPRa","GBA",2,4,4,56,22,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.47191751390623,1.73204061463213,1.21179441318034
"CRISPRa","GPNMB",2,5,5,46,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.55058319018879,1.70151755053988,1.39964882983769
"CRISPRa","GPR141",2,5,5,59,35,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.70517301270482,1.82468832441034,1.58565770099929
"CRISPRa","GPR183",2,5,4,31,18,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.50267866444819,1.61922886446619,1.38612846443019
"CRISPRa","GPR65",2,5,5,76,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.101707328510369,0.171725158848648,0.0316894981720903
"CRISPRa","GPR87",2,4,4,47,25,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.7357200651415,3.47144013028301,0
"CRISPRa","GRN",2,4,3,37,16,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.0319381048786118,0.148028591112878,-0.0841523813556542
"CRISPRa","HAVCR1",2,5,5,104,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.0215173677662001,-0.52546492620932,0.48243019067692
"CRISPRa","HEXA",1,1,1,21,9,FALSE,FALSE,"DONOR_SPECIFIC_D1","ASSAYED_DETECTED",0.352962096008596,0.352962096008596,NA
"CRISPRa","HEXB",2,5,5,66,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.30661071208684,2.21853951260988,2.3946819115638
"CRISPRa","HLA-DRB5",2,5,5,89,40,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.490826450890065,0.882168625874701,0.0994842759054291
"CRISPRa","ICAM1",2,5,5,77,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.67808492629401,3.13292922689114,2.22324062569689
"CRISPRa","ICAM3",2,5,5,89,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",5.65437687347569,5.73906960747562,5.56968413947577
"CRISPRa","IFNGR1",2,5,5,87,44,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.893135915572074,0.615971387111188,1.17030044403296
"CRISPRa","IFNGR2",2,5,4,48,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.264398015159937,0.138617998999395,0.390178031320479
"CRISPRa","IL10",2,5,5,95,31,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.80532876383768,1.43056708514524,2.18009044253011
"CRISPRa","IL15",2,5,5,82,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.71205800236032,1.72206599956495,1.7020500051557
"CRISPRa","IL15RA",2,5,4,138,56,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.17226170815189,2.04747047890727,2.29705293739651
"CRISPRa","IL1R1",2,5,5,104,59,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.699590688596,2.63605685667407,2.76312452051793
"CRISPRa","IL1R2",2,5,5,134,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.82517765271975,2.89535415520366,2.75500115023584
"CRISPRa","IL1RN",2,5,4,53,23,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.421612195352,1.21548435989637,1.62774003080764
"CRISPRa","IL21R",2,4,4,78,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.90809289070581,4.5128732820944,3.30331249931721
"CRISPRa","IL23A",2,5,4,73,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",4.83541094133561,4.48467284871766,5.18614903395355
"CRISPRa","IL2RA",2,5,5,87,49,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",2.8916601431709,3.85658399927459,1.92673628706721
"CRISPRa","IL2RG",2,5,5,63,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.06600465655527,2.94211052739511,3.18989878571542
"CRISPRa","IL6R",2,5,5,62,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.751019695754066,0.668321361811837,0.833718029696295
"CRISPRa","ILDR1",2,4,5,66,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",3.30034405800535,4.21126239034327,2.38942572566743
"CRISPRa","IRF5",2,5,5,132,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.57258001338073,1.27755654372471,1.86760348303675
"CRISPRa","IRF8",2,5,5,99,50,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",1.0291938013052,1.00494082128658,1.05344678132383
